"B" "CD4" "CD8" "GR" "MO"
"cg17232476" 0.058452920176882 0.897232584926991 0.888961172567592 0.90258054058919 0.872143435349078
"cg21743182" 0.0453623522536768 0.870356582265227 0.872784571992559 0.885468136763157 0.876104877321957
"cg27304328" 0.0556045133567868 0.907486169512465 0.909375428705714 0.845294757779928 0.87160792846706
"cg20666585" 0.0585876510073771 0.879424268217063 0.856418753109691 0.899659791326333 0.901853611930662
"cg18184053" 0.0338082205274514 0.878898830600981 0.85195799032867 0.851757064545084 0.856890349530357
"cg27565966" 0.0557192640358382 0.882604479292616 0.879236991617144 0.867462924126556 0.869448948019291
"cg04828493" 0.0932391382568957 0.936664958323058 0.932070772682876 0.957577571895775 0.823530580132564
"cg13356455" 0.0531899361031362 0.869438251587188 0.863784297955701 0.875915550005361 0.869669129631871
"cg15532942" 0.0604819132759467 0.848146299919106 0.871061630866039 0.888016363438066 0.895539843261742
"cg26795340" 0.043078608174168 0.861400035688377 0.862259058932397 0.857308408822151 0.848828107142938
"cg05891759" 0.0634167959876132 0.86080248137385 0.876054098585089 0.898052085450991 0.863590422529702
"cg04838847" 0.160687249840625 0.97233246284813 0.97360801281083 0.970370049683718 0.970227117181339
"cg01024458" 0.0607926935125186 0.838371035311116 0.856035278861746 0.901580396008956 0.886343985901596
"cg18590995" 0.0451754511817351 0.879397757088127 0.883129728355058 0.806259810506999 0.836163496379776
"cg19348272" 0.0640237449893178 0.821475923965997 0.863827736203519 0.892115784182394 0.895596317140098
"cg26318872" 0.105010124783912 0.904793872649185 0.907473183508944 0.912288292364783 0.908418952468705
"cg20452738" 0.105440977720227 0.91114304956357 0.908476415050532 0.904723101572236 0.909255331596385
"cg18664915" 0.0840194639465478 0.886351362730008 0.880566447211217 0.886852171505604 0.892629825255487
"cg22498365" 0.0653562897482254 0.824362487329055 0.860359662595057 0.895808022815323 0.889542896567315
"cg11774624" 0.100910486131793 0.903397604889991 0.909782054025088 0.901495021461157 0.895685431664558
"cg01869288" 0.0459102225517711 0.828331988943619 0.806439001764246 0.876587939629935 0.872812659523674
"cg12976793" 0.0946755469191254 0.88304983412869 0.882825161272451 0.912316561798037 0.900805120269787
"cg04949429" 0.0511699488172749 0.848030828340844 0.846844155979791 0.856771868373413 0.849246520105684
"cg07597976" 0.0385452247335923 0.869033910845506 0.863522309995607 0.8090638843751 0.808584506227811
"cg05433111" 0.0632305298740966 0.874697763205175 0.870819696073266 0.848353807153727 0.853652310382443
"cg25518868" 0.589377580488119 0.0472929707166549 0.0522612619883621 0.0412665136109304 0.053626536048311
"cg17092523" 0.64753449404943 0.0583345262173193 0.0880747660130131 0.0551931986339118 0.222489262489067
"cg16815882" 0.841988952082025 0.434889114123438 0.469697686439811 0.09890373053467 0.20885704248786
"cg16677191" 0.707036893558869 0.24762863945462 0.27513258837671 0.0624044968946563 0.0828392750819306
"cg05870586" 0.799715854018356 0.309856810237894 0.426027265283769 0.0525532720918366 0.24821998942799
"cg07375256" 0.854492767129275 0.0834127676125158 0.0650452259421026 0.329048955807148 0.742236031260829
"cg03889263" 0.704688310838379 0.133544776087071 0.316640848199726 0.079782530026192 0.0941935827899087
"cg24834394" 0.842716110153959 0.276245144668836 0.424439339616143 0.0520158144214872 0.422505506371523
"cg00874051" 0.868598290028764 0.584867681174657 0.550563246610401 0.0511461159994981 0.101436604247302
"cg08698943" 0.859163348737768 0.321038643547503 0.384824278242922 0.416376098748719 0.106664674011299
"cg20541456" 0.610471596838923 0.064561510814098 0.0668196181529944 0.0217355792835128 0.0768077799748154
"cg27507284" 0.760649873424766 0.403079461238822 0.312540026118418 0.0541094326914066 0.06912629015622
"cg17950348" 0.853445809688758 0.604041135319983 0.500179583291008 0.039992590390172 0.061142865599825
"cg02304370" 0.882682257999141 0.228145031317213 0.232642039655106 0.431008082071135 0.376409424221605
"cg15030789" 0.74655426023494 0.271409232856475 0.314305888337246 0.0587944177332999 0.0847407234725682
"cg21278103" 0.8363957534123 0.406638252224221 0.51635981034997 0.0506630733987052 0.116154589448649
"cg02779913" 0.775803749949094 0.418332467216127 0.347964235047419 0.0301695175946809 0.0451073949576526
"cg03798942" 0.774200605731146 0.0848939216646341 0.102227642513534 0.0710403708993375 0.555287418960878
"cg21291385" 0.745401959764759 0.152175684620715 0.128098437997923 0.067859918194737 0.346863458292082
"cg07285237" 0.813495427364813 0.118481156036811 0.183767106622699 0.499848541887872 0.136548668300995
"cg20450123" 0.766263623293618 0.297956001459806 0.24308120381998 0.0602052963135487 0.146893543486508
"cg15595502" 0.800258078115082 0.333048728937028 0.23999066304913 0.108508256597996 0.188688961013598
"cg00902153" 0.668520615754957 0.0869936041262849 0.0904460005452495 0.0719586940118019 0.061686503815812
"cg24536818" 0.75130763974003 0.0849127055575907 0.323140009834193 0.0938670541134903 0.142131951972531
"cg14284211" 0.712254206836526 0.222443293401686 0.171243451450003 0.0388788303471285 0.0495624833633656
"cg08682625" 0.771183770080499 0.245439707731356 0.257433592989682 0.0854484814789457 0.129089129816861
"cg21638533" 0.888697664467763 0.509141458334906 0.56992700035387 0.0475093630139426 0.0585632585250131
"cg19268695" 0.832396138423118 0.0701464063196653 0.0788030149569229 0.651953033194591 0.130586809898575
"cg15906007" 0.725905127417329 0.086056342341019 0.078708339928908 0.0758043638624726 0.249606800188376
"cg22677556" 0.825826713545895 0.0474146687568363 0.0515630516880749 0.611559915010938 0.12967247504107
"cg00058449" 0.937621411800723 0.577806569286131 0.215073902597781 0.182747067374882 0.327728647091406
"cg09300089" 0.810608917715895 0.428903507804729 0.187702427846707 0.0524606801446787 0.0755946201555963
"cg00970435" 0.789210655899085 0.20709664478746 0.0912489474763248 0.0733427328043028 0.276418712082489
"cg15354065" 0.809153624400535 0.0722926646934718 0.257400584942098 0.317267284256883 0.0799673752041838
"cg20317872" 0.893658453366492 0.0383411234146371 0.0410697811520953 0.674116306987267 0.283080426250085
"cg01054402" 0.778683770035102 0.0832296228144994 0.130575995043332 0.0553013428911162 0.310271466352995
"cg20380468" 0.833189286768545 0.0517380976541456 0.0761052709761873 0.15766294237638 0.478133869698527
"cg22437221" 0.861447742550506 0.0615257169246532 0.0814399741477792 0.138443159269492 0.576787385369771
"cg23357708" 0.799647521730064 0.238023287041029 0.204830504425105 0.0530187009818859 0.0525062526092419
"cg00619207" 0.836533373868288 0.0481893187306745 0.0511415807705612 0.481478319649336 0.0698438006935215
"cg17266282" 0.851242878764027 0.146704755736014 0.217911222192633 0.133496931401059 0.191374323381543
"cg03429643" 0.750860080469763 0.0513048917210556 0.0438500133581784 0.0361953360744959 0.0546029407365793
"cg08560387" 0.740664379050971 0.0352349721671174 0.0321018471469395 0.031050072545516 0.0402841363692282
"cg14317609" 0.831936954375473 0.136133234232431 0.164673710133242 0.0941278012127364 0.10819971301722
"cg07635227" 0.795478375426897 0.131335018567731 0.139052597972154 0.0337087277153431 0.0426900926742667
"cg25616055" 0.780772342122655 0.0621637314939711 0.0994091516731538 0.0346803883757959 0.0755907241460953
"cg02606840" 0.790116526080985 0.0381186971352889 0.0350973710903114 0.0271535512109421 0.174654983800053
"cg19269039" 0.86479167136091 0.0336458908483829 0.0374143643035433 0.365065840740171 0.0729546088897918
"cg01156249" 0.894214453532876 0.254958891685091 0.216202327636765 0.0684977116384183 0.0782057718973443
"cg08864105" 0.886450244958834 0.0884471147801156 0.087332026949328 0.0804615338561502 0.0757638560543378
"cg00366435" 0.920072654739104 0.0737594334664107 0.532197332569539 0.928191569163421 0.912984970576045
"cg07679948" 0.975597479102223 0.0749006816347021 0.359789018858267 0.975790052906523 0.96866068902744
"cg11236515" 0.940985044590567 0.0772160453180958 0.339406208370571 0.984088755296351 0.978226669180957
"cg07970799" 0.948461876243948 0.114243023670142 0.478326597884807 0.957961978937011 0.947373877115732
"cg09032544" 0.965966089173202 0.0314260909610971 0.0445368444552889 0.966918547539656 0.953057608256566
"cg07786657" 0.972056205336673 0.0370200214648501 0.0470739029394558 0.967969444081055 0.963256938136899
"cg16173109" 0.884135989875777 0.0783209080411401 0.425391259541696 0.888373911131133 0.886332453714547
"cg03388043" 0.953187536527468 0.0334849187024877 0.0435567792282032 0.958775205226358 0.941164224977457
"cg11848483" 0.913466025845064 0.0863219287035134 0.332772540857841 0.934289215001721 0.930882562032942
"cg11465943" 0.899718176490711 0.157996848345827 0.625086253761489 0.934369706623547 0.929283501332174
"cg04340595" 0.923638197538131 0.060665383110043 0.153771296335798 0.948993344874004 0.948643938908568
"cg25226014" 0.916323740554143 0.0624195828407556 0.166110802232974 0.935242132744193 0.929765661148216
"cg16452866" 0.9563744299028 0.092251877506887 0.2103354593309 0.959212736955109 0.932782429854761
"cg24841244" 0.928411222523633 0.0317185667618654 0.0418928689867609 0.926081431858717 0.914282777755092
"cg14477767" 0.839884981148749 0.140864954297916 0.701887741301899 0.871439333448459 0.835005528543525
"cg07748255" 0.943686772679768 0.0964827762847464 0.204183247978824 0.956732703081127 0.941234839715774
"cg05074138" 0.885218252838991 0.0933674205775951 0.362176934161794 0.887785406300406 0.892977482405277
"cg10240150" 0.893278169264932 0.0756344542011178 0.30670815170582 0.873166781980528 0.880764456455979
"cg26166854" 0.861820886832489 0.0873336077420118 0.401797548593252 0.882628268311884 0.843694876903521
"cg27583604" 0.771817993332746 0.105880906706063 0.55309168215142 0.848473486991462 0.89081884982542
"cg08884752" 0.856795732966048 0.0984695046179344 0.525047416231504 0.843924804523255 0.809194024661119
"cg05103064" 0.917784392452894 0.15502350481684 0.485882811343108 0.926818961092247 0.919574456205527
"cg17984638" 0.919458827412134 0.0790399823659514 0.189665445329588 0.919433130135764 0.912315545136102
"cg13619891" 0.938609397522226 0.072660335908049 0.0870166116132904 0.941575597696693 0.941478112441705
"cg25893560" 0.898769190503925 0.144419653823769 0.483203130277093 0.911807293914683 0.88935075259249
"cg13606287" 0.877307296685948 0.0770234066059351 0.234335036554175 0.902287990222716 0.890232456930497
"cg00440980" 0.886191554469028 0.111312821773851 0.424654059791485 0.899457056683659 0.820623326975695
"cg19001909" 0.961038284984152 0.133904069093469 0.235373301302165 0.959955082797129 0.958110395794459
"cg08450017" 0.91977431492819 0.079977652291746 0.119106666545207 0.937908184863754 0.910154741934722
"cg01178899" 0.903714367255084 0.09209373508884 0.237487009444487 0.905049937595568 0.879766452324245
"cg11162888" 0.910337477792372 0.130017493333924 0.359481212360589 0.902249748126459 0.903838470510725
"cg07545925" 0.886756699954674 0.0435670373705966 0.0429760325067131 0.901570386333158 0.888940290856281
"cg10837404" 0.907508927729186 0.220734887982494 0.717196723223283 0.916488840604894 0.89768927632444
"cg16093065" 0.892887595393592 0.0614473439940814 0.0968879434850182 0.901933273630612 0.891142538856687
"cg15564619" 0.923176128012763 0.0709731467801283 0.418098444323155 0.777046125727656 0.713224588532075
"cg24662823" 0.897254668152431 0.143003977544463 0.421261827291331 0.902337248043893 0.892900939601508
"cg06164961" 0.887254401025761 0.0465975668364882 0.0539928310355917 0.896475420159431 0.880302924769068
"cg09354050" 0.885835696339923 0.0449246624248108 0.0467524218478634 0.889547835350164 0.888199818593553
"cg07573020" 0.869336525146231 0.045460616592618 0.0698906430238379 0.889043854074944 0.88200329916184
"cg14522718" 0.929397222676356 0.131650315097135 0.254779346477399 0.927797072685531 0.941827005143317
"cg02661764" 0.828721957890409 0.0970469719436134 0.529245992784072 0.810335727855279 0.753810212431388
"cg07728874" 0.878749116395485 0.0418367375922055 0.0480675863385196 0.875759720985476 0.881046936355458
"cg04180114" 0.862377594535867 0.0889528058370567 0.26663146617549 0.879770327831836 0.866606742333587
"cg05705140" 0.814566386995395 0.0826200054844196 0.224587936882301 0.907635262231928 0.899214184923636
"cg16417028" 0.759514014518186 0.124424921855889 0.495200983773065 0.873813992453739 0.88610197950704
"cg18758433" 0.869418811372633 0.0934512129595439 0.230835916686195 0.908544590195488 0.875991483508893
"cg09016797" 0.862060441377502 0.110520956530325 0.364614552354368 0.860686593734952 0.868639360266612
"cg14278300" 0.884460252513124 0.0545309180761811 0.0596990511258805 0.893526970607243 0.887633707264233
"cg00620024" 0.880287525610158 0.136943504309806 0.379335875333558 0.904553256724548 0.893596156112784
"cg24612198" 0.906746092658684 0.0773437722066627 0.0931618185907199 0.91009058248725 0.903866556386232
"cg23950714" 0.173901075747092 0.917319584557916 0.937039899809834 0.12744045108069 0.181519086310154
"cg06422467" 0.270323941822529 0.873578083690058 0.870044886507723 0.0544725318381207 0.0465228372303331
"cg12787553" 0.168120739580202 0.847390112644123 0.847646860619575 0.0515751683871845 0.0582670505762567
"cg09885622" 0.146161772675617 0.831103684184793 0.64607733732086 0.151710439174607 0.109034202734187
"cg12774429" 0.0806060782436608 0.834641541897411 0.841344963076744 0.072190507657593 0.076598171045302
"cg05148465" 0.0633966679246583 0.796608700235391 0.740878471457163 0.051336614865992 0.0590951239834622
"cg14564351" 0.123016972618959 0.681878611862676 0.205932665675946 0.0558719631393652 0.0611008733108273
"cg20455854" 0.0969546312356541 0.785089716779149 0.703050292135892 0.0299649963162713 0.0337154619035854
"cg16922167" 0.14431147756091 0.85426309626559 0.845081731625472 0.0666589179923311 0.0746534828511665
"cg19647567" 0.0980896986338946 0.854700531984456 0.861551035736059 0.0617060136658918 0.10853208780511
"cg07280097" 0.132285830775341 0.851112340465101 0.842474614239135 0.0446178300843128 0.0937646155174015
"cg07834069" 0.239553755049424 0.880335479217277 0.86972990747876 0.0521492213490294 0.0698057784127644
"cg10453850" 0.349871500954923 0.908887934618647 0.905502393065603 0.0378814179105922 0.0521297241256135
"cg09832245" 0.0737732078776558 0.83158059807134 0.828349301393662 0.0515499778277066 0.0756240809612601
"cg13795831" 0.139539966534806 0.900570986139514 0.936237280886047 0.112441719620979 0.107029833689308
"cg23671196" 0.101694958013302 0.844647586651433 0.876771067257443 0.0428731653336858 0.0504735903990367
"cg12465678" 0.422438658026956 0.869913820862334 0.638208594809079 0.0471316399031584 0.0639990793960755
"cg13468685" 0.171066688440332 0.818612127904755 0.611130968658007 0.0633296359545331 0.0954200696536624
"cg16824282" 0.193426265061014 0.886275724067359 0.875226841630634 0.0465811346726445 0.0982858672075777
"cg17744604" 0.0994965925467728 0.793205616700246 0.616270200231112 0.0623209976251042 0.0558724041767932
"cg15085899" 0.362994593473246 0.929970801887238 0.940929897990948 0.0415358183288387 0.0462424402279272
"cg01231183" 0.108669371330699 0.910234207551703 0.879763482902804 0.146070804962387 0.164045367594909
"cg18150584" 0.189733971931835 0.871587245258116 0.840959443750656 0.0497579300621967 0.0656648621986443
"cg18907610" 0.146869052505154 0.874410041409327 0.878832542899276 0.0721032864539281 0.0552362091354208
"cg06242730" 0.0489018029881102 0.862915254554917 0.860848626695538 0.0504607854813181 0.138521043412416
"cg19628988" 0.177808301726266 0.861892786650061 0.7816450617961 0.0670226534540466 0.0672618741188406
"cg23379806" 0.0608219379137585 0.84036114074626 0.825308890741606 0.0538720002185175 0.0665575700516331
"cg20049422" 0.225900296906655 0.921786428756332 0.917126318104129 0.132584231912061 0.0527091975765964
"cg05389236" 0.160496529491694 0.955903178710159 0.955728117671688 0.248411762440585 0.0966115371563809
"cg09572125" 0.211523379082701 0.815583376267411 0.597039510468895 0.0347269996865089 0.045232657017405
"cg00409104" 0.0613304688129881 0.849602666767938 0.846642185607822 0.0501881816889171 0.0625682363054943
"cg08545593" 0.126221075296817 0.878284399048763 0.884037465091788 0.0601420284282435 0.0665877854006721
"cg08772789" 0.0581605799941005 0.855436873349989 0.823977272163741 0.0626647664469848 0.0828655831111856
"cg09287328" 0.102688713379639 0.953147674196356 0.946790206354863 0.233103954017536 0.130877237000787
"cg23582982" 0.268862408621531 0.906750985339214 0.897942023736834 0.0215213393305142 0.0306133096802231
"cg03574571" 0.0449517146638067 0.861368799158007 0.829626361069365 0.0583177574225508 0.0798633204920467
"cg11377213" 0.110161903436191 0.866858430548538 0.819894976024944 0.0450959113975427 0.0580486915212143
"cg07785552" 0.0500881283052606 0.82523094029249 0.684696456347877 0.050754838583166 0.0601921855931508
"cg03746834" 0.0676261146602631 0.89507132946625 0.887525344541279 0.0646292772367002 0.0969948280274942
"cg22742001" 0.0834194936271906 0.882218297154407 0.8621055287095 0.0434000936548441 0.0736432128471186
"cg01925950" 0.0549048485962412 0.880120767277187 0.882435090188016 0.0614655194089762 0.047772596542618
"cg22152931" 0.0692564189020257 0.892492304533218 0.907942742695319 0.0502525656984858 0.0674418684911554
"cg15935770" 0.068273923289115 0.901736118971129 0.90632940085222 0.0550612515737209 0.0670550499049561
"cg10376161" 0.0549342660699646 0.889780196176845 0.879052464749701 0.0522982670389088 0.0471789706931439
"cg02046552" 0.108730778821664 0.838948404972148 0.603214812135673 0.0411093194125354 0.0468230940246513
"cg15982099" 0.0653187051215131 0.920558587754039 0.915834576717638 0.0646342439578433 0.0819642116909385
"cg24448340" 0.0821025614827375 0.908879668504056 0.899914068809389 0.0372155447382807 0.0542359893630656
"cg23249922" 0.0379708721896074 0.977020361395175 0.97294693558617 0.185232686081903 0.0425169971722843
"cg13448978" 0.0932361374866278 0.947571266749171 0.929771698892231 0.0430972528457218 0.0502441137779151
"cg02380585" 0.0265797439736352 0.927958114255269 0.893142587456299 0.0230035460894976 0.0373913799022326
"cg25939861" 0.865769646533315 0.80665922214811 0.0733099792879521 0.876017211291779 0.860355492686605
"cg14094409" 0.952890425825055 0.419958863356595 0.0620285024874676 0.972831105243904 0.966397966860176
"cg00219921" 0.900679881950767 0.798049480286859 0.118848057523727 0.897684977362337 0.89271350070888
"cg04042333" 0.881930188351078 0.513140654600183 0.103671832335011 0.968602699575438 0.962292983130741
"cg22512531" 0.889804127747394 0.497677182181597 0.0731928542802013 0.883030561458898 0.871977297301577
"cg10977115" 0.89048760555364 0.36486587271929 0.0662565122021511 0.897567042416441 0.885860365572114
"cg14506192" 0.896051435470417 0.457229882171217 0.0996459662328985 0.90446301212099 0.899950964669647
"cg08418872" 0.965929844942755 0.684433510750975 0.199326447486892 0.909756460851477 0.94084427961067
"cg11531557" 0.896690551488103 0.54050689397922 0.135535744382696 0.902673569336624 0.896759088990143
"cg08622923" 0.851624365019988 0.452412816815873 0.0935486368962024 0.826442149640264 0.860955186867765
"cg19529732" 0.83633161511702 0.191481152022684 0.0381668825442084 0.833895998568709 0.862726344173404
"cg20894640" 0.903302760227588 0.170298310892539 0.0756598011215327 0.903667259929348 0.893335975504272
"cg02374486" 0.8342707372675 0.356362166529267 0.0833853841123378 0.852730591681794 0.855207241254446
"cg11804414" 0.812473271907985 0.272906255531122 0.0514139078242099 0.810609117329773 0.856086543610237
"cg21330949" 0.835721704363089 0.142336377774042 0.0544930451364028 0.870253509519868 0.869094758288137
"cg00277591" 0.908324969840133 0.0543694055703497 0.0553614656503407 0.857000136223088 0.898777191600797
"cg27470208" 0.881008950088159 0.0926060929859633 0.0654625361812345 0.893078952947997 0.88782991403415
"cg25350872" 0.91258311934934 0.855861959278206 0.279364629308609 0.931799369727573 0.921002279962781
"cg22689323" 0.898716261144239 0.0661031738658313 0.0569258050972873 0.886748700203968 0.865739779420457
"cg02324835" 0.866779738313414 0.287005127346668 0.100003511594252 0.881773743866964 0.855669022893001
"cg04759756" 0.904388322581306 0.376396625359803 0.153454722609253 0.908650261628252 0.90885699027551
"cg08109681" 0.858826942562134 0.0764022905754103 0.0566272832712594 0.881786226230163 0.884326698526498
"cg15293582" 0.931080831967127 0.595823983303006 0.228364862571746 0.930086328866995 0.931453085278421
"cg21805118" 0.755676610155419 0.221441219632603 0.057992766458171 0.847398261660606 0.867732718537449
"cg23752651" 0.888263533037898 0.679372048265627 0.187272793142265 0.80317257261124 0.843592301700688
"cg09453312" 0.858595549073211 0.0445044311856841 0.0493306303832712 0.886738050346675 0.848744286286421
"cg15880738" 0.872104769255454 0.0518240228036143 0.0594996868500515 0.87620990598161 0.877584041832224
"cg14001486" 0.883515730851345 0.0903018976107337 0.0786163950891236 0.889608994339985 0.890562323307332
"cg09088496" 0.881921029570368 0.120130195783439 0.0854577762545202 0.894434952213659 0.880242932580989
"cg16374333" 0.886075141039811 0.0907913499914466 0.0719384905019301 0.878140946889932 0.865586475757913
"cg26234900" 0.693811345332111 0.216641825933108 0.0705335868962048 0.908215188901042 0.893836821300663
"cg03172657" 0.900977856926863 0.239610677403764 0.0737184817573425 0.769850891806474 0.814858553750232
"cg12433559" 0.802727096713554 0.252472599850921 0.0694503724066489 0.822974973557687 0.826185253641191
"cg08691577" 0.6165247914811 0.754493523657411 0.180449921753793 0.890937019439127 0.887493768011145
"cg14287022" 0.858741599629034 0.209893887624017 0.0925252116446623 0.853621106980452 0.85694411276157
"cg20105257" 0.899691997717196 0.327046451980826 0.189478422693377 0.966749976817973 0.956165271139637
"cg09234252" 0.912635168620832 0.168036093238704 0.128789338581576 0.918351051745042 0.906742272935552
"cg05799811" 0.803445934323918 0.0193368964915411 0.0235538307818336 0.817313105984979 0.841714859346837
"cg14101485" 0.254187672036364 0.873084912545319 0.894987901609608 0.082661633252292 0.0901641136988343
"cg21821982" 0.0892593111949068 0.79371219783068 0.824079291258533 0.0516987578365111 0.077687062548989
"cg13443575" 0.0917657087078471 0.706288092475939 0.798849191990449 0.0505356964951174 0.0554625117283162
"cg22900266" 0.209014056088964 0.890640546319588 0.91263508727681 0.153313922128217 0.107326462880251
"cg04173396" 0.0537498624417002 0.547402846615334 0.760909486945355 0.0720016568453557 0.0710530621857538
"cg15381475" 0.285978644434766 0.806252357903867 0.860092011389716 0.0239096681094818 0.0292522886570322
"cg01088404" 0.195281649352998 0.514070587647683 0.787155848498099 0.055976799024716 0.077176145433338
"cg01208318" 0.0516582247704731 0.576254859453112 0.840158923971564 0.25500984671086 0.157891167210597
"cg13247398" 0.11798618924938 0.555917513563539 0.7818419447768 0.0632845954297835 0.0711483478533456
"cg23927970" 0.323543345462508 0.871130361744509 0.914349183976663 0.0761673077993739 0.040734059112892
"cg12426092" 0.118400001589241 0.81704484631233 0.851100494670759 0.0481105502023424 0.0576137457700232
"cg24401262" 0.147358630142624 0.81739226378778 0.848690011388273 0.0266840238710549 0.0406354576763416
"cg08215318" 0.293302357141618 0.822406885260642 0.901909924447145 0.0601485468066843 0.0684280600130325
"cg22193912" 0.431147449170757 0.874008408348617 0.933355921366965 0.0309519369584648 0.0354417469347218
"cg17534540" 0.214701059534237 0.629832527634711 0.82351770292513 0.0349432725201427 0.0414121357863923
"cg07799277" 0.0976165542484663 0.754101728267668 0.843839609135594 0.0576225003501662 0.080042699698325
"cg19118951" 0.347289975894686 0.835353277461269 0.918987872564685 0.0290932852268615 0.0602764003191962
"cg25711558" 0.0589699330294069 0.804998876933673 0.846845689728132 0.0372078092509769 0.0514487333860832
"cg21593001" 0.116875209410253 0.809427623123667 0.870561146761372 0.0462715071865309 0.056852831040081
"cg09145126" 0.0841484810968072 0.829377867267959 0.877142837010317 0.0542094371566605 0.0730927702426452
"cg04354393" 0.0416945683365728 0.709776641382126 0.823895695903568 0.0301562181907994 0.037153060981198
"cg16802439" 0.980093630227727 0.97933501750062 0.975770096192766 0.0336053649678179 0.760269702040251
"cg25739938" 0.916668937204166 0.91472826965818 0.913547985273471 0.0395592612945863 0.883115684953211
"cg05398700" 0.947223365640406 0.961089437193284 0.956299437634002 0.0753441151954081 0.901601896664151
"cg06270401" 0.919129833251553 0.896787163196599 0.893176313070208 0.0351303218078802 0.868698044897315
"cg19037107" 0.9145051607436 0.910549333200208 0.905791285379514 0.0457444890185232 0.858740487884744
"cg05936004" 0.909957354209295 0.915283582805278 0.908051255717288 0.0343836177156814 0.800272045914077
"cg25600606" 0.921047019320259 0.925181172279575 0.921252824062484 0.0602525907701084 0.866173682607478
"cg22381196" 0.942501309765285 0.940169247777993 0.933483097133105 0.0356660684127712 0.720676460938603
"cg08253808" 0.905519074836394 0.917292328301488 0.921641727182704 0.037858720754363 0.759850154101998
"cg21285555" 0.897351215780099 0.900480542062423 0.893233779613105 0.0471495841780708 0.826613822181572
"cg05627557" 0.899681905905149 0.900633242142211 0.889107819905532 0.0208951583152829 0.724427685170781
"cg13652008" 0.918206850170319 0.916743707110445 0.914856899598879 0.0613237823371669 0.818983007685152
"cg25074794" 0.935758752616961 0.940605740126542 0.937413555760018 0.0917351353704384 0.845840260347669
"cg11014468" 0.913462217394497 0.911277707768694 0.909543239892364 0.0841871907518742 0.893026256861674
"cg08154963" 0.883842760282439 0.888900800118356 0.892574536957977 0.0488720827593675 0.811963338112463
"cg10487428" 0.900719655662471 0.897632287287505 0.895404068999128 0.054006511728454 0.80383379738081
"cg12483340" 0.88609736439072 0.89456049570976 0.892824091119336 0.0486989136315074 0.801153051982996
"cg13595556" 0.916912824906748 0.903805171770101 0.896602742655248 0.0366589790667762 0.708611942133151
"cg11070172" 0.952644030582465 0.95485268017154 0.929376826078741 0.12569992256829 0.930990909522843
"cg13618969" 0.876568307000979 0.897820454435931 0.896212590417734 0.0705483945376171 0.873138980959399
"cg13468144" 0.900368373681377 0.827657859978839 0.889836826738851 0.0595481104516017 0.866100262708607
"cg03146219" 0.955439524564464 0.960343827926841 0.960560249567962 0.139025251880062 0.925579927439988
"cg00705730" 0.881267533477867 0.873250173824712 0.855650187473519 0.0484177538905871 0.826762051775095
"cg17852482" 0.873244243393491 0.879950355881885 0.875470959532414 0.0603429007546676 0.847122377464918
