"GR" "NK" "B" "CD4" "CD8" "MO"
"cg13595556" 0.0761016103137487 0.849870995751582 0.909915679634093 0.888690962993365 0.889732120046032 0.68602962001741
"cg10611016" 0.103926211080425 0.910979023769837 0.912480281257203 0.913562865630571 0.922135648875136 0.691421990539994
"cg23819411" 0.115231980851293 0.912241862885754 0.886757119055372 0.92613702097847 0.943598033585344 0.737738920749812
"cg12483340" 0.0909010494831375 0.818542832263903 0.891902296909264 0.886820072363898 0.896020598158595 0.792441749521248
"cg09342997" 0.102751748586714 0.886030110319619 0.896137217820815 0.88200341466743 0.892041669846397 0.790666526202605
"cg15658793" 0.101026395350603 0.907492525915556 0.893624435189286 0.920714465839483 0.895339316286446 0.711890483733211
"cg03340036" 0.0919915763922233 0.888042757411698 0.889380799076274 0.875748311671624 0.892307288382525 0.740412004230158
"cg01692842" 0.0757322393593993 0.843520239559458 0.868632425221574 0.835001606333997 0.84299822645091 0.817316880482087
"cg08154963" 0.0863568719037938 0.851271709731207 0.865107837392808 0.863278491073082 0.875730580562102 0.790360459638549
"cg13652008" 0.108771879913905 0.879979484429875 0.901219433968206 0.892755966919933 0.901053160944329 0.778121448599184
"cg06526020" 0.127930923099554 0.897091510845167 0.90341026026578 0.893390441001932 0.917233329118476 0.829388853888772
"cg11671363" 0.13096715412586 0.913883719169161 0.941302062197869 0.941676745303156 0.949372603619277 0.696051441491467
"cg25074794" 0.151877527793359 0.916635164272593 0.934546010491148 0.924385078083701 0.93490645104408 0.842100522911807
"cg25600606" 0.143994645180369 0.902520844657739 0.907511024093555 0.905838407954998 0.917889041059162 0.876691956055108
"cg19055828" 0.0746585796140308 0.893220304554315 0.904086814100367 0.901489484943594 0.909979060812702 0.535067688492731
"cg11070172" 0.204991245399397 0.954466613304477 0.971054479762217 0.966671835244379 0.949789901016948 0.962318677532691
"cg19935471" 0.126018543906184 0.876916402049221 0.889527302764384 0.878289966513683 0.893459132206496 0.862802750300668
"cg21685770" 0.0817825996233677 0.882281258268276 0.832950434784916 0.865299245980591 0.882624814225055 0.709977448982773
"cg22481695" 0.117103985450303 0.888642417305106 0.900510963916029 0.906521384419623 0.898906371915151 0.749025598255933
"cg17852482" 0.103611001420206 0.837425552749903 0.872442403467566 0.859736162426901 0.867071387381998 0.839097770707951
"cg02021919" 0.102777798410554 0.879051994783324 0.894600793411893 0.880999498113112 0.889492886316918 0.720209374887818
"cg13468144" 0.116697954356297 0.879971086339961 0.906253071372103 0.776735575858955 0.880140404126886 0.905997109737697
"cg11014468" 0.153256155365251 0.893022009102084 0.909243744965942 0.900924300305562 0.9106484621022 0.90209188273363
"cg25605731" 0.0813699773588881 0.951290128533155 0.881547144769716 0.930580828316046 0.936372578360982 0.436503950021249
"cg13178361" 0.112511723624991 0.885378554167238 0.888061000095378 0.894269343614949 0.900134318811378 0.723581241409667
"cg23661721" 0.0855576401641764 0.878771095313876 0.89786531566336 0.879603599452145 0.888644730512217 0.597046134347898
"cg24504014" 0.131959592260169 0.908666807706569 0.926686534630409 0.925777355076679 0.928931880972261 0.669564548808565
"cg21792134" 0.170939075502608 0.915290245469584 0.921817231484509 0.918832931299148 0.92409722992346 0.879611885824368
"cg14352586" 0.151080962171474 0.888349791710588 0.888621632807261 0.884090862860253 0.894694867455483 0.898483865902211
"cg11313468" 0.0716721117546285 0.823295493054158 0.841923410434269 0.821975923910392 0.838863587307392 0.71875922535514
"cg21285555" 0.0912806625878211 0.785377030780466 0.867361113699163 0.856280138974429 0.861211065301163 0.769955168912768
"cg12459932" 0.961893358098611 0.557227686482983 0.699340371246738 0.781106542336517 0.570519122528505 0.617639598060786
"cg18625627" 0.388265696399297 0.069770909270006 0.0606645969154507 0.0676202541033487 0.0591984975336936 0.0874390745491568
"cg10274029" 0.709506875083679 0.36502685448165 0.386842074181328 0.303296238292975 0.427843998799375 0.435390901301136
"cg19942083" 0.436346761441337 0.0646022514090075 0.0863000843272409 0.0368691221848769 0.0337867709176383 0.289875169540401
"cg07754940" 0.607526936489102 0.29122557137669 0.346269453445127 0.237329891539136 0.220581044438028 0.248171358092216
"cg03055671" 0.558643458366884 0.118025396070755 0.335748388764205 0.0894107529602072 0.15951413661888 0.359487227978105
"cg00221794" 0.546379303991182 0.108428481627974 0.0709521101147248 0.276532637582345 0.296001527294511 0.209080522980642
"cg05551825" 0.394388573457756 0.0271471135770084 0.0520051885584009 0.0264482466303013 0.0237771824676965 0.0871708797538064
"cg11992736" 0.489161352878601 0.0737683411184803 0.271876480065487 0.0886894864107567 0.0820976418626701 0.1547338465275
"cg14082886" 0.574310565607038 0.272106005595351 0.353919664640023 0.0795235268184538 0.079076692128103 0.321079355426
"cg10880902" 0.558094830946379 0.0853717279876658 0.346195115195241 0.109173368758357 0.104704861992163 0.352739248513047
"cg26169783" 0.614295865830749 0.225919622896073 0.325611475491332 0.25651087605188 0.301634566866529 0.106971503400156
"cg15459165" 0.495698552764202 0.094170132642041 0.0443646750995925 0.096504142991097 0.0626296221829939 0.301819948403314
"cg18865207" 0.458176372525308 0.0573491896807113 0.0560831226011647 0.0610720600657811 0.0579422325962729 0.172089629578168
"cg13203135" 0.480230765017895 0.184923918732864 0.0763975327400394 0.0825726322115863 0.0741158472034464 0.0925570758216648
"cg26283496" 0.847101145961937 0.311582660169684 0.622795267871493 0.456996934830763 0.502772779089813 0.441777924956128
"cg08608952" 0.782093669785717 0.316507411734614 0.452070748655842 0.420617893590777 0.379250730268918 0.404998926486586
"cg16384864" 0.644101678955702 0.153729897132894 0.344524661092998 0.164724440630643 0.211886438929149 0.42456970739237
"cg13525276" 0.462163443509648 0.0745477531702269 0.0618452659429953 0.0756265499837565 0.0603565164705965 0.100064623800116
"cg24590708" 0.598739390054191 0.125828943104141 0.194778449523847 0.149730938202531 0.140591823080213 0.445453052722279
"cg01447475" 0.56078075751811 0.132662771388378 0.0395276169108568 0.266125446124204 0.354167480451894 0.0476852422129098
"cg11906021" 0.796866690949834 0.268649164098954 0.492790647591529 0.484266114302464 0.425999290200552 0.344623749780768
"cg13654573" 0.752610259721368 0.279672274032332 0.35701662613214 0.287279861612878 0.284829612981955 0.553095971087392
"cg21057323" 0.674095355493301 0.315386498066548 0.350169261413171 0.161658115924427 0.172812348752662 0.354692783538873
"cg23911637" 0.760332685513187 0.304879664725224 0.467911859222118 0.301714342503275 0.152930693179021 0.530483335202765
"cg19016694" 0.577403724587838 0.0852528877682166 0.173412677950085 0.0790771950931784 0.0750714474996326 0.432484578814927
"cg05021589" 0.650455849258706 0.316174193609268 0.068874498994517 0.309540106989614 0.377386290329659 0.0779512166985844
"cg21221767" 0.541286357790745 0.258560009351812 0.0364992889951572 0.071250221076825 0.149088821958923 0.084108451353233
"cg21761853" 0.624342106854478 0.112177381760557 0.247911230670517 0.182001386185305 0.124945812305128 0.143926358868503
"cg07248223" 0.632682779140444 0.0876131211827696 0.0894712933808257 0.0933787133125842 0.0751415006304857 0.445147420351543
"cg10825315" 0.55165065215049 0.0693927001292342 0.0646986006070707 0.077312573243084 0.061149874363403 0.0844325923381114
"cg12240358" 0.880374374040285 0.561440831006186 0.141021110929044 0.412578571083201 0.540751732147286 0.326340458616992
"cg11630392" 0.693732266306785 0.10047061583487 0.276114630657073 0.0928253009860324 0.0871237208683451 0.48949075314407
"cg16047279" 0.623617132288405 0.0614255095492031 0.0525470739055727 0.0555550950446702 0.0429809035128883 0.448991904056243
"cg08817540" 0.695991344594518 0.302365270024083 0.411753092819664 0.0973446983890077 0.121020652343038 0.0867040759770988
"cg03722295" 0.733749162981087 0.130523529282625 0.38988078836314 0.147200878496089 0.167418846323388 0.265403309068991
"cg00795812" 0.781248879548822 0.506938727939358 0.396594991606573 0.0918367285261689 0.103347562895594 0.247454895032729
"cg15474337" 0.66156769919831 0.143642959519023 0.0564809352703402 0.227855681529902 0.215079491126757 0.0593391929678956
"cg08653292" 0.881221164760354 0.544067437485223 0.103651762316293 0.238550502558988 0.396495436350459 0.535564139301951
"cg09221159" 0.691764264987698 0.10390216377869 0.1462224396205 0.0703128486676317 0.0727703763962713 0.446123086749153
"cg02212836" 0.808359926893221 0.450752741636366 0.0835270436563988 0.295587668106798 0.392524618772615 0.167086767252408
"cg00661777" 0.689682581464768 0.100744405806592 0.0790680121321049 0.281554274172512 0.211471036913921 0.0894396845065507
"cg27058497" 0.660405075854252 0.0682798511604318 0.174419695377677 0.0873001713846343 0.0555241104785454 0.237858121088552
"cg18128887" 0.673540717228885 0.0416456829225879 0.0464293886596781 0.0387380624966804 0.0365407427368181 0.385344341312258
"cg23280720" 0.810053914424213 0.313185324237763 0.244226426183719 0.050102655122851 0.0482785093032907 0.58912044376665
"cg11354682" 0.809968435745742 0.125868748411883 0.0643125753658936 0.292268828414538 0.373079703514405 0.101645919426487
"cg23954655" 0.745676249764696 0.15282741448143 0.0686122283623115 0.0781575998462901 0.0843666301288532 0.12749270108978
"cg10699171" 0.827724980062505 0.0853139059443428 0.0836464098717512 0.0692672195083549 0.070074804868965 0.548650578240548
"cg26341831" 0.793468106239734 0.0927336367070695 0.0525737211763556 0.202335085399006 0.0697403050036038 0.206741402460495
"cg09993145" 0.847195227500921 0.0511978329610972 0.252342828720612 0.0783938588443789 0.0452187291917189 0.0718603987999828
"cg05875239" 0.936885444108065 0.0922013594874077 0.925516320452314 0.928443370608069 0.909114867141398 0.936738966492351
"cg13617280" 0.903026759951204 0.128942332897189 0.956480621520461 0.9501069381446 0.945892328416685 0.953594536935813
"cg00805874" 0.947926454135738 0.104676771640333 0.97128352337494 0.936848909577824 0.636454826006484 0.954564863785481
"cg03538296" 0.902975426180341 0.103023814757642 0.891951758430762 0.859320050443863 0.784748424122405 0.904047422303169
"cg26573274" 0.960942102782958 0.17757362354807 0.963174282523226 0.932107349650993 0.897200411047916 0.960173047444905
"cg24430034" 0.970641023786604 0.187399398035914 0.973822319445953 0.941779271689517 0.898354068176134 0.96731663710649
"cg15956469" 0.94942539582634 0.171704904678099 0.949843960972032 0.935847779634852 0.83746593016514 0.955365754943278
"cg11335172" 0.896887331811452 0.126418972895216 0.934423286326793 0.893210912188821 0.731626185618956 0.92474207206112
"cg27274718" 0.877724953206839 0.146755469654122 0.894717996022464 0.882819298522872 0.887726931400295 0.887926381312551
"cg12500857" 0.923790239734109 0.157889791816684 0.824684278762444 0.905905271737287 0.911687803247561 0.914402711736145
"cg15757195" 0.878782828613196 0.117948111767787 0.876738494422428 0.787596914481737 0.776990301818823 0.889399469771366
"cg00594040" 0.896310601667525 0.157457299061923 0.913050734669967 0.840087812081691 0.838841085538341 0.912443794539032
"cg05355684" 0.884021751097561 0.164658356285044 0.899013576830891 0.878538389889083 0.860708344081051 0.902544603314658
"cg22749642" 0.894230303650354 0.0847157269471633 0.867444304791599 0.821876788876173 0.508665494505686 0.916396906921396
"cg13995453" 0.911284444291798 0.133554535050905 0.893631901306665 0.754245556303533 0.810422496996669 0.898845072950858
"cg21828319" 0.90202378223728 0.15560208944651 0.767136501448287 0.89286030984411 0.884906739174657 0.900485071198581
"cg08326410" 0.899544614977624 0.171477876169719 0.898243401266642 0.886411414565681 0.835356305055547 0.907169536360113
"cg24408769" 0.567470848124249 0.0898213226108049 0.953565476615551 0.932449326140065 0.921397701309662 0.614476579178368
"cg27309871" 0.897434015255059 0.13248214457934 0.889350959647073 0.869538695567298 0.658906596480123 0.901262271165668
"cg12811871" 0.964916442456721 0.111187838138658 0.623933751367191 0.925471615320901 0.622906306942439 0.959549596911447
"cg20657709" 0.879186423746683 0.130323756766812 0.886713936704439 0.86760738166549 0.672969989914957 0.89149634086902
"cg01806427" 0.843694452344783 0.116040311066302 0.896745625849892 0.853719284965835 0.778488257372002 0.748254234747207
"cg26275360" 0.883099429948989 0.142709466345821 0.847670079220892 0.84647113320439 0.792772559178554 0.881435131426133
"cg13917614" 0.909316338083546 0.19492577132355 0.880689177719936 0.903546567849455 0.899817867511025 0.913789305488655
"cg14058851" 0.756006436621773 0.141284158076282 0.89360338227824 0.878621297680062 0.876870081266934 0.800902531351062
"cg22488278" 0.895970270661554 0.135097495640415 0.783736369107949 0.874791388112143 0.719310664416438 0.898587212578183
"cg13209388" 0.857483376557295 0.165697698645137 0.850652087865464 0.897254030684992 0.794815253389824 0.903760205648124
"cg06202778" 0.852395400874816 0.0984127147706189 0.880992367933147 0.822005642208077 0.577242746309568 0.823782293733788
"cg24410690" 0.872395159173198 0.205172658338191 0.908970542103286 0.904232654108402 0.911449642981084 0.896326989663579
"cg16316183" 0.713147205466801 0.158555040479486 0.890416857597937 0.896205220720742 0.884101357774373 0.866978792569553
"cg10796068" 0.876357517418475 0.131446475335518 0.847090587148957 0.825782270258333 0.685454734371845 0.887316516360843
"cg02384859" 0.895924140828675 0.120907937100421 0.878013887167511 0.823346844493031 0.565147307960284 0.904752592548855
"cg09261289" 0.906631823196494 0.164680668471919 0.894654312385911 0.858650839950779 0.718942212829583 0.905063286044259
"cg02240030" 0.895021550307455 0.165358692491667 0.862836434896881 0.858503444874167 0.767743847324149 0.892466207094116
"cg02195105" 0.868138645132478 0.166225640586718 0.857246098158868 0.863164137474443 0.811761690822151 0.868717397829619
"cg00829063" 0.904793789945178 0.157853699143811 0.913022289071148 0.683943457902732 0.845219225151487 0.908178508264311
"cg18310515" 0.876415592250985 0.128696581462978 0.882220502336244 0.798187189157204 0.634512354564168 0.887917506200779
"cg01416168" 0.902736418428022 0.189107529800962 0.891400788295976 0.878640471785262 0.797147792898975 0.901502717425629
"cg11650164" 0.79141550905206 0.123565679663775 0.888406636290021 0.786935262549049 0.681960561057565 0.883275031815559
"cg06588802" 0.864885290114662 0.121940168361492 0.882725015980244 0.697926237248356 0.703770435632662 0.883968839305309
"cg15241779" 0.869598124084939 0.138003107742368 0.866282555654234 0.819566970019345 0.652665676389138 0.886035039871728
"cg05148385" 0.885563587049609 0.186192926725752 0.887291570915928 0.857951554755082 0.827881287456205 0.877717159773888
"cg19066520" 0.915130048391507 0.116108799676122 0.918055903998957 0.557313902917318 0.679331365105216 0.950615744547574
"cg21180201" 0.849998996132927 0.158300818619905 0.811398836305985 0.853256395555408 0.802410661287832 0.866329625069562
"cg00719568" 0.868058502673959 0.105153404262585 0.687685326809696 0.810487180934191 0.672902009196454 0.875287029412799
"cg26012482" 0.855637284804098 0.0979884599091121 0.854218892405949 0.700107986939507 0.610788072678214 0.870966221538731
"cg05653887" 0.860176548501598 0.117662069962983 0.873891011974796 0.795244517820548 0.570333646141491 0.876288743196169
"cg27287951" 0.969357809492206 0.241776535806163 0.835427996115634 0.952324750378776 0.857780725806874 0.966226595608214
"cg19915997" 0.864021899674429 0.171080403630283 0.856532252865783 0.832664499169155 0.811248845858395 0.869309524965248
"cg27582527" 0.856644769608457 0.0626851121585184 0.803981608913245 0.715514355865187 0.457091806736079 0.859006295982078
"cg02417427" 0.231321044035006 0.772744865297005 0.314310839854566 0.526964278338112 0.491225747099446 0.441714142918528
"cg14286456" 0.666984754702051 0.841791863225769 0.482158480360194 0.333908445233499 0.504409035582988 0.38077696033501
"cg13318771" 0.146047829651459 0.615647221558602 0.240853270018644 0.308932405432751 0.419819660796086 0.0784132241133098
"cg16277214" 0.0700579869903682 0.470600770633804 0.0865876534464449 0.0825405746902967 0.175961348132219 0.0594370779560549
"cg06317348" 0.117781796528254 0.538276214277269 0.234377159357719 0.12282384398232 0.210322683118041 0.115622095771824
"cg11115622" 0.0679390802745869 0.546906174329483 0.210491792349947 0.157962084773404 0.296783738533381 0.100856522237612
"cg15773312" 0.0611061385667496 0.602679518823338 0.375591650877049 0.17631787750796 0.334478408497715 0.156274819254708
"cg18786123" 0.0461447055746017 0.468650525605601 0.0926563211519211 0.10012449397599 0.137279209319087 0.0412753618273363
"cg09747445" 0.511354139239093 0.836610745923792 0.343897440455863 0.422492795856125 0.477668835025285 0.494077627834587
"cg10879992" 0.21158347073918 0.610968611878352 0.17886906481946 0.256282226146576 0.34835836033422 0.11167331658382
"cg25020550" 0.305665590798128 0.666182427084462 0.29244844315872 0.27862370642105 0.24865787857383 0.249736095745344
"cg05376738" 0.350952197558275 0.626550046484176 0.337528842974622 0.136361870488255 0.2603471363876 0.092842553075956
"cg13942283" 0.244185519110164 0.769484242196713 0.403681582924116 0.500371144788802 0.45825199009748 0.246390036889155
"cg15975802" 0.0923655556167049 0.58753709189869 0.281273087947691 0.147741773001889 0.316794303657187 0.132678253117418
"cg27437304" 0.482038987444882 0.818724879678344 0.447549324364918 0.390372062226011 0.59944550100827 0.201789662813384
"cg24690709" 0.0901813067341995 0.548678769607271 0.0535211548120205 0.149160952829112 0.396935083341917 0.0637395577192467
"cg22589728" 0.201224263158882 0.696355752455314 0.259838459270807 0.368648052815125 0.485166187439522 0.153394851705965
"cg11930955" 0.339209962293788 0.626330496869243 0.23528640136523 0.115047067155566 0.201311627123072 0.257091831557353
"cg23398076" 0.0673408696460772 0.515521543636098 0.105851303460954 0.142256503560689 0.179243490540771 0.0626271544189018
"cg00695799" 0.0914378083179156 0.570293438831238 0.0568116343147709 0.200596737444309 0.35969712683073 0.121139208553878
"cg16013543" 0.0865263580343227 0.524147865537619 0.0721498084960124 0.105860571039244 0.24601866047455 0.0893855516926822
"cg03989617" 0.0984078102089138 0.578280577215809 0.140122157531891 0.195343662323825 0.321991216883937 0.0917773249199349
"cg18886071" 0.0679840989844817 0.514296795507593 0.0864059889808384 0.0799880027922187 0.175823119983926 0.107387808985864
"cg04910877" 0.191625945179923 0.626027303009031 0.166616162212468 0.304549569162686 0.247253626429267 0.132900629841909
"cg01447281" 0.0754554291803405 0.564570093522249 0.196210744103147 0.109331965728419 0.229682799231737 0.0818998533176314
"cg27122888" 0.0723537444798926 0.561937713955329 0.129934747044435 0.149370414258842 0.226140408408431 0.0852749234831748
"cg14011327" 0.075484540049116 0.520629780486288 0.0760707634079996 0.109271606201919 0.112428530841365 0.0779173878709272
"cg07978738" 0.142928637962035 0.57537288030162 0.12088529925906 0.105831969623803 0.226132780421552 0.131546474040246
"cg16893868" 0.0639594503712316 0.575403696249715 0.123973028245869 0.196162429699528 0.235547139117241 0.0687896649863302
"cg24088496" 0.418283395574684 0.774736233532623 0.389523395413928 0.231256470680219 0.351547210669821 0.264630264970888
"cg10096215" 0.0518280107326409 0.597232087338347 0.100805974136531 0.13635776184908 0.326483914767707 0.100431223353419
"cg16651877" 0.237466365476356 0.745946940662023 0.267751738570902 0.305110309456814 0.541238863919023 0.100645429286172
"cg22897715" 0.0537106083782879 0.569448371903625 0.123459909464315 0.18695001721796 0.139721136010381 0.0531195261535329
"cg23045908" 0.100843423922929 0.585165391683358 0.0888753539486167 0.140671852377924 0.14420959482377 0.129999326912111
"cg24138325" 0.132404506488852 0.768863156537919 0.201554917446655 0.483219366600151 0.284238319265472 0.38014021865895
"cg25719851" 0.157911276588618 0.752617928564622 0.373825760580109 0.226927328632028 0.416376712999123 0.261963995404439
"cg09284949" 0.0862951898702082 0.704923883019094 0.137258182719742 0.393213499253536 0.429320253329893 0.0495006188731958
"cg06832898" 0.0519667155921485 0.690989132830571 0.107773819977651 0.236389978788513 0.499757581172174 0.138244845050765
"cg26348226" 0.0881022124091114 0.671494049234424 0.0541122318776153 0.265853838873001 0.434885620149819 0.0720374842672076
"cg25887844" 0.0964354887409927 0.69425907619956 0.323703845525794 0.170222536859625 0.27218102268882 0.136824281513299
"cg15694422" 0.0767889796939947 0.704410023820781 0.160704395444618 0.358990115817729 0.222981323407556 0.0687322463468713
"cg07675477" 0.204315003312716 0.735164682527642 0.268579511674304 0.16128554361155 0.248959650137603 0.177699595301771
"cg04179740" 0.069424726634618 0.705932606635039 0.28913940935432 0.131842896628624 0.334435156885423 0.0727112635320183
"cg09001226" 0.0531786519323538 0.745723304315127 0.164060317633734 0.3712698128885 0.384180847074657 0.0485354953129711
"cg12273325" 0.144875270132837 0.719716567360189 0.0812884596860924 0.225723103137855 0.385755095732349 0.0603850576225265
"cg07381806" 0.412787098221002 0.811691697754778 0.0845945836706922 0.226081359590022 0.51042977608094 0.115610597079103
"cg26971042" 0.122160338442843 0.672651678718029 0.0720869220637428 0.115456136675103 0.191821850604229 0.100406474893453
"cg22442430" 0.308443094398732 0.75289657338709 0.139126681042544 0.131996818531277 0.145980393840886 0.171106150451677
"cg18881723" 0.0776240740195382 0.687476427219807 0.0683845144639716 0.070292867400896 0.196329626115235 0.0631098690227089
"cg06117093" 0.100722655224695 0.830649988475532 0.191990258696102 0.16832603775401 0.383977753229061 0.082784212685214
"cg25131632" 0.945155852714188 0.930191573353867 0.0684907224016515 0.908940809105343 0.9093900959857 0.947080039806776
"cg02212339" 0.942628590186186 0.945855587976196 0.0896983800954273 0.935835806042268 0.941801041203842 0.950370653341549
"cg26692003" 0.947818580979938 0.953607860979257 0.103850032373658 0.954691030851808 0.961088533153137 0.95197726202188
"cg19276014" 0.939475554162395 0.935325683787646 0.0895215538267931 0.930609154647839 0.943647107959144 0.929079572788946
"cg04828493" 0.95379845113336 0.863766807525234 0.0685955383216627 0.941122726590482 0.948027718282148 0.842483943978516
"cg15241519" 0.936370834789508 0.921661622926829 0.0666272863861909 0.922450956001236 0.900239360366254 0.860034051117057
"cg00464927" 0.953500540609291 0.950900886154745 0.114548526540585 0.955407446473597 0.964498459053176 0.942730047251163
"cg27106643" 0.921740730321706 0.922430420792276 0.0924915082330961 0.918891132640835 0.929084626121317 0.927758596840148
"cg15348679" 0.849260702352498 0.91838838963365 0.04639099787909 0.829019934353811 0.948947733375755 0.848316812184222
"cg13738327" 0.960734656369652 0.93738503309818 0.116687811787035 0.932706984551632 0.931007944683017 0.960847571005495
"cg11699517" 0.941981234180276 0.973709031021247 0.142783485850435 0.97372115010153 0.97647490863441 0.954408003037944
"cg21248060" 0.927686288106215 0.916093756608692 0.111726788608339 0.933721816121297 0.939807130161034 0.937345922590716
"cg22212560" 0.863769648369725 0.899156831615831 0.0483623581621726 0.91431718744032 0.923893340750723 0.727968083055704
"cg11661493" 0.872242113946329 0.878694465870704 0.0621267673055323 0.877823924744275 0.893964179965205 0.871974805293939
"cg17768768" 0.950092996743867 0.960811568091219 0.140470768067863 0.951714920152391 0.958829115438529 0.956809569295908
"cg01024458" 0.917370937915843 0.886657769086034 0.0650790548639035 0.816829341212643 0.862014703324272 0.914078046062948
"cg07768103" 0.966710387045735 0.934875345770687 0.120230156408561 0.951876862254746 0.833453813032379 0.967982765281469
"cg21596498" 0.871259338156791 0.897555030206455 0.0839271380876104 0.90095261940326 0.909368644600232 0.891420223345653
"cg20943999" 0.956803202928345 0.953221713443782 0.141609776961605 0.942618371218704 0.954714682284326 0.952906441073296
"cg25683989" 0.877240156048638 0.868908771791553 0.0772358483983541 0.888887219085002 0.896888570769701 0.889057508603355
"cg11774624" 0.904356271265744 0.898508627898266 0.102662345289844 0.904334951167992 0.917308313558145 0.922903241905696
"cg07721872" 0.870512525732988 0.843570660379122 0.0555080885976762 0.833768795355041 0.872610963293522 0.88920763734303
"cg16210395" 0.897376358870638 0.868502414198204 0.0612110879870642 0.841828211450622 0.827455502746136 0.902266561592199
"cg26438284" 0.861611033807852 0.873556738077033 0.0728225445124859 0.895452733250786 0.844342247014207 0.893514673833278
"cg05480110" 0.946237553325995 0.936343168843135 0.145809206543194 0.948607822178201 0.954709740904225 0.949399921078509
"cg20602300" 0.899123033508158 0.897007818938153 0.100958552350549 0.895061802675711 0.904207556856669 0.904312570034543
"cg00760938" 0.84837124759777 0.836445561419362 0.0568341521258433 0.849350099256248 0.859735104193106 0.866655377855701
"cg26810157" 0.875826479694231 0.768796425074732 0.0703048535535149 0.889950770961936 0.888355312459687 0.895014134903187
"cg26552743" 0.831224107221093 0.83958270243166 0.0663978527281921 0.88069522438885 0.886145157967987 0.853922819746478
"cg03860768" 0.864241519459221 0.858541714870284 0.0648465144238425 0.839197186380555 0.829088908514911 0.893423566293671
"cg23683962" 0.906692677196307 0.901440174656948 0.1180177455281 0.904270484228763 0.903639459322363 0.911903377968551
"cg16148346" 0.858710067376397 0.857235829311558 0.079976029175658 0.86634535670781 0.882531235911334 0.86864475917326
"cg17232476" 0.866686365748624 0.868017889827644 0.0746993023443354 0.866564170735134 0.867652282830993 0.8351121793451
"cg27565966" 0.865387984914863 0.788882588443991 0.0711474122514144 0.877722377270887 0.872394359014562 0.87107247841298
"cg14936008" 0.90804470795968 0.915335456333231 0.127602066317599 0.910589031172275 0.912692426542552 0.914436907725432
"cg13823257" 0.87454665307608 0.896816093028312 0.104075916650642 0.879224271517906 0.888781274282508 0.887645039001617
"cg08162476" 0.896220173708131 0.906771448310707 0.112186439257115 0.913367011202507 0.921477560600799 0.824021910170915
"cg22498365" 0.883946115190482 0.878688076068664 0.09005656160664 0.839553979889986 0.867769469834527 0.88791177661028
"cg27304328" 0.800163930904693 0.870536431309125 0.0747668606432446 0.877980740190118 0.881809748179882 0.839884762365378
"cg21743182" 0.854132860977188 0.827812601305427 0.068561763964342 0.837996855224999 0.865376871503197 0.859168433082479
"cg15035590" 0.897275449199351 0.906996957455262 0.123092113711571 0.899398085903524 0.913172015549737 0.898858219144153
"cg14482811" 0.886905147370406 0.628933338746443 0.070418394124183 0.908896604340584 0.91965874052038 0.895319260067798
"cg19260718" 0.873023842830014 0.871570874661766 0.0964575905984032 0.874572844397965 0.881344061274836 0.874082635323242
"cg18664915" 0.869465017567352 0.885573386409744 0.10147172647177 0.881662668536059 0.880317161903159 0.881362239108562
"cg18067520" 0.791411944550567 0.842681960355197 0.0538724634164384 0.878124775292035 0.896220356238454 0.734320031034164
