"B" "CD4" "CD8" "MO" "NE" "NK"
"cg22212560" 0.0483623581621726 0.91431718744032 0.923893340750723 0.727968083055704 0.863769648369725 0.899156831615831
"cg18438462" 0.0909700037350162 0.90490831376551 0.911237353670078 0.913692840386468 0.914045824282292 0.906532111087758
"cg08078218" 0.074617902856805 0.88849786852114 0.893236514405835 0.90260921508621 0.887770703533728 0.890834498437528
"cg11661493" 0.0621267673055323 0.877823924744275 0.893964179965205 0.871974805293939 0.872242113946329 0.878694465870704
"cg13816044" 0.0620873106408069 0.905151421272162 0.913646510630324 0.764725070499712 0.899752059990341 0.904153628626578
"cg03168886" 0.0826064317501967 0.895565273104146 0.910665182709773 0.90663377177377 0.879348783970752 0.902431818207014
"cg17768768" 0.140470768067863 0.951714920152391 0.958829115438529 0.956809569295908 0.950092996743867 0.960811568091219
"cg18890248" 0.0549207494687396 0.889380510976216 0.900348915690741 0.872433493177309 0.816987213143894 0.863558502368496
"cg03404796" 0.0944795895589728 0.920331242191416 0.918659652327633 0.900953295066447 0.89332088202116 0.904259966047399
"cg11686737" 0.0449443512768986 0.834965511727667 0.844125637540861 0.879404046724658 0.869716668782197 0.866948392586864
"cg01024458" 0.0650790548639035 0.816829341212643 0.862014703324272 0.914078046062948 0.917370937915843 0.886657769086034
"cg08657729" 0.0579403065607508 0.839000892578349 0.873498492906407 0.896299927260889 0.88928705956712 0.857304233838129
"cg07768103" 0.120230156408561 0.951876862254746 0.833453813032379 0.967982765281469 0.966710387045735 0.934875345770687
"cg21596498" 0.0839271380876104 0.90095261940326 0.909368644600232 0.891420223345653 0.871259338156791 0.897555030206455
"cg20943999" 0.141609776961605 0.942618371218704 0.954714682284326 0.952906441073296 0.956803202928345 0.953221713443782
"cg07582886" 0.0868334834968617 0.82228903268671 0.926998787173263 0.911022171789617 0.912832284306779 0.92338352996711
"cg14674722" 0.0830227895443509 0.880581550312429 0.890122362281741 0.911031313409419 0.901245969267952 0.876587601931008
"cg13937163" 0.780627232892605 0.0654501245689266 0.13655871576304 0.452795895297549 0.188643951920724 0.147921491937133
"cg13787551" 0.798603030407081 0.279489708355324 0.140496665012587 0.479379921517569 0.0591913104749228 0.0589017148306533
"cg18924738" 0.690142534152462 0.0762085742171973 0.0683637412884364 0.0762816753104126 0.128106403336081 0.131694956666041
"cg13717933" 0.739238370746348 0.0790687227285625 0.148854807097837 0.148395689474017 0.135359587677999 0.218422845379699
"cg16644418" 0.886048219224977 0.132261621388143 0.309605077141329 0.458549826411183 0.0651636136879942 0.506224923604255
"cg07844255" 0.673919624238493 0.0478768174918392 0.0541325861515003 0.073719700035211 0.0584895375611943 0.126641191035723
"cg23432480" 0.844273405233515 0.465597028531775 0.309324434237308 0.0850215113872052 0.0762525409318444 0.203213353594406
"cg13972584" 0.778199408555032 0.0947585194842084 0.263894704734421 0.123213580546317 0.0568549464140056 0.295684472915456
"cg18559386" 0.842749943689515 0.272781026373886 0.261322549734374 0.266380282149405 0.0727904207491018 0.252374466077606
"cg08560387" 0.669999545042489 0.0578859550661763 0.0516491487614238 0.0589105085844122 0.0492197288066014 0.0499606296338424
"cg03559406" 0.792126412923698 0.179200687107689 0.393439018078393 0.0776608999765735 0.0606340618189763 0.150878125146663
"cg24423468" 0.882992778886006 0.450411946296557 0.327079622859368 0.303216971432979 0.0751748116616809 0.118525972194234
"cg12800932" 0.774062549332886 0.163339041594527 0.10070861722961 0.0737970043037211 0.349986684566716 0.0683054955875459
"cg09300089" 0.813717393209664 0.435890585309181 0.228923961623191 0.0839249568247701 0.0687449632139464 0.0949803754539266
"cg25616055" 0.725765884420077 0.0816324778588498 0.114641743169181 0.102975350076555 0.0523036871288669 0.123185583127778
"cg15906007" 0.75285543156781 0.100886517118592 0.0767654829056167 0.261780751301009 0.0887162835502393 0.07390397371916
"cg04834758" 0.845286124089119 0.159076200051364 0.30301901662892 0.112346176059677 0.080166649900244 0.40789552145471
"cg00962482" 0.880991265548117 0.294019527992554 0.256159784100809 0.103062543637477 0.26228599398032 0.304221020392694
"cg19752649" 0.815495543718462 0.101646200538227 0.083631795146836 0.289558788597775 0.0483939753781138 0.363050101804862
"cg00058449" 0.928150278880616 0.582598802822413 0.226251637537242 0.331119010800692 0.19277272476521 0.0476455005486965
"cg23357708" 0.807168384777974 0.273678885598435 0.267724106512306 0.077482429815807 0.0677621971708625 0.120066880947081
"cg13156132" 0.839227370671487 0.0676124368187957 0.104674905846015 0.321692818522152 0.299355838747386 0.198683507260126
"cg17630073" 0.810392240918403 0.385049616568794 0.12157307176411 0.098163868654602 0.0875479164687392 0.0956812552507761
"cg11394547" 0.818834729152347 0.169659670063657 0.191176866856923 0.267653497139131 0.131387254410755 0.106156700215154
"cg09521093" 0.857844408455841 0.272955577830333 0.183882910728358 0.297707885262612 0.0876115587779948 0.203428019478727
"cg00619207" 0.81753881524659 0.0859757872519009 0.0800613816886521 0.125676820998236 0.465250151392122 0.0852651582731675
"cg02895591" 0.822555544882577 0.104300111668759 0.113964148918584 0.2719778578355 0.0953490552907667 0.279322156251613
"cg26653677" 0.768293061782235 0.0934336188184329 0.0781816454622477 0.196866950421373 0.130903146604237 0.0812515655987079
"cg20317872" 0.888120014020246 0.0685537694042546 0.0633989307035529 0.336163673178767 0.625812167803049 0.095136345962504
"cg02606840" 0.767406321722427 0.0662036291930063 0.0506026103436448 0.263011550640545 0.0507302127223339 0.054279647055296
"cg19268695" 0.873120567709381 0.0797792575417904 0.0784109621319518 0.144750353237071 0.635316205343453 0.0870576961641889
"cg20709165" 0.767229496627697 0.0797533983090443 0.1069158620674 0.0979331382390762 0.0757716332600828 0.110908114115196
"cg03315866" 0.870094932287682 0.0940960726989303 0.142615663604563 0.0846718128321692 0.0629821155606512 0.607500945667282
"cg23184711" 0.814355170903455 0.089637013618172 0.0807622236362008 0.106594496882872 0.339819140951132 0.0848142312613071
"cg07635227" 0.830519360410094 0.138650734749056 0.12169702337567 0.0385816810251276 0.0304057384588576 0.413026712812821
"cg01156249" 0.922335210790679 0.28176726868464 0.210763611925134 0.0538025968717306 0.0450654882071335 0.593034378889562
"cg03429643" 0.76067938768869 0.0867152243793402 0.0566542270453315 0.0968053638611439 0.065301159036974 0.0697217081420931
"cg03208825" 0.786597987725781 0.0818426217590354 0.0830934381911433 0.101784040488532 0.12744454702739 0.0886251689105325
"cg24501728" 0.833126821515976 0.0845085547220673 0.199471351412568 0.127606320484879 0.095298645527955 0.176157077807326
"cg19269039" 0.839473733535055 0.0646553883581302 0.0560418727072425 0.126154051550151 0.348868947483712 0.0740957154460977
"cg05141871" 0.776181249203462 0.0853066143783936 0.0881756528433278 0.0473599822437602 0.0334571241304842 0.0396375140385583
"cg00611702" 0.883196262425879 0.371194710528969 0.244257019730679 0.0656645258874203 0.0524956412259603 0.0567770683022399
"cg15949485" 0.851152001220869 0.290994736185731 0.100914580074195 0.0845032269749132 0.0625948918695415 0.0643781260337389
"cg25882572" 0.892890492616971 0.0630015320170923 0.117308307723945 0.488725189566047 0.0584298161321887 0.0553068383870472
"cg08864105" 0.87251226706608 0.10703015489875 0.10805146692966 0.110740644497621 0.0983196434631532 0.145638779695882
"cg14317609" 0.849183442901715 0.0917255327639697 0.146727369253677 0.0610114035974655 0.0638449214480298 0.0755083633544306
"cg00612332" 0.880348323860991 0.082624235239663 0.0760462600539664 0.0611730721562529 0.04278544504797 0.254868901660621
"cg02013714" 0.890893079671452 0.0961635353365755 0.0898890081101292 0.0722613665290273 0.0514075496254777 0.185782214987457
"cg17266282" 0.929299803678613 0.0936455383260267 0.17780270640884 0.0842413851181336 0.0730215987402246 0.15622410408276
"cg10727316" 0.882814395766752 0.0766230706949562 0.0594662942726859 0.0686711109510685 0.0533493673525686 0.0667911842002737
"cg07679948" 0.967281762361017 0.0856431726888226 0.352173919460515 0.973803827795431 0.971206299321401 0.949244815961278
"cg00366435" 0.903843761405641 0.121034244698794 0.560496205288634 0.914499033968676 0.909161608080733 0.872517971106606
"cg14477767" 0.900285914142016 0.184689384693237 0.734201686981498 0.912498401243491 0.905684591274294 0.86820007772824
"cg01874152" 0.816297161257212 0.0999724641712464 0.365145665350721 0.917963485670663 0.905066750522918 0.828003468507983
"cg21615593" 0.882691114299048 0.132688232898002 0.405309173095803 0.911884838531821 0.89369194775779 0.863537281550723
"cg06915826" 0.88405190866213 0.0998960516902745 0.279631322546998 0.893542548626078 0.876184746898667 0.85943693463113
"cg26852712" 0.73512796318793 0.124587746004296 0.417928861802667 0.93789593431546 0.93625258971015 0.887243179499612
"cg12283537" 0.862722006329459 0.1275729287257 0.488384652523162 0.91029856877277 0.895819352893844 0.756331981991341
"cg27157434" 0.924662790886767 0.153576302388901 0.34792631065249 0.932700243128336 0.911492462021547 0.892279361121764
"cg15564619" 0.907910854225013 0.0740164291103532 0.351189870516938 0.6789141922117 0.743685479465614 0.911095092572863
"cg21224730" 0.897299938373314 0.143464304882275 0.387588289935263 0.904294062684824 0.877846953813681 0.85388645621837
"cg10240150" 0.867994775388923 0.096774058248523 0.303839426712713 0.872224636739871 0.827423057805826 0.797959768363128
"cg16871561" 0.915858945154958 0.140067915741264 0.786555492081041 0.816146283540831 0.479271017050163 0.887776051247224
"cg24652786" 0.684501248585801 0.149604498767178 0.538240139064727 0.913556042726328 0.909624787861779 0.873912828462878
"cg25768456" 0.901013002904624 0.1380029073389 0.409499573865623 0.878178439544602 0.850167986587314 0.816005442365842
"cg25893560" 0.922146460886066 0.150478056884037 0.474808414569496 0.917690920484451 0.912467866914382 0.679606694710423
"cg23723835" 0.672287555817202 0.110726839721792 0.379067155986505 0.902901760984016 0.903534939707329 0.827088615580838
"cg14318791" 0.898851482339426 0.219875884042574 0.76848474761092 0.886733116716885 0.876706758127532 0.783583747722914
"cg23783077" 0.825078403178009 0.174875792984903 0.711643824883324 0.84858662961332 0.820776694903971 0.760485445135932
"cg16173109" 0.861289779458023 0.138353904952577 0.353307610258804 0.869700404226872 0.86930716759336 0.829266252722231
"cg12155575" 0.701548787673712 0.138464097917055 0.447936956475656 0.892876620592754 0.895419856212346 0.840157633861756
"cg24102458" 0.887952238172404 0.166408991657627 0.405173089793321 0.892909112082076 0.878334258626389 0.828136298112033
"cg27583604" 0.792029280856132 0.164825875341145 0.495034647404702 0.884129302537162 0.832982259575557 0.878411417646399
"cg06329392" 0.951360470609268 0.229626797549151 0.425728588656296 0.956974637413393 0.941089014099572 0.924057532415502
"cg26166854" 0.890723395056557 0.135284295444245 0.32288416390635 0.899651328963879 0.904509683560631 0.709087624827121
"cg01154505" 0.829111342464133 0.280021145682479 0.727471279883487 0.97072168491165 0.969418698757694 0.953461246652505
"cg11465943" 0.876061235646257 0.209400172630085 0.526854106666763 0.910319278804657 0.889629517985389 0.877706667846709
"cg11944101" 0.832183233661297 0.110247669031173 0.779389828105168 0.567320738184258 0.625862147303007 0.779132890667898
"cg10782923" 0.871651359355707 0.166497463696375 0.412570202461586 0.874398899788114 0.86270976312063 0.840515886361998
"cg27207932" 0.886135339666967 0.116813430941392 0.74238581491721 0.629330780085204 0.485165274219987 0.866482776156623
"cg19308612" 0.875586072346229 0.140082786018446 0.372265668094421 0.876788283157407 0.840680083845257 0.755247115060881
"cg11575770" 0.889395340214846 0.168199343992458 0.472472245102113 0.883900396560566 0.878094575112565 0.736930623103944
"cg05070273" 0.896311144642332 0.21507013220351 0.484674388235465 0.913193024356235 0.907249844043545 0.892693254196559
"cg13651908" 0.845077207712547 0.137847647758329 0.374579863247976 0.860181752040613 0.829997486766847 0.785027760110751
"cg05074138" 0.856227590830092 0.156275250196601 0.350137068451516 0.877715258016421 0.853103688678257 0.843192412542503
"cg08766184" 0.860624852009924 0.160877875819799 0.352689137742913 0.893417654011206 0.86281524525113 0.83171451509034
"cg02661764" 0.843095908593974 0.145926382854771 0.418698733541326 0.781989117634954 0.802158632217479 0.879260848786495
"cg14232368" 0.838576533086504 0.23685238235349 0.828084893168088 0.840648698603464 0.839682357379383 0.822292190069822
"cg24069928" 0.904304460020539 0.261815560321955 0.675068050679623 0.914350514063668 0.910524950406797 0.888703969368223
"cg08884752" 0.832222384408954 0.122890124174854 0.419789167028754 0.722994599488749 0.766156240397355 0.852299508755768
"cg27519392" 0.8640141500368 0.15464609465376 0.327821286685112 0.881706181047543 0.855370850488929 0.820507440907342
"cg07970799" 0.924536738581764 0.202189052625384 0.408514411203953 0.938085550470533 0.92328803912542 0.790913575985536
"cg18276442" 0.817055986835124 0.143691759218921 0.332332542380025 0.890021103919929 0.882812716959701 0.752828310050854
"cg05357209" 0.795758088660886 0.14265740840823 0.468828132181373 0.840587125502052 0.817059313223749 0.74666921943186
"cg12909727" 0.885169634106593 0.151196797795709 0.348960875506676 0.870647090385249 0.883099836979257 0.719310707682578
"cg17631709" 0.794835249504692 0.125929661181982 0.381955974821483 0.859223830095257 0.842526489915406 0.701560039872877
"cg14755660" 0.883151467268648 0.148808255936402 0.343430648210281 0.885528396809523 0.818522750465844 0.759182917398392
"cg19402503" 0.865484923752475 0.162006967187237 0.420607419812484 0.854937511627952 0.844253132076205 0.76561022151781
"cg13451763" 0.819034545274769 0.0891868850358582 0.261324097821227 0.801498345412164 0.720923324448618 0.78323862692329
"cg24811265" 0.829403973827399 0.140901003367317 0.311552876045828 0.813512196801488 0.83845984683128 0.851197139222415
"cg14729344" 0.314551850131965 0.834469153735168 0.663976727516398 0.25544929208722 0.272623962223015 0.259503614321547
"cg11467506" 0.374906368801753 0.657116883787913 0.284242541986231 0.104566780486108 0.0620648953655271 0.0492435175347626
"cg11967372" 0.119282472537106 0.629237716241812 0.323799209391608 0.0644056139253292 0.0687403721944077 0.157131023311909
"cg26986871" 0.131966605799176 0.559109579692081 0.0565526189286383 0.0578875398803634 0.0624784963818263 0.0637090152795421
"cg09473208" 0.326494604636349 0.832712774797713 0.638304560842262 0.319773862480101 0.334352891962517 0.100817449317161
"cg24706505" 0.244205714627203 0.723188678569214 0.561676127479864 0.122785863751513 0.0987462162598851 0.137977533651205
"cg13060970" 0.0808321406269901 0.661736632849388 0.521784099785137 0.0690771035972532 0.0807326838044928 0.100638838696275
"cg00124375" 0.0617635330890862 0.593420846969357 0.310098547155659 0.033272250865527 0.0387631488013606 0.0534506708437135
"cg21069500" 0.078698967849863 0.75019628261304 0.565238141203936 0.267963815888667 0.228688431772019 0.0994869675868247
"cg24904788" 0.270427856319942 0.674827417745488 0.409031789362668 0.0510608157454887 0.0538914632553508 0.0727016732795274
"cg18995667" 0.0715393388570193 0.66395391714429 0.496589932139277 0.0650056419286426 0.0818054093333245 0.086116627539005
"cg09284526" 0.0915798309335628 0.709452647545071 0.502392388339207 0.147667113889048 0.150678624868461 0.125703153630978
"cg24460976" 0.176309976599828 0.673079450295665 0.277159361194985 0.100936493737307 0.195802243633687 0.0844378647645681
"cg00072683" 0.0647919671831024 0.646603341130948 0.36965263583486 0.0780212361876448 0.0583613599194687 0.127761884743902
"cg00421624" 0.448765929981333 0.788812187697363 0.544526600607108 0.123932869969242 0.12241966429967 0.160236018291897
"cg15232539" 0.250392743223209 0.706341821299432 0.470085828208981 0.0807989879498392 0.0849169927066703 0.0977322051566828
"cg25783189" 0.10543976485136 0.753529281297257 0.460860316442387 0.11242031816299 0.458903468703424 0.0753197506192259
"cg04642300" 0.152439794763705 0.68219730038007 0.502254502967919 0.0573997337170372 0.0659040047220991 0.0770277389546297
"cg01987702" 0.108786928741449 0.70256638476953 0.54197890848744 0.0947684408975491 0.090819863604644 0.113737494450933
"cg27485845" 0.187784892886212 0.728970464924182 0.321266651436299 0.106271238402568 0.33151333046638 0.118781949445765
"cg13805127" 0.059587530914256 0.724748362280139 0.459793727018902 0.0637631931439359 0.060129729391568 0.389136262336426
"cg06796314" 0.100346312495259 0.663028636101569 0.409369467814913 0.0686110893590434 0.0662079500294581 0.0780799384882618
"cg10907514" 0.0791146012274073 0.676755936244998 0.460603389681093 0.0742777682761353 0.074963413478215 0.0842992984528249
"cg22253251" 0.529355365795975 0.863416740771282 0.544598672942794 0.360456501196432 0.121704956978747 0.10268471040872
"cg26174351" 0.419088694062214 0.83290218575134 0.465065631457967 0.364934760091032 0.169371516378574 0.0814776551911786
"cg06843218" 0.0572323972861483 0.674278803066961 0.444253391164942 0.047578583552919 0.0578492822355532 0.0865586653937973
"cg02672827" 0.067477752352005 0.848763654745665 0.650627211094509 0.257092572495724 0.311848682253662 0.26102830646673
"cg09662852" 0.176670241795678 0.739290926493693 0.585066489441459 0.0708846276809967 0.0706495986087377 0.0926548561609515
"cg15170740" 0.151961901079134 0.758738271184708 0.55943762678926 0.142997705697091 0.101761604319863 0.115023834862217
"cg12430981" 0.0833782412440638 0.739885249268374 0.590140323093189 0.0723937320353569 0.117646007897658 0.10705339689315
"cg14564351" 0.173253936692259 0.701289650269685 0.350435423768502 0.0598863688670077 0.0728252199713142 0.0829964859230214
"cg14515199" 0.305486304476314 0.793160142938449 0.578955194368938 0.0999720425305309 0.113010300835072 0.0967100771473729
"cg15937314" 0.165102753712349 0.765589908630001 0.437729929704679 0.174565871766206 0.143616588825915 0.114415701867335
"cg13121392" 0.0598551685338871 0.691636233222747 0.349933940037614 0.0604909220890997 0.0894515752216505 0.0831327507173518
"cg07350262" 0.101225757496038 0.756251537555609 0.569637589774811 0.0813962880081243 0.0828420168789921 0.129027622474541
"cg23304252" 0.149859365679914 0.76357775686187 0.584741798886736 0.0589514737926936 0.0635710690425074 0.124016511739607
"cg11415350" 0.0691159183049459 0.769093288247166 0.469264770505561 0.0660450524738961 0.0727348602843057 0.283032086777014
"cg06789670" 0.0698248956317888 0.818869047632165 0.617186644824776 0.215551713575814 0.174016695606533 0.129055054709407
"cg05829975" 0.19080710427434 0.806896342677317 0.60126667223843 0.0896703547921424 0.139468788864948 0.0879425525997591
"cg24048497" 0.068388028978283 0.724063863826487 0.408984191276946 0.0784363169421763 0.0557097106942707 0.0803998983554457
"cg02678243" 0.0786069565363012 0.758951188724261 0.5265773512836 0.0724089780859807 0.0888000511589577 0.0955149993179976
"cg23078220" 0.0595105629065342 0.742872627095483 0.477802711545559 0.0590197863166996 0.0836811042021579 0.0851642803265504
"cg00941595" 0.0855436276240621 0.768168436756581 0.489582953139409 0.0810517385313493 0.119834871170557 0.098793039889413
"cg12082346" 0.0493696631518988 0.75922862310217 0.497170778030936 0.0560570863796152 0.0827583294904047 0.10408999945563
"cg15332094" 0.0571666500735474 0.767642125911955 0.443931186284419 0.061010913319305 0.0540844170324365 0.211894080175845
"cg07529783" 0.130786409496785 0.810392167029234 0.549554785897912 0.0654235254118638 0.0627790883013287 0.220368435783876
"cg09131321" 0.217020305784123 0.807174257246995 0.341763419631563 0.0844510877925936 0.17211416001971 0.123652784686977
"cg26707200" 0.17256857199263 0.836663499143533 0.558824748634199 0.083796597297205 0.151585249442582 0.0957089737505883
"cg13468685" 0.200008718442737 0.842216684331767 0.604915896583311 0.0641441236997709 0.0671401593722798 0.112942480709052
"cg16819999" 0.0401278453030459 0.752556663312251 0.299656881392491 0.0372738007798051 0.0376794130932471 0.0593918801936494
"cg00219921" 0.909413089224951 0.768130081656252 0.151446274025745 0.896525238631553 0.888103171014191 0.869950163721389
"cg25939861" 0.857236184072063 0.781112855965421 0.102879955832733 0.860593423402849 0.862328085278608 0.64773923810617
"cg11531557" 0.888090355368073 0.532937268730209 0.133058389173329 0.905616582236751 0.895624142945761 0.8511572331681
"cg27316811" 0.932045477960241 0.448451908620371 0.208005722712472 0.968450230828621 0.96769253499678 0.93594082633734
"cg18857618" 0.860351480737124 0.783222625971535 0.22602491012766 0.893023304281186 0.879582248134529 0.873405292614301
"cg02324835" 0.861900230582534 0.354840121186885 0.100937003470033 0.869315331228636 0.860314664301118 0.757517293646269
"cg22512531" 0.89323171477266 0.505575175530845 0.0920361270935801 0.89785376568877 0.882407118559525 0.436396372433838
"cg04329870" 0.855806016227005 0.813896585492974 0.250080461383262 0.86288206117521 0.860532420034121 0.829393618189505
"cg07820882" 0.751343111870439 0.607274804810844 0.161534416843061 0.805103512035403 0.798080492784287 0.75895462388296
"cg27547947" 0.858519547781529 0.76417109917914 0.244727185857634 0.863407025107217 0.860885840736511 0.696172083049113
"cg25350872" 0.902030842256573 0.796700135530493 0.289061725288507 0.908703992950282 0.905245778614331 0.680252709106154
"cg07016730" 0.684521136318813 0.605665997981441 0.207124159562291 0.851838645449518 0.845404037948817 0.773857780494133
"cg06131595" 0.677997029086205 0.380262160447108 0.133055557822557 0.864209156703708 0.834762942904139 0.61720453018994
"cg06329135" 0.755458208494002 0.438038440744905 0.130560217079941 0.799194452647893 0.789584778153087 0.562266527435871
"cg18174654" 0.849212736436229 0.751255807244325 0.312889938252115 0.877178505410819 0.863020329053621 0.860966655045444
"cg11067179" 0.792992292770039 0.801570105825437 0.311462181186391 0.870065484782801 0.836484122841178 0.845323116165142
"cg18782488" 0.615551091256193 0.605253244480072 0.218894605582521 0.857087722747259 0.865379003537053 0.747455992016916
"cg03357684" 0.682291098811726 0.556041231488037 0.178770263069723 0.744476379557103 0.768474975870219 0.7323481641094
"cg16235995" 0.863691232747961 0.64241074163061 0.23781079576247 0.848766790478234 0.842496387164053 0.550436541454534
"cg06766639" 0.778921834555039 0.425956823690699 0.169812970171673 0.814770977956626 0.797570307001034 0.583901990130632
"cg16681873" 0.795509205934488 0.51856309075768 0.20874811814961 0.782601247010083 0.744952994489132 0.744338071818898
"cg17486253" 0.809887003924637 0.50638416652798 0.206398955635931 0.859478918125683 0.862892853177184 0.53210129874642
"cg18653534" 0.777340586562409 0.407683084729582 0.206419647526848 0.812103943878965 0.840971261764922 0.741374680039108
"cg16423339" 0.901749693600508 0.483443394484481 0.289192968589796 0.899231534587854 0.884761218436513 0.816110307244194
"cg05496363" 0.852918776884442 0.811311259747718 0.351625889278942 0.875832334384859 0.853854264376793 0.84982178793861
"cg06419846" 0.956811923161286 0.915256224139884 0.448401793287753 0.961107566910408 0.944966326154104 0.94336896095082
"cg01679017" 0.665895645213619 0.383510105106659 0.169519037223708 0.78533621192456 0.818537573659133 0.668028509206957
"cg01002223" 0.916748965783092 0.811849054423088 0.402142809709979 0.918656095539172 0.912294551518582 0.890258162285544
"cg14374132" 0.599886382118092 0.500390584886128 0.219716878323746 0.877183548044942 0.872365165059263 0.708400366956366
"cg16460111" 0.836728045668404 0.6281691490874 0.284168019088092 0.855400967476401 0.847872723137598 0.685504117313093
"cg03318654" 0.674638936343908 0.671065576484868 0.199827542889878 0.697950462890016 0.6754064292113 0.654466631280051
"cg05723552" 0.754296073035328 0.473271440792301 0.25467614228133 0.857621253796033 0.818599563003894 0.770078011006551
"cg20988587" 0.71618080580223 0.401152406879708 0.187027148381297 0.76210459583976 0.711795863752252 0.74059667762201
"cg22091063" 0.630479222245903 0.598340963183246 0.187653221817989 0.723114924339209 0.76157792715552 0.577602201925198
"cg23487884" 0.648042739695406 0.677643230826228 0.287406058217635 0.887379666389367 0.871446994862345 0.692621913441069
"cg25535316" 0.764181226348107 0.587535965038064 0.297582713405292 0.858275523805377 0.848094505992883 0.785206094174718
"cg22449583" 0.813305198507417 0.718459458390105 0.284325343249922 0.811398566454075 0.807122097565466 0.596753055988963
"cg10407106" 0.820055527594625 0.689178579184137 0.331425914863374 0.833989663397724 0.83293288269165 0.801528837807686
"cg01123946" 0.878138191407054 0.531995689525394 0.350876170576169 0.901370566068334 0.896719786075425 0.864795492712539
"cg11837532" 0.631182231899388 0.453940152680371 0.172324450377195 0.814531323240991 0.759225019922635 0.504322488101645
"cg07921828" 0.879505587322739 0.543355729922028 0.34769526704068 0.884971200481867 0.886588185813359 0.84468477866933
"cg21681637" 0.786005726320109 0.511271286535181 0.223420410091098 0.76500043250084 0.764363764179521 0.564306062022897
"cg09654116" 0.849242012872991 0.820529107308593 0.383186250547045 0.867456428821929 0.86438783807896 0.760647286020085
"cg16596052" 0.945899956701321 0.680060534675383 0.434776458314428 0.953416040890995 0.932177487254661 0.940149143996205
