"GR" "NK" "B" "CD4" "CD8" "MO"
"cg21959598" 0.871095603713128 0.0922249849877396 0.0990627977447944 0.107998414367748 0.164575147800018 0.832853296156604
"cg17161520" 0.831054973734128 0.15685179716516 0.0680438115277797 0.0879975238383854 0.0754585731034304 0.78534481937846
"cg21999229" 0.903660093168388 0.247033586903418 0.0856482211787853 0.11731301837463 0.18085016878256 0.913751637998814
"cg02212836" 0.80449861892844 0.450752741636366 0.0708851852437717 0.279991817788239 0.358150874127385 0.149414637082716
"cg27377289" 0.910050971754389 0.735694690630642 0.0617935559130609 0.10270624763228 0.172291795519865 0.89676849665302
"cg10145533" 0.861229120209236 0.122578282987817 0.104704821882014 0.0889514105505649 0.106882678385837 0.824367643721625
"cg20805133" 0.926391570787209 0.421094127628427 0.336372311553428 0.0467348595302399 0.0578530014004908 0.90345165252954
"cg14441276" 0.867539512605029 0.177977558161314 0.0525512066529007 0.0920332412118365 0.123508262200986 0.869194857280123
"cg11354682" 0.830800509510434 0.125868748411883 0.0796538329131095 0.35602858610694 0.421908808973286 0.130809360456159
"cg18920397" 0.840512317417108 0.113115330630966 0.132533102360125 0.0588827115251054 0.0591316204153667 0.729510202662663
"cg00795812" 0.815482733196651 0.506938727939358 0.39142472886292 0.065970329000555 0.102596012780803 0.242742302914603
"cg08169020" 0.895979646582614 0.0924291072148074 0.23171156333362 0.0368660760865818 0.0378514141320983 0.885004372615059
"cg17169196" 0.917704503084628 0.297218940166189 0.0834445857848975 0.0983911695898724 0.147839910198417 0.91332642984257
"cg26348243" 0.940662857896168 0.64271737697527 0.123277832654372 0.0746225543611952 0.111048858062546 0.938226745106261
"cg18128887" 0.730109088124499 0.0416456829225879 0.0344398696609454 0.0246460383443643 0.0278353874276348 0.364430528295445
"cg10699171" 0.827517387016352 0.0853139059443428 0.101425011348875 0.084821135073121 0.0912039375963995 0.555641154950211
"cg14437551" 0.933648246864581 0.162893470157462 0.0721782740388198 0.0972756200411614 0.147650549359895 0.927238382021268
"cg20513976" 0.836023973784538 0.0393835862786397 0.0369323261513409 0.0220929599028918 0.0230280955996493 0.721894968464721
"cg23280720" 0.868935150708314 0.313185324237763 0.213467003584663 0.0330053146733544 0.0417898398101423 0.596955254193363
"cg02737268" 0.946020801947463 0.363036208470873 0.0650429177831422 0.0930135227456481 0.0859704853510628 0.939002179856288
"cg27051683" 0.938790987263254 0.542221783304114 0.466032726690698 0.0515388738045761 0.115041771045862 0.497594850873603
"cg00446123" 0.852411408029142 0.0343768876917764 0.0514830804702347 0.0435749644285031 0.0422893023746627 0.701944639408704
"cg23954655" 0.767740126378202 0.15282741448143 0.0721939652449958 0.0730199787684784 0.0861986610807628 0.123671759636736
"cg09993145" 0.851731516052075 0.0511978329610972 0.248777526671915 0.094935130458291 0.0776101367318098 0.10879457007126
"cg26341831" 0.853617806312133 0.0927336367070695 0.0490445448730968 0.184402919002873 0.0629244811874574 0.196652124427018
"cg13617280" 0.905130348290077 0.128942332897189 0.951711066291114 0.954715308496474 0.933525581818622 0.934642175990677
"cg00805874" 0.960041637598238 0.104676771640333 0.974943629475048 0.954813163591879 0.583500823781263 0.96309605388838
"cg05875239" 0.894876925988217 0.0922013594874077 0.871854945196138 0.8994730556548 0.817192332562472 0.87498708286772
"cg24430034" 0.980128939017996 0.187399398035914 0.975881668944793 0.95938461556579 0.886845897028717 0.971899780305736
"cg26573274" 0.970034217451627 0.17757362354807 0.959593471092082 0.949649203290468 0.862743821942545 0.961896440636205
"cg27274718" 0.904761288970248 0.146755469654122 0.905170594760599 0.905708404924568 0.89016481767888 0.898662524706781
"cg11335172" 0.910824259750376 0.126418972895216 0.933445993842321 0.899622887549566 0.719952301704002 0.918354261539845
"cg15757195" 0.899379415175482 0.117948111767787 0.885829734018265 0.823070018884423 0.791769927005637 0.895454783692852
"cg15956469" 0.939424852230931 0.171704904678099 0.929468359632122 0.930235439560274 0.819113013729527 0.922192201113284
"cg03538296" 0.877518784460615 0.103023814757642 0.858773469947607 0.867868419199203 0.732622490864728 0.855851179848345
"cg12811871" 0.979610192602378 0.111187838138658 0.663268840288225 0.953030705527207 0.64525380541038 0.971442665310271
"cg05355684" 0.910546527117893 0.164658356285044 0.912174493402106 0.895935437366745 0.861808043148366 0.906474367116795
"cg11650164" 0.884624157377987 0.123565679663775 0.917791183234829 0.839521169310727 0.722947952653566 0.912061223305228
"cg24408769" 0.599922157666436 0.0898213226108049 0.948370329011324 0.946307738618356 0.900125832963629 0.706570696667281
"cg22488278" 0.909648938898595 0.135097495640415 0.830661606788899 0.894439122030993 0.752658711681033 0.90269681723903
"cg01806427" 0.865282189370784 0.116040311066302 0.893330252135537 0.880195976698051 0.787646506240731 0.765458916059984
"cg06202778" 0.885634193987071 0.0984127147706189 0.906169262025225 0.840506774778877 0.616076898170989 0.848453182014069
"cg06588802" 0.907600359188674 0.121940168361492 0.913334930139213 0.761769297058145 0.728654119853589 0.903013638185628
"cg22749642" 0.890431114113268 0.0847157269471633 0.849075079194723 0.833745945399187 0.556758091333714 0.879322322246646
"cg08326410" 0.902008527528057 0.171477876169719 0.902476947209417 0.894437656823909 0.830221004068301 0.904213157144363
"cg20657709" 0.89076476114552 0.130323756766812 0.883920522860451 0.878429097246086 0.680112841451821 0.880423854697317
"cg14058851" 0.779725272887425 0.141284158076282 0.905007116546986 0.896990757469585 0.860130292822328 0.831638073840155
"cg02384859" 0.912752781194123 0.120907937100421 0.887671954240034 0.84265107729807 0.579465132307892 0.910291065240164
"cg00594040" 0.891813776500266 0.157457299061923 0.88942617617953 0.837807625025471 0.821770893020301 0.87893869997303
"cg19915997" 0.892208074170183 0.171080403630283 0.882221053756636 0.865115296109882 0.849472236090269 0.889624999614544
"cg13917614" 0.918258127337545 0.19492577132355 0.872383295771649 0.917979938757864 0.870267302945428 0.913209337637143
"cg27582527" 0.878476279501207 0.0626851121585184 0.81227175749581 0.751034856708932 0.519355957372899 0.853970872827342
"cg11978441" 0.887152336465273 0.0944913573118075 0.813825479679553 0.749681937600932 0.63600186907263 0.881246721843345
"cg13209388" 0.869211861132101 0.165697698645137 0.885004990587812 0.892413808200205 0.785368152783941 0.893634459254054
"cg14301562" 0.846424583583032 0.123547994680665 0.87362323458819 0.849873374295877 0.648680832289803 0.885881060244736
"cg27309871" 0.874795332311351 0.13248214457934 0.868320603068397 0.862772809919406 0.681679295883956 0.861305410889319
"cg21828319" 0.899402327782689 0.15560208944651 0.761966050653613 0.882279784863131 0.856533192226749 0.861518674072458
"cg05653887" 0.883026833157314 0.117662069962983 0.878099777549149 0.838512044221185 0.586686108844209 0.882643876692551
"cg00829063" 0.911613275717232 0.157853699143811 0.91214778539026 0.733269829605452 0.808811682799346 0.902347295513146
"cg26012482" 0.857257748846094 0.0979884599091121 0.84706194423469 0.748180241297222 0.660134441810264 0.852457559064494
"cg09261289" 0.915479223524978 0.164680668471919 0.900353893679237 0.878256023164944 0.711940653743953 0.886858234063047
"cg21634628" 0.907376039178715 0.0965350873653046 0.769782399553958 0.74854150211781 0.623035897478339 0.898273539303003
"cg13449535" 0.839273569143692 0.0909605303874002 0.797364720860199 0.733395844337123 0.687564998985803 0.8595225123246
"cg15241779" 0.885567070419758 0.138003107742368 0.86804920636915 0.841683452432481 0.673338550518297 0.87923367220367
"cg26275360" 0.87487460082223 0.142709466345821 0.823018801853511 0.845701573058246 0.774490387041891 0.845082694829344
"cg16316183" 0.741415927637457 0.158555040479486 0.882156408853605 0.898385607693245 0.872189262890046 0.851753329706343
"cg06040872" 0.890826036989952 0.133319713998305 0.903400582262666 0.84247040142926 0.572528499366294 0.899131000288417
"cg25801622" 0.865697299138926 0.123370896342456 0.859195331865176 0.81836304147659 0.648167377036316 0.866911851139805
"cg10502149" 0.882785318549882 0.145029482518315 0.772939030504465 0.847143321334788 0.774375298623781 0.884112411077678
"cg02240030" 0.903209501362515 0.165358692491667 0.855034345296113 0.867381477844819 0.759006104224173 0.879101613864709
"cg12500857" 0.893858577795498 0.157889791816684 0.765755107633782 0.8840712627335 0.854584430066418 0.827073883566152
"cg12111137" 0.883216321610427 0.108600384861537 0.895064118384221 0.802792472538165 0.494280566437749 0.893877544444565
"cg18310515" 0.886861827151325 0.128696581462978 0.876892562335858 0.805144370509185 0.619463923355661 0.882455850533262
"cg21180201" 0.873994168650272 0.158300818619905 0.824669787497631 0.850081979436928 0.795903646600628 0.875452075009836
"cg08985282" 0.886347322759357 0.147644256143624 0.826734228049419 0.843341087309013 0.719811560487248 0.882477533206995
"cg18886071" 0.100062487625636 0.514296795507593 0.118221223571434 0.100502057305743 0.18636200997423 0.13700407354715
"cg18786123" 0.0440972543937699 0.468650525605601 0.0808387572979688 0.085086196635628 0.138420884542663 0.0598745481060465
"cg27437304" 0.508655502683548 0.818724879678344 0.432545634969943 0.385667962021307 0.650603915503285 0.181015585083694
"cg25975690" 0.204048867272559 0.738918091839226 0.302936261646219 0.477314418271523 0.5449625768755 0.222807700133172
"cg24690709" 0.0750584345262078 0.548678769607271 0.0516965622686375 0.153631885429299 0.452653362516086 0.0640179347658362
"cg11930955" 0.370300340817356 0.626330496869243 0.197606826752191 0.0987795950814225 0.238943634925738 0.271799509960543
"cg15773312" 0.0502219826017185 0.602679518823338 0.331429117185439 0.189625482526785 0.315588472021985 0.159614692192875
"cg15975802" 0.082779199307174 0.58753709189869 0.269638239601061 0.133245815685558 0.341752898965033 0.137763183231369
"cg23398076" 0.0728024379421606 0.515521543636098 0.116681378706424 0.149149695400469 0.170619203098829 0.0862232935949287
"cg16382047" 0.131415193997965 0.691278574899489 0.272808411883637 0.478085328945736 0.449084795927899 0.138100126462665
"cg03989617" 0.0977066300321441 0.578280577215809 0.147339333399411 0.194693235434286 0.365158184460147 0.0978591532106405
"cg22644321" 0.0697337295156775 0.599954048835647 0.448021818958153 0.102792870890104 0.304916854594271 0.090760511648832
"cg22589728" 0.182180209466662 0.696355752455314 0.267855275981513 0.363929939737503 0.505823242480678 0.170161495166323
"cg05376738" 0.352153017142815 0.626550046484176 0.292852750943493 0.122737974313451 0.27015644406525 0.0774547721682562
"cg11115622" 0.0416458798735161 0.546906174329483 0.161714339943139 0.138396840738445 0.296355119606763 0.0711149146452632
"cg13318771" 0.110299665673741 0.615647221558602 0.19686877603438 0.262029259131298 0.413958870392563 0.0544121187543685
"cg16013543" 0.0789884943238639 0.524147865537619 0.071952051689615 0.0983032219172319 0.225135296220878 0.0937665684496422
"cg09141835" 0.27391778662244 0.743649756012198 0.190879071587902 0.595005229546342 0.41759119841406 0.183614803179493
"cg01447281" 0.0842004644571148 0.564570093522249 0.177704383122464 0.099375812282344 0.270862197079584 0.112262807928468
"cg17176894" 0.0806785150076145 0.632511393233994 0.103286618766666 0.305056284065076 0.463759784746651 0.10963764799582
"cg04910877" 0.159725191692438 0.626027303009031 0.170868295010985 0.304044136715034 0.241942659289149 0.127269730670589
"cg07978738" 0.140486386406589 0.57537288030162 0.13363067780989 0.103649755901914 0.221804625489362 0.146239650082699
"cg27122888" 0.0739963510463754 0.561937713955329 0.132854891811327 0.135769127605649 0.23959827799831 0.091109255919565
"cg16719404" 0.474047207892892 0.736276764215396 0.503946805893812 0.17796971261934 0.281716084631785 0.0898865229141925
"cg06875488" 0.254440533489265 0.795019105121482 0.307674518012595 0.503792618708723 0.588709293277476 0.158294126538967
"cg14011327" 0.0647396659380728 0.520629780486288 0.0701040699084818 0.0897193555809605 0.129194036178972 0.0774795382848864
"cg16893868" 0.0588933590669695 0.575403696249715 0.1299315381929 0.192066091113945 0.245572774886519 0.075937375526917
"cg24315421" 0.0555623783603637 0.707791638131001 0.40594104474267 0.28759474815863 0.512753354730147 0.0730049994545555
"cg10096215" 0.0561037923907435 0.597232087338347 0.106020582993607 0.126635779408589 0.346049045308321 0.125654232313822
"cg16651877" 0.245956167189753 0.745946940662023 0.246422375291556 0.309669446842593 0.57061987898201 0.105151657870358
"cg24088496" 0.417773240686416 0.774736233532623 0.356314190465252 0.206029009429446 0.346334932892829 0.281767900048928
"cg23045908" 0.0965863555343165 0.585165391683358 0.110293309151582 0.128525080093262 0.164472669785955 0.155396812156749
"cg06832898" 0.0599480864049967 0.690989132830571 0.142246521385648 0.251355726501102 0.561838883860188 0.163887857570575
"cg22897715" 0.0442761619653457 0.569448371903625 0.114777731762045 0.191265546313575 0.150985612989304 0.049850365204721
"cg09101151" 0.174396946726527 0.758016408014096 0.102546979015637 0.48145226551045 0.55402419377843 0.166677730072554
"cg25719851" 0.153408670724155 0.752617928564622 0.364496136223183 0.201527736148136 0.44248363949831 0.268611907545955
"cg24138325" 0.111152587756993 0.768863156537919 0.19959030942292 0.451859776879588 0.339778178384211 0.374752561554867
"cg26348226" 0.0760035360955101 0.671494049234424 0.0520336499674543 0.289212183023182 0.497892040828691 0.0703657976125144
"cg07687131" 0.0638479769697824 0.716029742458484 0.0789275534250913 0.447099928354492 0.523791235754094 0.075249846322008
"cg07381806" 0.454766958930244 0.811691697754778 0.117667702760838 0.255450591233061 0.543060586029418 0.164379688920331
"cg25887844" 0.0743023060972231 0.69425907619956 0.315462624934026 0.151516033595428 0.269399164241742 0.133152101399592
"cg07675477" 0.192510630352778 0.735164682527642 0.253756280405758 0.163291483929401 0.329503420913311 0.191933853692621
"cg04179740" 0.0717864318855078 0.705932606635039 0.284533737476528 0.134718137636569 0.309612286541025 0.102907124317683
"cg12273325" 0.149738500504126 0.719716567360189 0.0955267242810691 0.220958989556518 0.422646975997595 0.0706691811138403
"cg26971042" 0.129194730526719 0.672651678718029 0.0781104400206657 0.11612558160122 0.245787597941698 0.128067361474215
"cg09001226" 0.0555402170454513 0.745723304315127 0.174606101152213 0.338351382092971 0.406998885986977 0.0656016343543384
"cg15694422" 0.0588573929411055 0.704410023820781 0.137463844905121 0.342305591927732 0.188025150671304 0.0671597112090323
"cg22442430" 0.346933637474326 0.75289657338709 0.153967785836041 0.136401196062522 0.177485956983009 0.189060779168725
"cg18881723" 0.0724477075792048 0.687476427219807 0.0675649909328454 0.0613549341070566 0.190290972914431 0.0641190060376067
"cg06117093" 0.0768495805372384 0.830649988475532 0.180467359530336 0.154096789532594 0.418974231338537 0.0653310331059935
"cg26692003" 0.970340903574577 0.953607860979257 0.0789423005932426 0.971729453406987 0.974327791050416 0.969084602910065
"cg02212339" 0.957926297469505 0.945855587976196 0.0716876915395938 0.954467865322408 0.954133774890253 0.959073773862216
"cg15241519" 0.961060933315471 0.921661622926829 0.0457131411131507 0.947387266087097 0.917041650848302 0.885704995163916
"cg00464927" 0.960518848916135 0.950900886154745 0.078783856460399 0.961497393059609 0.963848476052384 0.953348052723476
"cg15348679" 0.890673722575895 0.91838838963365 0.0289977288109635 0.878825714690446 0.965771614089305 0.882779061007704
"cg27106643" 0.946246122241055 0.922430420792276 0.0715489351131808 0.930784876612872 0.938536161898356 0.932584101441551
"cg25131632" 0.947947835027608 0.930191573353867 0.0745856526274507 0.921593347052437 0.91195803438474 0.9429335984257
"cg11699517" 0.943869531675972 0.973709031021247 0.109161745650536 0.975537926737357 0.974811177701651 0.958667379315828
"cg21248060" 0.941873930241084 0.916093756608692 0.0947365322949239 0.945447051498048 0.937548035095456 0.946392079797792
"cg17995557" 0.906015270710512 0.721600968201179 0.0543707848989916 0.903260534671003 0.907244696791184 0.907006661035012
"cg08162476" 0.923710702010189 0.906771448310707 0.0660586410131599 0.938639299536068 0.941138988585325 0.835952996358712
"cg13738327" 0.966120633891866 0.93738503309818 0.107449679283908 0.941634725261201 0.927527191614349 0.966624170988793
"cg26438284" 0.885572362993101 0.873556738077033 0.0486103130433536 0.911408777703471 0.858599805795177 0.911147891085762
"cg17768768" 0.959033580345037 0.960811568091219 0.113823276535028 0.954443165966694 0.957093099921126 0.948444234580225
"cg05480110" 0.967709390454442 0.936343168843135 0.12361681842033 0.962771480779758 0.963102461582917 0.961955092484642
"cg22212560" 0.893999357617996 0.899156831615831 0.0340294768062853 0.926204694496058 0.929621787084042 0.73932267847167
"cg26552743" 0.857308370474939 0.83958270243166 0.0468363637702951 0.901398139327872 0.904172099487538 0.87542623715623
"cg11661493" 0.884420205376537 0.878694465870704 0.0562920274777222 0.893801138885123 0.896831883960679 0.880106950206427
"cg14936008" 0.915332221684287 0.915335456333231 0.0778692859312884 0.912969741159833 0.905527308298024 0.904271922696711
"cg16148346" 0.899901210527521 0.857235829311558 0.068727077861217 0.901443432729128 0.904281976536435 0.896796274649142
"cg14482811" 0.894578428518581 0.628933338746443 0.0733560775132658 0.928558619282006 0.92723520061694 0.907499407320104
"cg16210395" 0.911756066006138 0.868502414198204 0.0568024588739692 0.870826739279437 0.856384979848233 0.906465872385883
"cg00760938" 0.875561685054153 0.836445561419362 0.0541556256459019 0.879062035656724 0.875988197171681 0.887262515473432
"cg04828493" 0.956929722622219 0.863766807525234 0.0888902676800898 0.937556511976543 0.934886704259218 0.826779728220441
"cg21596498" 0.8996671819747 0.897555030206455 0.0807471703424968 0.909308416057918 0.912352073363743 0.89066322327751
"cg19260718" 0.894124529683455 0.871570874661766 0.0737077192278034 0.896826354895484 0.892384343667021 0.895832348427834
"cg21743182" 0.88413808330963 0.827812601305427 0.0572456769180269 0.867569322804478 0.875323660690111 0.876824018791054
"cg17232476" 0.899533588424111 0.868017889827644 0.0705101994598859 0.893609520117688 0.888210645958091 0.869356486531225
"cg27304328" 0.839152333603033 0.870536431309125 0.0652295278789572 0.902175164464326 0.905282022620686 0.866569466078303
"cg18184053" 0.85057061276176 0.781498466227758 0.0432420637019144 0.875176728782276 0.852509950318826 0.857041732707982
"cg20666585" 0.897638697697664 0.802140913837293 0.0689806324045386 0.873824253456552 0.853363900330843 0.898666205466168
"cg27565966" 0.87151542189254 0.788882588443991 0.0671172596689153 0.884535155034827 0.881428194318443 0.872897636606787
"cg01024458" 0.909448004638563 0.886657769086034 0.0719021674000342 0.840940265386747 0.863415564270985 0.895768179864372
"cg11774624" 0.901985521427658 0.898508627898266 0.101219637747919 0.903585074145591 0.911110217472098 0.90035134199161
"cg15532942" 0.886497045700224 0.852213746506114 0.071946402248944 0.84703597841392 0.869306757873861 0.896095371473193
"cg26795340" 0.853196379332693 0.830130675644548 0.0515119609740695 0.857993859220483 0.860086293980812 0.84540691145424
"cg13356455" 0.875772733796078 0.846663044449155 0.0662962111721474 0.866137513062961 0.863593310534181 0.867475086806311
"cg04838847" 0.969611063019637 0.96532799212755 0.171259966703881 0.971697026982573 0.973291594655072 0.969069316417157
"cg07721872" 0.879484708776642 0.843570660379122 0.0614354746316196 0.823934795882938 0.855716178794766 0.881816723596008
"cg22498365" 0.894762305639761 0.878688076068664 0.0768472083877803 0.827972324712113 0.862617745780247 0.889381009238518
"cg05891759" 0.897356086253396 0.699899128154354 0.074547894895967 0.855798200820669 0.875694645553163 0.864759794553923
"cg25683989" 0.879462306132204 0.868908771791553 0.0868033526279729 0.885256171977876 0.879340740841366 0.870934624612916
"cg18664915" 0.886227627349927 0.885573386409744 0.0969094532682924 0.887240165105541 0.882810826180653 0.892282593835195
"cg18590995" 0.802408538489865 0.820328192337146 0.055376489941189 0.870716628486357 0.876591201971541 0.833584010362148
"cg07597976" 0.811219441027568 0.738598122076017 0.0465355500636315 0.868971247975781 0.868434702615086 0.810066613080567
