"GR" "CD4" "CD8" "B" "MO" "NK"
"cg01692842" 0.0737699340284004 0.848087650589421 0.837310731270381 0.864820551763697 0.810713334880814 0.840909952720868
"cg21792134" 0.149160759549976 0.921231703877003 0.931453659364981 0.93007120757166 0.8716177796631 0.921192530443952
"cg23169883" 0.0837773749014835 0.966664432213079 0.976296298748033 0.973356017244544 0.414842424183278 0.954839197025177
"cg09342997" 0.0957273737463226 0.873368996950602 0.889205889868188 0.886460074754339 0.781942718176068 0.879801577097624
"cg21685770" 0.0733680472621912 0.87670427457634 0.889484923128036 0.854468594527211 0.705463008458542 0.87699810058287
"cg13468144" 0.114496679621419 0.803727247760362 0.896062644794738 0.908968200929218 0.8977978501245 0.884868198422669
"cg13652008" 0.110159415329704 0.899563469529904 0.905744489069146 0.903320031800485 0.77548486200539 0.883708642715936
"cg04855678" 0.0716240786481687 0.926364262367143 0.936545324133903 0.910596489494452 0.567709478800133 0.838870100236841
"cg25600606" 0.148171681423437 0.91412223822024 0.923718280325409 0.918206815672704 0.866797199178985 0.910888998311589
"cg13595556" 0.0898257588152285 0.894840139245137 0.894517915844219 0.918510295742335 0.686452328330378 0.853450214454292
"cg11014468" 0.145324368974759 0.904549221217828 0.912214975318399 0.910415069429009 0.885854773417539 0.896964438284305
"cg04609694" 0.112043749268657 0.884865287921339 0.893083873522855 0.884901394103957 0.800459809227326 0.880146532748191
"cg08154963" 0.0934841190260328 0.870406577091159 0.876411864061889 0.868860833216376 0.77222645300001 0.850816062307559
"cg17852482" 0.11121808348547 0.875762700860984 0.87654376375479 0.878948776287443 0.829988209039918 0.844973042094125
"cg25605731" 0.0781672001164495 0.936400555331622 0.943745988968333 0.890666618079839 0.460358162658969 0.947300628045452
"cg21285555" 0.085609473713425 0.867955973518116 0.869620980680756 0.871027716172595 0.769463705005817 0.799301282937554
"cg03146219" 0.209602090238403 0.962843695574485 0.968175796382486 0.968207121434622 0.933977937891437 0.960718393716907
"cg15724534" 0.161512132582393 0.915370662055793 0.919594159041777 0.916257688565558 0.878864411512771 0.902552469633026
"cg25006077" 0.136553592839278 0.882388534451439 0.898419897262553 0.907883624980886 0.856288839561312 0.85555702534521
"cg19055828" 0.072901183891087 0.889559594776657 0.905227410856143 0.891334439861001 0.531699527002304 0.885644794560115
"cg13178361" 0.110487912593691 0.891750757663756 0.902401719229075 0.88562497788357 0.716214191978785 0.878037675297512
"cg22481695" 0.108095476625533 0.876523122961472 0.889202064807618 0.876735762694413 0.734357016431046 0.87459485051815
"cg11070172" 0.207695672146246 0.968207955334815 0.946226069031544 0.966920319610486 0.904821773642439 0.950753774067953
"cg02021919" 0.105804968249308 0.871491373216253 0.881432505646139 0.897649051902465 0.712937434027013 0.869487153404805
"cg01699630" 0.136904525379903 0.871682988083749 0.870544368481591 0.877223547104791 0.872923606186975 0.876702681674881
"cg06465076" 0.129775203592946 0.8993922270195 0.909005467230569 0.904719455083634 0.743988918270838 0.883941709190418
"cg11313468" 0.0815403964914383 0.837166666318362 0.845052745829809 0.853098731721214 0.727523574629757 0.828149446494057
"cg15658793" 0.124278159332788 0.925243717551318 0.892194120164486 0.894758082717537 0.699385386186723 0.897388086316716
"cg13852284" 0.10463884865501 0.826934004978607 0.817434164616433 0.877729368663397 0.844900821643173 0.826098499338975
"cg23661721" 0.0826479598769506 0.872130934997897 0.893300066456066 0.892410133995634 0.575749715107362 0.873221626921163
"cg26724841" 0.849674154092298 0.179306392361352 0.126179533897283 0.538167689321856 0.716202989158337 0.252961172773954
"cg23828876" 0.865745246555484 0.177361110366169 0.253236867045359 0.517020280390573 0.777073740961 0.128915818095486
"cg08817540" 0.66590822995047 0.0853594794754086 0.104336981918168 0.384383862686087 0.0853530413981463 0.267147176852997
"cg12897164" 0.822944042267477 0.458127134460567 0.329760418895309 0.0690190130718871 0.623771853197699 0.134140282442507
"cg01735277" 0.718715601546632 0.0733562145944243 0.0463385670616415 0.229930477963191 0.653164088901119 0.112883833187775
"cg12240358" 0.875174033662983 0.423378207781519 0.531564916641423 0.121904642402308 0.333110078606467 0.537412305299573
"cg00323915" 0.796695678322894 0.0910413663378611 0.0789731252243925 0.699103504540318 0.467576836428702 0.18957376492956
"cg18011672" 0.729699449036649 0.069674431700437 0.0540881385845126 0.247689226542894 0.686377389110993 0.0850021284524341
"cg21201401" 0.668733810411934 0.0571318102837127 0.0449976704074304 0.0524106035473653 0.617793683117041 0.0608699898047837
"cg08653292" 0.86825579403756 0.264903613632429 0.413466991703438 0.119589677423028 0.557173906340123 0.522554997375218
"cg16047279" 0.6269981691723 0.0586293015466795 0.0425388020235823 0.0515957304437311 0.409790055839268 0.0609765012130883
"cg06257110" 0.849104800882983 0.127548107352931 0.156858509409906 0.414596645998595 0.812827912341225 0.178595979425585
"cg03728799" 0.82515105428204 0.133427033751011 0.137996388091176 0.144019852565358 0.812844714619153 0.326783912019615
"cg17479280" 0.899414829535348 0.722805683019461 0.39756125564061 0.0673332121098588 0.563287807029148 0.124402836481868
"cg00795812" 0.770578935714244 0.087702766691508 0.114902025176639 0.379901376402172 0.270651974701129 0.480760702915324
"cg00754552" 0.838290042976819 0.597751587585985 0.512132581986405 0.0818352650137752 0.110824361017803 0.323565217665
"cg07018090" 0.907240174845995 0.651088521434755 0.668696153230694 0.0307864987699842 0.190253300433642 0.418803289917924
"cg02212836" 0.805076411657914 0.295895492591991 0.398184401405592 0.105972786045431 0.204858567851684 0.458831734431984
"cg27051683" 0.862040021458447 0.116513263332362 0.128093613432509 0.470479633579309 0.51437010671562 0.515557629020659
"cg03722295" 0.730988116325307 0.140007311057338 0.150945768847319 0.371810993533967 0.260737187336313 0.128574280184968
"cg23174662" 0.800656226252375 0.213162878828042 0.118929376916459 0.0772695329935293 0.781987244695927 0.158613534457507
"cg15474337" 0.663858081334609 0.218538311831871 0.206000164455432 0.0591277590547189 0.0668741545180787 0.132189778809959
"cg21830221" 0.783048114039874 0.138346614389634 0.104197920552175 0.0672717451599679 0.785590505249981 0.128921037505877
"cg15625636" 0.797588998160517 0.0999469121776922 0.0700623484588761 0.562123120160315 0.495882201007124 0.0984208652797843
"cg22798362" 0.905330449413579 0.321323666728943 0.359744064045723 0.204307395280562 0.789855367552318 0.152805293585252
"cg27058497" 0.651473850855469 0.0806675806892554 0.0493606641826412 0.158456608553933 0.238285134270189 0.0657855870717613
"cg09221159" 0.70564678123223 0.0747575296673445 0.0661239708069739 0.142759791010332 0.451102575848067 0.107381135973898
"cg07706695" 0.744806823324329 0.0648340413083178 0.0424738859871396 0.0810043970929395 0.734413635113539 0.0828912953156935
"cg26404422" 0.80800395756062 0.124018633504072 0.0993372715397397 0.129485687384303 0.766809411431075 0.174764456321315
"cg00661777" 0.68430058234785 0.27168043435912 0.173986247010365 0.0766326759307348 0.0877322877463028 0.0966859795391243
"cg12810837" 0.742781072125171 0.0733597937755159 0.0508291294115434 0.056619114124831 0.669485091649036 0.115606456394567
"cg08622666" 0.842879703655305 0.182056578912156 0.13552373411897 0.140115311169429 0.835858202208471 0.159531445995677
"cg18128887" 0.655821228206251 0.0387662247792061 0.0288776256524896 0.043526442390595 0.353351007614808 0.047589486068098
"cg03526142" 0.829286618363563 0.0799451699690192 0.0440528879559473 0.327567129270795 0.79232490931549 0.0809686644684714
"cg17161520" 0.806511855567296 0.115467907139861 0.0642254395938793 0.0707134396322269 0.770887346126904 0.180398264530014
"cg18148314" 0.840831931199302 0.113259759781311 0.0664760502305888 0.2042555124514 0.849534505394144 0.113898554037221
"cg18920397" 0.799054380585685 0.0912701797744836 0.062297572724493 0.154543875853312 0.696851162757454 0.13981190525631
"cg11316887" 0.874810776392066 0.254017232346392 0.147300562267243 0.140732248608524 0.831436183691557 0.113378392173549
"cg23280720" 0.819040919095324 0.0583562187525105 0.0524846450919465 0.239135737397749 0.586290861372714 0.296829482559657
"cg26106166" 0.794255872134102 0.102056406756845 0.0844397268288174 0.114706077712076 0.649869710474636 0.104868374229904
"cg21959598" 0.859046139001573 0.124189334182588 0.135421415304605 0.101124559153173 0.836058566967796 0.10578521205769
"cg17587997" 0.878271750325037 0.13543095157394 0.122983927455256 0.0956090919092841 0.88103995119883 0.121194549419061
"cg10145533" 0.86493876756714 0.0880179011158878 0.0650451999505743 0.0853635071281315 0.857374207168831 0.141032836078575
"cg20513976" 0.794476942045605 0.0381929980836867 0.0196663193754274 0.0461501698420752 0.723476509482941 0.0534183208876432
"cg10699171" 0.811529217651744 0.0793788394194054 0.0671329557669315 0.0891108685363286 0.537442876722716 0.0959395903950719
"cg23954655" 0.737875013098567 0.0732907979044234 0.0805046091054641 0.0722297797641944 0.142492333976547 0.151236462914484
"cg11354682" 0.827367019871336 0.293004636861494 0.357966226092405 0.059675697545499 0.0948669019216098 0.121227148095077
"cg00446123" 0.841474232461263 0.0487365467032046 0.0314411297774968 0.0500893848759478 0.744448958589108 0.0584549878367407
"cg26341831" 0.802710720888359 0.192819733109765 0.0602490995949165 0.0510311295296516 0.216478996592995 0.0960688931818053
"cg09993145" 0.838978009466132 0.0697052879531089 0.0379179378900144 0.220025494311019 0.0838015644100883 0.0495361278771697
"cg07679948" 0.960659528224179 0.105767103734167 0.398253524410339 0.965746683133631 0.96984038001164 0.921720002061792
"cg00366435" 0.913493175691071 0.130685669427661 0.566845619803641 0.911020368229798 0.920246187511878 0.86335920025986
"cg16452866" 0.95841987861398 0.112415197378405 0.193988978977962 0.958953682746378 0.969523484787058 0.894133595894104
"cg03388043" 0.943896690658473 0.0710396818847415 0.0690903143738202 0.958416134810547 0.961234073759596 0.710062866670841
"cg11848483" 0.920333487179279 0.131865664599871 0.30602817510989 0.912754326720138 0.929201866769956 0.871609894713354
"cg07015803" 0.93737977076382 0.129506908307938 0.203874823478163 0.951378399144993 0.953171250521493 0.874687211592999
"cg14477767" 0.893682394489928 0.194688502932764 0.731200588635266 0.880071982937954 0.90719989307241 0.832297133199349
"cg01874152" 0.902720930816482 0.118403339223041 0.387393351974781 0.814305267564627 0.917463980368503 0.81257485470301
"cg06915826" 0.876205614771084 0.114186648108781 0.314652920168273 0.890897851858921 0.889028467410936 0.839365869874043
"cg26852712" 0.927291906483172 0.119703450126197 0.373849764182485 0.735025875545131 0.938566337152295 0.823100964278839
"cg10240150" 0.841462342221325 0.109582438957973 0.330012571838267 0.877061008379374 0.875548013036231 0.774968113310336
"cg15564619" 0.726455622600546 0.0711800205743214 0.352447311690217 0.893080409440598 0.668179788605266 0.886921273566946
"cg24441810" 0.893357589354883 0.0836075023929258 0.0979030548440769 0.846306903637845 0.910088191011691 0.78880661393448
"cg07545925" 0.885978159253792 0.0833536249640997 0.0781331478625032 0.87261900441451 0.900118233745212 0.784112853701061
"cg25893560" 0.930463686984524 0.197601275841579 0.561258655318829 0.935543260885053 0.936183640500882 0.725733005354723
"cg26166854" 0.895594754935628 0.131375281278686 0.357875013685858 0.890863088280583 0.898755379048097 0.681786907242993
"cg24841244" 0.885427860273625 0.104850574359626 0.0968783468219378 0.908756538439715 0.901421150469366 0.795682814076318
"cg07970799" 0.932891440857797 0.197874316997891 0.452765643405106 0.932859918918717 0.94525294311547 0.784366495694003
"cg23723835" 0.883984153229811 0.117450723502996 0.396832379051659 0.647200137458074 0.894952213328458 0.797695572860758
"cg18758433" 0.908114739494419 0.122159356623907 0.28745501231705 0.863605694255475 0.893514185082339 0.674617806580608
"cg16173109" 0.87584962359768 0.155849342684905 0.37610602662828 0.873690223588597 0.876093854686021 0.806704846841129
"cg24612198" 0.896672803871786 0.110240738563773 0.108136704017258 0.910844113808025 0.911758308167984 0.735618771655646
"cg05705140" 0.897109513413567 0.135058639835324 0.262919684100993 0.816357135181161 0.908370249017356 0.795961141598221
"cg13651908" 0.850816013166005 0.149044431551859 0.395794034855609 0.86421600439282 0.872158660619374 0.768182345066841
"cg04340595" 0.903915855912097 0.114036982357591 0.227200802992469 0.921147561606029 0.941315654383806 0.538937226523972
"cg06164961" 0.894744435952027 0.100340712361688 0.082747430848568 0.903604988787605 0.906978854517387 0.683009277556734
"cg16871561" 0.438467757045099 0.152508246995972 0.778585462891537 0.914996774319404 0.817318187683632 0.85492818514994
"cg25226014" 0.907429995788694 0.108844915085845 0.22775561569417 0.895659412329426 0.913396656142742 0.545213502374996
"cg06329392" 0.946211762582355 0.257118353010784 0.48405446861702 0.95578523001935 0.958692153381393 0.92708533221463
"cg05070273" 0.908568150697658 0.228058370602432 0.521240703311412 0.904903051788615 0.909432211174938 0.882626687631578
"cg05074138" 0.858823021939875 0.164368525840372 0.374060370271109 0.869224525237432 0.880557665675914 0.820055808174068
"cg08884752" 0.783314248544627 0.133303944149844 0.450942177248393 0.833780120774185 0.74689788481539 0.844957283167505
"cg10782923" 0.853768270134642 0.174791535170935 0.438929549355258 0.869242493203524 0.866277119776853 0.821563396350257
"cg19001909" 0.95952409509765 0.229907906671539 0.317679642192225 0.966229145998066 0.963365950311104 0.897803347824252
"cg11465943" 0.89260218586399 0.228457682088694 0.543325093249795 0.878876985954424 0.912489348003644 0.877191481136125
"cg02661764" 0.793780937180003 0.145765885700021 0.434393037449437 0.844110643498515 0.773273801315945 0.855636920928007
"cg01154505" 0.957931901656518 0.288658108407948 0.729093700594591 0.7994063062309 0.966291025222336 0.937432265124154
"cg04180114" 0.865269936870683 0.144886453193516 0.24894690063493 0.861098526807205 0.858647186681983 0.825073551768674
"cg01381829" 0.844766033895907 0.113611836523614 0.184617706821795 0.792281681387181 0.873950105960572 0.796726385294123
"cg01178899" 0.891580784873055 0.129704374572651 0.24535695092045 0.906587761210837 0.908696923201675 0.591421409159772
"cg25325005" 0.882838145183936 0.186729565405543 0.424565738058476 0.732877939578588 0.953173445973552 0.863235489632616
"cg11236515" 0.954130972067425 0.222460355950836 0.32967217910032 0.927707060528053 0.972004054773745 0.842055898010835
"cg07930673" 0.879208333062585 0.122672655161457 0.132710048523231 0.878712777583654 0.882155643518992 0.748762423450056
"cg13750061" 0.881564166284762 0.12576152412297 0.116399434516186 0.877182495342451 0.854004102042783 0.809370531747082
"cg17615629" 0.91052507529718 0.130368766808941 0.134743322254943 0.830654725794499 0.923123273694593 0.744116907336198
"cg00620024" 0.894491621973835 0.201869565380744 0.398683895352348 0.880362565631859 0.905878048962519 0.840871914503734
"cg19163395" 0.928766331896678 0.162801655109658 0.22110381190767 0.870455892381886 0.893002883412588 0.79990027159947
"cg10837404" 0.917948198602659 0.295716831463991 0.735462629881555 0.920760568069073 0.921767601956538 0.894893374518475
"cg12048331" 0.885706020647974 0.196116440933051 0.350371202756928 0.904414508809156 0.906221321579261 0.832302148070326
"cg09016797" 0.841624187934918 0.151592903668859 0.284586308131976 0.863884377954975 0.873435076884075 0.791433738458169
"cg15232539" 0.101943236816133 0.713711134035377 0.489157455360475 0.285712636292987 0.0934288955725913 0.173448633318628
"cg11230435" 0.0530433638211802 0.636291639670205 0.435018871483498 0.119485964818584 0.0578653178148357 0.0708185684493929
"cg04244970" 0.0630663353550548 0.662429444170181 0.302748135682446 0.341465989005992 0.0648246073523334 0.0961712948418069
"cg18055007" 0.0445825342677444 0.571689015556606 0.206031529002983 0.0596594382567426 0.0337648531077943 0.0622296993609387
"cg02700491" 0.0957951317816794 0.718051597358331 0.675955568820022 0.130153328984276 0.0911034076279928 0.156658332216905
"cg07837085" 0.0717514435030794 0.667835820450781 0.337721557440118 0.295476893006551 0.0762352877432035 0.107588909716526
"cg18976418" 0.079328542243297 0.728089574596717 0.707693037404723 0.144665115977403 0.0713007461247465 0.198645408507815
"cg25210609" 0.0737732728210073 0.745219700617185 0.677219692018768 0.0500733959280429 0.0564897354704675 0.446644017166816
"cg20391895" 0.0951455085423781 0.719845249487972 0.69540987454483 0.109812613515373 0.0971844185161718 0.138696887735474
"cg27181375" 0.0450534204861917 0.707811331838366 0.70554859060276 0.105914819184732 0.0383047700929641 0.192022629025144
"cg19210276" 0.073695663547975 0.78032096054267 0.783037148400549 0.23065877004752 0.0655401985287893 0.305896062795248
"cg18067859" 0.204776331092489 0.854093731796699 0.851098253876375 0.253629686885303 0.179715020834068 0.315653412828423
"cg00026290" 0.0427186982818154 0.634692649753007 0.50684835858529 0.0366166494726641 0.0351720696442461 0.0693758794910032
"cg07598385" 0.0840180259698581 0.735509863447336 0.624794531654701 0.303092640756377 0.0566698839484409 0.132000835463893
"cg24706505" 0.0855050527726339 0.716907082746446 0.519528490540928 0.238009412283343 0.104722676251205 0.149116467375116
"cg18739675" 0.0670095098280123 0.76544509360856 0.552312342470778 0.560774745214445 0.0515146595691159 0.111105687719187
"cg24904788" 0.0556173163225586 0.662945457652408 0.378945282292602 0.256703758511675 0.0516823642021105 0.0728426228723116
"cg17744604" 0.0899851502462468 0.795793592119322 0.669205791131428 0.129279472345654 0.0498311182068818 0.60494982674319
"cg13506288" 0.122747534236337 0.779570823715108 0.67619481183192 0.334270186697104 0.100321586736063 0.173495269731853
"cg01233897" 0.0872831286365461 0.715565913852567 0.592649578125903 0.067310473282966 0.0753239298100236 0.268647035346267
"cg07948875" 0.0795925860752114 0.740574153888879 0.577015896473948 0.333656236671571 0.0738032661986138 0.134256585932857
"cg27485845" 0.300023446778234 0.707599100052262 0.305307776118581 0.170278852502824 0.0931976026666867 0.111449431215093
"cg21069500" 0.209729235339668 0.752350746199674 0.523095818080627 0.0752283801989359 0.257189398734112 0.106487330450592
"cg10099758" 0.157850134335937 0.73320863115502 0.580650678823419 0.116725368105811 0.0883902679784389 0.127481429140957
"cg16563370" 0.138986506696203 0.826062301704956 0.828345382114053 0.221368754211082 0.1218635556093 0.240851566257075
"cg16922167" 0.131528070303811 0.841010776440742 0.850104450980992 0.192033068262512 0.110446976410684 0.356647973404677
"cg00421624" 0.100892243668933 0.775164883345048 0.468111992609461 0.453559556119951 0.099463988620669 0.167836815593981
"cg09895920" 0.180585271682725 0.909042642088914 0.889464889972065 0.315425839832969 0.194864844549443 0.392367282679975
"cg04642300" 0.0612002146305109 0.68813100603751 0.486113205554896 0.155096681491101 0.0543522323333759 0.0800216173421544
"cg01987702" 0.0744368702239384 0.686821780253657 0.472310292886056 0.0891766171371823 0.0747468952298494 0.117917446304168
"cg12101498" 0.135218204934018 0.739446336468865 0.607481651093719 0.0882452655942605 0.118341314075987 0.131976418927431
"cg06650256" 0.0638051133755948 0.798549391673714 0.625636577916238 0.414774552851073 0.0606394170959188 0.227068424221507
"cg07350262" 0.0853370132160214 0.735970673889917 0.60049717219104 0.0990021400653654 0.0818888235326852 0.184033248793621
"cg25394505" 0.181351328416997 0.819497501137809 0.722537471260907 0.227370129304938 0.13717313558435 0.160055926777282
"cg04905719" 0.063077717005975 0.751411288371915 0.746727460317494 0.0789436716928811 0.0457083715933257 0.159013358922676
"cg00113675" 0.116161097626681 0.772129418422759 0.62774715424177 0.113502796955149 0.0875909272883782 0.233663021083424
"cg09885622" 0.196857034425249 0.810876202334884 0.632811879900198 0.236603148194171 0.136764235595536 0.147548581828728
"cg20455854" 0.0883852189807957 0.770799292811102 0.738719172773915 0.100040619578792 0.0481154765680355 0.193554436900197
"cg26579986" 0.0484371025900371 0.783320202168318 0.698677244495019 0.214966030536373 0.0352938778641479 0.203101196390685
"cg21400549" 0.154637301744245 0.862084809803651 0.686729238454449 0.503574175272415 0.0805246200858336 0.155263036258922
"cg09662852" 0.0691572362127657 0.731790536449834 0.535680010095399 0.148718738113832 0.0654405808875295 0.0984126704005599
"cg02046552" 0.0654681067901089 0.821197619602287 0.616978662592066 0.111890472526475 0.0450783488888551 0.563045457165228
"cg14564351" 0.0761158103139556 0.702948901899157 0.322523888312439 0.159764357892054 0.0577660486713302 0.0982691911332841
"cg09572125" 0.0529938206396578 0.834067526899153 0.672237619915633 0.215150787434568 0.0367920939613129 0.347480808826112
"cg07785552" 0.0906364099014431 0.80158035397858 0.70407623767988 0.0678770118246834 0.0675061135677591 0.191567700716315
"cg12465678" 0.0802651617910776 0.864020622018069 0.646516385158788 0.489309453727667 0.0730799273464111 0.128280729371242
"cg19628988" 0.0936923899540985 0.866341030520766 0.837177539349302 0.213820779474951 0.0546440157054536 0.164222772589871
"cg13448978" 0.0782319806616011 0.898548629644877 0.894454981052345 0.108663636137407 0.044735233149178 0.33175137313977
"cg13468685" 0.0691604101860466 0.827072897173657 0.573160042749773 0.196266421726454 0.0630481826262881 0.116761094449055
"cg02380585" 0.0514449986754066 0.863920012668617 0.837190156726989 0.0373859839174562 0.038044308665928 0.134033760120175
"cg25939861" 0.870669427303462 0.798669273652257 0.104700237208651 0.862998638784347 0.863737124504996 0.628453357800495
"cg00219921" 0.892242049429349 0.785658404644924 0.164409390220357 0.909468089753445 0.894749014087388 0.8403506529823
"cg22512531" 0.887487464679668 0.513235594682721 0.0857914225690387 0.898914203933256 0.899249182192697 0.395746026658972
"cg14094409" 0.947020682496014 0.528863097730723 0.0945301628584498 0.93580392460399 0.964281935527329 0.184044116033009
"cg11531557" 0.884222580981393 0.522224659825626 0.162391369026481 0.885257960249323 0.894435234704682 0.784187116820265
"cg10977115" 0.880597814661603 0.35793565371093 0.064735536331274 0.88964970824993 0.891840677963348 0.386623542513753
"cg27316811" 0.967632351004041 0.452819232339673 0.238312861296489 0.934695757109887 0.967955305058947 0.896256143337304
"cg02324835" 0.863332885360436 0.360215001859305 0.13785197441415 0.860292443293202 0.870435645606578 0.724571160749831
"cg24456340" 0.87615592504924 0.615810093323476 0.121252757468786 0.906596706149751 0.89754090915254 0.188363942667522
"cg18857618" 0.872413504785704 0.790686801795527 0.266826157084905 0.863098238200617 0.891189306813766 0.85733241076719
"cg20105257" 0.949857954686552 0.306731549449008 0.189810639278288 0.89674426609727 0.948033439662502 0.801299950617373
"cg08777095" 0.867393213058589 0.419029663520015 0.153201197189694 0.85601830246584 0.877297393942151 0.63374036504866
"cg04329870" 0.86330377610358 0.826993341206825 0.269015125302064 0.858099408117845 0.863675546218006 0.817796377761513
"cg27111890" 0.837478368724017 0.150499322149391 0.121639808295764 0.891892670528624 0.875032781555068 0.73982836753777
"cg03172657" 0.706646327119982 0.291583362954191 0.0941686580792573 0.869519412520514 0.760732368994313 0.727295152328753
"cg04759756" 0.882131256102901 0.357023925428626 0.17420365353113 0.898369396798227 0.898422334048429 0.655869795265393
"cg07661835" 0.778875028688451 0.395006517942716 0.156253622085303 0.832662445824627 0.82181510581423 0.752406661639153
"cg14506192" 0.886240609338599 0.47577364096084 0.129174746756421 0.888206461002005 0.893207774184718 0.198936904584927
"cg22999502" 0.835350621770787 0.277690094132048 0.106585583185712 0.748308185894508 0.852214459093847 0.571747353742251
"cg09232358" 0.848936332545846 0.183470457848764 0.14667778533481 0.865177667070337 0.841375699907284 0.753090180704242
"cg23752651" 0.833472769341911 0.727644584398307 0.211387806699066 0.918863070808243 0.897719203750009 0.346873976187577
"cg08659421" 0.889178764989311 0.17788122308993 0.147515021276394 0.834683583574163 0.901071817390254 0.666086005953786
"cg25350872" 0.928063475882823 0.839604762723747 0.32592615982611 0.920167525336248 0.92847323402132 0.711665013780591
"cg01771871" 0.872334016908843 0.224622621512693 0.13882785146125 0.766065267947055 0.877783044964258 0.680397389235042
"cg11218434" 0.882468265844855 0.292600251809295 0.160130270068072 0.880599758865327 0.894686364918609 0.533370255850189
"cg08418872" 0.890768975410185 0.703850382713198 0.254370943214474 0.960252217625786 0.940482996182676 0.403397717229224
"cg26234900" 0.871080455128606 0.214124820362024 0.0898708170731644 0.682847891216824 0.886371842121822 0.424069957555005
"cg08622923" 0.787066784810404 0.508433587167014 0.116695279981937 0.830151328058131 0.842317372578493 0.201442185146801
"cg03030267" 0.853917201541708 0.235103468533359 0.0959220510468515 0.748449244575695 0.88263551030742 0.371395733008595
"cg07016730" 0.850588704808292 0.618675349061041 0.225697037334058 0.689339726400561 0.863811122323162 0.737834839488481
"cg18174654" 0.863006401412496 0.766654269594916 0.308048260597328 0.852019780804969 0.868490634373676 0.828569584115614
"cg08691577" 0.875216518112539 0.712690652213865 0.151093017869095 0.618944319309088 0.894859380618977 0.158948251506392
"cg18782488" 0.857826036026882 0.617885775886565 0.212126745163048 0.599483974626633 0.859492964967978 0.695603629049575
"cg01673307" 0.884912672748284 0.287037644342988 0.159076111583318 0.75973870200668 0.898657985129661 0.51566719787459
"cg11583544" 0.861417470182155 0.690469832530939 0.203526820137521 0.874632241884183 0.870361320281812 0.21128885166139
"cg01666652" 0.840743227993312 0.220044311267618 0.196033305049562 0.83499144728781 0.846336836654157 0.792120320224836
"cg16235995" 0.840947313079559 0.64286541062124 0.248588357022402 0.86291761757025 0.843534705356629 0.537129331499943
"cg13988440" 0.840629309919989 0.310381701064159 0.147873822527517 0.831899983064489 0.872160890567456 0.34684034791386
"cg11067179" 0.854233124841079 0.816674607746857 0.337508303771446 0.803015201208553 0.874424877944196 0.825365617066398
"cg17113883" 0.880752835716587 0.258901066818403 0.248095197002498 0.888963871818398 0.885328769942178 0.819620540155901
"cg23001918" 0.825984609142291 0.352539863797165 0.219915578292714 0.796508983500184 0.845757214131463 0.749936622122008
"cg15345437" 0.854543252142251 0.391237133794573 0.14415275304909 0.740598416897606 0.869612777634705 0.261318367046224
"cg26472802" 0.955751289604822 0.446870487388913 0.313643202522127 0.868610441385876 0.970036807107939 0.775514666429666
"cg26146569" 0.871311815264477 0.587296652899719 0.171350019854216 0.452270074126507 0.876444617575391 0.456830789871484
"cg24150662" 0.946183129089824 0.380685489276907 0.3147826288733 0.934343742106253 0.959748648906604 0.795992967944392
