"CD4" "CD8" "MO" "B" "NK" "GR" "nRBC"
"cg11597902" 0.938314861816151 0.960262622306472 0.0604384339232098 0.939164824179724 0.897939971136978 0.248948625961987 0.88277235558836
"cg18066690" 0.89609876161014 0.906071267086437 0.149092424593725 0.897041895625526 0.896978497429126 0.884808223029604 0.799506236269136
"cg12422199" 0.866484016330173 0.866032589236644 0.0877190316978325 0.785186257964138 0.792168468756991 0.845381876876996 0.764765122027474
"cg23146741" 0.84756921348051 0.860203076226621 0.0899389123744542 0.83081894669622 0.831590256967285 0.761338692446292 0.734276731670199
"cg10278149" 0.879980624185619 0.893625129365357 0.0958805814369758 0.83461213552759 0.868360423984818 0.699507682547502 0.696219425464609
"cg24788483" 0.867090388205244 0.939592057846101 0.164709825061458 0.883578926498398 0.917626918832827 0.859887973281098 0.835016370355472
"cg08908131" 0.855607822313266 0.859132657395393 0.0995012705887651 0.843632950627245 0.820348462897722 0.803712896901817 0.654661691615452
"cg24954967" 0.883009890798389 0.890392159914976 0.0850654104810072 0.738768442467495 0.841176249342654 0.744999431178213 0.649634216272025
"cg22675702" 0.839807200398122 0.852001589661206 0.118242608990168 0.84746875327709 0.83777438347524 0.811463928763122 0.835133317824778
"cg16636767" 0.870869252980168 0.879699530050321 0.145461651109672 0.86347571408819 0.869450698292906 0.852117283640585 0.809826642024338
"cg00288598" 0.861287046223935 0.938182394931236 0.16264744755542 0.939146057704387 0.918489071917128 0.736408512361028 0.907006020815018
"cg18990407" 0.918357067314779 0.936344719750447 0.171034970978823 0.921902629712684 0.910393455998246 0.767253103971953 0.8050767766027
"cg04468741" 0.825825611588218 0.868138082990119 0.131812658577472 0.87780919373757 0.863065814144261 0.791964069458843 0.814219556668015
"cg00101629" 0.886283297532976 0.900525578111725 0.145849650840962 0.881602850523567 0.875281070218247 0.788570715771766 0.721380591386191
"cg09322573" 0.869865639100051 0.875604556153203 0.109154555629828 0.851285095367439 0.855251945638326 0.681893113457698 0.692254976400539
"cg16429499" 0.866898479734208 0.883395438973414 0.0871445397668907 0.570227052872241 0.845855447169816 0.845941912457044 0.705006437900398
"cg09220326" 0.88412755740237 0.892862055802039 0.117955330801144 0.882732040226954 0.86666546744993 0.625167596565014 0.755692824666073
"cg16736889" 0.832017121352171 0.845990713002917 0.113245281203006 0.76295873544674 0.834575601566104 0.849538664139924 0.745791709012121
"cg03339817" 0.963846386774029 0.967492765453255 0.232896596342871 0.941252451419351 0.951887534923253 0.946676681859738 0.733744083741549
"cg10499974" 0.890964056309684 0.911179304106597 0.0825773326390417 0.864269136417748 0.865459790775294 0.469966464538423 0.632228139937022
"cg22259797" 0.84893072918233 0.899710164159397 0.0949684739282309 0.917357209084156 0.890083034127398 0.456000867574288 0.775149996252044
"cg10649130" 0.859459396339511 0.86311868840766 0.111566006555225 0.822758805429989 0.857612567760988 0.693453255995683 0.761667822730615
"cg27366072" 0.880015404029744 0.885303430958654 0.122877920936409 0.836027984309807 0.855920656822069 0.696604876535421 0.751631537619188
"cg02244028" 0.875896827635909 0.881783748816187 0.149259363172615 0.87971052288424 0.864296569272484 0.796876875962873 0.705118966671071
"cg05669832" 0.839946247065738 0.900287586194293 0.144678048486352 0.780078657869771 0.87449478143733 0.838646248526973 0.808604292179268
"cg19835973" 0.882144229122247 0.889389868899301 0.182691967719145 0.91261090826708 0.872657599127532 0.882354147751906 0.788491895972092
"cg26538782" 0.853953407480255 0.848652414332779 0.138407962645026 0.820027429234863 0.857700518050504 0.823331635248499 0.767652072080087
"cg18770149" 0.87182019408608 0.884185724717461 0.151668020543335 0.877354629818005 0.8435362562274 0.830600623642175 0.676100665520658
"cg04478930" 0.907968979564624 0.915437514235146 0.16355715103383 0.905384543640407 0.885222288612048 0.743184913920217 0.718836340078671
"cg26690127" 0.830265761822986 0.880819760053131 0.115086757653357 0.790953549034192 0.876658723612481 0.710865969394111 0.738337597716461
"cg10558233" 0.803059001716464 0.828374785235212 0.115057635804809 0.837987988766581 0.829305371377056 0.785675794665973 0.718086022669652
"cg07002540" 0.833053456207098 0.878348573770945 0.112066248968693 0.88102961279714 0.806635918154072 0.708138496505793 0.602351085123731
"cg14109551" 0.878427174478154 0.889917412690328 0.137170476564402 0.889581699514576 0.87104378541851 0.704548786017749 0.619284681443924
"cg26326621" 0.886932977057106 0.914319144845262 0.188094689355714 0.904813510047487 0.862505569406946 0.838015024014991 0.783625249824417
"cg18835472" 0.830233871087889 0.860217901469279 0.112041182922559 0.82449011423187 0.822543286132767 0.677822497672888 0.740519286995438
"cg07846061" 0.841302110009787 0.857735066411159 0.096121039434715 0.845105437461422 0.803361538676464 0.621547417830597 0.630995890703713
"cg02780988" 0.837703480164583 0.844157932347044 0.126320201792657 0.831216287484144 0.801795171211232 0.820566541534819 0.610066323500528
"cg23391288" 0.907730200688472 0.912215242174201 0.212245291596367 0.902813773653456 0.899730126336299 0.895332366501858 0.809212706445591
"cg08442088" 0.834071864912514 0.784956885269417 0.114042563015061 0.844436223191431 0.817553055094432 0.701352122816488 0.814020363581327
"cg11186858" 0.943527628981756 0.959570011926699 0.168339737651698 0.921066284667604 0.896374066241165 0.523621667097484 0.91392539734342
"cg27059140" 0.875025952851142 0.884960547461943 0.0880198828655661 0.877874064036955 0.837790310361246 0.409683841273434 0.716173589173551
"cg24037651" 0.81645492479099 0.835527453589044 0.111568551636268 0.793824845917624 0.74728684621605 0.804725696893538 0.725237466713131
"cg03289764" 0.30210446052419 0.221820214669839 0.850962084153527 0.393714492312629 0.176380227109569 0.865377848129794 0.228658010634922
"cg00517080" 0.442869634078702 0.277766953611258 0.846316335726196 0.0535181468419059 0.167701778792942 0.816385779383563 0.655572918868385
"cg14375890" 0.0566654435524052 0.0571596388009375 0.793533190766874 0.346355328859054 0.327765497793655 0.795756282448288 0.366432555331054
"cg15188939" 0.325566542782341 0.153141117869685 0.844340243555231 0.124819561501266 0.278713909030372 0.869141448676673 0.629643783143176
"cg09736959" 0.0820691274967932 0.0613760112539389 0.730341536331319 0.0855023135006194 0.169322646472948 0.737322058761924 0.633511117756018
"cg26768584" 0.0685696280309522 0.0505293458567904 0.850409290750622 0.350360649427964 0.416774278293723 0.869185706155793 0.700812695755847
"cg14057303" 0.0816623912500107 0.0705275088453908 0.782322824340819 0.477644372293597 0.133042918701764 0.788858048923156 0.218641206100768
"cg17161520" 0.0780250702620463 0.0710854906205895 0.744090415484573 0.064388926014836 0.182363684164816 0.810293051352204 0.587926901293447
