"GR" "MO" "B" "CD4" "CD8" "NK" "nRBC"
"cg11596902" 0.0720746405345962 0.666483113175008 0.862489887239227 0.860627248892865 0.871261301515991 0.847331459201282 0.691005530053544
"cg01040749" 0.0891127507204233 0.725499264454448 0.850438979683187 0.852201102211118 0.863033590506861 0.850197732786803 0.736415870082313
"cg13785123" 0.185860214975884 0.819241843837325 0.940690378236775 0.942599400997671 0.945506546471408 0.932967896960691 0.872541010597708
"cg10611016" 0.0906015686592816 0.646880125145414 0.867732294234353 0.873750429251278 0.880398832496018 0.868202632614519 0.734210572393233
"cg17852482" 0.0869218720677265 0.792149898546471 0.820245157916075 0.837529410818668 0.829195062958654 0.803185019341274 0.707613754285519
"cg04609694" 0.114322239984039 0.791737436801276 0.84318278172542 0.859204729275996 0.862737020889013 0.846627181651113 0.768465996961966
"cg01699630" 0.12899207785838 0.84859568992626 0.841172460020209 0.863352532123678 0.858717221171655 0.841313590383569 0.761430532589838
"cg13595556" 0.0552616556502843 0.610067180448157 0.855181687364936 0.869254981969864 0.8367209554679 0.753640413158866 0.685306518478646
"cg03766264" 0.13907774163548 0.847101324141222 0.853316057509168 0.862083734111901 0.867476219235096 0.860086000072187 0.774867282236201
"cg09535475" 0.0712760428031206 0.658306666923918 0.833848377099748 0.839960660803103 0.849679931778582 0.82996356745854 0.624209903204541
"cg09418321" 0.077527520769906 0.76920509439225 0.834550088776109 0.848919478793312 0.832591400356454 0.780113905666072 0.497927459521914
"cg21792134" 0.172056523496777 0.855840273006466 0.882181404055338 0.904506383898045 0.898909192613452 0.887437804578113 0.782480417310661
"cg06526020" 0.138676833588184 0.815921593489705 0.862248729122406 0.858762432257034 0.868403320809107 0.862382300747661 0.739320842266172
"cg23169883" 0.0728655910615948 0.321913813462508 0.922202990981248 0.931109985404055 0.9376106634463 0.917043347942682 0.743376912402563
"cg19867914" 0.0821020000981467 0.623836621234789 0.856312787632205 0.860383940751953 0.853959532320329 0.807355942655303 0.71927138621527
"cg13652008" 0.14768285601614 0.81748262815689 0.857296455000539 0.870775502098696 0.872663893945377 0.854211131046788 0.813113800611165
"cg10487428" 0.100762478576907 0.732537295089193 0.837686763331779 0.849938697368513 0.847462863774212 0.820448673415614 0.670757440206106
"cg25693317" 0.126071818067238 0.77394375069612 0.850895183985812 0.860525335734071 0.859835053909086 0.840341493630153 0.735083676548567
"cg19460836" 0.0751795838171176 0.589928120465759 0.843173953150235 0.843338704225432 0.851625771470113 0.830296307177633 0.701028873561885
"cg17442155" 0.0828865647837018 0.676993349426647 0.825695312850044 0.827646077985454 0.832956445316308 0.807313692667954 0.705363925317644
"cg08418670" 0.117333570453783 0.545705996834003 0.908956307514147 0.90830463951412 0.922734279043527 0.896215276041719 0.74234782993094
"cg24737761" 0.121613321519333 0.785512806532186 0.844558617875301 0.858425827657319 0.850694640329778 0.815869816298995 0.68144077183159
"cg12157761" 0.0689422490674722 0.537028841116437 0.84632137507023 0.861719783408551 0.86191066807021 0.842774370323335 0.621194772191279
"cg13618969" 0.145645185704324 0.843162337268672 0.840011944142887 0.859472080456405 0.861966917710419 0.847842430616154 0.699916722198059
"cg25968394" 0.117738811686847 0.718154519120077 0.85172861534792 0.85852038417031 0.863831476475506 0.849949336176718 0.666925887168682
"cg14480046" 0.912319481271425 0.848761964048275 0.260481870664463 0.179709568373576 0.238049977444861 0.471877147570124 0.770546966430786
"cg04342202" 0.716982604051719 0.18879751814918 0.370212432159319 0.0738267101589534 0.215235044820681 0.277818232853173 0.595545625532252
"cg15997393" 0.972963880646877 0.947242250303514 0.545814872080179 0.123351763831142 0.300879694455252 0.388417106538065 0.738012717299373
"cg03961551" 0.81906837009283 0.809347667279802 0.343955814520209 0.151632520900171 0.124427361034969 0.165364197173062 0.405918305533468
"cg18920397" 0.752712587469439 0.624320076901372 0.249551703517067 0.119916742053054 0.099667714107874 0.150307470640412 0.466053982158837
"cg26348243" 0.950102657339085 0.929078850573249 0.313821256370814 0.180826423031096 0.276176247920925 0.542296862725629 0.614096012554733
"cg12476487" 0.898292640771449 0.878767569984276 0.621057018562703 0.184463743239276 0.0934206825234077 0.150141543122623 0.585850801800739
"cg01735277" 0.791354937740042 0.692484928338906 0.322541933459787 0.116807398781027 0.0909024421261935 0.144235506495557 0.597907434943181
"cg03728799" 0.826601357404343 0.781292706218923 0.189222835672354 0.152231157733295 0.170748641050295 0.307399659931219 0.499312499444506
"cg16108580" 0.760619123878727 0.749021982932026 0.147178250865773 0.151024380929253 0.118713119270787 0.153826916216403 0.271687608695972
"cg07706695" 0.798779687220599 0.772867378186387 0.294000071411521 0.10847864955299 0.0880258197075424 0.14370457469868 0.516474707670178
"cg03889044" 0.80947190157818 0.448117261010614 0.3490355458665 0.13962498410313 0.225150187373134 0.39668158279652 0.534128142761069
"cg11485012" 0.742750665122943 0.107785599466546 0.756157745646096 0.158615863956787 0.130313168077041 0.11625699719586 0.44689560724776
"cg23280720" 0.822943038071816 0.606759679797422 0.31092141675856 0.107122177354806 0.17602715719077 0.384332549827619 0.525908652955426
"cg25140783" 0.851338568360469 0.787215265133821 0.435616723948467 0.142461083113201 0.1147681837022 0.144975344652647 0.617752851083024
"cg06208288" 0.895395079831183 0.898373926533459 0.50177380757292 0.197751546427597 0.127391038015635 0.143106031390042 0.542696133083137
"cg16219283" 0.858454801704319 0.841558394921667 0.186658511028983 0.19081355338573 0.176767591746661 0.24824355112 0.642757796440849
"cg12810837" 0.751124400190871 0.685630550789941 0.112850458293675 0.110198357791407 0.0910123436282846 0.145431020871511 0.464740928998937
"cg13554018" 0.782796663277486 0.776719530228584 0.104663199244444 0.156822550811674 0.111540515445759 0.133594463856117 0.494162754595715
"cg14165142" 0.837252141244864 0.829471508705952 0.300306127304078 0.141190647980756 0.139638597570235 0.278699667121349 0.220015435389713
"cg21359303" 0.906576405174111 0.895111189714508 0.440286611042511 0.135616996427493 0.122796620284454 0.221304170006758 0.7560917176953
"cg21577598" 0.828033779127575 0.803950169282318 0.295633828584558 0.0904344716785023 0.0916554525687063 0.204122483294283 0.542449342877579
"cg17479280" 0.92875712416936 0.561991539551736 0.158011450397496 0.636766343553988 0.448186941333155 0.174372406714946 0.806755968975948
"cg24310395" 0.777478592110229 0.639774257992349 0.362971273692029 0.108954774429578 0.0965675422204978 0.126191767469541 0.226120722981982
"cg14441276" 0.797881564573201 0.797154399335894 0.115978696312375 0.131524921812968 0.108868226078731 0.164617828464771 0.428213654135332
"cg07613391" 0.797359013549785 0.687637479804863 0.266317673171814 0.114944004489738 0.0974336902096996 0.156583782384358 0.393889329436388
"cg25133951" 0.745662717973687 0.461804325553218 0.097699702413132 0.253137594904558 0.105446861678407 0.113680373995415 0.492244855753828
"cg02737268" 0.939727638412153 0.90145935094829 0.127093210613063 0.110853489505004 0.19173112663827 0.637036257897549 0.608473054789987
"cg02368508" 0.806174371791807 0.291957642591675 0.0989342042685898 0.399188874385981 0.37228902620958 0.221092530276885 0.495852244340931
"cg17169196" 0.87641719584569 0.851591156551782 0.157764106953776 0.172656050354344 0.150875990244668 0.225893769874351 0.634171105189535
"cg19190593" 0.788636766463782 0.114655303823636 0.104962695358649 0.209924129319168 0.417779058838321 0.463698919570721 0.577768738364109
"cg26360197" 0.790958359346746 0.692334711025256 0.274648263334478 0.100693905697304 0.0840351921185908 0.133914434432573 0.187905490803309
"cg08169020" 0.916085063511019 0.889746783825788 0.482315955442286 0.114148435443304 0.0993147049038709 0.16692190478374 0.613172841550474
"cg00795812" 0.77895425490944 0.244970708959973 0.270375797473541 0.128764065950945 0.219601743708639 0.38533276094612 0.44726716308362
"cg18148314" 0.855168146225162 0.835902669278029 0.303738450487372 0.128739059218519 0.0883110943021197 0.133369676518424 0.44968224867347
"cg14597739" 0.853394492625189 0.830797678340548 0.13897304094532 0.1418600188915 0.124953012402662 0.179047816198427 0.588781465824248
"cg17161520" 0.825920575155213 0.747492897589658 0.113965780318015 0.126734939203128 0.106588089140802 0.199800437640076 0.512672865346066
"cg00754552" 0.788172540890293 0.137413590520244 0.144589751765162 0.361078735083225 0.325539534073592 0.256212732583712 0.537009555898227
"cg02212836" 0.717557732337167 0.159702310160248 0.129284994288598 0.106764165090034 0.148421404404323 0.225181493777849 0.58614809680938
"cg27051683" 0.91076913612042 0.477049552063397 0.402322268468113 0.155074902894835 0.260429646038431 0.453138788543974 0.615765596135042
"cg03526142" 0.852469534854045 0.744967089677454 0.386461782176842 0.113221346860892 0.0782570658588146 0.113066791104351 0.230089816859987
"cg11316887" 0.868179886329529 0.808458466600814 0.144748005449874 0.171683081171814 0.116783489839812 0.152487770478707 0.488846920692001
"cg07018090" 0.886185821187718 0.184248530175645 0.0979304761819877 0.532173645228442 0.433298312978588 0.322866986985627 0.735487211487259
"cg15535471" 0.811865056678548 0.464005852352663 0.388422566350913 0.124412914521656 0.151603796623467 0.111532722671512 0.251318317277768
"cg11354682" 0.844689279742198 0.121600455614875 0.0913315172318466 0.480636760541577 0.415636533863215 0.113226828682539 0.708460474127329
"cg21201401" 0.893297522399192 0.819539543058389 0.293082742923552 0.117228142177284 0.0929232885856973 0.132404387726044 0.179495699616931
"cg00446123" 0.929727303381919 0.87196708064098 0.324217079292362 0.120118280312439 0.0950900503250347 0.133348138455469 0.188285208858949
"cg23954655" 0.770166817306937 0.144257024143331 0.112905412349805 0.092566369903463 0.112067027201953 0.164729284840277 0.5163445403254
"cg20513976" 0.929379659116616 0.858137932355925 0.316578463842139 0.0855862469288309 0.0616008414080274 0.106433098098014 0.180203533102692
"cg09993145" 0.728751169060592 0.0757558913384889 0.137375665052884 0.0576989348999863 0.0550255864615954 0.0682114691303167 0.396067882514834
"cg26872907" 0.92942421502478 0.0963765694651451 0.901984939594452 0.859750906118945 0.912564538176172 0.866400109625315 0.83896173104991
"cg23244761" 0.958305406333693 0.151990887754345 0.93506605765081 0.910338559278045 0.946919959728325 0.90804637201512 0.91538715033159
"cg05923857" 0.844074556902321 0.100247696686538 0.882922050275473 0.805573900522392 0.914180326944264 0.883195079060473 0.842790379323452
"cg20559385" 0.839174199415687 0.0907341143289964 0.865945056933153 0.831822654131118 0.881085990485216 0.846285412576978 0.736085137708965
"cg10480329" 0.856013789917829 0.127508603343411 0.885631770084397 0.863668946195257 0.897149403617001 0.876457592000354 0.905827332476434
"cg24788483" 0.908002091273241 0.156909013923112 0.897034008035928 0.850082911582895 0.937426899668449 0.899435246131999 0.853321224881496
"cg13430807" 0.836148377351785 0.111152424654227 0.839090670096283 0.826779330531923 0.873879812479867 0.82800654035032 0.798706927185072
"cg20610950" 0.550733162157726 0.0969455525436102 0.87526096374985 0.85170437012215 0.887777508408563 0.867328127049573 0.861971001847471
"cg12422199" 0.860788640921974 0.0970074570364096 0.776998863068992 0.825885706342312 0.847801366844065 0.781126389376021 0.790645635561319
"cg01476222" 0.844027176710442 0.131374418568124 0.808350690774588 0.852124237460204 0.880535629611009 0.820865947527669 0.862006457806659
"cg09322573" 0.694466505943914 0.101672163023514 0.846786292788682 0.840531419844804 0.864221929001316 0.834201375449276 0.723214483770753
"cg00288598" 0.736712826662823 0.156597575123971 0.91865655460521 0.826434802740174 0.920176150012564 0.895264866872158 0.912459228482316
"cg18066690" 0.895713958771972 0.176734435430708 0.89971884876599 0.868087090966717 0.894463837453308 0.877667742631764 0.824789148103574
"cg00733978" 0.744798343062323 0.10788970672422 0.862237099196431 0.830732942202344 0.857535251154708 0.822989671486435 0.653199289736851
"cg08908131" 0.826176073232663 0.113686596232024 0.847227645937889 0.817603935897567 0.847897876592249 0.801875493274208 0.67345124847234
"cg10649130" 0.698926098328278 0.113769072136533 0.830290625668263 0.836414810260256 0.874155569052092 0.855812822292692 0.755634315020513
"cg22675702" 0.820277430942184 0.124228117152299 0.834210627684882 0.805461037357315 0.844645834471767 0.81653850188191 0.838837350385047
"cg24954967" 0.753239499790322 0.0963512435750906 0.755161385350331 0.830684210751716 0.867962304017516 0.821403771686512 0.662310121184292
"cg12207930" 0.599355834143496 0.0954966622002126 0.834220882575983 0.825752688862687 0.86540081530381 0.834151546143324 0.751708659494361
"cg22259797" 0.439027726901196 0.0956212240813893 0.891377583408518 0.829498526642974 0.898524561193887 0.86308264761444 0.801626065103382
"cg16429499" 0.854952777349139 0.0896333179533868 0.616353095691703 0.815967305824649 0.858105568445498 0.819242133290746 0.715494607334811
"cg11186858" 0.452557776708412 0.141359646768333 0.917039018325436 0.907855148345974 0.934901325940253 0.887383969236725 0.92638144072627
"cg16736889" 0.860639885674671 0.121105250492475 0.771118774133547 0.804762042301807 0.85121434855304 0.816105011121059 0.763589331727717
"cg10278149" 0.682603961805466 0.100497271291632 0.77337030700469 0.83257528986841 0.86757409574412 0.836613475911776 0.688970268210595
"cg00101629" 0.805381741373331 0.15678274694352 0.872782190369278 0.853571301213321 0.883577062069786 0.853859400037901 0.738002745590819
"cg02861504" 0.490765786864809 0.102680099065077 0.871069982392564 0.849161774511127 0.887923625832974 0.853792738606792 0.696704016374995
"cg27366072" 0.704150674829513 0.126747678442001 0.822899022323111 0.837780754554666 0.870118703654116 0.832897778846857 0.77709907490156
"cg09220326" 0.677140746593914 0.131709086228832 0.858712301540976 0.840690749692246 0.864879024398877 0.84144993990296 0.782307480890946
"cg05669832" 0.855761357321388 0.159361462948082 0.805497545689019 0.828584543054073 0.889850682093537 0.86329963137644 0.792055312836574
"cg02244028" 0.801034330969989 0.148537974368522 0.858081734996411 0.832087576957015 0.869489224723268 0.838469531313812 0.727878249570797
"cg03339817" 0.9603262962359 0.241882778458391 0.929075977310633 0.922078418338229 0.95485846162129 0.932984839215771 0.759638055726328
"cg04468741" 0.801568081837462 0.148719961139245 0.860971654284466 0.785794186966374 0.85813557823237 0.837231355949585 0.825935195403239
"cg24037651" 0.82532731755333 0.117775307156301 0.812768260577221 0.800753763590883 0.817514337062915 0.770222777576028 0.709785724913559
"cg10499974" 0.49029326256617 0.0942253941693044 0.839190416961309 0.837927259691957 0.883097095649647 0.839950952558841 0.666231384952954
"cg01827012" 0.878408293556843 0.156000867203991 0.786738855827266 0.833588233124517 0.864620710615614 0.825145189123638 0.771400187339591
"cg26690127" 0.725778864689527 0.128037432227358 0.792580708743319 0.797803023377419 0.879127430237894 0.85222129795107 0.726044582022047
"cg21459713" 0.870192092345657 0.191253616680312 0.871596012272848 0.853322481696312 0.883774230998521 0.857705197604711 0.838435382150038
"cg19835973" 0.906652199495132 0.199797521397556 0.891898831801825 0.84353942340547 0.882854888359557 0.848347838668088 0.835077357737249
"cg02780988" 0.837035504690916 0.135689442368433 0.829668020534886 0.806394487998209 0.825876659708241 0.793539530076745 0.663369918166793
"cg04478930" 0.764199443675622 0.179219873304254 0.890542923197087 0.877337406047681 0.90002099979915 0.856418631885764 0.731456243960689
"cg25517015" 0.661288700533515 0.140736145519992 0.853499590200333 0.827829057610186 0.861528595339446 0.845390198124726 0.757851091903038
"cg18770149" 0.845998332761677 0.161604324081549 0.852248969746154 0.821578518219292 0.858343404299326 0.814994338922142 0.707046431355422
"cg03313271" 0.401355147363974 0.107869407339917 0.845908839573818 0.843557454554604 0.876692460963871 0.83765885545786 0.820145843985004
"cg03337218" 0.79358035335764 0.124106676242165 0.833173710888593 0.807837033833724 0.824881020791999 0.697823520882879 0.722040633513442
"cg09354692" 0.59340609118945 0.107670004118246 0.821315599813748 0.837950786429932 0.853365655033331 0.801893228226889 0.596297162460636
"cg07846061" 0.625783843225427 0.108951866774684 0.822692891066793 0.807847228277489 0.837036637468001 0.790369617038792 0.675397264063391
"cg14109551" 0.696525074378834 0.150362831063494 0.864079754180732 0.840026844500703 0.87771754550573 0.84486971184662 0.647874804577859
"cg07002540" 0.71034658208477 0.117340114456827 0.838256877964275 0.789076783184037 0.82474757924085 0.771927228179674 0.654555891916301
"cg10624395" 0.906043168360477 0.219052828101113 0.895314536132755 0.863066959406487 0.899232206751124 0.866381299353679 0.808048724184564
"cg27059140" 0.432544952401793 0.102214000894258 0.845368074237834 0.82179930409635 0.853060012776399 0.820919599923254 0.761277255130098
"cg21977218" 0.798975767518965 0.818610947187494 0.453219684550417 0.154723312351469 0.136881725721993 0.225316584885501 0.558234960659933
"cg16280132" 0.956419676739004 0.926441805562761 0.361297182892084 0.203140790896584 0.300180814558969 0.535175031207414 0.618342274902569
"cg15174682" 0.803670769175451 0.795103908391016 0.150567004541307 0.179494528444129 0.160133412270224 0.323805127830146 0.657040221845361
"cg14375890" 0.788737026081263 0.804690650845508 0.382033176831952 0.113248066674986 0.173375864733853 0.361262234880422 0.262367537306059
"cg24957609" 0.544089445218237 0.770995722808721 0.438016858494122 0.205684425036109 0.120656627335514 0.143652919822494 0.595658375348339
"cg20611272" 0.868891593419514 0.861567969144888 0.522259501037166 0.197486294735985 0.181155943160368 0.207553313526862 0.556858246012354
"cg21999229" 0.739435950097522 0.720746584537837 0.117809916474098 0.125375810814437 0.10550783104182 0.156270239479072 0.473595928226536
"cg07748255" 0.932920342026589 0.918646818960934 0.858286524672303 0.121130747617188 0.113087576839147 0.138164024000644 0.724247161262359
"cg07786657" 0.939094396802172 0.91212478714869 0.811593736001509 0.129557584741337 0.110979444312022 0.171073147504895 0.641582958652841
"cg17078393" 0.849623370657242 0.840543166842336 0.192605737041746 0.202173015274939 0.196825766277508 0.358727787250795 0.644034599680774
"cg15188939" 0.881730364302468 0.861282321810073 0.187960575312178 0.346476214548337 0.210409605990764 0.305634117530852 0.578909383699849
"cg05052463" 0.816082359554557 0.805328746894319 0.123999209113875 0.232704721648712 0.151955822579389 0.273133929268207 0.653070324831715
"cg14364797" 0.240444990937499 0.73734506496566 0.638883043752755 0.120038788773845 0.0612668222791118 0.0798010029843902 0.669445541996599
"cg19510565" 0.786728943660206 0.775006958591664 0.299454070684118 0.131522244649624 0.101118100593507 0.147741782443297 0.534691734426494
"cg19529732" 0.845664086499188 0.851408503232543 0.637656215760519 0.163736403741462 0.0856211864278958 0.11709267707526 0.550618340094292
"cg03289764" 0.852020601018372 0.863208332629968 0.417981826660936 0.335325398280695 0.230620775557316 0.21795725608653 0.253218272091808
"cg27027055" 0.848375346115046 0.853763623385178 0.468462106949153 0.16230823634702 0.128498872984334 0.233874681330253 0.618209484627194
"cg00517080" 0.835177015373253 0.859738105696633 0.104257523248047 0.468055408909628 0.259482569102489 0.183159016930914 0.651798945918772
"cg14057303" 0.796822025428339 0.800228620126956 0.470045055102399 0.147451713860234 0.122469574404123 0.175853955102263 0.198429833427412
"cg20055861" 0.851529208162038 0.838454445267216 0.124692571836454 0.203764772916041 0.217719588664232 0.379283274647323 0.549396448467568
"cg17587997" 0.884179445182109 0.875237845735387 0.174715785864731 0.45844428574258 0.258195137476608 0.138904974970447 0.631299069932142
"cg10639435" 0.503355700148834 0.806018717035772 0.576375716786161 0.171644409247307 0.14539784342395 0.141697370063044 0.523397310761854
"cg03916225" 0.797742459662115 0.801798022896689 0.359327760840409 0.13130269824753 0.103448454504505 0.145596997002305 0.439913036830313
"cg12609063" 0.66162692580032 0.796765122174371 0.438726195117509 0.117079305978711 0.0933912982128499 0.121751968289285 0.436736176831198
"cg01849093" 0.824439795352218 0.845926376311126 0.281854326613163 0.255720443020997 0.186966507590526 0.178954914284486 0.413789869832186
"cg04722215" 0.80323175839974 0.850913059090093 0.397579230550778 0.166060780444712 0.133528578837523 0.170383148391231 0.583555447754253
"cg19097880" 0.730088430788759 0.782765111224512 0.12136067492573 0.1299710717004 0.0940747936974167 0.139732009465669 0.233187155434118
"cg27106643" 0.941245515781727 0.929102371143486 0.151802005706656 0.911345273454067 0.915261964204397 0.9080048560132 0.799300438381584
"cg17768768" 0.960835956684545 0.957098266927758 0.200039564548732 0.965727935402812 0.954294918998729 0.953185840241597 0.885047766210534
"cg01598421" 0.958991070053054 0.957823161241985 0.200267220937301 0.956242242141352 0.945566023928813 0.942435826222508 0.808303803939434
"cg25131632" 0.940912473139354 0.945711509250552 0.201691466970374 0.946798504467466 0.944530824448557 0.940078232397763 0.806625805103
"cg13738327" 0.969179253387806 0.964892264203047 0.228402268726549 0.9654117753432 0.959863701259571 0.942696021779242 0.881955680110899
"cg19276014" 0.968844231982657 0.968966701068202 0.252955257329212 0.972791491607039 0.966770569740523 0.965179300291606 0.911873617516175
"cg03131366" 0.900688319504997 0.879650937825575 0.17969656221889 0.903205740106914 0.896808052879354 0.88188276302891 0.815809839658524
"cg05484949" 0.959270544070669 0.954472220679629 0.248228298064803 0.960834340766066 0.956285333803808 0.953474137410315 0.90073916237626
"cg11661493" 0.873839881075811 0.868503012792119 0.169110191392383 0.880136519820419 0.875017576232086 0.874839831627469 0.855344942350652
"cg01024458" 0.92684836218868 0.91155853371585 0.189923743837269 0.88639081451702 0.895134800129821 0.870098122180371 0.810928636560252
"cg17995557" 0.87354211407308 0.871987022073753 0.153150211527064 0.870493127403347 0.853612848719245 0.808870937786644 0.83121451960811
"cg16411445" 0.975692105121628 0.970815160323297 0.262807829101068 0.977495757703364 0.967101162445245 0.956845069876818 0.847783016802001
"cg05205074" 0.895700564078014 0.888185244751946 0.181969296031072 0.904458466113992 0.888720436365699 0.871188515873959 0.756507370975055
"cg26318872" 0.894371627381458 0.892018515104274 0.196286309568739 0.899141331562363 0.891174652407504 0.895132663861731 0.841572052296014
"cg14066207" 0.940096430400983 0.937360477681479 0.204290076581296 0.855937091031721 0.870990310300502 0.905620971561965 0.776777491679655
"cg07435215" 0.809629050073723 0.865355273143114 0.170607081593007 0.888711808440758 0.885212328545852 0.860043329798781 0.778671100286395
"cg15532942" 0.877561922246457 0.881733779522341 0.173941191724157 0.882470043441483 0.863991359103343 0.843065925997793 0.709825632636271
"cg15235922" 0.832276873024328 0.854378129111358 0.171614518102421 0.892634275302448 0.87858154096142 0.873411225364724 0.725408882783372
"cg15348679" 0.927303017278579 0.900466707342909 0.242399660706473 0.95267222953666 0.968525471979558 0.957033602126433 0.765445762788077
"cg09201499" 0.939968528431673 0.943750550480351 0.263599312596128 0.956448551924414 0.951515642298191 0.945746660680183 0.932603412845222
"cg16586807" 0.907463237533054 0.904864889966282 0.221013271789788 0.911733055142071 0.906234531363539 0.909371973003022 0.844934261460645
"cg03860768" 0.862432645103411 0.874416009102249 0.164323050514856 0.852896072956636 0.840660472159944 0.84661303423378 0.686353604862295
"cg02212339" 0.954404033499276 0.952403861941865 0.254243878644884 0.920173298170126 0.926242706657891 0.938258176992582 0.81409136711553
"cg06687504" 0.91245599409392 0.904096476547773 0.223731892622405 0.915375009857279 0.901041930227883 0.901056268533835 0.781640556797568
"cg25683989" 0.870800099185996 0.880262714326209 0.188221350786215 0.885487826009736 0.870281446497557 0.858658450236123 0.697945247939243
"cg13283094" 0.885345969931201 0.893592966105103 0.20864641587424 0.905358899333374 0.892346905085132 0.876445561307806 0.74916225601465
"cg20602300" 0.895976603101479 0.896680204961423 0.221308942900306 0.897921695074392 0.891511993097735 0.89469175593926 0.857288004312626
"cg22826986" 0.846615992862516 0.873202005573052 0.146022021292626 0.822285720723637 0.8196937737062 0.799212771902527 0.609554951695303
"cg14936008" 0.895657272442191 0.889204652528249 0.212488431297679 0.903408417922178 0.891097058732199 0.893086904662427 0.75600871705615
"cg09469986" 0.881759992630626 0.872684513598838 0.179355603076025 0.882475931402142 0.871666112512398 0.834179313000342 0.625254569651658
"cg01868869" 0.900540767837268 0.897174235406978 0.216690722742967 0.896097998482332 0.890595056733917 0.895880429547566 0.767583300321625
"cg16085171" 0.890783638638575 0.882351397220183 0.198861182577673 0.845437398850894 0.877124808130336 0.885178135534568 0.746584606112063
"cg14482811" 0.948731368770214 0.94399620899653 0.261454403589769 0.959034233249924 0.930110740253769 0.883069546722385 0.840156186820242
"cg13356455" 0.881222402729818 0.895767244594642 0.202244666108525 0.902304353158677 0.874667062673846 0.811982871692973 0.741048277793239
"cg05524458" 0.743971145750943 0.857840831161291 0.174309084756303 0.875772818436961 0.873311211481713 0.857042742936756 0.715612528270241
"cg21248060" 0.94739947591058 0.936968386236579 0.215423184780165 0.932645396821043 0.83467662207409 0.708731713733638 0.841042520701055
"cg00760938" 0.863111947405332 0.87045244929846 0.186304934188974 0.875670788922958 0.858935736580464 0.809263913409735 0.697611687665534
"cg22212560" 0.861970146420198 0.665028392689868 0.169831159922671 0.891038626625145 0.895771992971937 0.877792493806116 0.826458021443402
"cg07558704" 0.931779964386611 0.927374458525974 0.273128591415674 0.939918406138875 0.936330194930727 0.930415713549411 0.893139860895442
