"probe_id" "refU" "refM"
"cg22698629" 9.10896757230331 8.62330052348979
"cg23010344" 9.35485751731901 8.14900832714426
"cg23981150" 8.92859587696303 8.3063051087096
"cg24035104" 9.36136086137922 7.72743557642718
"cg26108836" 7.74971878616477 8.44067275441084
"cg26296069" 6.21077678075527 8.39186660222972
"cg27264322" 5.67175416080311 8.99293940258423
"cg27527108" 8.70960920811024 5.73440586027021
"cg27559870" 8.40483211559053 6.43081000974383
"cg00216024" 9.20388571621215 5.1094480299837
"cg00747290" 9.4867257533051 7.90135183349858
"cg04072768" 9.25865767951959 7.41188833356924
"cg04107082" 8.11251857221017 6.93371807226202
"cg04166618" 9.33812844661539 8.16204313920803
"cg04184623" 9.03478321000012 7.79906175584045
"cg04979063" 9.20263076308589 5.74097439816761
"cg05024291" 5.13867117579697 8.28260846878041
"cg05414442" 9.44773970276924 8.87478209879037
"cg05868531" 9.14573143487159 8.77362307892037
"cg06191203" 9.13829341552419 8.00095991380219
"cg06335633" 9.06113090095785 8.97472394599607
"cg07565404" 8.23668801561349 9.04805754456995
"cg09011732" 9.20121869145461 8.50287996267028
"cg10033761" 8.85020152858629 8.92486671261566
"cg10125317" 9.2113026248188 8.6054174854013
"cg10141844" 7.18042424563429 9.64554608027371
"cg10239991" 5.45762516205046 9.05366993086634
"cg10507988" 5.22178692321321 9.064244127902
"cg10828910" 8.94954519891359 8.87418382644875
"cg11374778" 9.0007474857122 9.21816412607369
"cg11430659" 9.16231491590948 6.41896970789919
"cg12367274" 7.48221337236753 8.16361297251971
"cg13090969" 5.6956795451619 8.3955301393507
"cg13790427" 9.10806949842516 8.37348257488196
"cg14417676" 9.01392151358366 7.84484246934891
"cg14894961" 8.7729520091806 8.67399003734608
"cg15745329" 9.16255701248057 8.92702156924018
"cg16115015" 6.32185985728047 7.13978914477292
"cg16215362" 5.61820128048978 8.21627692958553
"cg17588812" 5.57115887200252 8.67118035636445
"cg17728503" 9.30230113586501 6.21558215303538
"cg17916432" 9.20840840003261 8.90951566263337
"cg18110349" 9.08985495651141 9.06047271991957
"cg18980210" 5.42856949922368 9.30552576859422
"cg20003050" 4.9012899621785 7.94552948328945
"cg20459655" 7.69103802220735 5.83665623780156
"cg20539637" 8.13772475078256 5.30686068940894
"cg22192999" 5.44712579918734 8.85846246505389
"cg22405558" 8.97872058097487 7.41747681115184
"cg23277693" 8.88005653986549 8.12209891330781
"cg23370306" 9.38593196867512 5.23977740059194
"cg23842158" 5.58485150700996 9.15344628371942
"cg24364967" 8.79236384534827 6.69660405881372
"cg24457225" 7.26427936820187 7.85237906178133
"cg24787692" 7.99143249765536 8.88302717158274
"cg26880961" 7.73494439727099 7.07411458011246
"cg27211198" 8.90789179037336 8.84511504891085
"cg01154525" 7.9918073523415 9.04452140058173
"cg01998262" 6.8316723279733 7.33105327955921
"cg02061253" 5.20970693766603 9.53993296364486
"cg02608231" 9.38771091464608 5.34415820816942
"cg03546619" 8.51638130140017 7.09299593259627
"cg03619761" 8.99120577169189 9.32485127188739
"cg03920544" 5.14062967140062 8.25067027507221
"cg04455646" 9.48688344561541 8.42790699422091
"cg04464357" 9.58891070650073 8.73298381149982
"cg04534726" 9.00653291837805 5.68158384071747
"cg05112617" 9.46506552976212 8.18315145037583
"cg05288324" 5.02447518481318 8.19410890442968
"cg05498100" 7.59775185153381 8.11710843685636
"cg05523500" 9.53599765751839 8.24966108151843
"cg06034437" 7.11304239810406 7.0392686888789
"cg06082228" 7.90745547801452 8.39453990803362
"cg06491573" 6.53092473332331 9.35974314430007
"cg07356753" 9.12155961379852 7.32468312427759
"cg08121925" 9.16737497878468 8.38848872629779
"cg10372701" 9.13169816448026 9.20457754894871
"cg10451772" 8.74080568724973 7.41887125626899
"cg10667969" 8.9998187761946 9.0070599988812
"cg10695429" 9.43790777489524 8.55418715690368
"cg10905877" 9.06868655496801 7.85963825564742
"cg11047049" 9.32940537976575 5.34101515207201
"cg12411479" 6.00832630660869 8.78594871608359
"cg12780433" 8.94320027266699 7.9830344608859
"cg12798564" 6.85075296932753 8.17866415553649
"cg13003239" 9.42749191904062 9.15581329852522
"cg13239077" 9.56418019648751 5.88320099723988
"cg13872831" 9.48255388378723 6.22955281635451
"cg14014369" 6.95806486850432 8.12471257276209
"cg14044282" 6.01002048429981 9.03587237522028
"cg14688588" 9.10460065366333 8.41043498920389
"cg14756353" 9.10158710484293 6.81728841734955
"cg14769570" 8.20988668340857 6.63264366464208
"cg14789841" 5.19816921859389 9.3992507588598
"cg15693898" 9.56107660194983 8.93727433208435
"cg15705999" 7.82962844187574 7.38458179833541
"cg15856195" 7.33915214364662 8.62344301543211
"cg16199859" 9.30087151451783 8.42071247750155
"cg16811230" 9.4836991043671 6.34625940537308
"cg16861959" 8.19465616498535 8.43575190593334
"cg17391339" 6.41368541646786 7.27250679255831
"cg18128147" 9.25181329061271 6.02168403776028
"cg19462118" 8.94972794525731 9.13804314835039
"cg19825758" 9.30193211339946 8.15210414641902
"cg20203915" 9.24825506558018 8.38942130880352
"cg20955328" 6.26036428629131 9.02815640732004
"cg21582582" 8.00754132985076 5.44024590807582
"cg21755440" 9.25190269670344 4.7385131885098
"cg21789849" 8.15151016671161 7.30534804697491
"cg21827221" 6.72976086688895 7.96522329872339
"cg21871203" 6.7229795086158 7.66872595571505
"cg22450923" 8.90916185268171 6.80587407366091
"cg23158658" 7.53585591256359 8.23921299733132
"cg23727520" 8.36713642365034 7.37264013239919
"cg25201910" 8.93942193389531 7.05748069645005
"cg25421663" 9.17745740493296 8.8965539601465
"cg25964040" 8.62518561927806 7.59211164584109
"cg26675523" 5.43811980527625 8.82766827657229
"cg02498218" 9.57071447783875 9.2936205757386
"cg04810284" 6.71489174658328 9.43270608244985
"cg05605371" 9.22583882460949 5.76010656962374
"cg06464962" 9.31151937565849 9.28777865201361
"cg06999381" 9.05244059591555 5.30075459416644
"cg07647405" 4.98571083697117 8.82980803629497
"cg07664272" 6.44336075326054 8.73282208127692
"cg07857119" 5.04090124525334 7.95464950089342
"cg08506401" 7.2266410284404 8.39998583730082
"cg09999563" 9.50700799611319 8.33940494748274
"cg10989879" 9.6329000036383 8.88795640439607
"cg12030941" 7.98892730809934 6.14977949753581
"cg12944006" 9.19685148517356 9.36245859338951
"cg14102569" 5.9779980432209 9.05169002717212
"cg15961887" 8.98590308873038 7.69233415388122
"cg16405210" 5.56199048238158 8.98126392893795
"cg17274881" 8.72973853819136 9.25394189027033
"cg17362351" 5.23618138041433 8.21859940904335
"cg17635114" 8.8378315008199 8.86641962800278
"cg17987651" 9.41414245841438 8.29618307860125
"cg18945794" 5.21191806588068 8.96335843783034
"cg19388996" 8.96329816229642 7.33482791424491
"cg19431293" 5.143039381383 9.32401839987089
"cg19777004" 8.72123529216646 8.8521259018265
"cg19780352" 9.42605884165423 6.31745932653843
"cg19921847" 9.139019487543 7.82020645960392
"cg21915280" 9.20840626869338 9.49774809085616
"cg22869634" 7.49618793890866 8.04080712086899
"cg22890737" 5.19492352871165 8.36455245302505
"cg22964775" 7.76375298302972 7.58103872194113
"cg23457316" 5.19085576509522 9.11517960542885
"cg24447689" 5.25958471802255 8.15235981078393
"cg24941603" 7.37226262346556 8.27243687910576
"cg25278126" 7.83572806500171 8.62147028260488
"cg25668320" 9.48248765325265 9.12997397719515
"cg25970230" 8.48563583589415 6.97270369077359
"cg26517583" 6.98279925543566 7.99300656612821
"cg27169846" 6.06254376038484 7.87715376757382
"cg01291715" 8.70275494580708 5.85440101941449
"cg01737507" 9.13284833918116 8.27573133352441
"cg02405484" 8.15163150979611 7.75773726870177
"cg02641288" 9.31566797681181 8.76878751654327
"cg03386905" 9.3135708911488 5.08318554137059
"cg05471465" 9.31059720108721 7.82846810476771
"cg05475488" 5.1330964756813 8.37952664358524
"cg05970014" 5.42298640589137 9.37633090193422
"cg06058576" 5.96052104042558 9.29610000935457
"cg06595632" 8.7828882929183 7.73628633074975
"cg06659875" 6.54261930071682 7.30610208961159
"cg06839360" 8.82311279332272 9.1820398589085
"cg07143328" 8.92147042383736 5.44737727058148
"cg07175945" 9.34354144824347 8.09112072204517
"cg07363961" 9.15956288986782 9.31542584624777
"cg07562687" 7.61845611158737 8.81929396995915
"cg07814742" 8.56858983482632 9.27934441008805
"cg08565320" 8.40631003759616 8.92937517713047
"cg11134322" 7.27785294538549 8.10966395851065
"cg11664379" 8.19190122044604 8.25034327627375
"cg11806305" 7.38282127805086 8.4529037669009
"cg12437197" 5.28796902727529 9.25889107773925
"cg12977827" 7.63093517358539 8.07661450100078
"cg13926788" 9.05087374703532 8.41666353973699
"cg14690181" 8.85864332100531 8.7661372849686
"cg15216925" 8.87569433145359 7.43463578554124
"cg15637095" 9.05915499320916 5.56522375859565
"cg16169950" 5.30751022736347 7.73207085918604
"cg16470655" 9.13734607376873 9.63642483687438
"cg16527418" 9.08703534021521 8.81957024398304
"cg16577540" 9.44492472971074 8.47972495343081
"cg17209231" 8.42238637632518 8.61946591974217
"cg17442548" 8.38602778036053 9.00868009151647
"cg17446264" 8.76835505722462 9.45925586327485
"cg17496661" 5.18832367789941 8.86468244248515
"cg17951613" 9.22616891669602 8.07749855681526
"cg18011230" 8.51291269208221 8.06762257429762
"cg18908681" 8.94759482461221 8.88135794492055
"cg21173440" 9.36501806158808 7.73004783553822
"cg21618694" 7.24650932696197 7.58517913240486
"cg22006699" 9.06134718390963 9.13098645353147
"cg22173752" 9.27709315358915 5.11951527150663
"cg23326901" 8.83940912419984 5.50195922781056
"cg23506313" 9.04627286313345 8.80472280941621
"cg23950473" 8.88248133299296 8.64405029854378
"cg23953133" 9.34506714160645 7.78441918833465
"cg24536250" 9.06736098894254 9.56921753270749
"cg24581736" 8.43974677058812 8.48034655587046
"cg24780284" 7.38946835609887 7.72339227657038
"cg25416334" 9.23908852926536 9.35615472095357
"cg25522232" 5.14854100853301 8.92469125719041
"cg26720404" 9.20184732346621 8.22117687690634
"cg00481415" 6.67976783723331 6.94137716090177
"cg00935119" 9.24950363234661 7.42198225319974
"cg02287436" 9.15733122016079 9.02017706638301
"cg02569823" 8.82293007944157 8.70125565584744
"cg02722618" 5.34721922469291 8.53376737825535
"cg02792740" 9.28806583884944 5.80126885768118
"cg03013892" 5.79880611539302 8.66109337853553
"cg03397894" 9.22797545467561 8.05074721934366
"cg05062814" 9.19094628353294 7.99831634705326
"cg05173611" 7.36881700925139 9.42371013522929
"cg05337694" 9.4788585559842 4.93255162992888
"cg05428888" 7.18675121273333 7.75979377941454
"cg05489989" 7.93755343443924 8.31577002408385
"cg05491930" 8.87795566313466 7.81279564083144
"cg05541258" 7.50053954462475 6.28002174381181
"cg06055730" 8.13887643188813 8.79321769243565
"cg06891282" 4.8182375238951 9.30504773891603
"cg06931193" 9.38388607718396 6.31649531025777
"cg07061783" 9.26600668445259 9.36149240182896
"cg07078789" 9.10170600035521 7.72783620021066
"cg08057899" 9.40579885921704 8.15534352487069
"cg08255233" 9.03700354462538 9.43946550989184
"cg08787802" 7.99628897220728 8.54259993105926
"cg09188484" 9.47767955370882 9.40574618926368
"cg09377915" 8.53678200920877 9.21495213193455
"cg09595356" 9.35481382543194 8.85986919346074
"cg10007452" 9.46091060621685 9.43118985423012
"cg10043155" 6.39264353967257 9.15832262706157
"cg10168930" 9.57178200089673 7.49928915947199
"cg10467968" 7.62477516094024 8.32555821719128
"cg12604368" 6.88196881834611 8.20111447374904
"cg12757684" 8.95005192327886 8.85922579737101
"cg13876481" 8.73999852132057 8.38729707617209
"cg13927501" 8.78083288522006 9.28860112865237
"cg14002274" 8.58715678840473 8.45077327907742
"cg14015851" 7.69683107138194 8.44036857606022
"cg14052210" 9.02536102625454 8.1698108582184
"cg14114178" 9.00316973324933 9.49114787939493
"cg14276083" 8.42987480569419 9.21494156404963
"cg14615609" 8.24716772783866 8.77046805997044
"cg15234946" 9.44522491975238 9.32816324073947
"cg15381130" 9.50427801134411 6.75781343833672
"cg15842431" 5.87964552269618 6.91859573274485
"cg16590151" 9.2604070525877 9.24504121325417
"cg16681104" 6.10133956455659 9.37284826382368
"cg17150074" 6.90064709954931 8.02708170075506
"cg17881380" 7.88221798617301 7.83051045064962
"cg19123251" 7.11901252581861 8.14105327249184
"cg20391833" 8.78702269171947 8.73844333670446
"cg20974482" 9.34986141019597 8.23881376486559
"cg21095983" 9.19500682650845 7.96833969827707
"cg21177626" 8.48933361923973 8.00551191229614
"cg22401907" 5.62702730575106 9.28400316640965
"cg22491629" 9.43208758280235 8.68274980470992
"cg22608269" 8.58967574275238 8.4329783180949
"cg23109137" 9.06912133422827 9.01619941521259
"cg23334804" 7.83049246703821 8.42900077756148
"cg23429696" 9.38896004887897 5.15479354013645
"cg23457357" 8.24708455407197 9.0167392636335
"cg23857447" 8.04509826889879 8.53527519487285
"cg24068053" 8.7817324744704 7.94416830762297
"cg24158437" 5.96198360099937 8.69018259614079
"cg24447707" 6.73857319446066 7.90720200835223
"cg24505778" 8.2081187541305 8.92863055664712
"cg24743682" 9.64223603596135 9.64334182996186
"cg24750627" 7.85649411341599 9.0296521645229
"cg24846791" 7.61807793820576 8.44835115977187
"cg26475369" 6.80903667474877 7.85849280373253
"cg26567592" 6.74930421328547 9.12316858843501
"cg27013360" 8.73330291806036 7.42524169396886
"cg27216384" 9.17122326012768 8.9203379221819
"cg27445386" 9.16970828968443 7.99531127778881
"cg27491280" 8.91273294726629 8.1829889195549
"cg00067814" 9.61886227152403 8.13719948201297
"cg00087298" 9.26661123829639 5.30534032239489
"cg00716277" 9.27504210565452 9.17273407912653
"cg01027929" 8.52861503309694 6.7920811884686
"cg01136167" 8.16810034139791 6.81093489173572
"cg01572891" 8.29077457842034 6.59565277788418
"cg01824316" 6.5499110025364 6.94841270023139
"cg01987065" 5.94455119160121 9.32639301011202
"cg03150846" 5.54226809400426 8.73870348666591
"cg03678035" 8.50380141958714 9.01241919152336
"cg03731078" 9.25056290097507 7.68683683502314
"cg05001908" 9.33747749090655 8.58470522158316
"cg05277165" 9.40502585558292 9.26539867574063
"cg05556276" 9.03571543932262 9.24373014982083
"cg05590025" 8.60692072169288 8.0811288711224
"cg05730992" 5.64205002115443 9.30221635611399
"cg06106265" 5.10527823161772 9.52106587852052
"cg06618764" 5.23161276056468 9.33874133903329
"cg06779469" 9.04958686067058 5.15303862154408
"cg06827198" 9.36235142077863 9.50669237801481
"cg06830415" 8.44983026005886 8.60819626562754
"cg07324824" 8.17484711445503 8.60125230935444
"cg07790939" 7.80778346674891 8.69778730470223
"cg07870293" 9.19164106511494 9.38059353983169
"cg08160526" 7.66022215495255 8.43879934192183
"cg08769356" 9.32780261716493 5.24840590445167
"cg09725546" 9.09616778109531 7.70907635464793
"cg09883849" 8.67669691617292 9.20428730358671
"cg11166252" 9.30606653394592 7.84330380879399
"cg11589509" 8.39914080779262 9.14790731917564
"cg12397924" 9.0783497013106 8.62356234907889
"cg12921647" 8.68331174547503 8.09260385486881
"cg13247668" 9.29388625243543 5.07134785933223
"cg13369981" 8.71184941856228 7.75842695859499
"cg13396661" 6.10646618128566 9.77296793371347
"cg13741070" 7.26789595984711 7.86008677580993
"cg14873490" 8.96745262542831 8.90378928940335
"cg15696408" 8.91544281785274 8.00738524334647
"cg16030999" 5.49612474746514 8.08636710710192
"cg16446845" 5.49317663641684 9.2464262162658
"cg16586152" 9.44304120930764 5.43454575803776
"cg17063731" 8.45797798875986 8.24941426623077
"cg17642796" 8.79021720047498 8.8662861730401
"cg17780595" 9.4429235676098 7.78502453419709
"cg17888979" 8.53463367242745 7.99241495189401
"cg18857889" 9.24289398976564 8.71678976403117
"cg19028079" 7.28500319866563 9.23532965227507
"cg19163074" 8.67197728931656 8.62098476613225
"cg19741077" 9.35974891567264 7.72183005532881
"cg19924104" 9.00407471652181 8.49937803019999
"cg20024310" 8.04785177353359 8.72315776358502
"cg20113888" 5.53154776340686 9.21387004259241
"cg20335168" 5.70720399760692 8.93634075505291
"cg20944647" 8.65841622536668 8.05543545545882
"cg21154964" 5.43253302482411 9.30910255296465
"cg21442556" 6.9311594138196 8.28650944791905
"cg21804372" 8.99028437351061 7.82997058367502
"cg21856205" 9.40583286696155 9.39539372922322
"cg22540129" 9.19833370102098 8.30124613249742
"cg22820921" 8.88484152122127 8.40336158823504
"cg22902288" 5.26055613807285 9.2490987227073
"cg23299133" 9.10991654350653 8.00492163751138
"cg23438945" 9.15904213844356 8.24539784099967
"cg24063658" 5.10432635722218 9.0860153338914
"cg24426329" 7.54189723794501 8.4071481451246
"cg25363527" 5.0698272590255 9.09429373928722
"cg25550279" 8.79993343495683 8.19111140632359
"cg25731347" 7.98550007880433 7.87981792186229
"cg25894440" 8.85021275307059 8.55309073979938
"cg25922355" 8.67985614285964 9.19024815204335
"cg25933015" 5.81195794881183 9.21750541604604
"cg26075417" 6.09685736478557 9.43301732406023
"cg26967842" 9.25676035048074 9.22847721323199
"cg27099486" 6.96034456877323 7.8735036100582
"cg27477025" 8.92777650629801 9.10851682998436
"cg00349636" 6.44713036526396 7.982103470814
"cg01650371" 7.03952066371986 8.49807238458269
"cg01911395" 9.28591298468067 9.21454267817336
"cg02711159" 8.45792819579236 8.56377629030496
"cg03078816" 5.64874684833731 8.49025173761353
"cg05934196" 9.07948264627412 7.90109630048666
"cg06522435" 6.77523561250237 8.04167942658653
"cg06554036" 5.51768090574648 9.13089106031408
"cg06768944" 9.51960462202473 5.15306642408281
"cg07972191" 9.1868293561084 8.28630351710799
"cg08526319" 9.41010658797819 7.67487864727737
"cg09570676" 8.13268950005193 8.30992182175412
"cg10396491" 8.16145038767082 8.83875360086373
"cg10644878" 9.41000067262599 9.28704667866518
"cg11207081" 5.7086249669871 9.68264296581633
"cg11973167" 6.75312288111816 8.16016237943537
"cg12091641" 6.04382462263147 9.32527052164225
"cg12142501" 9.21656929079983 7.74600777038255
"cg13953403" 9.32627792613397 8.1685619836146
"cg14699253" 5.27538062701096 8.49463432721022
"cg15393676" 4.88873198248154 9.26116212803841
"cg15593965" 5.96526452043135 9.29418364156546
"cg16011496" 8.98102252993457 8.96036497789565
"cg16420866" 7.59788251551309 7.04499360602689
"cg16619805" 6.94851368090696 8.28095481941416
"cg17820989" 8.56798509139092 6.49421663337747
"cg19307645" 7.13500707155454 6.07504835239017
"cg19525418" 4.98118754192946 8.78518699715701
"cg20105448" 7.56558679841079 8.03136155792793
"cg21150486" 9.29089055659493 5.13139856840393
"cg21218128" 7.32138276362367 8.32946522472115
"cg21604516" 8.57195875979443 7.55842414026026
"cg22148115" 9.13533815957482 5.3795409830494
"cg24728479" 9.13721365106295 7.50771805059082
"cg26423693" 6.80340160770841 7.8215451371666
"cg26718033" 8.71739456276359 9.25254022897029
"cg06821959" 9.32531202612893 9.23748268476235
"cg13649036" 7.67740486048245 8.63203883402393
"cg13703095" 7.00735509442519 7.53633471504578
"cg13855276" 9.36361245328381 8.42206000435567
"cg13937446" 8.48374879580736 8.86213262255946
"cg14059921" 9.15654926664112 7.84631399696378
"cg14087061" 9.09296231133153 8.71998593723479
"cg14092536" 9.22897520989002 8.25847733398808
"cg14134019" 7.98511623291325 8.83509264025172
"cg14190817" 9.23024475283647 8.83259907925748
"cg14215088" 8.9991426065502 8.1469207360728
"cg14279186" 9.2200946832615 9.16237078293013
"cg14407666" 9.29167472387346 9.06565729687961
"cg14551186" 9.29802342204336 8.55657505943088
"cg14583606" 9.17783506267934 5.12783195959317
"cg14605590" 9.09186076180832 7.78009999465284
"cg14859691" 8.67101657568041 9.22605913300182
"cg25282780" 8.65579489050149 5.34380555395901
"cg00142642" 9.20995754913295 9.14746233162758
"cg00320345" 9.01190224247524 8.71853571197719
"cg00669212" 7.88058003167815 8.35140485686631
"cg00681566" 9.37073147308065 9.02738072091677
"cg00792235" 5.54492903424908 8.38945402060905
"cg01270228" 5.34476364770738 8.46807476045224
"cg02668055" 5.63572034667051 8.97309948883996
"cg02709100" 7.64100724574897 8.44064017618904
"cg03352655" 9.40764258349787 7.87110513760424
"cg03444077" 9.23232752400935 9.22905964051544
"cg04179819" 9.4307246299548 8.26158080759803
"cg04680743" 8.55560877243037 9.29508355001706
"cg04733624" 9.48053711935415 8.27682027390774
"cg04923011" 6.84651075617814 9.25970044580635
"cg04990571" 9.01550401955681 7.98867731760698
"cg05122441" 6.59674669299725 7.56019814780643
"cg06550991" 7.5657633557707 7.60844443604504
"cg06655560" 9.37671443692207 8.20224495054559
"cg07304526" 8.9564238994321 7.45721204949474
"cg07895186" 8.47796074148457 7.87312783977164
"cg08290108" 9.32063782712902 5.50127483931049
"cg08717896" 9.2564170790842 8.83825754490994
"cg09335911" 8.9088252608782 6.69568863916783
"cg09360715" 9.21144473898901 8.16280673689196
"cg10346121" 9.14176894105797 7.60808020809642
"cg10396484" 9.12225412985457 7.89042645352232
"cg10652956" 9.22840817384794 7.80292395422295
"cg10831391" 9.28364016073466 8.37425947979877
"cg11055926" 9.12935516803741 8.38559570107571
"cg11210004" 5.94721246489914 9.2916165381844
"cg11612727" 8.52253255376957 7.63632662550309
"cg11731793" 4.84825079372314 7.95702239811022
"cg11753158" 9.42266169925408 7.50750315579145
"cg11781535" 9.04784990877714 8.79068339954845
"cg12434587" 9.43053711452453 5.17411542653616
"cg12624829" 8.59645584137263 5.42032319702749
"cg14332824" 7.59081986678776 8.61778304556106
"cg15657225" 7.15599966599918 6.92853254685972
"cg15831820" 9.05492572350108 9.0947182581866
"cg16335442" 6.38980939957809 8.59435571183999
"cg17132517" 4.93641575545442 8.27377086875056
"cg17216758" 5.30178204642917 9.29985762791954
"cg17641346" 9.19611743196912 7.53197288081862
"cg18196295" 8.57697807968738 9.05802111656934
"cg19681528" 9.19765656211713 7.95874091300066
"cg20250269" 6.73299530429191 6.15886923188216
"cg20683565" 9.07407098193143 7.57610343838951
"cg23933602" 8.85470669627039 5.67112672081054
"cg24171294" 9.40414396021307 5.28477735912971
"cg25315252" 8.96011750802211 6.91170097797155
"cg25330361" 8.72892998694718 5.26151890878579
"cg25626012" 9.2402391750988 8.86530928420047
"cg26338757" 8.87873273922065 9.48320482582911
"cg26423471" 9.27246510916947 8.44431312604522
"cg26425045" 9.43066591108584 8.76407983112324
"cg27352063" 9.47015787449148 8.59182429419845
"cg00491963" 9.29584478965125 8.61469897355116
"cg01374359" 6.37863679244496 9.20924207644338
"cg02030672" 8.63814035694387 6.88571876088293
"cg02107879" 8.11919257879572 6.00728887628113
"cg02171500" 9.32672558611262 8.41840021078575
"cg02177646" 9.22468506316085 8.35301805310196
"cg02250680" 9.09580475450954 7.46923916859351
"cg02694715" 9.29073270370025 9.69737707767435
"cg03103952" 7.29262451409786 8.29170615257266
"cg03157283" 7.16655485971326 9.64216076727452
"cg03216853" 9.22429558889312 5.55679402662934
"cg04183158" 5.35873466448429 7.39293080425004
"cg04279164" 9.17423056458897 9.28624438533398
"cg04995826" 8.9903642053077 7.53254957335974
"cg04997812" 9.1303700481547 7.44337275313913
"cg05451078" 7.44527142116078 7.52030818471536
"cg05638689" 8.80160017255648 5.67415089862032
"cg05815958" 9.01366613478026 5.54758192547135
"cg05949352" 9.12793834205999 5.40239026015433
"cg07003668" 7.12191035794135 9.5892716528093
"cg07458170" 8.77425679008885 7.47883381641794
"cg07595203" 8.47370765326728 8.05515562543757
"cg08881680" 9.2006908592839 5.57788574115954
"cg09451412" 5.58803098465055 8.77799985178357
"cg09965508" 7.92622102064334 8.31511713406023
