"GR" "MO" "B" "CD4" "CD8" "NK" "nRBC"
"cg13468144" 0.154839471930803 0.8816795013274 0.907589317924746 0.8999625152639 0.895809398194364 0.825082695849881 0.802371950373966
"cg21685770" 0.085659228488988 0.646413970230151 0.906594259453055 0.911785276984101 0.910004525490782 0.858980870365005 0.692633442814004
"cg11070172" 0.195433215742858 0.926071842340569 0.966335947956075 0.957672050964242 0.946960377013772 0.874170414732889 0.751780791851607
"cg09418321" 0.0818219818539554 0.767937897148011 0.888306847292396 0.883112734948474 0.884169294493865 0.764478908023493 0.567668732702292
"cg25605731" 0.0787180256653094 0.437836276279789 0.958639738992384 0.959501260461127 0.959951240130836 0.89658767342638 0.869428889253096
"cg01040749" 0.104631813056128 0.707457559096059 0.895307627687604 0.889274057643784 0.887981188308672 0.842726124086313 0.763784624022892
"cg03766264" 0.146961057199162 0.853195793681864 0.893841771496728 0.884013464451179 0.900293370001259 0.840981630579071 0.760565111817337
"cg10611016" 0.109135098691344 0.662864486703983 0.916696540116045 0.916606617167426 0.91603763015739 0.861268019670258 0.7688950088901
"cg04609694" 0.137098837801944 0.805817115333676 0.892490421988286 0.889030726789768 0.896669688750729 0.831077418799416 0.796084643031782
"cg25600606" 0.16425012650961 0.845917165104481 0.912943838699277 0.906771643652666 0.908517575258724 0.845960926551292 0.814863287110076
"cg08418670" 0.112997498428163 0.561569859424712 0.964396616617358 0.965152275594864 0.962055711020351 0.883326030871437 0.789795413856752
"cg01699630" 0.155892838073866 0.856278087589622 0.886820795061998 0.888936234236494 0.887003172075553 0.826179715783002 0.800930132045025
"cg17442155" 0.0900664896895654 0.67836760363146 0.878650139049249 0.873170303606342 0.872902573212097 0.802406257817263 0.733860124641987
"cg25573640" 0.114091463301528 0.804522530930943 0.846286030896242 0.854655969874755 0.852928136215933 0.769424944177292 0.759072002514084
"cg11014468" 0.144524502949817 0.876471522346049 0.911764659350432 0.908116945560109 0.910062177485037 0.855473444350964 0.506281227336564
"cg13785123" 0.189785124415654 0.786771863473706 0.954714672068317 0.948238967877564 0.954621831262284 0.906817898756343 0.876846418587296
"cg10487428" 0.110402311051971 0.722371913983682 0.89406787547987 0.88697453918812 0.890274603029217 0.802729654350811 0.713286117073459
"cg21792134" 0.190104255505041 0.863508961424944 0.916611975341824 0.928063227166499 0.921892673817148 0.86797331748587 0.822232122747042
"cg19867914" 0.100167004643201 0.622769081804898 0.907371597107358 0.89765066263873 0.909468795789389 0.804880927059001 0.765591919463304
"cg09535475" 0.087816806637669 0.660458804758441 0.87378988722017 0.87105948324045 0.874195546288827 0.810654641860102 0.680013966611143
"cg14066298" 0.194426104640088 0.874472145044142 0.939645587412448 0.929694622357385 0.937470436319576 0.840571486710364 0.782391177063661
"cg23169883" 0.0692797167262018 0.329515519629021 0.9641168059495 0.967374263348997 0.965848104740573 0.910913967075797 0.790448488313576
"cg25968394" 0.127732713157541 0.725990038462144 0.881558765971142 0.889937405067549 0.88319231831049 0.852896186954415 0.721779941135232
"cg06526020" 0.155555738114509 0.821461659286335 0.886321664595259 0.880009911659874 0.892653053020335 0.845766697845403 0.731230560049567
"cg12157761" 0.0783902055349899 0.533127852714069 0.898679804471858 0.902270690340854 0.905406119097447 0.842624928711878 0.693730990841146
"cg19460836" 0.0903172268709197 0.596552301777055 0.885770791057043 0.876532747635628 0.885650551614307 0.832428093033967 0.729801557324151
"cg10517535" 0.681890451788385 0.376899656351226 0.341645707549526 0.239242591101495 0.32862363920318 0.522414906243424 0.357378397353747
"cg13525276" 0.456018065310304 0.134619761047713 0.0634394592332169 0.0690183621015308 0.0662134461020411 0.108916737361782 0.395402338405482
"cg06601071" 0.533862877456531 0.296432623139262 0.115085614373962 0.0932424836732142 0.0841453763281485 0.357472130014578 0.232568575944395
"cg16516405" 0.489854901596757 0.226277739797703 0.104191854590848 0.163650317768919 0.055093715359091 0.133197118875278 0.24049992327327
"cg07248223" 0.473712080822619 0.301836933718771 0.0574327024060817 0.0570805314188354 0.054913869185711 0.0920710472131287 0.16628209814097
"cg21057323" 0.495543937943802 0.220257926839857 0.140984808045117 0.0527044724556835 0.0572524418558799 0.178499387836871 0.321634432966273
"cg11898431" 0.663741763704326 0.437311109983896 0.0522699593925755 0.324938314379548 0.337295966841685 0.340495034937884 0.440312798173599
"cg26506790" 0.764766341962369 0.2979537430023 0.525704269180515 0.45689543022992 0.444182569983669 0.424343781509803 0.521078996650738
"cg10516886" 0.613168907568277 0.176833236802186 0.0860508437148622 0.371926204821812 0.261249834878002 0.42646966012184 0.456542862188933
"cg23754918" 0.714485222446015 0.327773919097769 0.232324367720948 0.443293556700285 0.470581060165427 0.202646970353277 0.589370603746211
"cg18412721" 0.553391589285651 0.39375068603812 0.0769363327199526 0.0907476575774093 0.0667707930826461 0.15911638973369 0.277169610020863
"cg11992736" 0.57431104473457 0.218109980684469 0.354960601989617 0.120397335784843 0.104300208680647 0.145059688363503 0.417275273957869
"cg26180383" 0.680766635883359 0.263787198448535 0.408986411242383 0.189666251447225 0.2853445479491 0.487698892385374 0.379424328029542
"cg02243522" 0.658511378655244 0.133995411287066 0.279494700523168 0.300643153617988 0.390768819198009 0.448030014361004 0.405545450547124
"cg23889684" 0.429174861043979 0.0531983756028403 0.0548394213153254 0.0536781135648513 0.0497895015998914 0.0721335753208162 0.115913214843271
"cg16047279" 0.516707650845606 0.32063449054319 0.0558510019422909 0.0584333255546726 0.0626354875139851 0.0837686694732232 0.177293504148983
"cg19039673" 0.592166292110003 0.25749775262787 0.398399028917899 0.0956645420132732 0.12904701942107 0.152902296464008 0.268014239549245
"cg08708961" 0.44037072080486 0.0655427138274984 0.0481985672151701 0.0483660134521316 0.0446735237065844 0.0728913835812431 0.164473345705868
"cg03722295" 0.680950670151874 0.253172622688101 0.520477501302111 0.233333629419966 0.256230544205444 0.164401816274799 0.490126400159264
"cg05021589" 0.508434238166845 0.0810178230698954 0.0612982676637325 0.0830454149750449 0.111207738709719 0.195926302816801 0.39395144541799
"cg15459165" 0.579554677791706 0.324757733066939 0.0665205654683521 0.0839459230114484 0.0805645152996589 0.185105123407806 0.454588245503433
"cg10825315" 0.489466139693115 0.0959835277609663 0.0664506059651229 0.0753485054631895 0.0683369453686478 0.108441432917232 0.329157818966938
"cg07754940" 0.723047938873782 0.326616523255325 0.455592379802389 0.151847176845043 0.32844681677772 0.390924522083123 0.45493535271856
"cg03349397" 0.690776934830835 0.246300346349419 0.0583817700311198 0.243177331471531 0.410119648383189 0.513992492004783 0.491675215167538
"cg26341831" 0.484131679359454 0.130911096749988 0.0639137104139063 0.0658783835421461 0.0489622304888977 0.10002014911319 0.147706856764232
"cg07434082" 0.742176691188545 0.453599607184904 0.0704192729823207 0.362628020467063 0.311576388412398 0.33602386755656 0.537821599725474
"cg20910008" 0.571889658258749 0.426113627834964 0.0558252391953642 0.0583336482069773 0.0721206909599289 0.114616233126577 0.138031293631763
"cg12635790" 0.576258565868527 0.272835379767806 0.0811791349427098 0.113926757355003 0.202091469245781 0.126319121066247 0.254209941154397
"cg27058497" 0.528181107291456 0.160889543598039 0.0764758803398419 0.0616198760427795 0.0481105225426298 0.0969910060702294 0.395355763244622
"cg21221767" 0.547832007859829 0.0994178522334478 0.0559590403895399 0.0774823061392888 0.151563843720854 0.331833682544446 0.295826381643987
"cg17824540" 0.805405392467807 0.57701331812186 0.608356264945294 0.272186993605147 0.306882805925074 0.237235710834948 0.243293194993858
"cg17338146" 0.723405542396746 0.200257273679016 0.371862266847765 0.412453041088805 0.410841607955237 0.193019110853166 0.467404843177296
"cg26169783" 0.742847561123377 0.149083767279306 0.413940963182231 0.446370476826471 0.431937606004157 0.203399908583661 0.549374734242446
"cg08287903" 0.767430904361938 0.505922512573726 0.0809588543410672 0.330457256793083 0.308560829470806 0.336454230134317 0.509818940797972
"cg00324097" 0.675439794748575 0.413020479444054 0.173627507798417 0.0477883748319809 0.0678674929640573 0.38664179945991 0.333061383793727
"cg09221159" 0.691881412612151 0.458316491764655 0.223746812387907 0.0725284100861184 0.0733493572890549 0.17133898974467 0.403793987785744
"cg21761853" 0.617486118757413 0.15465070879465 0.297262115720436 0.0979282739060539 0.0870917440027349 0.160049693716247 0.339235095398749
"cg21774136" 0.860867827256495 0.681527478787996 0.243529620685945 0.221069155127845 0.296812400581269 0.36944986634557 0.347725895879996
"cg04342202" 0.746571046921586 0.218740155033895 0.391457275544771 0.0747458153734784 0.193677319184083 0.317187903954903 0.485777577814492
"cg15535471" 0.798790298908182 0.510218311507204 0.450571420969283 0.118436932910258 0.18254393178642 0.146480643929407 0.272549471626873
"cg25133951" 0.75180146976367 0.448185004886882 0.0602092039558013 0.246183281692503 0.105322160772469 0.135550184728078 0.480766795868452
"cg02368508" 0.815043802874866 0.296000074645895 0.042708596912552 0.41913402467049 0.446142150317191 0.256892835880823 0.525444574901531
"cg03889044" 0.837579006890391 0.474212054045077 0.357547574401553 0.0704918034035949 0.0706009064322842 0.424103624481792 0.46498799379964
"cg00754552" 0.805165709164365 0.137611807938505 0.114476072619407 0.424484021741431 0.396913472684696 0.303017964117016 0.53017905712796
"cg19190593" 0.810665089764666 0.123900129928153 0.056999514503613 0.252201076091211 0.44969394716018 0.525817948508397 0.559492628569103
"cg02212836" 0.721764650733931 0.16333414789917 0.0739203579857698 0.0833644676515696 0.0878762839186022 0.257458142387233 0.494128110221974
"cg00795812" 0.79020133560816 0.253914429207379 0.259555738036327 0.0844794734928684 0.085984703242689 0.420847467442111 0.409261653545724
"cg27051683" 0.911547461390794 0.494315714611879 0.392877889686761 0.0506310635110047 0.0548874349645907 0.45891522950265 0.538209975945814
"cg09993145" 0.722411060677199 0.0801866603657676 0.12643849394115 0.0514339051209828 0.0462997806731067 0.0988551190354395 0.353370467887525
"cg23954655" 0.789256987056861 0.140569251911607 0.0686783890641576 0.0683635513933426 0.0722208412195352 0.196300775757559 0.416406433969469
"cg26872907" 0.918306945700089 0.0890798944285304 0.940967792059551 0.934989734007046 0.930736838649592 0.929918562012765 0.832939295247281
"cg23244761" 0.955458968976095 0.141390825356869 0.965417053280976 0.960776433693749 0.963558062831261 0.960795507855347 0.922475908886507
"cg20559385" 0.848104512655702 0.0876685355357264 0.899877076732144 0.899622287713917 0.901917844189207 0.890244085834198 0.79101500312405
"cg05923857" 0.819839757584307 0.0922614289352787 0.90214148709254 0.858048724894788 0.923904656985142 0.901460504087753 0.820417268062548
"cg10480329" 0.859321631074868 0.133036027161734 0.904267714128785 0.914241240733862 0.917980565903785 0.905082543333688 0.907255448586139
"cg13430807" 0.838750459362338 0.115085993926837 0.872462660391235 0.902688128982734 0.903984685893255 0.883855854774515 0.830377320929301
"cg11597902" 0.173586897950552 0.0477212715455766 0.966943999870755 0.968008183832393 0.970857186156669 0.931808263270296 0.885255623966763
"cg24788483" 0.894058084830344 0.162415588091148 0.914385840382352 0.90941631510887 0.958109383189241 0.940740441549566 0.864394730770116
"cg01476222" 0.84519730760382 0.127689198046259 0.859103008457556 0.909153083660695 0.911874740703229 0.861315655749767 0.864897025664874
"cg12422199" 0.85822494806721 0.098928319637274 0.802009092212844 0.88534212532615 0.872573295033796 0.812539007122948 0.797453460435465
"cg08908131" 0.837398466438684 0.112288518328271 0.875043646305681 0.876248815428141 0.870259722861453 0.851368813791154 0.746168061249488
"cg20610950" 0.551528236798652 0.101835713332249 0.907121152113047 0.909208762433094 0.916479984887139 0.903906863750172 0.85205497970912
"cg16429499" 0.871201891326621 0.0907168407786058 0.646054436212961 0.893440176409324 0.895790802520848 0.86480265116264 0.76298854046543
"cg10278149" 0.727090432856164 0.106911999248689 0.844899783180932 0.896038447580263 0.897858440547535 0.875207989852416 0.779212369426551
"cg00733978" 0.742672778877268 0.107925136763762 0.890549508837405 0.893098504992725 0.884079653309444 0.870651145542071 0.704154809417079
"cg00288598" 0.769416912053082 0.16020585597226 0.943376024598609 0.869734801760798 0.933126434176141 0.912737160243891 0.895714221335657
"cg18066690" 0.897652380417189 0.174626581943147 0.910742623882209 0.907322159325638 0.906483089944544 0.906099549817783 0.856745508297034
"cg22675702" 0.826461264593916 0.130210819245552 0.868791265049527 0.862652483177177 0.866198452717302 0.860339798807001 0.834679238159387
"cg09322573" 0.718774533392186 0.114098923496584 0.875584706704939 0.886199447816516 0.878517395506498 0.859157723619686 0.805020738616054
"cg24954967" 0.763402913121422 0.0976313848476961 0.771243656909176 0.894867536608917 0.890605588843045 0.862882700991888 0.728193006675382
"cg12207930" 0.608444975316059 0.0962014587219614 0.87746428979666 0.891511753222286 0.894796042010769 0.865897292497811 0.76421400659382
"cg04468741" 0.820308342935013 0.150051169992779 0.902933824610395 0.861660585943775 0.887269563732708 0.887610514066134 0.839320683096749
"cg16736889" 0.860140102138572 0.120823108870284 0.782577584744715 0.850919756406498 0.864104581755591 0.849509980343157 0.780667446796525
"cg09220326" 0.697818477136419 0.137563917182293 0.902535167215531 0.901450487417267 0.903134629383345 0.876309765063339 0.815439744018316
"cg00101629" 0.8178641807765 0.15851172558112 0.900568736367795 0.905084681962754 0.906717332363627 0.886520104337862 0.78763091136907
"cg10649130" 0.716839746826192 0.115275304623944 0.849475333017195 0.875706363062336 0.882258060617594 0.867606248352756 0.747974042942534
"cg11186858" 0.43437573858873 0.147864968020732 0.955750577943524 0.969060770369993 0.971917717425581 0.930195115299571 0.923710911248917
"cg27366072" 0.710312784994157 0.130800378499064 0.848303114205641 0.893643849920338 0.890589864572571 0.870315973837204 0.820887054922733
"cg10499974" 0.495103150040609 0.0947351388136534 0.883009601107852 0.908243821283702 0.916254220427659 0.870064483763927 0.724454014880492
"cg24037651" 0.843043278538681 0.127235631291222 0.838682036628053 0.849614757036077 0.86074884289957 0.81099517489798 0.738612100689329
"cg18770149" 0.848103841462793 0.168319586988573 0.893688086327535 0.898499219226803 0.899977340610029 0.863398377500158 0.788073944821634
"cg05669832" 0.858587623005636 0.158600622605254 0.823726887717015 0.876917255605481 0.912496879774399 0.882817473393816 0.785935055237446
"cg07002540" 0.732033413518473 0.124504604927626 0.89520032995488 0.857459409943711 0.885418020586608 0.826249703638939 0.704489459057984
"cg00208012" 0.796828947460521 0.179632873089896 0.909700342906527 0.918516698127962 0.913675244474221 0.883766155386901 0.821960802925818
"cg26690127" 0.731171489023572 0.130833925162346 0.819306225126773 0.86699661158735 0.894816366270067 0.881103228991876 0.764681025093501
"cg22259797" 0.380993559848265 0.08985248504793 0.932363510528382 0.88302957608091 0.915090164893836 0.879928354163198 0.730115940938463
"cg08442088" 0.698512394150927 0.127462674452949 0.872654677600006 0.869881830705268 0.823171923226027 0.85107460058903 0.816325407017099
"cg19835973" 0.879218250275825 0.189782796354564 0.906946928896995 0.883775092388078 0.875143246564579 0.880334489554787 0.86471282767522
"cg02861504" 0.530575679955917 0.116277808728338 0.903425410592352 0.904860548502434 0.911141754741904 0.875752612707187 0.731646682236838
"cg27059140" 0.464125302670128 0.0984448676128354 0.895408675525325 0.885473513481213 0.891994400365117 0.840066222724647 0.78666676670237
"cg02780988" 0.834729647332116 0.140554438381385 0.853657045067942 0.862838995457909 0.845093775361735 0.828754490958993 0.745568342510182
"cg02244028" 0.805053309385781 0.16511670450613 0.890428062541862 0.883783298201004 0.889765321417928 0.871507124364361 0.780709456467638
"cg01827012" 0.881975841131852 0.167192792740338 0.811005018802835 0.89113386689549 0.892147516930003 0.864715564884757 0.777720508677534
"cg03339817" 0.954399383490968 0.254993088110682 0.951813685683081 0.96959060124922 0.968112933224461 0.962097197554033 0.822766574560901
"cg14109551" 0.690722668800531 0.14969022907525 0.905478920549658 0.898038327184919 0.906211152704142 0.885008517483638 0.719124924172393
"cg03533256" 0.681074020897418 0.0966631168815841 0.84762624907148 0.841066908190429 0.838407712555155 0.834732624339834 0.631875675111819
"cg07846061" 0.634937084802993 0.110710344083408 0.864727126457288 0.860025405812533 0.872346140412721 0.824989149683645 0.720063912308429
"cg25596405" 0.603257297803915 0.142209844071784 0.88624049749129 0.913070224451411 0.922256943612908 0.854862581542058 0.793028067126937
"cg09354692" 0.62016637328639 0.110517867802474 0.854541280691464 0.892186779553364 0.897646922720635 0.826914607033219 0.665002798170184
"cg18835472" 0.692052113578644 0.126906722918406 0.846712359121438 0.862300191698 0.870894660554792 0.82862100583756 0.765168656380653
"cg05348871" 0.525075468677731 0.518570281599828 0.150574322352368 0.0782994847796474 0.0759734086522503 0.109859184079299 0.246942656402084
"cg17218026" 0.335260668418388 0.581515264029528 0.386169778072895 0.0728475935098038 0.0827226308606218 0.356344503861525 0.359569500198062
"cg00781658" 0.411537483597567 0.512512557538035 0.21711798661899 0.10409446979051 0.0669530068816988 0.113476187191411 0.219739242577361
"cg11775828" 0.438399560712613 0.616524404991446 0.446680776713098 0.149472106728382 0.191205201836624 0.16981460357018 0.333994049928015
"cg14655843" 0.481733845399919 0.602904074125969 0.301250644703444 0.0968832353271138 0.103415295001869 0.246110000552736 0.446958078337708
"cg10552523" 0.462752418658721 0.508471421812407 0.0689553307201968 0.0633916034729642 0.0641127282113295 0.112934156023777 0.326285282120002
"cg17830204" 0.339922473101942 0.499987079347827 0.154435145897635 0.0734513754073667 0.0767842515755772 0.0965134932596284 0.294704850439582
"cg18728264" 0.389480551372247 0.589431044937715 0.0958216839681198 0.0986708008912222 0.0948767668635936 0.445628131768791 0.441841301698181
"cg14392772" 0.444021461380049 0.507722741891321 0.0534270268595829 0.0559504513602932 0.0553795945349798 0.127725988211723 0.251660042106841
"cg13721397" 0.728639355676029 0.751446762602824 0.292150349003717 0.246484949343332 0.223408422418311 0.471466498545687 0.449395456392795
"cg13027206" 0.296695696916946 0.565493766304639 0.300491959040592 0.0739966993080094 0.0662414760165147 0.188038592352694 0.390236164060087
"cg20491695" 0.737615404208105 0.747149097237637 0.289692166073181 0.331416413784896 0.329523625429031 0.293152888578958 0.363235047982576
"cg26601310" 0.56685043755071 0.569922180728337 0.151081404040897 0.076043773603312 0.0708963186037027 0.117514875735736 0.319912863806821
"cg17635080" 0.459613187137963 0.568248479507922 0.0716343346509203 0.116983463725972 0.07605862760161 0.154521833983725 0.459620138207747
"cg18437480" 0.562965912934344 0.59905611566832 0.170087084683012 0.0888129412804231 0.0938289733902581 0.20649493702652 0.36318089867784
"cg02908942" 0.523678953975144 0.70719224909323 0.348144406680905 0.157505182935354 0.120586161422294 0.512852661901607 0.461385639385045
"cg26509250" 0.112255908823199 0.720454891237544 0.237261265634266 0.479563187522976 0.40875654920214 0.46721129408919 0.551346136105284
"cg04661929" 0.567551924254833 0.605404772285438 0.0975000199966135 0.116608993526094 0.113540867825491 0.200556292885032 0.335835684844053
"cg04444104" 0.638059175720945 0.677298432773884 0.15471330368444 0.123467621577598 0.147415456487689 0.430586286014006 0.340153308046404
"cg05088356" 0.869554602890795 0.841975312828746 0.387231051515746 0.351471683310251 0.311755508943425 0.302374077309426 0.474407670075116
"cg02291020" 0.1131340864711 0.614201996258816 0.640330894980546 0.131682922239184 0.0947248042307979 0.123535983833856 0.207049426581775
"cg11688410" 0.798934287484558 0.802340722060319 0.46796558320948 0.249538334767974 0.23113223739983 0.344577734817044 0.267999209434164
"cg27551910" 0.737270848650808 0.771828223509954 0.331039574766512 0.143398715560342 0.202639034409219 0.442463827744118 0.346637216342149
"cg11977716" 0.413911657476835 0.676913589212454 0.317121677798502 0.104114157791142 0.0720885821102326 0.228936468333663 0.517968213677106
"cg05106502" 0.63476102317017 0.623198019293901 0.11922945938997 0.046596788128936 0.0400076469089937 0.126061571616517 0.249511892686707
"cg12894371" 0.597350436078513 0.652107122447652 0.365827196373022 0.045836932108077 0.0444534950051967 0.0955989452709826 0.183651388524543
"cg07092111" 0.63898188729531 0.6430319657998 0.131597303426746 0.0855407032622428 0.0884568267637467 0.13531307241484 0.19328685859172
"cg22898082" 0.649278704962215 0.752429786878839 0.435598989745609 0.0948955655007729 0.0971765756678936 0.205828943658022 0.458034595531892
"cg00912580" 0.689901183440933 0.772438663303691 0.0560752960251522 0.259868432541463 0.19189550613223 0.43576985682224 0.416668292116709
"cg24957609" 0.557685591753695 0.770764441805653 0.49366086532905 0.180818617726662 0.108886354153121 0.14900956539293 0.50033047100772
"cg05132828" 0.708106840022207 0.705887476931588 0.269684053216857 0.0789642849011151 0.0820992569901303 0.149931154930506 0.276478978305014
"cg08224785" 0.151978494040484 0.762781802070576 0.4205672390398 0.0964261923427115 0.113964672983042 0.717353608899103 0.51057192013796
"cg18825221" 0.637722932014879 0.663864497733347 0.0997771575447726 0.0442604092152214 0.0452408073722197 0.179406730986673 0.319931316792679
"cg08462055" 0.547211494593537 0.645450742433077 0.0899704104069352 0.0540601412259063 0.0573951614808059 0.114811561832362 0.317716907687486
"cg17494034" 0.763291829058655 0.750700292035695 0.147055368550848 0.0794662457609166 0.102697954780035 0.306410002581073 0.375764328172323
"cg03289764" 0.846082806369983 0.860612999818406 0.424210415752717 0.29809443563045 0.220019050761045 0.21561239643357 0.323248117941333
"cg10578938" 0.181725777502288 0.66437858985672 0.201490016462691 0.058575582683077 0.0571425407624061 0.45272468498944 0.292717084788081
"cg10639435" 0.51378661388705 0.820029124288129 0.618229560033297 0.124286018738975 0.156121407425625 0.114413868266313 0.493764544075851
"cg23213217" 0.169684759456031 0.818126984819877 0.646989123268602 0.106161366650464 0.104263275340309 0.496739823794267 0.548213843237722
"cg01849093" 0.822905765465204 0.840694971061871 0.278070615476386 0.214640316643709 0.189255460824874 0.178158869778015 0.410861140613204
"cg14375890" 0.778702533033398 0.813650483609113 0.371126455013093 0.043852017259553 0.0628824220761823 0.364032558982844 0.284981613257236
"cg16108580" 0.762884713264604 0.755677670259843 0.118102292598453 0.110046875528284 0.104923730913685 0.169963699535322 0.288099144734338
"cg12609063" 0.685951921853795 0.807070908887119 0.4769048366123 0.0696353790673234 0.0797646536206288 0.121231099188197 0.396731978124857
"cg03961551" 0.830186084223983 0.817664023351554 0.343124108344873 0.0749526573347769 0.0769787897670243 0.162223771650703 0.375579405221362
"cg13554018" 0.784053343544804 0.777876502321561 0.0505228973455334 0.0977872301866044 0.0828914190713954 0.128452114797767 0.449158488735605
"cg04722215" 0.799048100273416 0.846752479794076 0.357472057994465 0.0637863627183639 0.0671917646312592 0.138081714569388 0.511068099823037
"cg14165142" 0.839453188203892 0.827192916615792 0.268749098398446 0.0568004592984356 0.0581107885031531 0.257250194696569 0.255607180583343
"cg14441276" 0.797661183112707 0.802414781248304 0.0618455154639005 0.0652464223409734 0.0712048932692601 0.173607148485501 0.408735345641897
"cg19097880" 0.729319653981721 0.78797549281362 0.074234534583779 0.0624003788840411 0.0628214771855697 0.144932908529646 0.26099281317512
"cg00446123" 0.923276204282127 0.880195323743895 0.318567895477833 0.0599244667649231 0.0579171126064045 0.121107969298464 0.221246463269039
"cg17768768" 0.951900483920066 0.949977728601502 0.0392029388563053 0.95717649143088 0.958366718972514 0.949165165318947 0.900864196809763
"cg01598421" 0.949381379873635 0.95122428021289 0.0464138185637955 0.945517587622327 0.946546619007858 0.937439608233571 0.859208562038573
"cg06603309" 0.974075485381998 0.968072674534736 0.0487249378744355 0.911948228298014 0.930871156867005 0.899379064275074 0.853950101484515
"cg11699517" 0.932851320832643 0.95065604648358 0.0728350618059171 0.972597613719429 0.973800714168306 0.968801285060389 0.904109159417426
"cg02212339" 0.954054129059432 0.95408429638229 0.0539467745029142 0.917774049557011 0.921828162926619 0.951049627315625 0.857602594508972
"cg25131632" 0.937166692084457 0.933628700605815 0.0537691487984032 0.939344581382391 0.945519190027632 0.936323478045606 0.85875820787447
"cg13738327" 0.961953922034722 0.96011666266239 0.0838374484909725 0.966513340795056 0.966072860091154 0.940985824086164 0.913368218077628
"cg19276014" 0.961693053008122 0.95859866185663 0.0948946359679481 0.960335839122955 0.966153104152698 0.961173926316162 0.923317016654159
"cg14482811" 0.946571433330208 0.936472143886281 0.0716165349752292 0.957143358281498 0.956450239253432 0.900369913778672 0.865988481884831
"cg00464927" 0.957457613539972 0.939002818397675 0.0849830281270568 0.954302237295037 0.958146899654602 0.921219584768547 0.903811235110096
"cg05484949" 0.947704211105716 0.948738227466076 0.0909239521574498 0.951042174758628 0.951609916416197 0.947605202204217 0.922832142380005
"cg21248060" 0.946351980471507 0.934106231590331 0.0419221666070836 0.933202518949051 0.904118920279305 0.711555162912775 0.86529425708379
"cg16210395" 0.906510526355757 0.902392298918064 0.0545312687236412 0.9183282749293 0.916436760031501 0.903646151558152 0.807367257304768
"cg25096107" 0.961848704666931 0.954494942966726 0.109114922483371 0.96123995542573 0.961957026489947 0.960785182966847 0.865468056826724
