"MO" "B" "CD4" "CD8" "GR" "NK" "nRBC"
"cg05106502" 0.609029670595136 0.110451238873455 0.0445439219306931 0.0382424226480853 0.617328250723528 0.119204639701008 0.302402357372991
"cg27551910" 0.761013846506399 0.311317487816476 0.135330370750136 0.192233309948429 0.722593223765803 0.420723181725287 0.363542970502209
"cg23919844" 0.650479087029609 0.230933018820567 0.163630496077589 0.119342859002903 0.555835888118556 0.13818832359823 0.211255167798288
"cg11688410" 0.791991647448256 0.444620042354811 0.234946937203057 0.219523683008346 0.7868863789818 0.326184661563909 0.222992347311017
"cg12894371" 0.637242124471953 0.345236239156933 0.0439622050693262 0.0425625750227263 0.578813630660927 0.0914399307497478 0.186492892939849
"cg12216435" 0.666945450564109 0.0460801797182737 0.111499317227691 0.104730912130263 0.598527462340412 0.113240034620489 0.495816384680968
"cg00912580" 0.761633350349384 0.052105241773604 0.243961406151685 0.182005760496375 0.673386752116735 0.414006147766146 0.473724505608532
"cg12743031" 0.743894524201378 0.620856911207821 0.0999371623387081 0.100923239173517 0.601539248786409 0.173303473305774 0.288574673210688
"cg08462055" 0.627464015880364 0.0836258344901502 0.0519228085750759 0.0548017108718005 0.52770683938335 0.110106518793553 0.357728564986263
"cg18825221" 0.649343428505867 0.0922960282047871 0.0424815988367699 0.0433175589140036 0.621300410158081 0.169678231189587 0.346829286338724
"cg10578938" 0.648553908841965 0.188272482303531 0.0561720303681966 0.0548615488330798 0.168900731610273 0.431778531374618 0.423209479974764
"cg05132828" 0.695370434807211 0.252089002253119 0.0743096748383951 0.0778115995952612 0.693199853892599 0.140873982916774 0.300356241255865
"cg12102235" 0.675715222566442 0.180460291408326 0.0804990414489916 0.0754315335001796 0.0764379593842134 0.56456013892329 0.495185638476097
"cg04858631" 0.738075741997918 0.293990282589385 0.0749727671817673 0.0728012238155657 0.734255125182928 0.214381549607996 0.32821724651162
"cg10639435" 0.810043700791091 0.595578879401987 0.117368114701174 0.148475463089043 0.494163808002225 0.109274379644865 0.57028541333493
"cg26757820" 0.740965421387911 0.0816021965776265 0.084005010100438 0.0745645331481004 0.723253051176845 0.477102513230486 0.240549516509129
"cg14437551" 0.67891347092421 0.0587599593658898 0.0597388433950077 0.0521339964034245 0.680964538900842 0.0892648524443445 0.326964100016252
"cg12609063" 0.795395407932016 0.454476681936882 0.0666971115470389 0.0763229813871708 0.668377744656157 0.116079199803248 0.530349108848054
"cg14375890" 0.80323136087854 0.350266842743738 0.0423101121695719 0.060118579515147 0.765120062157946 0.346065701046911 0.366432555331054
"cg01849093" 0.832509775010977 0.260005193284942 0.200886934240075 0.178965145239154 0.812061171551437 0.167956011232526 0.443046194951452
"cg03289764" 0.852416965351657 0.402585750796805 0.282816896107431 0.210173362621081 0.835653666371773 0.206094958461619 0.228658010634922
"cg14057303" 0.784742028650445 0.449271034865193 0.063842334411148 0.0670006830750521 0.786458795263675 0.16188844633242 0.218641206100768
"cg26217402" 0.852322943035081 0.207666676502087 0.155498660626741 0.174266906231456 0.774929127361599 0.353987122811146 0.400632635591476
"cg03795574" 0.724640223381814 0.0813496637609345 0.0773717860896984 0.0671413848066862 0.0908205280928487 0.369923339804337 0.604945704713514
"cg14441276" 0.790545150256958 0.0578996452818612 0.0626601966147767 0.068575016405277 0.784789437869458 0.166441126617622 0.445216974968364
"cg14165142" 0.818867153445961 0.252431710069151 0.054189938945384 0.0554764541617023 0.829314766242638 0.242673873743946 0.234440902492644
"cg19097880" 0.77611905821163 0.0692258197139969 0.0602013783519627 0.0605085738904883 0.713637716441699 0.139249692581912 0.255160660098467
"cg21201401" 0.839797706911189 0.289407201524125 0.0535464489792285 0.0554039000163967 0.891209488944821 0.107428234944707 0.210253882016717
"cg00446123" 0.880195323743895 0.318567895477833 0.0599244667649231 0.0579171126064045 0.923276204282127 0.121107969298464 0.234011494324076
"cg17768768" 0.949977728601502 0.0392029388563053 0.95717649143088 0.958366718972514 0.951900483920066 0.949165165318947 0.831766315991295
"cg01598421" 0.95122428021289 0.0464138185637955 0.945517587622327 0.946546619007858 0.949381379873635 0.937439608233571 0.760194618167791
"cg11699517" 0.95065604648358 0.0728350618059171 0.972597613719429 0.973800714168306 0.932851320832643 0.968801285060389 0.850066553782996
"cg02212339" 0.95408429638229 0.0539467745029142 0.917774049557011 0.921828162926619 0.954054129059432 0.951049627315625 0.791347136827004
"cg13738327" 0.96011666266239 0.0838374484909725 0.966513340795056 0.966072860091154 0.961953922034722 0.940985824086164 0.850926442285907
"cg25131632" 0.933628700605815 0.0537691487984032 0.939344581382391 0.945519190027632 0.937166692084457 0.936323478045606 0.749635955861914
"cg19276014" 0.95859866185663 0.0948946359679481 0.960335839122955 0.966153104152698 0.961693053008122 0.961173926316162 0.874092637756339
"cg14482811" 0.936472143886281 0.0716165349752292 0.957143358281498 0.956450239253432 0.946571433330208 0.900369913778672 0.801304696160804
"cg00464927" 0.939002818397675 0.0849830281270568 0.954302237295037 0.958146899654602 0.957457613539972 0.921219584768547 0.845588035164235
"cg21248060" 0.934106231590331 0.0419221666070836 0.933202518949051 0.904118920279305 0.946351980471507 0.711555162912775 0.757336660866804
"cg05484949" 0.942093238013374 0.0964983764342103 0.945866871225806 0.947195156992014 0.941708100171218 0.943945189603541 0.84578838857612
"cg16586807" 0.900628900546691 0.0616696912292076 0.901502526282046 0.907822105230501 0.90135477504596 0.901468332722237 0.810209503658972
"cg25096107" 0.954494942966726 0.109114922483371 0.96123995542573 0.961957026489947 0.961848704666931 0.960785182966847 0.799645506285411
"cg01024458" 0.895755113048195 0.0525357203086005 0.864503526432988 0.890515262989312 0.915123648285563 0.854868800178271 0.789356588880961
"cg16210395" 0.896499768400464 0.0508736496368217 0.909745789762141 0.909858004260882 0.89998738657494 0.894306036091055 0.685988419468714
"cg09201499" 0.936895804781115 0.109506576086502 0.945466294294714 0.95090189837633 0.920203721912281 0.937243942124023 0.864273805803753
"cg15348679" 0.879755142170297 0.0859493711007495 0.938608364741688 0.972965415435488 0.912244293592155 0.954962356795977 0.745802202393473
"cg07721872" 0.910271132549618 0.056550105489169 0.78398816831574 0.843533497494668 0.921757167371297 0.874977698946482 0.824759722011822
"cg11661493" 0.860847895644481 0.0508350313537009 0.873373685580538 0.872560760651893 0.866129417409526 0.871793495324992 0.804634672374193
"cg26438284" 0.892873323418523 0.0567874801831595 0.894320708230749 0.897509287878271 0.881861534481429 0.821100843002107 0.759777425114788
"cg20602300" 0.887000427426253 0.0729513610553641 0.891636756418532 0.883002802783466 0.887410872262301 0.886574721504908 0.816918002990877
"cg26318872" 0.893116797870071 0.0767353783622214 0.890864047505157 0.891467767988086 0.890270647750088 0.882932963832562 0.792333128624948
"cg01591579" 0.931893395630392 0.127716288677095 0.93641186201726 0.929381757460909 0.937561918750748 0.929405236025458 0.879289698908679
"cg14066207" 0.919906129198336 0.0599607193898218 0.803339785244107 0.815400316708261 0.921096669643091 0.886262900540335 0.746579371424484
"cg16411445" 0.957765508343466 0.14002390303333 0.964809974411099 0.964826439678652 0.962895613005223 0.948947156078997 0.800791084555242
"cg27106643" 0.905483113658701 0.0785450777562669 0.877610334410061 0.898928251044913 0.911136034769046 0.86815800034133 0.74891702714411
"cg01868869" 0.886747813774464 0.0774316891418242 0.890643159846395 0.892350708279779 0.894044957404671 0.891558921144892 0.729740509296941
"cg17995557" 0.855830159050061 0.0574396911648556 0.860007852881256 0.858432429608192 0.866199187864557 0.813381056952624 0.797420874899191
"cg17634650" 0.884869343543653 0.0714334111074387 0.895373987223158 0.903727868077204 0.889755090623378 0.824259049211338 0.725162918777586
"cg03131366" 0.866048693218148 0.0834309206169708 0.904296513978442 0.902175042426585 0.888037962234944 0.873110996121743 0.782076292128719
"cg07841371" 0.909761531897137 0.112834125438571 0.904750557781679 0.909544559094667 0.911155587902492 0.918229430028337 0.825850215348437
"cg07768103" 0.967349897807165 0.118095114970012 0.905862710324394 0.64912498206229 0.972397484803935 0.948183060431175 0.893345471813096
"cg20666585" 0.872113267383247 0.069330550249641 0.872197700505908 0.883541270931283 0.885626020717853 0.81153939333102 0.778668254341377
"cg26552743" 0.866335697391185 0.0566820906008249 0.888233442145514 0.886356099378413 0.862408623933921 0.857241377060294 0.664316585968095
"cg15235922" 0.847863022041649 0.0491512460337095 0.891626355773223 0.884044123200493 0.830005955942024 0.863200868949557 0.663060526342309
"cg01869288" 0.850239266209296 0.0490519557405262 0.862624987543566 0.865877562843577 0.866178422978141 0.824528546768271 0.691077430087713
"cg00760938" 0.860768537799293 0.0477066996513795 0.874706916682711 0.881711170902808 0.867196207146461 0.800384436831862 0.657126184984942
"cg13283094" 0.889095079871207 0.082243293611194 0.900298638473467 0.893101934160577 0.879493213486061 0.864028051589622 0.717242212564273
"cg07435215" 0.843518484116673 0.0525878701726871 0.875470528789038 0.876391151111568 0.78083291615031 0.849368489068954 0.73819307157961
"cg16148346" 0.855243108885395 0.0664655850407169 0.864868105083203 0.861470556806283 0.866038822026194 0.865558170622417 0.731045827076965
"cg14936008" 0.882973721769226 0.0943755821628583 0.896601529937941 0.900751605263945 0.883734072621746 0.88936025928153 0.737846823710442
"cg13356455" 0.880948135590304 0.0704804035453621 0.898067359228766 0.891140168614756 0.871022013560573 0.788200786019701 0.692154914743342
"cg07558704" 0.91146210157951 0.134568108297969 0.920092670003708 0.918978511819142 0.911190487301278 0.9143173878358 0.857110931948191
"cg04828493" 0.860679498198092 0.106750766102363 0.943489893659362 0.945658880716117 0.949334549381411 0.677311822867018 0.884004596913065
"cg05524458" 0.849586380458515 0.0446825675950335 0.881619913779492 0.885913678771714 0.737060809107649 0.853197428691438 0.676329019806327
"cg03980424" 0.876144327346077 0.0967001172604017 0.891791103758486 0.902245016266694 0.899104235588187 0.853555966811466 0.773263902085067
"cg16085171" 0.879201563698573 0.079757749083013 0.833398589250728 0.874154646364055 0.884960471192659 0.882653384075324 0.725410224806518
"cg13823257" 0.852885273042906 0.0722840048062578 0.85841389301546 0.869753418614169 0.869546707315756 0.829607874000934 0.75296374370813
"cg17679619" 0.859174498020704 0.0722649275930987 0.86345631592608 0.888010080580149 0.841611585022488 0.841260490252918 0.730316107829404
"cg25683989" 0.866543303247295 0.0684958474399122 0.868863457021665 0.881347084922045 0.860997167704698 0.841776997245727 0.673859304515143
"cg17738521" 0.209397293177124 0.852871079134064 0.341428435752205 0.321807125672385 0.166115809199791 0.584199565616255 0.320542716976629
"cg10168457" 0.213407694646907 0.769938153522525 0.131298448779638 0.201083593953627 0.0832827914355453 0.416334293110556 0.313209643283601
"cg26427498" 0.0691575488096104 0.830463251707054 0.32282319357517 0.334750637086888 0.0539892786788959 0.523211193586143 0.576418399369593
"cg15354065" 0.0822368023334502 0.814105662543575 0.080604278121832 0.105742959467771 0.414957691459502 0.680983453748829 0.374881314993054
"cg17478979" 0.0847370021423606 0.696261334367552 0.206087952151789 0.175017497740312 0.0814550610322224 0.245352360546476 0.13162198224745
"cg04350675" 0.422724705759387 0.893594911521944 0.530449495880416 0.613479917857068 0.0682046273769245 0.177462064909279 0.192024070264456
"cg22286382" 0.228466206333203 0.762193175030416 0.0772801867526569 0.0749972383799024 0.0884099778702474 0.127619637003126 0.61668375436625
"cg20025658" 0.243646062280468 0.715225280221723 0.0620587109986474 0.0609412381822013 0.125307058414228 0.0754846953382688 0.315045778939123
"cg27492103" 0.371857841326445 0.844581897905239 0.0994798750751576 0.0772329202722241 0.0854304042756587 0.414651796071301 0.62274474165183
"cg26366091" 0.0493245395431015 0.754888120320913 0.249043267003775 0.306401892389347 0.0814574921545607 0.15687034169761 0.473458775366661
"cg20236089" 0.0863110349364725 0.693979694917815 0.171539414284576 0.137820275537339 0.226438334837209 0.0878542834429006 0.139547069531954
"cg07249939" 0.224548566791159 0.822248294935071 0.280785448232021 0.255000226333118 0.227082346564054 0.0909268748543662 0.509264626528594
"cg25983531" 0.11196120187919 0.819813050778991 0.41526007297065 0.352610676304232 0.0980804069941035 0.137879083936459 0.537423303852731
"cg16301004" 0.112909720994859 0.892275326060773 0.351114911455719 0.50290961333402 0.0779191273996995 0.453851460115623 0.644952853399426
"cg09849688" 0.076607761507934 0.771090809521015 0.285963620048268 0.219158970049406 0.0855389406359161 0.21920569436543 0.425854349974882
"cg03889263" 0.105730954552902 0.752458086440243 0.0905355022174426 0.102074516367038 0.0885518707918417 0.567878349860774 0.232569189603606
"cg00874051" 0.0856851323483943 0.885021856881154 0.543644478894024 0.46719389475411 0.0634093569337816 0.354316689620849 0.554922525605277
"cg08682625" 0.074039674193028 0.7684951588973 0.0897580461117475 0.0932058295310359 0.0680758823549745 0.388729732695683 0.544272705974188
"cg03272225" 0.0719141183499528 0.67870935313555 0.0465992179691748 0.0462625579684313 0.0460269219863715 0.0497215405879745 0.366170203204003
"cg09076077" 0.0803658183871502 0.850890728486046 0.52448575105432 0.481478536323418 0.0919665541255578 0.0763042612730821 0.510852252526232
"cg13991834" 0.0775020720055085 0.769631047599734 0.196033732092648 0.271669335866367 0.0748777350707059 0.513404508354662 0.142885899524176
"cg08698943" 0.0849027719432028 0.864074044770248 0.167470030651693 0.347549965001915 0.329821586312089 0.378900554324895 0.549699727277117
"cg22729539" 0.0580220584722454 0.794288260599392 0.201215965042627 0.274882217345864 0.0523320882768437 0.714236770230774 0.150854592767509
"cg20450123" 0.166034452505824 0.776260535469374 0.1786862796601 0.201115390552647 0.067776768469615 0.073665375457949 0.461325472718516
"cg15906007" 0.304030012509615 0.762430965200747 0.103447072918748 0.123810510138528 0.14993640288816 0.0940888944683732 0.168508693325698
"cg21291385" 0.390458681674837 0.841989414362161 0.0633657064113525 0.0742797332004142 0.0938398884676026 0.147890114793182 0.615423777845551
"cg23144473" 0.153648970499278 0.744312988724833 0.228247915553141 0.199871054769667 0.104766057663913 0.110982720659249 0.13347989340002
"cg07091500" 0.105098440080006 0.80245734616506 0.140994640958661 0.18814180185017 0.119496420994738 0.521550658849498 0.314940464085391
"cg25518868" 0.0610609424734908 0.790258560686539 0.116860160281094 0.168858666253458 0.0609116059758621 0.208986488355343 0.654716149212824
"cg07859439" 0.151797495769991 0.792232553037215 0.0839146520312551 0.145237546802783 0.113840851290261 0.575276820592871 0.159264701964515
"cg20541456" 0.0644884516862226 0.767732420755128 0.0434824369414466 0.0633450655481557 0.0370227172541358 0.425191933917989 0.459376167774706
"cg01054402" 0.249532670197425 0.860814751054509 0.108146503395061 0.134207992762338 0.0966569428448007 0.530843022531309 0.434987486254219
"cg22446709" 0.059713250909417 0.677929582641865 0.0618540266868003 0.0657610446384449 0.0486450216136496 0.0673427798850723 0.0834187067018986
"cg21278103" 0.127010796827569 0.886097437835503 0.419753150395897 0.434898025046212 0.109294106779974 0.449714184744682 0.205201937068855
"cg09300089" 0.0628450409262599 0.826379404323166 0.352073478729841 0.206940713945742 0.0605203439524368 0.0851349514542196 0.545880499516018
"cg19268695" 0.161037345030237 0.88042445129011 0.0451168771495862 0.0557186531493188 0.608995676116326 0.113834972673195 0.567484188193726
"cg00619207" 0.141485862124503 0.862990913910189 0.0683828806777842 0.0731339694565359 0.514587279573561 0.120714145592151 0.531505074479445
"cg00902153" 0.0657542036003917 0.881658236669983 0.157050623166395 0.154638954660246 0.116434830042704 0.701645493760027 0.51570524539999
"cg01156249" 0.0754517737443213 0.931173432766115 0.335756288799426 0.217878619236195 0.0564966175977099 0.638116787683775 0.650586354263145
"cg19269039" 0.18230162561507 0.879711104666925 0.0455591317939747 0.0596285559376027 0.43723250329845 0.105759488588884 0.634359765021461
"cg25336765" 0.0816885693910243 0.861878433926112 0.279504975632382 0.307073953283726 0.0801378513266711 0.138073383468326 0.523036301710066
"cg00058449" 0.276100531075324 0.955315683465291 0.356796256921486 0.271185192558525 0.230066778716605 0.0709373899935788 0.618017811700623
"cg17266282" 0.16220906067687 0.890898943289988 0.132357203745173 0.13090047091464 0.164265568586643 0.196864978220214 0.6797557441542
"cg23357708" 0.0626246757176087 0.831415586845038 0.128266944218812 0.159581874612937 0.0751709837466721 0.152974916636912 0.408805335106758
"cg07635227" 0.0390604217831557 0.907663763549278 0.160176344481083 0.105940034579275 0.0321087147180941 0.470860344095239 0.536100768705761
"cg14317609" 0.0623944065356725 0.798523085772424 0.0671475074840713 0.075028835389156 0.0518386596741666 0.0551146002234858 0.0744094940429958
"cg08864105" 0.0705681030374741 0.914822335828896 0.176179886800228 0.207312784133053 0.0608406172213673 0.0910762876812697 0.490822188171566
"cg02606840" 0.0835500699452482 0.893575104945939 0.0475521971281495 0.04812237171406 0.0573768672627035 0.0567392490178492 0.519590645796267
"cg08560387" 0.0424948249151449 0.858829436450453 0.081195752151135 0.052539922171702 0.0416500662288053 0.0436349319802141 0.344649987976719
"cg03429643" 0.0547755404706251 0.877375018934638 0.0586207834003709 0.0580498036557182 0.0609699029152453 0.0622392043679399 0.383327559810035
"cg01154505" 0.952170179442033 0.800157227916635 0.0459543171592467 0.313673518185878 0.968808413794583 0.966424567391946 0.891198005245616
"cg19001909" 0.959540506407529 0.96885053392128 0.077676412939025 0.161915145447303 0.965651013454486 0.942952404145328 0.888585211176092
"cg16452866" 0.949112022040583 0.95576213886 0.0716144334617839 0.123309025183319 0.955373208272455 0.957169081088935 0.911386915210339
"cg07679948" 0.952392280022754 0.956651453090319 0.104457346369583 0.257752593713913 0.955089922059653 0.957951578073783 0.940887445049197
"cg07110949" 0.946413351225128 0.95716727835251 0.0845331287308223 0.101121339284188 0.956072094560793 0.919493830369464 0.949742595790615
"cg14522718" 0.927389326552787 0.95103233829948 0.0421496984986029 0.035194980589832 0.937054549073277 0.727871239935759 0.91044876777271
"cg03388043" 0.939861464394947 0.962410363305221 0.0433533689632663 0.0481991875545585 0.952423289561767 0.699931704858899 0.873649748972171
"cg00366435" 0.895412900964869 0.91217354396482 0.0534013965905712 0.222126099724409 0.903744523030798 0.877919525988036 0.782711987195229
"cg11848483" 0.901103352418852 0.905502040107355 0.0511684084528349 0.0965210260611759 0.903564691838486 0.904619863930828 0.741162663343689
"cg07015803" 0.926340885648083 0.953159317390209 0.116540630647095 0.168371557509705 0.940589422426864 0.95225114763086 0.872605376701238
"cg01874152" 0.862830390243422 0.874197672873468 0.0715616367549163 0.51378307788955 0.878230889209801 0.826142749752326 0.632714907990234
"cg07970799" 0.929821505395978 0.933054863156071 0.13561972898699 0.56733473114476 0.932389416469691 0.730421319867627 0.838226442671735
"cg26852712" 0.901058394303144 0.913222546227124 0.153297134783497 0.487675949311523 0.9157344320925 0.889126913415512 0.886283803593539
"cg18735089" 0.897017671625369 0.911240437446573 0.076376955789305 0.107786879195138 0.910405603697856 0.847726777258937 0.764597662283859
