"MO" "B" "CD4" "CD8" "GR" "NK" "nRBC"
"cg08908131" 0.0953635794974584 0.842263253254687 0.833322109708951 0.817892652088592 0.82063505111288 0.823963242081753 0.654661691615452
"cg27366072" 0.114278284905127 0.82507524695858 0.887098577168513 0.886712596915723 0.707912657974554 0.86302887935683 0.751631537619188
"cg23146741" 0.0864497392037801 0.783307639736873 0.827480357011856 0.815384849990604 0.749253185281218 0.834891513894477 0.734276731670199
"cg02244028" 0.141234631371334 0.882912229873263 0.877532804023134 0.887560256598463 0.812888170691591 0.863719105625175 0.705118966671071
"cg19835973" 0.177280114372388 0.916740717393433 0.908101665582878 0.884848334648364 0.886244858406934 0.872842819690401 0.788491895972092
"cg14109551" 0.129120104793521 0.895398906507095 0.892049760320787 0.901532186916189 0.701109938854772 0.88327436447274 0.619284681443924
"cg05669832" 0.143971155049948 0.72822580979029 0.881934308980487 0.910590004863868 0.841779021026905 0.886024003073236 0.808604292179268
"cg10624395" 0.185370510564838 0.894695792639369 0.888051963679295 0.902426595489451 0.895643362168142 0.893125535626498 0.791800823956252
"cg11186858" 0.170890728598268 0.954014510169506 0.964650412352582 0.97138050447618 0.502573642762181 0.932676047846748 0.91392539734342
"cg18990407" 0.178594345670399 0.813023162942918 0.929092099195119 0.93985701822609 0.809986064003519 0.930518597240398 0.8050767766027
"cg00101629" 0.128961568188705 0.783780181492333 0.861712356041986 0.863805034213915 0.790405363317739 0.86952192519371 0.721380591386191
"cg06297318" 0.123888198602202 0.83759650740582 0.835089026165559 0.851838280093964 0.789992950328113 0.829464428511955 0.711858155939274
"cg10499974" 0.0766655315664581 0.847104294940181 0.89024522071702 0.905762056609502 0.421496782437235 0.866331337768487 0.632228139937022
"cg09220326" 0.110238778067713 0.890359348163768 0.88597391166029 0.884849848406009 0.509626817157706 0.867777642843556 0.755692824666073
"cg00288598" 0.152376537313795 0.94922510755217 0.716702195469124 0.879198054311012 0.729350402050694 0.928643782092219 0.907006020815018
"cg09322573" 0.0879119314979596 0.815736417118425 0.866985819233289 0.866847991333396 0.589246739392145 0.803042379962817 0.692254976400539
"cg18835472" 0.103402141461216 0.818044128862349 0.84791222700839 0.865143457023814 0.634891288864375 0.828320042652275 0.740519286995438
"cg02780988" 0.112477957270544 0.793659796275542 0.841964824262706 0.834382420599073 0.821574299723099 0.818747380404089 0.610066323500528
"cg07213487" 0.173339427308681 0.730647328859859 0.905749671069998 0.915766188368107 0.900271720650037 0.860332197073909 0.850094250866628
"cg03339817" 0.231715096951345 0.833478238669558 0.967973538206107 0.969685199309891 0.961332517800172 0.965836378281687 0.733744083741549
"cg07002540" 0.103445649941079 0.872262589438086 0.820463794346272 0.86046240577499 0.694269910293433 0.80975038654432 0.602351085123731
"cg03313271" 0.102317791982848 0.874919618390833 0.904836458592119 0.912344522302278 0.385513649466726 0.862221784388352 0.799975189016322
"cg21459713" 0.184801747028142 0.885647893001363 0.863070601007261 0.881306582386356 0.862474023120938 0.88174290495204 0.831074134168258
"cg27059140" 0.0834224867598822 0.880081779613231 0.874942278836193 0.881001806205202 0.395877516671593 0.844874325760871 0.716173589173551
"cg10649130" 0.10141181387703 0.748430932711979 0.837055232122427 0.836267932341813 0.665073566670815 0.863193572173747 0.761667822730615
"cg08694574" 0.147526937720396 0.895650577754366 0.894333232098622 0.900702150431545 0.654869065087146 0.879130755319903 0.719466329132702
"cg20641531" 0.165908642297826 0.886496347751883 0.88903792341435 0.89755675022105 0.708138166182607 0.880372650480066 0.83448599855359
"cg22259797" 0.0917107623743619 0.937693749690906 0.829761459281469 0.886038539156345 0.329727357684798 0.909450820431119 0.775149996252044
"cg26690127" 0.1179451980816 0.706532631189228 0.873780548701536 0.891139122826282 0.698413879860714 0.879863634829346 0.738337597716461
"cg18770149" 0.144559860008775 0.870892671481564 0.833856562248949 0.848022509688394 0.830627667125021 0.83594599349943 0.676100665520658
"cg23391288" 0.197530146667597 0.879246095073018 0.866825125413421 0.890800677446422 0.892208882369396 0.89636511508296 0.809212706445591
"cg20559385" 0.0712258112863538 0.761573498284586 0.679942964307123 0.689635469092534 0.816527471539856 0.827020233099167 0.717449465222486
"cg09856274" 0.12253587036777 0.546836976001205 0.868541989388069 0.872918231363062 0.865209940174042 0.82316509982833 0.847642169060559
"cg14364797" 0.754550604749689 0.645443402387241 0.127195380624726 0.0612259768345255 0.259855754252135 0.0647539556320424 0.72731118649329
"cg24216966" 0.849360825745514 0.198017383920972 0.134745368115107 0.147201503658627 0.862952245625554 0.336156190289922 0.724587052186839
"cg21577598" 0.806935130942632 0.354856435241206 0.0448924470693648 0.0437583606402052 0.817701813148715 0.225053782177556 0.633828882203735
"cg14375890" 0.772252302661384 0.256134604756925 0.055845338195783 0.0935989910708939 0.746803650750404 0.296580616977306 0.366432555331054
"cg14057303" 0.800117713074354 0.552305570702101 0.095050212567904 0.091998167773293 0.793462873637165 0.128565793292643 0.218641206100768
"cg10859442" 0.813264189471036 0.623866240205678 0.0545736985123818 0.0503631713326112 0.766177002145691 0.097060753817011 0.442110052247334
"cg24520862" 0.698702154554448 0.0711403412039675 0.0542933726658467 0.054437302827968 0.695857463865472 0.0926701735837967 0.419270072644938
"cg08622666" 0.814576081302813 0.129573075295294 0.241061745037813 0.146112024023442 0.834643134470949 0.151537083108757 0.595416828558986
"cg17161520" 0.753118280226129 0.0560617023453815 0.0769337236198466 0.0619468032202472 0.812214464806388 0.165956262302219 0.587926901293447
"cg02879423" 0.761219680261208 0.768324424893613 0.106543367173357 0.121304875627876 0.121637340540176 0.0782453868917909 0.598857432142711
"cg02505177" 0.78006956703322 0.045958419457003 0.211202541718342 0.148813211667627 0.773051621508303 0.14897084594813 0.541873340120075
"cg20055861" 0.830574051878662 0.0472457764481942 0.171535502691214 0.205092429245731 0.839449425718941 0.342578565827024 0.578578383108377
"cg01849093" 0.835500751086799 0.254950109937325 0.237905254517702 0.206319208611379 0.803016930451953 0.16815312899792 0.443046194951452
"cg23213217" 0.805823813758823 0.541645034448101 0.0944960585756067 0.0925602952769235 0.157118608927691 0.508102799477817 0.701822176651273
"cg24957609" 0.767647363992783 0.315158390512743 0.135823941687053 0.0893906739580022 0.510489474890038 0.116291541925967 0.670267906444025
"cg27183818" 0.872219452444432 0.0556051287026951 0.397946962296589 0.27348791048903 0.876910155797418 0.10520321182605 0.711415515054198
"cg26217402" 0.85731188993821 0.184053830066898 0.249290496923334 0.188381371610273 0.782655392797551 0.409683243238602 0.400632635591476
"cg11316887" 0.808906438700377 0.115061035652149 0.187101707856787 0.129435355100913 0.869160184536949 0.123111556136965 0.570299816162662
"cg19510565" 0.767540648503919 0.224812098027804 0.0579341968203181 0.0440020775280662 0.770070317889519 0.0974600502312151 0.568335162805548
"cg27027055" 0.857526421053599 0.468264943989285 0.0652704494087249 0.0612871201019871 0.846374877545186 0.183824408130297 0.678685594629199
"cg07706695" 0.754277717300177 0.17665143945559 0.0436708080364724 0.0392086644953792 0.756169799212287 0.0934252457945302 0.565492791177759
"cg15519096" 0.829618578279799 0.392040855089946 0.0594729458359905 0.0687250342084204 0.846890921307119 0.269557081787653 0.361766438230946
"cg03916225" 0.798877582940308 0.350891993782378 0.0772617562869532 0.0699421862086252 0.789810688220518 0.104592036513407 0.471736936828907
"cg13554018" 0.775965817141028 0.0656638044681232 0.176311046130707 0.117196790568269 0.763310054667467 0.0914681967080629 0.525254920115882
"cg17078393" 0.84490961285306 0.0966417829553063 0.100665834437149 0.0885046801403499 0.848426241271114 0.395897454601771 0.660403275719158
"cg21830221" 0.773904003180098 0.0668060932424709 0.0968447014562759 0.0992378673102199 0.797374805436411 0.131696965229796 0.500338398139026
"cg21359303" 0.892127026726282 0.38505667289548 0.0805610305093363 0.0877579542423551 0.906750072602851 0.174218534135414 0.816869706441487
"cg21999229" 0.776859206675788 0.0537921464087673 0.0759099333092656 0.0814012296603008 0.772767835747391 0.188893788370473 0.479214692735502
"cg20805133" 0.880711089941967 0.283726114035553 0.0413841178082599 0.0384371153509837 0.915486322751883 0.363598179320156 0.652049062624393
"cg12609063" 0.802705777179704 0.398303984702263 0.0747292165741961 0.0690630399620279 0.622283356079584 0.090324845286456 0.530349108848054
"cg26348243" 0.933034327695246 0.20559404660416 0.0662211571710277 0.0885747553958284 0.940136741075558 0.587896674387697 0.728661242959548
"cg17587997" 0.869908410304403 0.107308604098499 0.256116166768905 0.203006126709158 0.877041982747412 0.113291246470901 0.625671098707667
"cg16219283" 0.842187148712952 0.0943180711012427 0.10107162468371 0.113254111025144 0.843350574176616 0.259165666998685 0.64257841318739
"cg04722215" 0.847161948526652 0.346849224829836 0.0882156695377148 0.0796988127285997 0.78075099597673 0.115982793755755 0.641932714528161
"cg21201401" 0.752350445094698 0.1773384687993 0.0497549440811366 0.0468583210616433 0.761462310706565 0.0752853495268783 0.210253882016717
"cg10639435" 0.820013822438998 0.534524171935617 0.0904658284260886 0.106122727234326 0.470127814461311 0.0873713651507403 0.57028541333493
"cg02737268" 0.895756709370086 0.0690479170248344 0.0881296439371614 0.0836455038389609 0.915619037851689 0.482922623040969 0.738265875570313
"cg14437551" 0.763549477818198 0.0552557601568271 0.0677481551237562 0.0671914449216537 0.789944414385986 0.126079161300903 0.326964100016252
"cg03961551" 0.811745031870185 0.249268513363072 0.0689420651714345 0.0685059477812114 0.800339898763481 0.113119101543701 0.447469421075004
"cg06208288" 0.905854378144083 0.467368928837926 0.11063956927063 0.136511430640086 0.898185037078693 0.0931407174674967 0.587531839382384
"cg18148314" 0.830903107230211 0.240707811360825 0.0731451080758673 0.0565161846172798 0.83679315211912 0.0996092762421757 0.470223708422405
"cg14597739" 0.85614618699314 0.0751357380510859 0.0927431831313983 0.107959885058029 0.859147536290821 0.255955948725405 0.592535887954866
"cg08169020" 0.890689685200301 0.403341898418236 0.0397193837657871 0.0400045418907317 0.897324786126401 0.125579196327407 0.693094591124733
"cg19097880" 0.746726172777283 0.0550752304281667 0.0511903104518567 0.0531649728574286 0.684324471717645 0.0933730800351078 0.255160660098467
"cg17169196" 0.866260618086073 0.0717597418180932 0.0811819180289564 0.0849183223657574 0.880135806467515 0.249809871276394 0.646082074826999
"cg14441276" 0.810780834078417 0.0495548492715292 0.0700209052705421 0.0769097794621734 0.80696268077307 0.158410918439187 0.445216974968364
"cg14165142" 0.82161584865254 0.22640674294813 0.0534295370828242 0.0511736352931251 0.824429353173705 0.176480595796888 0.234440902492644
"cg03795574" 0.739859863265805 0.070288156985284 0.0799432105827 0.0915797964742675 0.0813307291316561 0.359861861164453 0.604945704713514
"cg00446123" 0.821937328364073 0.188384712870606 0.0445354363826062 0.0415313814758311 0.872757997371815 0.07774242849512 0.234011494324076
"cg20513976" 0.818280368047855 0.209754533137756 0.0305586518447506 0.0262575190739464 0.850865764572816 0.0758545571613702 0.241245157857586
"cg02212339" 0.95284641536871 0.0704475155456125 0.92680492779964 0.93181460206523 0.948780803425626 0.948452607645911 0.791347136827004
"cg17768768" 0.952255008832971 0.0859419369539472 0.954445705791636 0.958597917205522 0.951066259069513 0.954988366705083 0.831766315991295
"cg25131632" 0.938112480339469 0.0605637212306716 0.924142695243867 0.927454643006666 0.940853996990486 0.933257525699736 0.749635955861914
"cg19276014" 0.948758965500736 0.0924147519027996 0.945472496885397 0.954900106055921 0.951438822771632 0.948249805051904 0.874092637756339
"cg11699517" 0.951906698668368 0.105118949826464 0.97315938191048 0.975137811401358 0.937065126993089 0.971255158040818 0.850066553782996
"cg13738327" 0.960360298776758 0.0989991546276166 0.949610162673344 0.948540402387085 0.961391184035459 0.939185428592172 0.850926442285907
"cg00464927" 0.940245228015504 0.0986286427794545 0.954854841884317 0.961322679353889 0.95563127218735 0.936060235461646 0.845588035164235
"cg21248060" 0.93518612859046 0.0741396844538168 0.933462167535174 0.92196302522017 0.93773704553368 0.813824459760733 0.757336660866804
"cg01024458" 0.900463301874461 0.0500297333921058 0.837454417013157 0.872952135507913 0.914231260021017 0.867433576192473 0.789356588880961
"cg14482811" 0.922754515946787 0.0710635468901309 0.933019981311041 0.938054489886906 0.919033147502607 0.764651626262558 0.801304696160804
"cg16210395" 0.897554472976407 0.0481749882362696 0.874314835993406 0.865924481200236 0.897452482441057 0.878807448230216 0.685988419468714
"cg11661493" 0.862834913801696 0.0480439509034254 0.873987459296631 0.881260038173792 0.866463518314151 0.872095381904535 0.804634672374193
"cg15348679" 0.866419781074469 0.0704074210264297 0.878359628427243 0.958282933358133 0.878846702172813 0.933092149010071 0.745802202393473
"cg20602300" 0.892186064018928 0.0755882521977609 0.893120426823575 0.892803532951698 0.89217375329577 0.890246128716961 0.816918002990877
"cg07721872" 0.903249967480755 0.0560691746161723 0.80887848183539 0.858072230394095 0.898105794307462 0.859274179662802 0.824759722011822
"cg04828493" 0.854614313458233 0.0891406609728091 0.942306310124922 0.946843299499132 0.951394811728465 0.770539315196126 0.884004596913065
"cg27106643" 0.910586156558307 0.0889596737557994 0.893791282977108 0.910740488632094 0.912538069090316 0.891758275824946 0.74891702714411
"cg26438284" 0.890341463663263 0.067690653465978 0.889880792153574 0.866624570928447 0.868161172737572 0.843074867002449 0.759777425114788
"cg07768103" 0.967560853631933 0.119080518710881 0.92886978628957 0.741289397547335 0.969772670453997 0.941529203100931 0.893345471813096
"cg26552743" 0.86051049114889 0.0527509568477199 0.883132314095321 0.884626701632515 0.845261824495162 0.844677652453975 0.664316585968095
"cg00760938" 0.862088087506684 0.0452907198630355 0.862188180435546 0.869971599640196 0.85786343309421 0.816092524730778 0.657126184984942
"cg22212560" 0.673688146317437 0.0401573440989552 0.908460222794933 0.913980526270883 0.857812116559653 0.891465383978093 0.778540415425735
"cg21596498" 0.875370560719183 0.0616773322915513 0.849003461689102 0.8776594680084 0.868397847265911 0.863110988637666 0.700328207538415
"cg25683989" 0.87231974251954 0.0631601328142888 0.876997427024175 0.886624832174807 0.865573015291 0.85139358744578 0.673859304515143
"cg26318872" 0.893638767385385 0.0903798732198199 0.887116860922625 0.891833834356144 0.885879545351469 0.879598607587614 0.792333128624948
"cg16148346" 0.858557006495634 0.063903359799472 0.865003069300629 0.871158027288212 0.861744685591568 0.858815494704771 0.731045827076965
"cg20666585" 0.875440911808444 0.0660756836887314 0.86154110275139 0.858643770032203 0.884521552092259 0.805361582715623 0.778668254341377
"cg26692003" 0.953909729959473 0.16033868732703 0.957217590069044 0.965048942634626 0.953502703571735 0.956599447922649 0.838569853277594
"cg14936008" 0.892630373032233 0.0994651695205019 0.903144798661575 0.90566935136586 0.893766184827233 0.900592003428579 0.737846823710442
"cg17995557" 0.859276138992496 0.0519083195458504 0.854575578245495 0.858138053858609 0.85379946116442 0.76089135485667 0.797420874899191
"cg03860768" 0.875661306747684 0.0523152960593245 0.845193344509923 0.832074598229398 0.857664360593004 0.85174194821971 0.63081687587574
"cg23683962" 0.894007940314122 0.105229523486308 0.89646192803402 0.899794478728313 0.90018562354109 0.883310476367221 0.804535519586516
"cg01598421" 0.954207153099653 0.152941371940469 0.951323041861541 0.952469096240061 0.95391132258734 0.943993492081908 0.760194618167791
"cg13823257" 0.863754569641794 0.0767985239567819 0.868654974433313 0.878319162134551 0.870923974437525 0.861594362134354 0.75296374370813
"cg27304328" 0.830267296978175 0.0558461704835631 0.882748489628667 0.880881752854018 0.798015466441853 0.871461528400187 0.661799393018185
"cg01869288" 0.858091707923627 0.0480131625078374 0.823290493198716 0.80622246174674 0.863754640350726 0.82462540158552 0.691077430087713
"cg15241519" 0.847502303879339 0.0936608235323605 0.905552226350194 0.895548576426584 0.909680749490879 0.851875634896248 0.755762459479228
"cg15532942" 0.883126451737643 0.069756513916472 0.856787803856095 0.862615805505742 0.867133013983734 0.845946142184022 0.645289992798555
"cg15035590" 0.879458957993974 0.10306197001338 0.89412691557857 0.900161359683458 0.88526571058131 0.888952620522649 0.762107601237241
"cg01868869" 0.883163278883888 0.0960006203791049 0.884436451056178 0.89241228959855 0.878851420304149 0.883197411802975 0.729740509296941
"cg13356455" 0.860807424871402 0.0624031090571375 0.859783584701924 0.857930012503982 0.854338971394076 0.812805771139252 0.692154914743342
"cg17679619" 0.865320682756288 0.0706047339784833 0.845086426244005 0.863663208323233 0.85011093993337 0.850027855429803 0.730316107829404
"cg16085171" 0.88416163484782 0.09257052208976 0.856813934307794 0.883440294217438 0.886525802870358 0.880549085295416 0.725410224806518
"cg26795340" 0.82163520123743 0.0483299795127372 0.839934572373681 0.846354815993022 0.826668423813804 0.822584992461711 0.712042954779556
"cg18664915" 0.861080768659799 0.0757088067187325 0.866378533568157 0.867447699865568 0.861060376606394 0.808086553012622 0.758157907633328
"cg03980424" 0.885059367904871 0.102940040771188 0.842365456873895 0.906648401117848 0.906302014844108 0.874548673200773 0.773263902085067
"cg27565966" 0.857443356840236 0.0537461294020384 0.87352492689006 0.856697736653332 0.861782274510435 0.717467247157467 0.683911530367734
"cg18250453" 0.883009518481975 0.0911933396203318 0.870454298109025 0.88107198481861 0.884488075039972 0.793725420756184 0.814090026397454
"cg01591579" 0.939495000475597 0.167494615985485 0.941946773809911 0.942637235884196 0.942859350597898 0.942307823479464 0.879289698908679
"cg19260718" 0.86314798643136 0.0825592213655264 0.861087892451389 0.868998884819653 0.870817689475348 0.866614913296616 0.70170735854626
"cg10057264" 0.175136878539916 0.705698158492599 0.0774751917552146 0.262144466707185 0.122924292997744 0.274171345843652 0.231561205561511
"cg27049094" 0.45500192114818 0.825553085881247 0.0932361629139269 0.137619508055532 0.328254371805784 0.326919790179998 0.516441725795688
"cg24536818" 0.119352904365864 0.654991978612206 0.068876003556937 0.181745040270135 0.103383520106142 0.207422501414564 0.1093988243402
"cg03261800" 0.232732797030586 0.812865654387235 0.379376034374246 0.412456907471197 0.2335695759599 0.244816676765691 0.203312569404629
"cg09849688" 0.0681897358396191 0.700476211072954 0.258744102806272 0.188140492124028 0.0666116857307986 0.194072391896909 0.425854349974882
"cg00134539" 0.669134561338471 0.840457379562522 0.0672224179972608 0.0667566453128259 0.53777244531561 0.1308789195971 0.215493657913763
"cg20541456" 0.0696305677653225 0.674119514242645 0.0648566524087085 0.0663744415871705 0.0314056806630148 0.382112045507214 0.459376167774706
"cg27492103" 0.377136369202751 0.788720743620285 0.0977256712461163 0.0769918576421937 0.0722715083649459 0.428492483943605 0.62274474165183
"cg15361750" 0.090553955253466 0.832057283973625 0.629298544304214 0.687403995432111 0.0719111629353324 0.170533210380274 0.150237670260746
"cg02779913" 0.0421668951458094 0.732426103225022 0.36499584503317 0.338868464995693 0.038585552858059 0.184850259980925 0.355001311854772
"cg07249939" 0.225960293589403 0.787071936327789 0.36011230895631 0.242793438065421 0.196472200219296 0.0841058520542036 0.509264626528594
"cg00359365" 0.0900277674087863 0.817642248796211 0.683177656025488 0.544319482237654 0.103859664353445 0.113605341192398 0.128662325730627
"cg14018471" 0.278768361876176 0.781159909831252 0.132605385964379 0.201699230586503 0.172839709389269 0.422524073199258 0.22945807965046
"cg25983531" 0.117038072040226 0.833019275080552 0.545428756212386 0.444234074876868 0.0993866391519956 0.157275649610316 0.537423303852731
"cg22437221" 0.52015758184502 0.854297530368168 0.120519980802632 0.0916091623632518 0.14121076957848 0.48019641335295 0.547956214876219
"cg02734358" 0.0541388415311205 0.821603889452811 0.325321848711317 0.36685466887589 0.499401951240481 0.0887148186333453 0.456032140608119
"cg07091500" 0.0982147269527138 0.796635679874064 0.208930450516786 0.323948864501171 0.0996387212845528 0.553546395265559 0.314940464085391
"cg03798942" 0.547975380139658 0.78066171166385 0.095345561786859 0.153138916773857 0.0969582913032493 0.0590642321846318 0.342014354656346
"cg15354065" 0.0778417290007993 0.816023421019117 0.0768309648018676 0.182066901392036 0.362960917717979 0.672068099139813 0.374881314993054
"cg03889263" 0.0969483145913504 0.756229953421441 0.1083576659196 0.213025015546385 0.0756394836536269 0.585743016759867 0.232569189603606
"cg00874051" 0.0913625699631421 0.879022614785564 0.552316000400759 0.519782357081097 0.0566453554341102 0.375711020958367 0.554922525605277
"cg00902153" 0.0649955787302973 0.785878719028467 0.128539632698662 0.121952206723248 0.107095585594358 0.672968184320581 0.51570524539999
"cg25518868" 0.0603325928178817 0.698472699520506 0.0830619931379128 0.10966656374334 0.0519690441826864 0.166809225465729 0.654716149212824
"cg21291385" 0.373012833497793 0.779657682275261 0.127872856938777 0.113848948426287 0.0871597740861224 0.114807130071061 0.615423777845551
"cg09076077" 0.0780961713211535 0.831114329318808 0.523902445184464 0.505154100411663 0.0798128522405663 0.0808186282388741 0.510852252526232
"cg08698943" 0.0900480032766197 0.854656053212116 0.252657114966922 0.364762867602 0.36266689274282 0.318244458215485 0.549699727277117
"cg20450123" 0.174619589951983 0.759409088533326 0.249764694852649 0.216702951260228 0.0687933095135984 0.083836659139409 0.461325472718516
"cg20380468" 0.434777270902809 0.875973804890294 0.0637927650060521 0.066919371413005 0.190352424913804 0.540870189887935 0.618194847292332
"cg01054402" 0.264777912522864 0.8165769096723 0.1063094331199 0.128506421755143 0.0848232213241576 0.523706497536318 0.434987486254219
"cg17950348" 0.0684588033560913 0.847347896234678 0.574188348136323 0.524894119012379 0.049063612670138 0.0663987647397912 0.492954644458229
"cg25616055" 0.084467705839836 0.67776607690492 0.0554485408788991 0.07025445911144 0.0422927008341852 0.0875752572943661 0.391962384615062
"cg21278103" 0.118365373984541 0.871803345375596 0.416388441574754 0.497138394450939 0.0820898936553126 0.435594032176747 0.205201937068855
"cg08682625" 0.0775606591752786 0.808643208888763 0.190944804804473 0.191007324554865 0.0650440862072067 0.470710572910169 0.544272705974188
"cg20317872" 0.372227066277766 0.893931297473751 0.047840736985795 0.0611873327277842 0.645337140171409 0.107247057507036 0.689817579347973
"cg15906007" 0.278390588580353 0.750369536314433 0.0899759807483024 0.0898854219249356 0.10955969327644 0.0749316324513954 0.168508693325698
"cg09300089" 0.0631855243142923 0.816099807565035 0.380965058460411 0.201705903910312 0.0546745237059835 0.0802344899108542 0.545880499516018
"cg25336765" 0.0797552516472267 0.860914067384435 0.418538048091144 0.341151997357225 0.0691257245801129 0.126711774480425 0.523036301710066
"cg00619207" 0.129753238714555 0.84160845276017 0.0686781798396562 0.0681587489765818 0.485648173194816 0.0952914571630946 0.531505074479445
"cg00058449" 0.294440024317113 0.94277780442621 0.46969752987195 0.248718415047884 0.212854138431346 0.0592914452711376 0.618017811700623
"cg19268695" 0.146841328716372 0.874426905603907 0.0524578758266458 0.056695008311262 0.611618642519325 0.090984610813439 0.567484188193726
"cg01156249" 0.0682353814534577 0.927094253392837 0.308761778742033 0.214321115580665 0.0512207117251362 0.615575583286668 0.650586354263145
"cg23357708" 0.0619869139459478 0.818365649164442 0.189397022071005 0.201226422029147 0.0631071236278214 0.126718081636486 0.408805335106758
"cg19269039" 0.157087729745178 0.860736179392718 0.0473897243381799 0.0508642803900283 0.386480310611668 0.0827169950385899 0.634359765021461
"cg07635227" 0.0389008415304797 0.872058654408116 0.14941353961507 0.113818528977473 0.0313227256753695 0.44194352845403 0.536100768705761
"cg08560387" 0.0435516374524375 0.769465434328378 0.0626014733636763 0.0456941336728094 0.0384883183420952 0.0412808754661369 0.344649987976719
"cg17266282" 0.136219835490625 0.908622417315507 0.1130013710356 0.15435158866174 0.122152967119065 0.176544541151487 0.6797557441542
"cg02606840" 0.133838178933427 0.831305805928794 0.0484587294553884 0.0422986116859331 0.0468140053431364 0.0490255283097139 0.519590645796267
"cg03429643" 0.0617072336972985 0.818800602436601 0.0620990498649309 0.0494476384669193 0.0534824620855622 0.057718576074489 0.383327559810035
"cg08864105" 0.0839589501908563 0.895294611784519 0.141605020849489 0.157682125531356 0.0781386293329608 0.118357533688576 0.490822188171566
"cg14317609" 0.0619334055562702 0.821904789062866 0.0794365201240205 0.110878102321416 0.0573800112621035 0.0653114817889582 0.0744094940429958
"cg07679948" 0.959529462613646 0.961557749676795 0.0950502595292026 0.304963256587214 0.962528250026614 0.95359819701753 0.940887445049197
"cg16452866" 0.954769442743433 0.95701164597519 0.0842236164066324 0.139414608269097 0.959764640752783 0.947419429888599 0.911386915210339
"cg00366435" 0.900775794672801 0.906410475728608 0.075473382410781 0.380864242940284 0.904402459228818 0.872053789382746 0.782711987195229
"cg03388043" 0.944792006129642 0.954754195260896 0.0535888888678422 0.0569507676351297 0.947268518454442 0.741311304409251 0.873649748972171
"cg11848483" 0.909790783976257 0.905060819154759 0.0749108523325865 0.168062808212679 0.910372432947831 0.89358568935977 0.741162663343689
"cg01154505" 0.958354014598572 0.813520665400095 0.162987731420863 0.520572399034683 0.969090083777557 0.959942907022226 0.891198005245616
"cg07015803" 0.93398384970653 0.950256164223266 0.115586241322022 0.164921061512432 0.942390281509526 0.94011754736303 0.872605376701238
"cg01874152" 0.879291646123089 0.841253081199948 0.0733371973280489 0.418870489207066 0.887521116037717 0.820562898028078 0.632714907990234
"cg19001909" 0.960156740433476 0.965168091695449 0.135593716440539 0.200396158806793 0.962360833560186 0.930701314929554 0.888585211176092
"cg26852712" 0.91333757430725 0.83102504636288 0.138942440393897 0.452802405557095 0.925204350992954 0.888185046457562 0.886283803593539
"cg06915826" 0.865282151517889 0.872351107475738 0.0753004451317444 0.184884791739654 0.869349589220079 0.849320925578221 0.798231619945501
"cg24841244" 0.870154945442857 0.896436531589776 0.050872207378138 0.0459050621560084 0.869798490887799 0.792812449052212 0.712858901159272
"cg10240150" 0.855174388051884 0.880672375948536 0.0713382633288411 0.243319840065185 0.841094499951583 0.795342143835209 0.66679742025178
