"B" "CD4" "CD8" "GR" "MO" "NK"
"cg03980424" 0.125050745101042 0.876675775753233 0.909690272596335 0.909858530714209 0.880130848451527 0.870323047291257
"cg03860768" 0.0786964036594584 0.848858175188813 0.817009961928164 0.85841172478298 0.871278938376055 0.809003660949113
"cg01869288" 0.0724497740790959 0.849389485539108 0.807997899448599 0.867192074472341 0.861353263601431 0.783545266071693
"cg17679619" 0.0907394721491471 0.852919449639209 0.860459242913897 0.855263779191483 0.861680889193815 0.835239827665209
"cg26795340" 0.0792159289974086 0.8529010600378 0.851961078382482 0.836118643359909 0.833731709057373 0.825022824457584
"cg18590995" 0.0703334278641327 0.860231266299232 0.859828381021027 0.799357810644993 0.809216911195064 0.828742895388718
"cg22907103" 0.0793511123826608 0.858513748051255 0.861595228795564 0.832128087158844 0.806656322412617 0.837749361788898
"cg23683962" 0.129844822811746 0.890008126167271 0.898281746425421 0.896572445922603 0.88793628289373 0.873514083109315
"cg27565966" 0.0842246262689173 0.877769875519103 0.856139822257619 0.863884492102557 0.857460766773373 0.756881834034632
"cg26692003" 0.203977012961801 0.967307292435484 0.968474187560353 0.972880717052441 0.955147192499888 0.948384273116366
"cg18184053" 0.0641194661552433 0.872438452799674 0.84564993701815 0.826347232084481 0.818392142984202 0.742027542954714
"cg15235922" 0.0798317770163289 0.849923618698253 0.828778475538888 0.831371445200954 0.849261314557249 0.82375601532355
"cg25469923" 0.0970567073908063 0.863450235695548 0.859528010988532 0.871425288419206 0.868030334969787 0.804531923204527
"cg04838847" 0.209754529460186 0.968461177677356 0.969326777317229 0.968886177838388 0.96263018314002 0.960328509506622
"cg01868869" 0.128927859690487 0.887679155426731 0.889596209850979 0.887980088943982 0.879837811670765 0.879342082934535
"cg26318872" 0.137984350014971 0.897544791518775 0.894785463304575 0.894953864170991 0.89693838490522 0.884589394975197
"cg08842021" 0.112903116722041 0.902247075398833 0.882008605969372 0.859687790851898 0.879440550190992 0.812885024782131
"cg02779913" 0.725901663478158 0.391542641964865 0.37191330371094 0.0470347451150491 0.049682211879341 0.1564534402265
"cg24834394" 0.862104728093207 0.326741502861383 0.420556820968984 0.0966057422962247 0.392866064945408 0.466725140261614
"cg07249939" 0.773311050995004 0.377305145496308 0.253575601479 0.228834285265373 0.251374611852859 0.122235931788227
"cg03889263" 0.75142818129753 0.111736826509836 0.256780417394222 0.0871234006358223 0.0945631999778556 0.602800819995011
"cg12603453" 0.868859493012957 0.185580623681009 0.117185542169572 0.408167431172122 0.827364023663494 0.134493536323575
"cg20541456" 0.646569349281952 0.0639992593691223 0.0768183970209939 0.0345765723533974 0.0866334443701109 0.342687807874772
"cg22677556" 0.817533218145198 0.0787688881801323 0.0809497779645054 0.62794996633575 0.240607413208138 0.400866249037107
"cg07375256" 0.828798195249454 0.130733195053213 0.0690380001883487 0.343014422332938 0.691772168192456 0.216917379265849
"cg27492103" 0.750917533177243 0.117931389325955 0.0939266769545773 0.0837040553809699 0.414019999157937 0.368209697393568
"cg27507284" 0.744152018620114 0.411250378511264 0.349274217190835 0.0763143855208736 0.086701365378568 0.121288245965533
"cg22286382" 0.670891946171442 0.106370530244024 0.0866830232243528 0.0778446664795242 0.256789977763485 0.124844583248946
"cg12033075" 0.867384555257364 0.0486397102126183 0.0528913198913804 0.572721763186489 0.658302424794934 0.277875499768593
"cg14574996" 0.843029408161569 0.543686852252821 0.496978527688254 0.144235503424814 0.120442168353683 0.212794255005944
"cg00874051" 0.883110027471339 0.564724487290277 0.542625457606334 0.073434022421137 0.102590591588989 0.443423717334265
"cg09076077" 0.820633450560912 0.544362338974959 0.494647476526764 0.10050853088438 0.0914599054725719 0.149523366456569
"cg09849688" 0.715998612815143 0.268151341837863 0.207418736873888 0.0827732826009285 0.0875164723206608 0.205835181339368
"cg00902153" 0.741970751472319 0.137512868295861 0.139783141355672 0.117060017066756 0.0703085905927023 0.519818299541295
"cg08698943" 0.844866419124511 0.246125102867666 0.370376777687842 0.390766375694788 0.115891004190761 0.364339179962606
"cg25518868" 0.654413987700767 0.0943690487503878 0.123837739491671 0.0613969510526013 0.0699551433908378 0.176761447448599
"cg25983531" 0.836542294032886 0.533367752472007 0.43643777218638 0.11147066425465 0.123326562715423 0.221029132339536
"cg20450123" 0.72345636103949 0.245156981401599 0.218323352303318 0.0852228323500401 0.171810270787812 0.118392449562361
"cg22437221" 0.841335691278123 0.165016992878397 0.121785122623017 0.149696553735195 0.550614379642061 0.43563601149185
"cg17950348" 0.835397332628336 0.593990230985637 0.508321952975859 0.0636832374479634 0.0844266222804193 0.109119834794741
"cg01054402" 0.800248328423896 0.124327960003324 0.155727174823924 0.0878373595964091 0.305874620976977 0.49569131514508
"cg03798942" 0.782959440005334 0.120428892848738 0.149834637376429 0.107405321777604 0.566059877310328 0.102726699131888
"cg07725527" 0.73535324950497 0.140571345802917 0.136127575751754 0.139051758965745 0.177024341653704 0.145115559139218
"cg21291385" 0.77010723453901 0.133041809465032 0.114920642224946 0.0963471745946216 0.386215356136061 0.163504163314292
"cg15906007" 0.750565793789791 0.120953821404439 0.116662847850653 0.136866082310771 0.31452769296118 0.0951923954458084
"cg04978343" 0.83792183490441 0.417618337323952 0.442269361389155 0.0996883200845697 0.118984950513684 0.131745146862417
"cg25616055" 0.697409907187474 0.0663318278666533 0.110447047194732 0.0494404739830206 0.101645567776235 0.163278431284413
"cg20317872" 0.866061230339106 0.0643517247650526 0.0689176576799276 0.649517697160539 0.370051820720304 0.146559558295164
"cg20380468" 0.859158070593802 0.0880161261927075 0.0921954596106807 0.194154466557938 0.463751093233096 0.43635672078801
"cg23792308" 0.725669656498934 0.0753600431988424 0.0865275124921179 0.0726932446546314 0.25931560747255 0.0979072788648888
"cg08682625" 0.781388844090582 0.135230148117985 0.186784712133876 0.0760707191626831 0.0921227139490588 0.400774825555015
"cg19268695" 0.82119324929128 0.0599163208469786 0.0566514172395435 0.596496274562715 0.170322756940055 0.114092687288312
"cg00619207" 0.808666421385174 0.0801410092871332 0.0741079429755096 0.499186740009542 0.15892456815197 0.122868447101954
"cg25336765" 0.849269334518915 0.400733988299203 0.362971378085775 0.0864133268336204 0.0875154175852017 0.168185740417097
"cg09300089" 0.815203617009777 0.396392128072765 0.208594885666209 0.0633571965169281 0.0735092587480865 0.0987360899803525
"cg01156249" 0.916716155042067 0.290774639049884 0.264209090259475 0.062397525331197 0.0638647601100766 0.589352454962255
"cg00058449" 0.91613890413448 0.435561426796778 0.212736388006466 0.201252771914539 0.269309543259904 0.0861636006890668
"cg19269039" 0.837931610532203 0.0532007920768017 0.0547044214330833 0.416249734550355 0.164319710122295 0.106880472953785
"cg23357708" 0.822781562436833 0.176152399114917 0.197909815252652 0.0794234778352022 0.0749548762942782 0.190717519385211
"cg24641737" 0.777491874691631 0.0733952333526848 0.0686080744047253 0.0828230222756009 0.0760506801638227 0.0807735353414422
"cg08560387" 0.758999784342952 0.0725369219542614 0.0533022511476785 0.0436632891609886 0.053811805406933 0.0551524733167357
"cg17266282" 0.887736129131552 0.151483054683347 0.211809451008122 0.159516309498578 0.146757508872617 0.23990098347085
"cg14317609" 0.794556228078475 0.0736667876195003 0.120516179395359 0.056414750278467 0.0598871111104671 0.100593582619654
"cg07635227" 0.864408073911156 0.131351632958359 0.138841743987949 0.0333692951777738 0.0376592119974456 0.41641190457578
"cg03429643" 0.796984894829614 0.0622697476324656 0.0576090746816405 0.0561897667833924 0.068585439049083 0.066161305821092
"cg08864105" 0.836107839799846 0.128550780015871 0.142243044334427 0.0633851193419167 0.0666388190097159 0.105031835741314
"cg02606840" 0.822274643570072 0.0576211222773697 0.0471148332119787 0.0508916338729721 0.132658530129474 0.0684021331840822
"cg00366435" 0.908622419641676 0.115136239464294 0.420504024603992 0.903935226215261 0.909894388744942 0.865354279831508
"cg07679948" 0.953303645454832 0.145528355418855 0.368145564862901 0.946942968119224 0.953250156059099 0.915792919275582
"cg16452866" 0.954000969621096 0.124497415836153 0.18284516780765 0.947047868543148 0.959610714179351 0.863577864643853
"cg01874152" 0.837530565564521 0.124556825409509 0.478035907636935 0.882249131288 0.884634268069521 0.805772714546063
"cg11848483" 0.902364706510766 0.116059873828217 0.239501361979043 0.904988883959543 0.911441756371472 0.869173638980166
"cg07970799" 0.935162899427413 0.182802348885526 0.554124756189377 0.93503786509355 0.944392601562454 0.753824291937571
"cg01154505" 0.767896650765385 0.183811448570184 0.513729026512752 0.950716476010666 0.95607656842105 0.939280498923961
"cg03388043" 0.957675634929262 0.0837675147343157 0.0701815788746405 0.940816746344883 0.953343417805888 0.595303524657042
"cg26166854" 0.880348588468842 0.134834194354668 0.511852880062267 0.877366994146485 0.872698201045543 0.654026686519179
"cg07015803" 0.947137861070739 0.154541693331145 0.210174900803643 0.929839232472573 0.941368625403815 0.84050638279179
"cg06915826" 0.875875589095038 0.119658089593162 0.257927339109158 0.870282065400204 0.864400549582734 0.826907663625902
"cg07713946" 0.905869416782657 0.121933771366155 0.226398797645099 0.893958263136501 0.896948581859759 0.767732629946792
"cg10240150" 0.88303174981016 0.11687083526779 0.302533531677727 0.850006892552919 0.861124172830122 0.766328206487096
"cg19001909" 0.963801337638353 0.203254076047563 0.296510404949148 0.957680630210275 0.960761617077009 0.887666661868307
"cg14477767" 0.859847695953537 0.21159943093821 0.722005878104003 0.864004561720724 0.874780564575006 0.800315092235194
"cg26852712" 0.786562072722719 0.157253412588491 0.413917291728821 0.910764072078752 0.916511871309796 0.78199438124376
"cg24662823" 0.908489484459384 0.165813227378411 0.415412086134032 0.895540975008729 0.901148166684016 0.721230865229693
"cg14522718" 0.928768006169705 0.148830829502284 0.223082533874489 0.91585083703879 0.935920742060939 0.734884973531476
"cg05705140" 0.78257603147435 0.128554431804883 0.312107748061101 0.889589607556976 0.897867592816688 0.755272993596089
"cg15114607" 0.852138461558648 0.144974619465431 0.419050944039255 0.862431806468828 0.85468392940107 0.705648752250821
"cg23357533" 0.898039843673772 0.205362796080417 0.472633085480916 0.879301168709663 0.881201748796998 0.869929649645574
"cg25486399" 0.8576969302477 0.139443631850044 0.420904802593961 0.778874786646526 0.803409454862033 0.806690975251608
"cg13651908" 0.866121621227821 0.146680793129441 0.373170708648583 0.842931613225658 0.85327487292092 0.758808661739666
"cg11157440" 0.894708489852474 0.25323422588631 0.793135522347526 0.854496023927764 0.857584162442317 0.831020424047707
"cg18735089" 0.891446047639219 0.151546114396396 0.226255879870933 0.905318458441809 0.904981041367 0.759116138587614
"cg12353788" 0.87818509287805 0.159326199059684 0.362744713175905 0.83621816721671 0.862373165827608 0.797495200032524
"cg10837404" 0.91555483311536 0.277159749504978 0.704144276950751 0.907251629407098 0.913839609145886 0.887355004209507
"cg04340595" 0.917507424770233 0.0919108532799019 0.133447313679074 0.904067572802522 0.925267047616076 0.473201888654548
"cg18650518" 0.892413838658719 0.134599112364115 0.21449374981935 0.892817955984005 0.907111686552632 0.666563583373084
"cg16193207" 0.876214508541496 0.159620410164281 0.276436766392064 0.870846910692547 0.873198461279808 0.810231818756532
"cg13750061" 0.8758424130049 0.116301394336508 0.104836249375394 0.873509810861664 0.872374902930286 0.745421863804213
"cg22230912" 0.887082829209703 0.136164258854104 0.23776838900687 0.787641668876785 0.871997542562356 0.78818204351482
"cg12297231" 0.918341359182183 0.223839900762503 0.577497286594421 0.905557393078757 0.898906773438504 0.715731511822418
"cg05074138" 0.85596138802727 0.173304163302222 0.407939421506746 0.848829989389044 0.859933419149209 0.786819098228567
"cg04347414" 0.879751094854612 0.18973672474146 0.2714646610843 0.90111997570932 0.924923876365369 0.848037478798252
"cg18758433" 0.868779533691252 0.1184681543173 0.214103484097138 0.896205430184069 0.832676514579545 0.641082236013992
"cg20661080" 0.855134916934346 0.128883282317185 0.213229131224398 0.862642372505054 0.856693355794159 0.721353744162775
"cg07545925" 0.840551846930654 0.0930807836237869 0.0792946992847579 0.875544212968937 0.882220012828955 0.640309916916927
"cg13992008" 0.730497143873104 0.12830697078818 0.217550011212 0.858845837212218 0.87501718332721 0.820176252486116
"cg24441810" 0.79366566797905 0.0983024450603072 0.10259812782002 0.857814523931706 0.868245923230548 0.715622786846186
"cg07110949" 0.923716151408835 0.254131893042088 0.372776852978731 0.956660489656472 0.954782064601426 0.920236283964811
"cg16775598" 0.885314554320893 0.165023472992853 0.246135059574157 0.870361414763127 0.874270121731209 0.798660824822762
"cg25599673" 0.852838638584665 0.205556794198242 0.441641804398647 0.869357614055381 0.858004571966151 0.86934223595099
"cg24841244" 0.889746620266004 0.112551697052501 0.0890103134697713 0.864735784865545 0.872736883876284 0.681005494209193
"cg01490728" 0.82878745577236 0.163910723825077 0.368687004063536 0.836292684931139 0.84629571243553 0.795555519477724
"cg09526469" 0.637613311432462 0.129954278396175 0.376657338352864 0.867843064385807 0.868303480533113 0.75658004939473
"cg05070273" 0.901643140674293 0.251529613658696 0.564646052424386 0.890848772523663 0.890952839901396 0.870849249090815
"cg11710595" 0.893904468982582 0.242388858133873 0.617324371629177 0.887022439937381 0.878311737959369 0.784659988334918
"cg00620024" 0.882430525451958 0.230234522020359 0.511084766084997 0.890012003959946 0.885089498510294 0.828931875780472
"cg15564619" 0.882647576947122 0.0813138706108363 0.269821433030333 0.674895275039403 0.572340098679845 0.856176417458121
"cg21099332" 0.378036383814425 0.659819143838641 0.519687052462768 0.0632626686963899 0.0721122209970541 0.0674062926518889
"cg26806779" 0.292084348002082 0.840084390205494 0.74961392106448 0.170709062151274 0.158289177465398 0.604411098502282
"cg21400549" 0.510951288166729 0.746772374187446 0.518819577054986 0.143140763897479 0.100789149118747 0.196460144142353
"cg26564117" 0.605348208627925 0.784107810805858 0.665789562440511 0.13477703554716 0.113555507178862 0.135643949863508
"cg04776231" 0.144214326750041 0.701277832997196 0.771187431377845 0.0829956043377701 0.0702415406622443 0.192556090035353
"cg20281375" 0.220427645959288 0.751620534989722 0.73131481076893 0.0886423369890611 0.0792352865109757 0.397410704835392
"cg26501007" 0.141328259751629 0.753872058282012 0.626561086236544 0.417152706471689 0.151084936028808 0.149030999318968
"cg06760238" 0.536701335630444 0.804611857463919 0.765777973214122 0.110032480653271 0.0876205861444928 0.245288211464849
"cg04905719" 0.0675741728381794 0.66282869218766 0.689944816766246 0.053756934864091 0.04159474319285 0.188161187315551
"cg19548859" 0.101275701669607 0.793706956465575 0.767495458086827 0.367722651655542 0.0757340494255355 0.381004050620651
"cg14510299" 0.13607831641108 0.780904189948238 0.765450098504831 0.190131194057069 0.0938310957548392 0.431027960370738
"cg16602097" 0.197256914255601 0.785383467801677 0.745661821226914 0.111811911226537 0.0871032123985996 0.49652497376505
"cg27027151" 0.0723467405898298 0.663599934384097 0.364137838868054 0.208288110869456 0.196380968149294 0.149637869629214
"cg23570245" 0.0997305572099859 0.675664082355564 0.620635578831214 0.0896212080739567 0.0827262311964321 0.172659807595557
"cg16922167" 0.243059625584686 0.808188808135922 0.808085286906651 0.136667390342678 0.118177776809614 0.430832432969251
"cg14134003" 0.240373218258352 0.649417239195061 0.458838234158247 0.0576519458944937 0.0597633203707634 0.0922407626966307
"cg01233897" 0.0733597092317049 0.704188714074057 0.65956211420049 0.0977517183686335 0.0857963339599237 0.277335486412958
"cg19369955" 0.190811860816722 0.763632375092515 0.764945890080362 0.0797743610272257 0.075263114735203 0.376592638443454
"cg27485845" 0.308302369040609 0.78069486133084 0.528106971859736 0.44046392375471 0.127288419485652 0.124336152667665
"cg21593001" 0.229916505847267 0.788875293722702 0.835225444901122 0.113967826792144 0.0864271500219197 0.31560694745749
"cg07598385" 0.230881245121584 0.69803065375779 0.577633378633778 0.08182588265172 0.0564025092655599 0.157077139212131
"cg21360910" 0.101580544406728 0.72298303947839 0.575044742280542 0.153007406327221 0.158579268181088 0.24222163958333
"cg09169413" 0.090199737680246 0.805960384390263 0.796537989379531 0.180365866034018 0.0952381193146347 0.47878721256972
"cg01231183" 0.0841845723679177 0.792319287429349 0.763607538716873 0.127524483379261 0.125294884780556 0.471261517581379
"cg10099758" 0.12088330648282 0.712022470895671 0.611542289431915 0.179308803415642 0.0919338715749827 0.141827406198986
"cg05228359" 0.0643070022288659 0.71990913145657 0.670505859847104 0.057162535874982 0.0553962989740407 0.353393245213679
"cg11787160" 0.23723332225393 0.867846309940092 0.877758546226244 0.209094785810694 0.193880203945022 0.415588168074319
"cg04742550" 0.445598761631221 0.660038582919309 0.28119740808415 0.0338225138021505 0.0333069351186147 0.0414293176598341
"cg09037630" 0.0480511058372813 0.65715966391465 0.601895581877741 0.0657821662307628 0.0493960919783544 0.0794877602053349
"cg16097858" 0.0853606943938444 0.723537611217762 0.681763332862601 0.0870576132641409 0.0878454963777763 0.234715614619717
"cg27058988" 0.0527873292358745 0.680252244450105 0.532077628500188 0.0530869289807969 0.046590800447203 0.260359948442845
"cg07837085" 0.418309359310224 0.761383845565944 0.563991132389868 0.0994747454737645 0.102265921366202 0.128291423337854
"cg04244970" 0.465761643588118 0.745524899026979 0.515611182995122 0.0759638143534415 0.0759022041666726 0.095267554464982
"cg24049629" 0.186884102904757 0.687059667680479 0.507862722876947 0.0792125583952038 0.0873073785677942 0.0810363799556149
"cg25978218" 0.290689776307551 0.732808362916018 0.62652830826219 0.0749144638574514 0.0943586769996058 0.0658750895539339
"cg09662852" 0.122684780431766 0.689257009313675 0.56854110067049 0.076278818904384 0.0710617292173971 0.0962185856176257
"cg04642300" 0.136018411875466 0.687951192999518 0.584938856707716 0.0618816750686025 0.063192412056513 0.0729193166373427
"cg19628988" 0.263098914372203 0.791725367091863 0.746603925363835 0.111890498274691 0.0706956632794736 0.236752101321577
"cg06650256" 0.482213291114073 0.844386493609767 0.73809081686537 0.0874034300229395 0.074716772297298 0.286451860379427
"cg09885622" 0.330484970415801 0.844259936246733 0.733605413800239 0.267291424802402 0.149555327181864 0.143436732955263
"cg12465678" 0.551427007313923 0.841856566519754 0.716507843845587 0.108073201429861 0.0864896529884013 0.118116808781978
"cg20455854" 0.144241572190416 0.767534422401552 0.682151793150162 0.0986084294521071 0.063887756799198 0.233571193081023
"cg25729350" 0.0906118447543316 0.710387581612902 0.511205182065222 0.0911750950844644 0.0762414139138789 0.136051021692649
"cg25394505" 0.174172689087653 0.788519385025234 0.720871872302397 0.139955868844551 0.108057428016135 0.149300831442003
"cg13448978" 0.1195206998892 0.805648579011447 0.787736209525918 0.0811981089913837 0.0478598544124381 0.356951517542505
"cg14181576" 0.0724042035136774 0.77656224172123 0.765972216992581 0.0664318689635823 0.0478166562227886 0.280967574316025
"cg24457026" 0.122022188229588 0.782983342057911 0.715136955305474 0.0759483505947834 0.0638315652410789 0.245977855377502
"cg07785552" 0.0782368218031417 0.766281360728688 0.649606425766274 0.103907981839467 0.0823330606662587 0.212413192053569
"cg02380585" 0.0454190239901059 0.779661405561713 0.808304306140907 0.0579160676199651 0.0461530804862617 0.164379650607791
"cg13468685" 0.281755603745279 0.831441579457365 0.698010983538469 0.0872375271646137 0.0883130583097788 0.125826864075934
"cg25939861" 0.858585248409516 0.723313452227331 0.0935695338781179 0.865140493354788 0.848438918259888 0.609169952626971
"cg00219921" 0.892654676040906 0.776387311264329 0.157348512239278 0.876168023716976 0.883480844453589 0.787338405824058
"cg11531557" 0.868665270455349 0.622475606697452 0.170079992210425 0.862134608184251 0.870006508443991 0.701949879227733
"cg14094409" 0.879157384944242 0.392202717913916 0.0829283207402859 0.937802701361085 0.953483968137819 0.25353795187229
"cg08777095" 0.90208655571795 0.396777760678189 0.15400406547317 0.895203441227469 0.899245728931879 0.685398579255113
"cg02324835" 0.864647526106873 0.445617129959353 0.14204572061848 0.861197085278195 0.85471670013567 0.670814428855799
"cg10977115" 0.892800723848183 0.353791947013244 0.0790462602419257 0.882941991326304 0.889278326378003 0.32446494948947
"cg22512531" 0.889673786051516 0.394402141666501 0.0811003069714918 0.8824384469383 0.883350170980894 0.293077644387661
"cg06164961" 0.894937767419853 0.112508509178814 0.0845613256457631 0.884282313646718 0.888665140388531 0.567349375886611
"cg18174654" 0.850734311819496 0.790582729195379 0.259340632137404 0.855681719652111 0.840920377926101 0.805786747921066
"cg03030267" 0.812879980564004 0.453874493314965 0.137844855577627 0.865731369134885 0.876769397806296 0.458895319261617
"cg07930673" 0.873582124956589 0.121427297217445 0.122126019783318 0.860797958635012 0.86620199100816 0.675301184276522
"cg10111816" 0.8224127196686 0.110427067414049 0.098533422538399 0.811328407478733 0.848880811033716 0.676813006300182
"cg24612198" 0.894920536060593 0.155371376257908 0.141814835526718 0.889620860581823 0.891171358132075 0.647830069878095
"cg27470208" 0.857520339814736 0.137427135446071 0.0748623092356343 0.862970352082915 0.862541153871962 0.387424829511786
"cg09232358" 0.876667851240463 0.230850770571812 0.160412372938574 0.856534722621536 0.839148925588316 0.741382248980903
"cg06419846" 0.953395773419201 0.906078405799083 0.384662546834074 0.948693171483903 0.948380131922107 0.901808258230705
"cg25535316" 0.808996611639226 0.638460005503236 0.233475011508619 0.857145257775097 0.858869639283919 0.73501648897374
"cg07728874" 0.854468353808862 0.136262868544952 0.115772852860338 0.832878886023747 0.848597237569164 0.636940753365141
"cg26518932" 0.89451819539981 0.309115340718953 0.175762414476245 0.872865292996999 0.895096548130366 0.631694852799755
"cg25643644" 0.858125988176718 0.116834550524921 0.0967528110447811 0.844658036809297 0.84778125468955 0.511969406155158
"cg11210357" 0.825457120672366 0.127653502721539 0.125839321579748 0.853731219587298 0.858461594114524 0.662724005812768
"cg23825480" 0.879492593432484 0.0977127475379319 0.104465859076509 0.840584028552226 0.853248309721604 0.523279251377801
"cg14506192" 0.874779133907222 0.529464493272933 0.154487117472415 0.883787217610687 0.880786364939314 0.249858634289287
"cg08338281" 0.750916954202081 0.124150159194531 0.131646909818789 0.881092855451041 0.867105246619224 0.717655595708687
"cg04759756" 0.888454397296856 0.394289286441973 0.196831008546082 0.874095115985132 0.887822780002799 0.608048885987573
"cg26137915" 0.867199879632876 0.12044642946159 0.107223219572544 0.861165108012265 0.862741960394792 0.487722402082161
"cg05160234" 0.848299077125861 0.137099893116857 0.124127951239307 0.822481640853256 0.841442455912517 0.644059356850944
"cg03172657" 0.903441667670443 0.154736114063348 0.0717492454891692 0.667302062159769 0.683885419880391 0.618420303871089
"cg08418872" 0.954683359737427 0.574793449753827 0.208642713390325 0.875701602581853 0.916641855207155 0.345533874790185
"cg15880738" 0.828399867598373 0.132456996461052 0.115042354839387 0.832265849156011 0.835410224562402 0.581673107852101
"cg27111890" 0.882737560485298 0.174023258831485 0.168470786687921 0.843561654903389 0.862404466000572 0.714115665671923
"cg03254928" 0.794995189789198 0.109032847451542 0.090549104968683 0.777932587539727 0.791642045405596 0.611077559888073
"cg07016730" 0.741884131145582 0.699810494351883 0.248294904516567 0.851855543471806 0.863942455865858 0.706976244036391
"cg24150662" 0.916494011063898 0.272631705023205 0.222701714407852 0.929214662682098 0.946368510001305 0.663796336585354
"cg27316811" 0.93470902844935 0.527308594449475 0.320473682428084 0.955558700368204 0.954479662948009 0.849358925594997
"cg21773646" 0.885533221953901 0.142769358624005 0.150239148952458 0.861039383413424 0.884470857051105 0.5892943545426
"cg02598071" 0.872714115882601 0.497713798671671 0.252455368127658 0.850238659429928 0.845447464698553 0.812742270831808
"cg24961795" 0.791146199653517 0.187693078753663 0.141502737668794 0.820448191099919 0.806320808465959 0.703420716519344
"cg26033526" 0.650746665695865 0.193907865177013 0.083992733589182 0.836024809677176 0.849430951722725 0.474596968163492
"cg24456340" 0.889599525669664 0.393452150840463 0.135895936054235 0.852424708484658 0.86602431502412 0.236131921286476
"cg23752651" 0.922797948186156 0.635669375222992 0.209058707139794 0.832802428832364 0.88055835957537 0.332939552581201
"cg03318654" 0.70725550836859 0.702076011945295 0.184605453755543 0.717281481112524 0.709409388683148 0.670794608338255
"cg19563510" 0.135302507700605 0.45242968663936 0.624933812882118 0.0614811790990075 0.0359397524088763 0.247739069235458
"cg18067859" 0.249728619529317 0.744612001981179 0.78591974740786 0.206830247185253 0.194574118732581 0.33219295109687
