"CD4" "NK" "MO" "CD8" "GR" "B"
"cg18997983" 0.844271149448211 0.661116229288598 0.0616343483220284 0.785948238876299 0.0476014498355068 0.276190003839096
"cg16563370" 0.812252312272689 0.107123850322227 0.112522203158942 0.83275636867122 0.0848089771333275 0.177620699995445
"cg20090290" 0.853909318887041 0.786799571364435 0.12642360587087 0.839628049259361 0.0648381642267946 0.128342928432577
"cg27097542" 0.861403969353483 0.365597886806064 0.0678093178520296 0.868625807107746 0.0555064479344362 0.344222723619156
"cg20049422" 0.890055658907818 0.864583401903837 0.0639850287702695 0.896047462376211 0.146201801263967 0.180670565119206
"cg09169413" 0.808649195436537 0.381854826736175 0.0830578912837166 0.813794015910891 0.124649477775295 0.0686857978771942
"cg22539431" 0.848707575126336 0.673902050188231 0.0703769827343013 0.826337195458226 0.0480539515957414 0.226744045714752
"cg06422467" 0.85781685435788 0.646970653935349 0.0571954629939474 0.855610884535901 0.0627903640393569 0.242039480750902
"cg00409104" 0.834239107654684 0.827701757667347 0.0737038368371994 0.83931089977426 0.058655900243586 0.0637412063571632
"cg21593001" 0.782591382980135 0.106830713069504 0.0615346140731649 0.815855458352797 0.0498164686333117 0.119251974059711
"cg23671196" 0.836595134017334 0.748672492707287 0.0588045182814938 0.862924704608409 0.0484732265298859 0.0895271967036459
"cg05389236" 0.95481840032378 0.940519321635904 0.117966908536829 0.954357277518952 0.282292709936459 0.150493581793445
"cg10453850" 0.896629854153104 0.736705505735049 0.0590141403004353 0.89206296471963 0.0435281573110541 0.331237667376998
"cg08545593" 0.862958301223275 0.839143070674223 0.0697575899085338 0.870126509408018 0.0621507661887156 0.137340210256966
"cg11787160" 0.907778881872458 0.261235316278493 0.199523390098259 0.898461204629231 0.186331727829306 0.226715554507784
"cg18907610" 0.864384648272125 0.792121181333995 0.0640950938172324 0.867896774383142 0.0832988782203986 0.124636103292547
"cg16824282" 0.866078298847395 0.650087489291794 0.107029837718257 0.861291980573611 0.0561172760147864 0.163816884877636
"cg26923863" 0.908924135105462 0.0879610617350396 0.0540765779170821 0.815032241019893 0.0436170756591491 0.64791076873371
"cg23379806" 0.800806830522056 0.352531655622684 0.070318048064862 0.793672017119858 0.0594669547404767 0.0627071525911551
"cg07834069" 0.883908792467739 0.697600336533679 0.0740142398475997 0.875528118960214 0.0580596837137007 0.225362620495601
"cg16922167" 0.831081645240911 0.235875458079399 0.0877365935720699 0.805538418180214 0.0777320931988155 0.180581666952568
"cg01231183" 0.866565094218847 0.391655607920357 0.157141278472662 0.833078284439952 0.141784719075166 0.103243326663426
"cg09885622" 0.836677430629133 0.115856373348272 0.114339766518037 0.704035971485442 0.186799078469191 0.189330793921081
"cg01925950" 0.851573497706425 0.680690319444163 0.0646405442673338 0.852876126612581 0.0829875505874151 0.067536729843355
"cg08772789" 0.857276120582264 0.73875501847026 0.0968730174221926 0.836220789911781 0.0737442409938354 0.0623227292330168
"cg12465678" 0.870948929573516 0.127613417454532 0.0737360916480399 0.706340884331985 0.0623468664336088 0.500728183698659
"cg18150584" 0.866870932409863 0.712037684767298 0.0668761911143745 0.84889076487955 0.0537830080246671 0.152336024203383
"cg03746834" 0.88993098531626 0.862246336197347 0.123714893006939 0.88266080896773 0.071157796006102 0.083437704194305
"cg20455854" 0.77299007737266 0.0619721671978388 0.0594809498453995 0.688187906615414 0.0464188850838217 0.107980595087586
"cg09287328" 0.951212240717386 0.803870754787069 0.133094208869238 0.944800939214471 0.240738095915895 0.100219144626934
"cg22742001" 0.869125052942116 0.698339974349114 0.0733872469628103 0.853839877385883 0.0511462824890826 0.0887886729304601
"cg13468685" 0.818803155832281 0.102668863840606 0.0872395271287281 0.681988702158794 0.0631766618931196 0.211796586712315
"cg11377213" 0.862481246699035 0.707538684244311 0.060982183787786 0.804463449076671 0.0548143678544014 0.105757034758056
"cg15935770" 0.892894347821813 0.802261213527162 0.0734323948818845 0.895178762564648 0.0681635758313531 0.0860255972172429
"cg15982099" 0.904625325843622 0.848434252786745 0.097535543468404 0.901136052654556 0.0779260673935556 0.0780897829649763
"cg23582982" 0.885791873650068 0.3514242803423 0.0581934189827941 0.875759122183009 0.039650942883978 0.270788170604208
"cg22152931" 0.893084077277609 0.815378036820079 0.0751401591179091 0.901338937239554 0.0602910159921535 0.0734531403473149
"cg10376161" 0.872549852810199 0.787885254926898 0.0578339489732579 0.852553231781538 0.0613536414564616 0.0536764305922191
"cg19628988" 0.8332188268882 0.0652419239445517 0.065594091682856 0.751122165344563 0.0706252773007219 0.210075564371113
"cg24448340" 0.896600414064036 0.797330325834754 0.058859568549065 0.891043759098251 0.0435224649517686 0.0929677115836485
"cg07785552" 0.806344488490716 0.115132886616109 0.06944647803682 0.672987460931083 0.0583431146207546 0.0550270497566981
"cg23249922" 0.969396750287808 0.908861762915135 0.0589813608530432 0.965936440000025 0.201249325059503 0.0470614711396443
"cg13448978" 0.910301426593232 0.236645620213504 0.0619411587703678 0.881565060620862 0.0518790380330618 0.124670965619825
"cg02380585" 0.858344294296403 0.0408357746256378 0.0392420425119659 0.836891015613251 0.0277845013209492 0.0284256973317143
"cg27274718" 0.89603654502045 0.113306687299589 0.886063715000778 0.870667935492596 0.895008152790941 0.897118228176038
"cg15757195" 0.838916700557038 0.10688561495467 0.885443575111483 0.806290151928918 0.890775300720673 0.883836970079081
"cg00805874" 0.942699179793513 0.146304516630571 0.953781782089356 0.647685421862201 0.954935564494632 0.968181212926644
"cg11335172" 0.902245689149511 0.139409988388708 0.913369825591258 0.76375316268739 0.904080325078309 0.926713196187489
"cg03538296" 0.857491049180714 0.085909997421866 0.843508768164442 0.723379702599125 0.862866113526462 0.850044796954491
"cg01806427" 0.8702825669594 0.0864572461128409 0.730544879576725 0.790302691694692 0.849339478854446 0.888391083838516
"cg06202778" 0.853061914638484 0.0985509699427016 0.839425295952803 0.688040819919297 0.877943101492407 0.9032758389293
"cg11650164" 0.860354880053437 0.13310056894336 0.901148359530507 0.76416046830072 0.889327961778629 0.912292472473806
"cg12811871" 0.954335899542944 0.145532735649425 0.968385320965008 0.728056848710366 0.975465979045362 0.737696599351629
"cg20657709" 0.875032482410465 0.120393572779569 0.874190164960862 0.728741464191164 0.881492468565369 0.876172944190504
"cg13617280" 0.951040732576184 0.209719241920067 0.934407546013728 0.929605801371992 0.909887282250912 0.951925389457744
"cg25383568" 0.888374050543784 0.168163546151273 0.935501900700079 0.77313699246667 0.93958736176674 0.923622257179984
"cg27582527" 0.77346204086466 0.0551713644088447 0.840611599893604 0.6014465614191 0.862007270179261 0.815575448576829
"cg11978441" 0.765214687816982 0.0795061386854305 0.871198029447283 0.659635895070752 0.879697294496914 0.834784334764494
"cg06588802" 0.791478635127007 0.123554989934595 0.886775349425052 0.752468526469894 0.897441180648942 0.901283456412942
"cg00829063" 0.768021201033113 0.136232295701001 0.89237843358772 0.806063029393671 0.901800481876651 0.904379080155605
"cg21634628" 0.764039255072004 0.0855281097013459 0.890787665102339 0.674884032718949 0.898439088808524 0.784014401390575
"cg05875239" 0.88216695537673 0.144377645619228 0.866848388209236 0.812273233054163 0.88306260442184 0.864511706466053
"cg05593759" 0.850893849198946 0.126914492327338 0.884361567490966 0.767995401697433 0.886368460004014 0.82071816365624
"cg26012482" 0.75681916366779 0.0813733649481911 0.839110250478942 0.687672997429407 0.844872140382307 0.845880212261506
"cg02384859" 0.856720687613734 0.131084724594162 0.904743017070098 0.663605031011501 0.906356372934801 0.888949844493142
"cg21828319" 0.872257444804776 0.135927728023032 0.85477073582487 0.844819533624956 0.890325693902678 0.769638050258862
"cg22488278" 0.890855646516587 0.153683094430016 0.896550395718697 0.783865900277351 0.902387358967297 0.847229032685634
"cg14301562" 0.857873476855073 0.123416996923431 0.881671528069069 0.708513148697213 0.838653815486027 0.877458954505136
"cg06040872" 0.85773143838292 0.130184004299757 0.889866819249653 0.664191488613522 0.884717537824471 0.898496991929908
"cg14058851" 0.891730216489455 0.149832914616398 0.841357312473916 0.85241424816324 0.807012061608157 0.902391707074973
"cg13917614" 0.902961774567734 0.181151510520282 0.903424444627128 0.843537935106395 0.908038955009271 0.875081494889252
"cg19915997" 0.872085037265452 0.175073853117292 0.886224455851788 0.85511537307443 0.888337906162572 0.886919727384053
"cg04784635" 0.760606833906431 0.120352632719936 0.891488931533415 0.686988444443334 0.889200583036745 0.884719161120674
"cg25426716" 0.908503184691569 0.191644450796435 0.892191460494571 0.879622699531781 0.883398363827436 0.899898637144905
"cg00719568" 0.826778253890422 0.0969263250237426 0.863976843017363 0.701535195603541 0.868727636424114 0.721379748410897
"cg26275360" 0.844391928625347 0.131747716274025 0.834796049610299 0.780330396197007 0.863512204664768 0.823699298365764
"cg24408769" 0.935422594480968 0.136488841910937 0.74231514999142 0.885579280463486 0.671488269000874 0.942557500291341
"cg05355684" 0.892855347704935 0.195200433044008 0.897807868264787 0.860168790408407 0.902673387792706 0.906371694234257
"cg13209388" 0.885279342005624 0.169099020698702 0.882595167201537 0.801932509015078 0.865738893551891 0.891262728949264
"cg01948850" 0.848976749467973 0.131672150884447 0.861848116117634 0.680753464608778 0.865830790549814 0.879641206533355
"cg13995453" 0.786795969501084 0.106394655173626 0.798630946586018 0.733411671262996 0.849850916046489 0.841945360199131
"cg07307830" 0.718510962384883 0.095916773304555 0.866752490405739 0.614084458106637 0.881636780160735 0.867107347284157
"cg12286890" 0.84564721866295 0.123852188510118 0.853847387328421 0.684755368589795 0.857226229546917 0.835822188650398
"cg26678144" 0.914218543145375 0.15002845630247 0.924758307109713 0.794513078209663 0.926248345959609 0.63855719450997
"cg27309871" 0.861032444638962 0.145333057244135 0.857219768509328 0.726934727914968 0.865166714893639 0.864538025194486
"cg26242064" 0.841502518460002 0.13974639094419 0.865455975023766 0.709509853559562 0.86935761509077 0.858944244244891
"cg18310515" 0.824326383676136 0.140351693208949 0.877023754864608 0.683997163253117 0.884383328495731 0.874204150179517
"cg05653887" 0.850467116984525 0.139547322095275 0.872182444040048 0.660434507756574 0.875028664128316 0.874515292445284
"cg08326410" 0.889309210492688 0.194879250298269 0.895819226569764 0.836799514929337 0.892613641024871 0.895287585873667
"cg22749642" 0.861445302583243 0.150806431299249 0.884084170549547 0.672731374087824 0.894712932183913 0.871911295509005
"cg18352710" 0.846333126660197 0.130269295328426 0.871258409678937 0.642111515343465 0.876353901633824 0.834119016230832
"cg10592926" 0.903056939122887 0.212465916603811 0.881169284460996 0.885735845315673 0.906814263588388 0.897145707279854
"cg15241779" 0.847230844334969 0.154306469015987 0.8679590682346 0.722130372936406 0.874979131558733 0.868406619590087
"cg10796068" 0.83585719103321 0.136084944525616 0.845229291771587 0.720452404424559 0.858229505617314 0.827267454058739
"cg00484711" 0.150170921514036 0.818632658966591 0.815539976599047 0.305953514085618 0.144737223709299 0.429211092498277
"cg26169081" 0.130976738086937 0.75565271402818 0.562646311964451 0.213873176303721 0.451814194324463 0.16092817851524
"cg00629585" 0.167475641258588 0.604886427096986 0.150718667163672 0.198328697212683 0.110353472613357 0.133719634534125
"cg22589728" 0.280672368667633 0.692065409433059 0.154776538043459 0.383094876708446 0.166067473190831 0.20294447747622
"cg01447281" 0.0781549794037936 0.571113695862502 0.0907844873080877 0.204964753844714 0.0716712079146561 0.133553666323965
"cg04887172" 0.496987940814655 0.714151582244786 0.0756843383728923 0.565071661251447 0.0641693968320335 0.0902645269349978
"cg02017450" 0.326349577841364 0.708414415619791 0.15504871118113 0.345943236426872 0.140339729302208 0.288874677136885
"cg08913523" 0.536539855628232 0.835312350496661 0.0649437903764541 0.648191379505147 0.0455776515824483 0.586055507672541
"cg15702277" 0.33396531549378 0.833798397924764 0.0824328117272325 0.702068351629062 0.0510876287354929 0.700681213441287
"cg19736900" 0.528533265355083 0.740088787717277 0.11084052469321 0.55377546636308 0.0915953104650364 0.0927501487881508
"cg23374992" 0.684523251497977 0.774912681651702 0.0488568447771463 0.456679933987858 0.088795566817445 0.276643150146581
"cg13404688" 0.584360283563846 0.81575011904513 0.106343875356042 0.706581446193331 0.111034172792339 0.245606943783309
"cg09101151" 0.386180144120644 0.71538418521799 0.155874472010094 0.453508920539539 0.155943048497784 0.0916319276089735
"cg11173131" 0.426390075319001 0.713936860755732 0.0551875462308778 0.540844160982494 0.0405635872774295 0.166600727085621
"cg11147278" 0.463651153495203 0.73881320437898 0.0633935525346759 0.555420711863597 0.0514796612522838 0.218906196563305
"cg27122888" 0.10359749193055 0.579527178484674 0.0768753714877932 0.191973355272854 0.064628950653006 0.107011036570129
"cg16651877" 0.280146948524245 0.759639859935332 0.105894115949408 0.51495813099197 0.255113704882073 0.288930354677729
"cg13836518" 0.0912010757842689 0.718239146766399 0.232244391318065 0.32600836508419 0.0647161495576637 0.523638666122941
"cg25045219" 0.170398101658952 0.791941939160389 0.152202890513749 0.65743187407265 0.140623923266572 0.469807977721647
"cg01774027" 0.643501088088555 0.786295528042213 0.0677206163401604 0.660487282921893 0.119668394692004 0.0614093751675859
"cg22729539" 0.231892634062336 0.741294046894054 0.0583361859675411 0.316779690482461 0.0436699762066933 0.68728998539723
"cg07687131" 0.467159904281337 0.726682155739442 0.0834845293066222 0.543641291977048 0.0725809341451869 0.0815580721105714
"cg05376738" 0.0919207760524463 0.696465264288008 0.081729152933427 0.211590690616295 0.361982618255594 0.329529421140551
"cg11481582" 0.402337802757675 0.69475742673851 0.047552768495988 0.516628664661856 0.0515375658935912 0.037656125844436
"cg24315421" 0.289319618218636 0.756141667901685 0.0693332215566457 0.519528706552974 0.0542497556358835 0.420091951088327
"cg05756780" 0.261667589067285 0.776455577264127 0.0578756288333009 0.629089178446674 0.108125463325011 0.392500711166191
"cg16719404" 0.142312026785064 0.776247789145365 0.0762662670889993 0.231876342054909 0.481618473022291 0.506785505430516
"cg21638533" 0.410693325795432 0.863328880268031 0.0654532876882955 0.476357326464732 0.0542738138627484 0.885006118823666
"cg12983285" 0.105856734978326 0.638031912017148 0.0520499796647201 0.228264652651217 0.117785853290247 0.235187105261681
"cg25719851" 0.181393756296539 0.766773630805461 0.272031878785158 0.413522625547244 0.151603660959155 0.360111437099011
"cg26348226" 0.270021912661032 0.677969581099737 0.0599631181989903 0.472123017304805 0.0683430035833548 0.0447020549085917
"cg25020550" 0.258871750895285 0.804983474864096 0.341938712881813 0.296286173355775 0.33317773806739 0.299878225654503
"cg26971042" 0.0849683994715557 0.608679739388864 0.110807041300979 0.176384278419445 0.111562524230385 0.0579296388812791
"cg07675477" 0.186706385775706 0.719378248816326 0.176780281219624 0.336716926036967 0.170497741031566 0.216820528500089
"cg09001226" 0.28149094022495 0.680938631517717 0.0666323175469995 0.327470706385248 0.0582598647197394 0.159911627496784
"cg21232161" 0.463167266091902 0.775838458341965 0.176154097620677 0.554225720327272 0.079344757101453 0.0882582872995811
"cg12273325" 0.164160790171014 0.665177450788817 0.0595214052906696 0.331016784927504 0.128682707921981 0.0765120316518554
"cg07381806" 0.222909743539495 0.793025907501022 0.157422804754985 0.426701715444034 0.410698726490763 0.115318146128172
"cg00902153" 0.111553609844686 0.744624290309899 0.0640966467899825 0.111838004450887 0.0759829907095699 0.733726315505841
"cg18786123" 0.104028454081467 0.627928973475146 0.0493012490308921 0.213801670359792 0.0376289367417418 0.0854251447004123
"cg22897715" 0.190882664979074 0.6432195803771 0.0424141753379746 0.169035144269343 0.0362850842247085 0.090186932145776
"cg11358405" 0.413560587856092 0.757392142148528 0.0437162294930244 0.485537857606751 0.0404525031365698 0.0686856770611187
"cg27218978" 0.471727834457221 0.838303784622964 0.189334662899538 0.580554494797013 0.075216729868535 0.116614617300171
"cg25887844" 0.1577160803701 0.746579394563087 0.135053562137732 0.254279012980191 0.0739281831451605 0.346576285069057
"cg04179740" 0.0988778400977456 0.689941986045575 0.0826732788968971 0.208775036809115 0.0611849636453541 0.226544414505832
"cg22442430" 0.13274703804297 0.749228683596242 0.175552805943717 0.169902712339843 0.337864434281441 0.137183089261175
"cg15694422" 0.413560958856521 0.756046434431663 0.0855847198602715 0.213289113060071 0.0794899302820687 0.184194483203032
"cg18881723" 0.053317089994242 0.683317193045093 0.0583007707678085 0.17164508114399 0.0682879329310126 0.0564529965053222
"cg17766305" 0.37157640558141 0.826994528861784 0.064795247839025 0.484639359290256 0.0704313333491098 0.13492375780052
"cg06117093" 0.154246944962505 0.816123408697751 0.0626218872750596 0.398654958245252 0.0698088296769475 0.170173862786312
"cg23244761" 0.965149001706205 0.957136423164366 0.10180395638222 0.963134020108016 0.962251537586229 0.961665064645972
"cg26872907" 0.936663508713707 0.928146212833533 0.072396529768363 0.932605382872102 0.926121899262559 0.930370288272149
"cg10480329" 0.90437257643552 0.897553464473385 0.0999817097748895 0.901740427428989 0.843350730934129 0.881869073108439
"cg05923857" 0.843129804980705 0.919589238742566 0.0993441025317737 0.912460127063737 0.842327042507168 0.923211036640263
"cg24788483" 0.900773089321755 0.936339034255735 0.141224129999354 0.949333069468228 0.892245821300975 0.933831905052773
"cg19835973" 0.905816567126527 0.9025426911216 0.146659521053446 0.914452081691708 0.921591787335147 0.937264460419403
"cg12655112" 0.903394296067567 0.935608381207346 0.105231989353211 0.936082920866371 0.727373480965624 0.869999175639284
"cg08908131" 0.85597363985039 0.833454170489717 0.0903215020066655 0.834840949462264 0.84838769678754 0.849860459981336
"cg20610950" 0.906674397142681 0.891446881228496 0.0800731380863103 0.909785129352155 0.616063545177275 0.897207147579984
"cg15816012" 0.842390608180467 0.841035378389966 0.117433090774693 0.845066374956256 0.887138763392199 0.90573086066152
"cg04468741" 0.848056418812933 0.860172922616226 0.106447600918621 0.870037711407285 0.822478167051823 0.880059663091786
"cg10624395" 0.887826312465177 0.892187704505915 0.139605755611076 0.884806540580349 0.893773022139256 0.874236799745586
"cg14109551" 0.891176467500876 0.881098377787547 0.116107575003146 0.893526984892884 0.765023049536223 0.888817557659126
"cg02244028" 0.88902102481056 0.867751594882715 0.128116464802633 0.878316070506985 0.839207713280731 0.882668398643401
"cg18066690" 0.898382677152515 0.89104121949707 0.154029232254308 0.890487573672792 0.887958662384987 0.89256323460598
"cg01476222" 0.873392284779686 0.851546037981768 0.10452208242411 0.825247971601704 0.870698124054574 0.772367441384968
"cg16429499" 0.910965118125954 0.877929497862064 0.0760403314146671 0.914178143206973 0.898802326255015 0.456192921175311
"cg11597902" 0.963784916520244 0.93761592497032 0.0641869212193765 0.961887070182674 0.25543977914645 0.954383876294071
"cg03339817" 0.971936958167034 0.965949341316423 0.203880130196567 0.971631712920416 0.969796417611542 0.785429156526196
"cg11231069" 0.811723792610484 0.604919118175952 0.0755359846906433 0.79245768069225 0.951307016043312 0.700252480032002
"cg22675702" 0.844822370493617 0.828287145664935 0.109335975337059 0.843622914024695 0.806691690903878 0.828412623555323
"cg05445326" 0.917947974349848 0.851319159107213 0.181250531154578 0.897245431156964 0.89091752467004 0.917978923585056
"cg16636767" 0.872681899007895 0.873436231894808 0.141272224781647 0.864259682292122 0.847517502608291 0.846426400989951
"cg24365417" 0.852369796326142 0.798525083833144 0.105625503781922 0.847110274574364 0.739732980828602 0.84817586899721
"cg18770149" 0.847043440590158 0.852058455619146 0.142691789384434 0.843092737334222 0.854509116965055 0.877539559814576
"cg10154880" 0.893695545325349 0.73729976922597 0.0979459598707718 0.896365787984867 0.882810642045257 0.584376326123549
"cg02780988" 0.837123852188965 0.817139034011974 0.107229214482426 0.830295768953836 0.827781064520026 0.778665586942724
"cg10499974" 0.902474661212135 0.885465756066582 0.0620282978599857 0.906431635408579 0.398033690307263 0.854876693885787
"cg07002540" 0.825542933096561 0.809221812446727 0.105150061685046 0.854495265443701 0.707980074429945 0.875068579639535
"cg18835472" 0.857676023297715 0.846595039958486 0.0925272220939801 0.862968748097798 0.653126175240742 0.814326438611175
"cg25856090" 0.906856159720627 0.871354783505856 0.0967464453857307 0.901695669528536 0.458175586584289 0.90463142723239
"cg11186858" 0.973091559771062 0.936401280827717 0.174734876976097 0.9723563394504 0.572762842416873 0.959303725555057
"cg09220326" 0.891040828580825 0.870818423311147 0.0824425927177429 0.880996810594955 0.439654439859534 0.887101725263173
"cg27366072" 0.882014370518008 0.865103041978266 0.134056956080343 0.877432507040826 0.732762352636586 0.822186622460034
"cg26326621" 0.867224899867544 0.844694462967355 0.157604373514537 0.87813475911652 0.827373930019293 0.846878115622638
"cg07213487" 0.900859799734318 0.83965881843798 0.155342433902599 0.90148852569974 0.89638866772171 0.704592032509095
"cg16875057" 0.872785273827774 0.831744156999376 0.113193594523994 0.870355404115095 0.618945084626681 0.869081517246699
"cg20641531" 0.892138621982631 0.884685804316049 0.146718286698624 0.88851984766087 0.689580484904621 0.884875001940767
"cg23791626" 0.879521093621416 0.848901436604603 0.112281125463652 0.878237922185974 0.820120063837831 0.628232767592441
"cg01797381" 0.869800667891577 0.866681471635062 0.136697944920646 0.86288406385848 0.748534877420244 0.825899989437932
"cg10278149" 0.863618202611435 0.855229686262711 0.106023364480597 0.851323268408853 0.661246090552388 0.79770825835093
"cg23391288" 0.854978449645775 0.894915009308964 0.181496964347706 0.869173230422242 0.898548260433534 0.859305129440268
"cg23146741" 0.834083593771246 0.841244775250477 0.103637929099641 0.801267585089795 0.772905769294811 0.753049516712416
"cg04045544" 0.849144337381909 0.832044892316375 0.149339941552347 0.84138189209185 0.820058115572505 0.828208685324569
"cg18599081" 0.89430139020136 0.894494167091137 0.114234042350997 0.895498000963371 0.521394338059751 0.861178844103347
