"GR" "MO" "B" "CD4" "CD8" "NK"
"cg26404422" 0.788011949911036 0.737421786809078 0.220479463524093 0.13341419243271 0.101708258978765 0.196504599856557
"cg17322655" 0.883913385810127 0.778956061108571 0.39442444372253 0.122985427415593 0.100708687702438 0.497044954552463
"cg11586857" 0.859446485757969 0.832729985320705 0.231019414105889 0.188853432825252 0.154832367660787 0.326748301977908
"cg12991306" 0.754660425265566 0.119567109638662 0.0842561621714638 0.509723086070397 0.442175865335308 0.307190179648147
"cg27058497" 0.579029592644642 0.185257065075234 0.094883345249541 0.0668123894788086 0.0439563461666684 0.0766467161028936
"cg07427475" 0.741518175823511 0.147501764790585 0.116459513206797 0.389589780844761 0.332801372639672 0.387221508435037
"cg17843665" 0.709325947507595 0.0899045179683457 0.0678412853314906 0.236769387711137 0.509349364457876 0.318560598939545
"cg16108580" 0.773329776650239 0.763234328680423 0.107062093126194 0.134957450676683 0.0892854875552386 0.157521113470913
"cg01735277" 0.764674524388673 0.683721313820931 0.26796994524748 0.0829818738503741 0.0436788570734562 0.147411792959802
"cg08622666" 0.835978920247593 0.823760619047459 0.127223722933644 0.282126512120078 0.128779885530236 0.180835896061492
"cg21959598" 0.857914343655313 0.830187955398309 0.203680514341911 0.219019637144216 0.267888139311179 0.136375620005839
"cg26360197" 0.78457043143391 0.714045268198107 0.316436596961619 0.0882959927338414 0.0460270705158718 0.132006647154286
"cg10145533" 0.734832382290636 0.675954327977774 0.0681189912535464 0.0898314257767968 0.050702470991355 0.155172468844991
"cg25140783" 0.821112023575833 0.785251457589318 0.355430783204663 0.0936782907910231 0.0620777211831158 0.139527291373282
"cg25133951" 0.751676533961199 0.454234718450853 0.0621449486501368 0.325961806963583 0.188955045530268 0.175338193575295
"cg09221159" 0.702776324841908 0.45569318106511 0.177887519343254 0.083929790221348 0.0660837854839354 0.138887164771337
"cg03728799" 0.829027577385548 0.792136650866216 0.135370261824267 0.118052427442925 0.104062986672359 0.307197600201776
"cg21830221" 0.794754860852739 0.776417905106428 0.0789781249635303 0.132825239090002 0.105732997977408 0.171458131694409
"cg03889044" 0.804241168882633 0.483427612634131 0.345553397141641 0.114813244340555 0.1010910973769 0.39212380659711
"cg07706695" 0.782918727514459 0.770592757302826 0.186384250360228 0.0744594607322728 0.0339813725703619 0.123030988310259
"cg02368508" 0.81696453519694 0.308776229428394 0.0478152356925198 0.478789632585546 0.474984961353743 0.267136027397136
"cg12810837" 0.743048901987956 0.668941362185451 0.0586730435166016 0.0739973011350859 0.0459776339109042 0.131914226240418
"cg19190593" 0.855860110718891 0.138366925463511 0.0548484786070551 0.441460648060566 0.598000459375725 0.604094218485273
"cg17479280" 0.917876251041233 0.547377788182682 0.0708877730603216 0.67947080109262 0.467854621958976 0.162877866816384
"cg18148314" 0.847063170616203 0.837782236865015 0.248033438446376 0.11417720247809 0.0590757160472677 0.145828529005533
"cg15474337" 0.672865106382681 0.0868615956978081 0.0706479291574135 0.25304098714602 0.237125417481008 0.143617606094511
"cg16219283" 0.871283050845067 0.854156139903047 0.11133883957519 0.163479412461826 0.119148291110727 0.259790335061994
"cg18920397" 0.796562623847113 0.653140471903546 0.195372492722678 0.106770647711899 0.0603282171779413 0.163093114502104
"cg00754552" 0.819191252578816 0.141180335936778 0.114277466890241 0.499234523910984 0.444031558193187 0.33588127047171
"cg03526142" 0.852950556159005 0.779685824007304 0.388761003513045 0.0891950965601495 0.0424696831344251 0.11062488736129
"cg26341831" 0.634100225947295 0.165875921868937 0.0565608162730842 0.120135553727614 0.0491254899324406 0.0921378145981308
"cg21201401" 0.817828461512882 0.78227426987268 0.185629602964558 0.0711240153284757 0.0546370229933202 0.0955334731816241
"cg23280720" 0.824898490295754 0.607410370861746 0.255217203776804 0.0753483161202271 0.0560259362372434 0.308656597501692
"cg17161520" 0.818308222430837 0.759099612163036 0.0657836155779229 0.11073697009956 0.0617689462858159 0.200151617470583
"cg27051683" 0.868100294859413 0.502853236007582 0.399701075666645 0.109921881149557 0.0995477430960712 0.449023193781887
"cg02212836" 0.758735952408256 0.194072320601346 0.102120086448938 0.184405610995611 0.253339823005685 0.373841886803233
"cg00795812" 0.773855230526022 0.269875772519527 0.281659384142044 0.0864395532625432 0.1057280107368 0.395158513919259
"cg20805133" 0.892032215587455 0.861712167846826 0.213652002616225 0.0701561126290527 0.035800476846573 0.291338026736512
"cg17169196" 0.892156552539476 0.871654510905707 0.0903957836544211 0.152878113597447 0.101419959286805 0.255273489566755
"cg11316887" 0.871974637187593 0.820130412334805 0.117420427974053 0.188507171200724 0.0950716632066641 0.148744378764054
"cg07018090" 0.892234013452421 0.183092024052911 0.0327130719624785 0.5662930329468 0.562093501206702 0.421340848189963
"cg10699171" 0.815405177971569 0.541975271096578 0.156995535859938 0.099606741104343 0.0812349855209292 0.136233985574458
"cg20513976" 0.871681340664928 0.825167312400448 0.197885503874939 0.0443287451880173 0.0178742624907204 0.0847996794829935
"cg00446123" 0.896456425957338 0.848216225804946 0.202982201853362 0.0792437131057567 0.0509795949062281 0.10768010021518
"cg11354682" 0.841833059938311 0.115280847901297 0.0573663118788636 0.418961825107382 0.431995318276299 0.12364127326707
"cg23954655" 0.756151718900398 0.148269345942965 0.0699573376281431 0.0675745292768954 0.0741308933553083 0.16387559355519
"cg09993145" 0.769527396914245 0.0868605639916329 0.132794543900113 0.0552313279040857 0.0362673625092072 0.0723028496605986
"cg26872907" 0.936157779261163 0.094179134545252 0.946612263880347 0.886866102171871 0.944235863618098 0.894643713436543
"cg23244761" 0.965168157317583 0.144121723699378 0.968969521154168 0.931264410184856 0.971872424994085 0.93350260885688
"cg05923857" 0.837849239251656 0.0967575676613187 0.915516837172094 0.819261148717455 0.929961001917527 0.877437238723823
"cg10480329" 0.863106628101807 0.139187594743365 0.909881950326761 0.903955692839769 0.924178398112963 0.897582045569482
"cg24788483" 0.908764161123063 0.1666937828344 0.930829364973861 0.882505117763807 0.963481731078054 0.913037549203618
"cg12655112" 0.729432578220425 0.119121080556347 0.8893870783916 0.894470416528993 0.946228490468449 0.900500551482696
"cg11597902" 0.185350354000505 0.0444644226076273 0.962742863819427 0.929885887337143 0.977493461130249 0.909257190523485
"cg13430807" 0.850134804114163 0.121780260708443 0.848348867722429 0.859307757295126 0.897650530432729 0.839549315835398
"cg20610950" 0.565440302281438 0.101666591323584 0.911483694352526 0.888455586072687 0.925834458427303 0.894334053053897
"cg18066690" 0.907710564773365 0.170011028713422 0.91106224221026 0.887332592737427 0.909905926759058 0.893745198288734
"cg10278149" 0.696765614935868 0.109173415525779 0.846388252388233 0.872489062797228 0.892855240525774 0.848754649386509
"cg04468741" 0.838241235873648 0.154281712774594 0.907379562878523 0.851612345404796 0.894814302567177 0.865619134693457
"cg16636767" 0.868840727284757 0.16479833813368 0.8799580123673 0.874862321038542 0.90638163571257 0.866235488550733
"cg08908131" 0.851963407950311 0.119007080378429 0.855130036590178 0.837412329653114 0.829853706457912 0.780821955339431
"cg16429499" 0.87588317806775 0.0914008571499658 0.520227347051584 0.867146632374387 0.900414512071179 0.843341533656569
"cg07002540" 0.728556542811129 0.12110132860559 0.888274002360717 0.831393518614933 0.881885137787434 0.810007008416422
"cg12207930" 0.604189826048847 0.101780925479929 0.851420505047086 0.856656993766167 0.880278789039615 0.845497278335681
"cg10499974" 0.437595849235802 0.0870891808133778 0.863072264716917 0.883405766012654 0.92675704773829 0.860519126553092
"cg14109551" 0.73127159997889 0.155126178759547 0.910196779480227 0.877531865156062 0.909242123438513 0.869044150763771
"cg09322573" 0.65171377158172 0.112265092167111 0.840056257728661 0.867722074154604 0.887054978924855 0.837383432376388
"cg11186858" 0.439776814902098 0.145889980848305 0.958689583985639 0.950235049929902 0.98111840018033 0.926901166592113
"cg09220326" 0.562073195847738 0.118231447900867 0.903262976912473 0.87745318415061 0.904816375617929 0.861528140700605
"cg12422199" 0.855440317328817 0.102565239794315 0.682210000289658 0.835279316544088 0.862273852668397 0.782170483099768
"cg22675702" 0.817195065527576 0.13552681691931 0.838781764233363 0.831634243822942 0.856556553662775 0.826524239383893
"cg27366072" 0.726916294183553 0.138955130980873 0.821850314887491 0.882856677445873 0.895215022777141 0.853322078129508
"cg02244028" 0.831779824728719 0.172266380897026 0.886130480764819 0.868170486775465 0.889345325140247 0.851072543455003
"cg24365417" 0.755859464871404 0.132087584934016 0.86322010403033 0.842419815638827 0.863998644416018 0.797512545387189
"cg00208012" 0.828081232767378 0.167703776742163 0.858795615769773 0.867673401637435 0.893216035981123 0.846450463912605
"cg01476222" 0.867877729914775 0.13325325879716 0.776222974803783 0.876069957561459 0.844783401627305 0.749492084835915
"cg13093111" 0.398949838079169 0.0785059968257478 0.835473434222323 0.897712265716668 0.916272110031819 0.806973896236286
"cg00733978" 0.758112090868478 0.115220578756999 0.842566123743498 0.833973527473707 0.820209876975744 0.767318444208386
"cg23146741" 0.785810263391476 0.103513616808028 0.773748053922668 0.81851695120816 0.829485318158806 0.757770840708269
"cg27059140" 0.442212669182315 0.0957881005105661 0.891560412222001 0.87625406366327 0.891845885580376 0.836295753633662
"cg19835973" 0.915767739268884 0.21185904478822 0.929075549739177 0.867523254207838 0.908053524557368 0.867701146957202
"cg00288598" 0.764351905471837 0.164191354700049 0.946683918739763 0.768035624734721 0.876148784803713 0.89123815531996
"cg02861504" 0.430209403795577 0.10082311235948 0.867883036421129 0.881384736277709 0.906958557256244 0.851254868813495
"cg25898577" 0.754644734614232 0.16660514102391 0.903309679425956 0.878312085818346 0.889148586158337 0.827144098834133
"cg10624395" 0.91422269611487 0.214445933488139 0.903406630941202 0.885144393180446 0.907026159233706 0.877151670609685
"cg18835472" 0.674411618818368 0.120309955561591 0.813620170111102 0.835027513170733 0.874507320416642 0.82163781108143
"cg02780988" 0.837202026025495 0.136970334389784 0.786002063236054 0.833274151134176 0.831563036700791 0.796725243449789
"cg08694574" 0.690230766270328 0.170406577518871 0.900196602372159 0.877889302992296 0.90871213526359 0.868250342602883
"cg06297318" 0.796150921063764 0.149591804253643 0.841011056833945 0.825971736668878 0.8473973147063 0.825754306589836
"cg03313271" 0.41290851166668 0.113142171830001 0.885473647432812 0.889762479668559 0.917316750870129 0.858378524550315
"cg03533256" 0.690602911546484 0.0944369854468735 0.831943988322565 0.792132247253689 0.786859110699868 0.746674594732345
"cg11327657" 0.0699979461037634 0.0695277618017851 0.950121492004003 0.919141194585254 0.957084811327794 0.848464632867614
"cg20641531" 0.736256533344697 0.190110245342873 0.899264260761414 0.892633949549746 0.910040619756744 0.885304165031088
"cg19358608" 0.472645227148805 0.11092411332881 0.881840158118947 0.86570148385079 0.881801662152118 0.831027498882013
"cg04478930" 0.765755444535153 0.184452029912121 0.846546268538995 0.895237463846578 0.912196433065247 0.8665909407389
"cg05669832" 0.871529704469587 0.170954988615125 0.677573172189851 0.884551784349007 0.914998220048324 0.872452701226803
"cg22259797" 0.395227000436087 0.0902717181395769 0.927501274328421 0.757066306047405 0.878424406751554 0.865042800105188
"cg25919221" 0.78965563798372 0.80986927214453 0.186655243484175 0.106301688749656 0.0860711335581166 0.404408787433063
"cg23679819" 0.692936929556476 0.794331347323333 0.387040630612327 0.0968842155240472 0.0747236861611088 0.231192552898004
"cg21577598" 0.825378305117826 0.813840574066824 0.389112450378414 0.0714675012803739 0.0503975216415256 0.232427372368206
"cg09736959" 0.781254236108676 0.776621278412938 0.104970748579037 0.152598485613937 0.0901090744377917 0.263739478362583
"cg20171453" 0.756820925329964 0.826193711106213 0.148772671975239 0.163296150950143 0.113207609024421 0.463741798581199
"cg01170124" 0.8851059044316 0.867590213285331 0.437327648613952 0.0929020842803481 0.0550799979742803 0.356946211473127
"cg03916225" 0.784034065340285 0.79138077055103 0.295527903212087 0.120064320898681 0.0815810893070691 0.156002245452875
"cg27027055" 0.84995722259479 0.860029198472966 0.481112489900563 0.143797776156852 0.0539501196849712 0.236687855014568
"cg24216966" 0.870825355650776 0.8530707890722 0.2028651997584 0.192420703058937 0.141477928621785 0.32357468410777
"cg27183818" 0.882720704677307 0.872850796191423 0.060419223866883 0.4621066663992 0.274120361160263 0.141483956108798
"cg20055861" 0.851618903848373 0.844205299976936 0.0634801878479504 0.198245485488437 0.203661911976934 0.375375830268959
"cg13815684" 0.916389033859596 0.918369573200223 0.262950363524406 0.161337684191897 0.114911170351919 0.582227643141531
"cg19510565" 0.779426306470714 0.780239072075735 0.243965218998975 0.102566658748762 0.0451263577121389 0.146657153199964
"cg17078393" 0.856224550547509 0.849145799637848 0.134528469116052 0.190054115712295 0.115310309284547 0.37741211677215
"cg27377289" 0.894733338362302 0.878176433452477 0.0632565604629158 0.111900660063709 0.112769832942975 0.645818388445499
"cg24957609" 0.511592668451896 0.77103628442508 0.325407070580697 0.175535905790162 0.0908530805562418 0.14336106160095
"cg02879423" 0.117975676392653 0.76871109057261 0.71783157662199 0.153142052797672 0.115344943144063 0.121636071699463
"cg14364797" 0.216962232360153 0.739324294216065 0.569123307852056 0.141291513308008 0.0566569987401115 0.0770680980394586
"cg21999229" 0.788352503175803 0.773542696426726 0.061866083931188 0.12649476265587 0.0659619867994701 0.192396995862367
"cg13554018" 0.778812314719559 0.79184995551427 0.0794961016098738 0.200576036219858 0.115100250390199 0.14454675525187
"cg03961551" 0.800749126284139 0.815288662099752 0.257868459296473 0.123305813998492 0.0741945477275241 0.170415421560315
"cg16280132" 0.915068721450846 0.91529934281529 0.273055249681898 0.129531859471899 0.110622992428272 0.483965591305651
"cg14165142" 0.82407604483486 0.827273692159617 0.249145241947475 0.101146007025932 0.0596095186018654 0.223631894367886
"cg23213217" 0.155312421967544 0.805686379767318 0.507462556759098 0.149475296900861 0.107572113873472 0.436693378154796
"cg17587997" 0.870388247181717 0.872552144029407 0.112417456339867 0.306299502967561 0.201122636835897 0.136793949251365
"cg12609063" 0.651657261438981 0.815756304239939 0.394837617029226 0.100363016969553 0.0659718933242139 0.121844135728301
"cg21359303" 0.906084476424642 0.898470582003458 0.367141592614634 0.116990183723263 0.0991877777709146 0.229122047783491
"cg10639435" 0.441649028015437 0.813843937011126 0.492422455696956 0.129718024576901 0.102422268978674 0.120181415808632
"cg06208288" 0.897455575476206 0.907357654003884 0.391463859428467 0.166519398325293 0.118220928098107 0.168825288733924
"cg19097880" 0.702786157622146 0.7715262357336 0.0650098591833063 0.0894883835131396 0.0497851553553365 0.135226509453211
"cg04722215" 0.800832555837289 0.85616867920137 0.30767257786864 0.114034393946903 0.0738483631258416 0.151668234100516
"cg02737268" 0.901513884916596 0.893181375192791 0.0690836633428924 0.0932178962617967 0.0894491942583394 0.489624971257459
"cg26348243" 0.909709233310131 0.921981911742348 0.203160387593494 0.106723663523983 0.0825276608261184 0.472038633335778
"cg14441276" 0.825991815496408 0.82704365134214 0.064862497266098 0.112441537743161 0.0737218752896467 0.180957526308268
"cg08169020" 0.89919816284833 0.89660024747478 0.404184188569067 0.0826388901063863 0.0468214398484307 0.156658111228157
"cg14597739" 0.851711607947303 0.849358818913321 0.0718914457009411 0.140080281958543 0.0801021876539455 0.222858910953556
"cg03795574" 0.0940644911787529 0.745728858764361 0.0799948387574095 0.10887616543478 0.114387932974554 0.357693365163739
"cg25131632" 0.945796185337164 0.938954148620058 0.0696914643563957 0.933637464490183 0.914140773369176 0.905385669639087
"cg13738327" 0.967578722056616 0.962778923405773 0.103048638745744 0.966132961083132 0.934987601470006 0.9119451198364
"cg02212339" 0.958586152364544 0.953274104810989 0.102573150419901 0.937050115497362 0.931173068645677 0.941666728361813
"cg19276014" 0.973403110765118 0.964297548010696 0.127327770013391 0.969848727810484 0.973217272203568 0.964946708721731
"cg15348679" 0.919582641312445 0.88526340236347 0.085207951761973 0.933246359604618 0.968865121953665 0.941283648572325
"cg01024458" 0.93086505888681 0.911890169340179 0.0638193086171282 0.882980039113429 0.887755442507018 0.872461643680336
"cg27106643" 0.942310788548569 0.924234492719856 0.0915047027702002 0.920599638238339 0.932593468258464 0.90490426010794
"cg17768768" 0.963386766896484 0.953328682562418 0.129240150063311 0.963586308020889 0.962175261701428 0.954490714207446
"cg16210395" 0.912449166961517 0.909639437981145 0.0652662846975306 0.905811609472119 0.875041525050482 0.862354431961821
"cg05205074" 0.908340933905751 0.886517635122469 0.0743047275917591 0.898592679651668 0.897425613610265 0.879697650991219
"cg14482811" 0.941187184122672 0.931673113515773 0.102118613363262 0.956334367941241 0.931391363192625 0.818134571818223
"cg11661493" 0.876199635993483 0.87289603234061 0.0645768814090973 0.886669588115926 0.88178511321653 0.872714896042842
"cg07721872" 0.927611617164273 0.915346064252364 0.0849467122224035 0.849094305322607 0.885119775871153 0.900190430939367
"cg11699517" 0.937787488432862 0.951137956086979 0.15009621977606 0.976225319114825 0.974745465012791 0.965478628424834
"cg20602300" 0.905947214045009 0.90210355519869 0.0970337772921108 0.911962042283695 0.904423763080919 0.900905833488463
"cg26552743" 0.867611515223503 0.870156479588046 0.0704036634143048 0.894283004921876 0.893634917578912 0.86020360404397
"cg21596498" 0.892420153036201 0.890576885644432 0.0795490862127937 0.867453917761043 0.896982006984485 0.878976968955999
"cg00760938" 0.879129290936808 0.872991935954889 0.0678719102512161 0.892173778929855 0.883471827985213 0.831530869778266
"cg14936008" 0.902298959890417 0.897779574358963 0.100954570332065 0.909389491909209 0.914440019318912 0.901731449549553
"cg14066207" 0.940356302050329 0.934788902780412 0.091684704732461 0.832404056192901 0.839527235959645 0.899051360311612
"cg21248060" 0.951948003833943 0.935964170829995 0.117419618527671 0.943497111530217 0.920876925235638 0.810169572557565
"cg13356455" 0.884263391684755 0.886245597409602 0.0798156187652459 0.898079740509048 0.874737353040407 0.825255214685041
"cg17995557" 0.886560067615523 0.872025276021445 0.0696585818322992 0.883979512451096 0.872010836304498 0.804301544223331
"cg16148346" 0.888460981635803 0.868389999253524 0.0879353006890417 0.890664104704734 0.883490661840496 0.88747816843697
"cg25683989" 0.873725393857205 0.875828725525763 0.0838742646364923 0.885689950348841 0.89161596764362 0.864821064806712
"cg04828493" 0.961269426119958 0.8691392356912 0.109090699968645 0.949781499953754 0.951130943578627 0.779951272497905
"cg26438284" 0.889205708249428 0.898630135212736 0.0894563258901729 0.90879548070423 0.867066171417221 0.821130975526548
"cg15532942" 0.886384195939184 0.891468819694592 0.0907216463007745 0.889562711449833 0.875590382539593 0.85101617988981
"cg15035590" 0.901150132534026 0.889140912579208 0.113196496542239 0.90935217009108 0.905503779002473 0.895388479191058
"cg00464927" 0.964327827003982 0.940448231144857 0.163429515343063 0.954180213370772 0.953895365582148 0.922385272614057
"cg22212560" 0.880342723733901 0.695568179486372 0.0626587463286735 0.911312199415834 0.912273157105095 0.895054554930205
"cg18250453" 0.900862454665886 0.895434062592552 0.100498673299011 0.889503444283227 0.882021440675904 0.836180979794364
"cg01869288" 0.87991345793997 0.863826897085271 0.0642372661594151 0.863733238893468 0.811527824032615 0.794058627491031
"cg03980424" 0.919816071408858 0.889036322320866 0.118741960462214 0.886265961595106 0.918826317841272 0.882675884054709
"cg03860768" 0.866462998630797 0.879573907889613 0.0725430503824228 0.858461771561 0.818252031974185 0.813710507047818
"cg26692003" 0.975770834990621 0.961244364555503 0.189624162153557 0.972125102713793 0.973290965360233 0.955261811886738
"cg26795340" 0.847714179777067 0.83528167970333 0.0716597705019846 0.866354946444146 0.859068426178514 0.838161069355811
"cg23683962" 0.904405151730704 0.895792347885947 0.12255312760209 0.898863913743791 0.905948558710692 0.883548219905226
"cg17679619" 0.862451998677905 0.8700573742587 0.085466295678573 0.858165931070038 0.866963349638032 0.838077464420162
"cg09469986" 0.878741784576568 0.871610209154699 0.0899712525010094 0.877715315054212 0.867961776290958 0.821407961321605
"cg27565966" 0.87267449971665 0.864360314020535 0.0789804475324985 0.88801822712829 0.863367365383194 0.767035766507407
"cg20666585" 0.895966071498993 0.880111225758724 0.092700790354313 0.887135503831969 0.853039677583492 0.800779119413517
"cg22907103" 0.843067402798929 0.81274127194295 0.0734045551230608 0.870177253463312 0.868856272537001 0.848053026259021
"cg04838847" 0.973167111398482 0.964368088430966 0.197515160503983 0.972136191904787 0.973255207701131 0.96573297865678
"cg27304328" 0.807231008281319 0.827696118512225 0.079748347528434 0.890785713886274 0.881120098532916 0.860934084041536
"cg01868869" 0.896599822104188 0.889423683144781 0.124165893245972 0.898231625246734 0.897706227226138 0.888169337598376
"cg26318872" 0.90477419334095 0.902759979080696 0.132940353065307 0.90673535105639 0.903113909446264 0.89440747605903
"cg08842021" 0.868977585655568 0.889617416964779 0.107689986500883 0.911395611801852 0.887725828170391 0.818823308373562
"cg18590995" 0.806357549029446 0.805404125962392 0.0652005130787591 0.8695981497414 0.866223872191419 0.83656133321201
"cg03402235" 0.839794684436862 0.873213266182015 0.109772549181442 0.899502642906852 0.903081803575451 0.881803833445952
"cg12033075" 0.567794651812612 0.629206293191127 0.867556469341668 0.0430705804936934 0.0466676355502272 0.271650077065213
"cg24834394" 0.0879088863770599 0.382700639503252 0.865390642464034 0.321154538626992 0.414083955858778 0.458127014833708
"cg27049094" 0.320787242520344 0.469855534093215 0.84304471406637 0.113074608236218 0.192111585925599 0.392323191032257
"cg15595502" 0.237843021792911 0.305984894373965 0.860817547442903 0.321374921042134 0.228369830061635 0.548571212187283
"cg27492103" 0.0755276580229776 0.396355673615787 0.755962264093051 0.111572262297083 0.0838386625864063 0.357908428738576
"cg02734358" 0.52945165335344 0.0602383393159918 0.804517650030557 0.344197994049201 0.37549541851638 0.0911246402318303
"cg03889263" 0.0806563254440951 0.0963248259300777 0.75642495524194 0.106111241125619 0.257982985397181 0.607809980306075
"cg21278103" 0.11220488876532 0.138123659529078 0.869126629877907 0.448828643653612 0.520146963679997 0.499059968109671
"cg22677556" 0.632410862613406 0.240201268732324 0.827526265059632 0.0718618645698155 0.073149903719444 0.392957693041187
