"CD4" "CD8" "MO" "B" "NK" "GR"
"cg02013741" 0.656603639769113 0.586889544426509 0.0967844233057067 0.0625747945930415 0.0875857249948271 0.182472816838962
"cg01966791" 0.76865861024845 0.574834729153378 0.149490600203005 0.435257882773336 0.253975315090234 0.138124618059946
"cg24904788" 0.573240747228897 0.384757931574604 0.0558499405888102 0.0558690740298152 0.043578417591582 0.0505746757245633
"cg01231183" 0.736951833536648 0.684483722788094 0.13940786515013 0.0815025211852987 0.362268744128364 0.113273674069723
"cg04905719" 0.615838142135428 0.612404134285823 0.0368303085049462 0.0448696491927243 0.0470602999552204 0.0298725306296328
"cg10765877" 0.55007851033376 0.130706482729245 0.094442939122722 0.0721536041604968 0.0819171919362476 0.0899000034881812
"cg27485845" 0.837389240203142 0.675384712494104 0.137875534387112 0.376216091545565 0.104024382496497 0.528355780846742
"cg10099758" 0.677977410335678 0.608246016398954 0.0883047597102498 0.112377516487111 0.0574765850724334 0.186811988422272
"cg04642300" 0.648491180302983 0.667802258854128 0.056512452225559 0.0811431491313397 0.0446628655407585 0.0490240465122865
"cg09662852" 0.661879973174038 0.655119868087928 0.0641273177634103 0.116610661978927 0.067838979764125 0.0574226329271787
"cg21337881" 0.748319903101736 0.651683192641517 0.0683690689641233 0.104976540623831 0.33729249440915 0.205200846871251
"cg11666770" 0.887717947934855 0.850160509355779 0.322667024142095 0.314923773059781 0.313496688428323 0.28697290070707
"cg10504000" 0.68709217115801 0.675299022884753 0.0678752314987062 0.0861311851193315 0.0597815218595965 0.175238227520636
"cg14594459" 0.634061261623272 0.276755898471325 0.125604310884461 0.132920400168757 0.124260936094128 0.140664621505264
"cg21360910" 0.722723437205558 0.621273926393069 0.155475053276383 0.0834256315044164 0.218323675077999 0.13946951246773
"cg14134003" 0.644616312801642 0.42109256120427 0.0575596225253299 0.240949210871332 0.0511442479651643 0.050619494144069
"cg23570245" 0.716457495951488 0.732869103497635 0.0903733762675377 0.0930035667642451 0.151393943411582 0.0803051059837358
"cg04416898" 0.758829204272741 0.560584974643677 0.172210590790472 0.270685101013828 0.1555055534467 0.200328830169389
"cg08284263" 0.640726836970456 0.46419575665357 0.0645464681985719 0.0759259188358775 0.0888277956118048 0.0577205775349713
"cg19628988" 0.720851678892031 0.643943342446096 0.0708481295471419 0.274141596945554 0.0622029689794544 0.0790590583726212
"cg16602097" 0.760629688296393 0.707574315562748 0.0663927634847068 0.0599942385506025 0.395580201043551 0.0713795292558325
"cg22018086" 0.779995140566362 0.637453929071011 0.153453236783474 0.219458821816286 0.300920802050692 0.0774110543437231
"cg16922167" 0.802350710986018 0.779253718179315 0.12005771825033 0.231223373798247 0.256648581234632 0.0947292124109842
"cg27058988" 0.669864107830836 0.506225552559353 0.0427077357704497 0.0382365361493624 0.212143336018442 0.0348887959831461
"cg19369955" 0.759069522381376 0.762089696355743 0.0753349909984337 0.102078565896131 0.247042688897623 0.0692716048568401
"cg09885622" 0.851402787850131 0.828772478284479 0.129592097841838 0.370552673828444 0.100060802112342 0.263204853369575
"cg09037630" 0.689318477097993 0.676147776954691 0.0560724072541264 0.04645681785145 0.0506871417055659 0.0644462876989701
"cg07598385" 0.674439180186519 0.501628885045315 0.0629852174763829 0.1448347856738 0.042161100290033 0.0370916202122206
"cg26923863" 0.806506922687042 0.669738826742461 0.0511942750391053 0.536577946547635 0.0705652937264931 0.0501711894646191
"cg13448978" 0.770621006934314 0.719329391255425 0.0572236299155936 0.130503580018597 0.199918999715851 0.0400857363729603
"cg27027151" 0.72361956824959 0.433909055468372 0.165108029909055 0.0590679352827594 0.131174821673622 0.164542917552353
"cg02380585" 0.708217278444594 0.690760768649833 0.0390308737231612 0.032772113733215 0.0323056401457319 0.0325775351808526
"cg25978218" 0.785851799758033 0.788030835001292 0.0786477071206815 0.23465032028409 0.0439404636754682 0.0579902004963077
"cg11787160" 0.845005629722565 0.844236018628178 0.134940053908028 0.158981160851478 0.227171588154609 0.124642399726476
"cg25729350" 0.752348531883291 0.632011917373987 0.0611028157161086 0.058523380707281 0.125222854728908 0.0632742883818202
"cg20455854" 0.765313989233263 0.638403855671747 0.0791906467665203 0.137833434618498 0.0788621634039477 0.0680330078177013
"cg07785552" 0.754841208136101 0.611280814233138 0.0775122603073395 0.069738754160717 0.107692429708777 0.0655275725671913
"cg04742550" 0.795827675509301 0.389839364342224 0.0437012678539176 0.571760312244878 0.0390151928983048 0.0321528852160588
"cg00219921" 0.754814603055382 0.123087515473239 0.865545496373704 0.866004449577276 0.827097269838744 0.875692531248885
"cg25939861" 0.639917328044402 0.0711478748957309 0.815680910055705 0.861518658823944 0.581569010398324 0.846372130969771
"cg18174654" 0.792858273479493 0.173197882258411 0.825256670731094 0.867365962215524 0.870921843619525 0.860145861076279
"cg18483549" 0.537408187021739 0.142579437357329 0.868330287881958 0.810019532365396 0.871950666715684 0.867270417656847
"cg25535316" 0.570255795508846 0.120348741436146 0.818249834649159 0.844375231639264 0.761268052484252 0.825063748456564
"cg08777095" 0.301615665240155 0.0975057171336112 0.892466535710468 0.905022007175965 0.711371814737829 0.910997303190651
"cg12655059" 0.284538751885806 0.0856638198893329 0.846425553993801 0.824862431758068 0.822968431976392 0.857569483497103
"cg14522718" 0.092281225806083 0.0652998493704212 0.923357570440762 0.934822393011965 0.683008905570775 0.920411580766194
"cg03388043" 0.0816840875376074 0.0656665618455301 0.891471095679592 0.921867274535856 0.708348573047039 0.939830215141149
"cg11531557" 0.703239781732996 0.19417260144323 0.855227047446612 0.874704793845514 0.802522430787727 0.869109970843272
"cg06419846" 0.858488865820395 0.298975816929652 0.939664797276454 0.947393954285526 0.930260403261803 0.933312699728533
"cg16596052" 0.615953362618496 0.248336212377709 0.939112241642873 0.880868835920522 0.938865843130752 0.930317537215147
"cg07545925" 0.0601615927362919 0.044905708029719 0.857651680294319 0.849376998551668 0.674284022108138 0.85230011723906
"cg02387618" 0.131238914563025 0.101945802015148 0.886137246944484 0.887310281499823 0.757757103383068 0.907973251811789
"cg01002223" 0.794020581106845 0.289302171108202 0.904800344076349 0.924035925473883 0.914665223512518 0.917978755432613
"cg02324835" 0.466457325539172 0.143399490305452 0.830359766013197 0.856249236554184 0.723849760861962 0.862545440248199
"cg11067179" 0.78964347568666 0.239229745027771 0.869724103541829 0.808923333099522 0.858179999377496 0.862394627183428
"cg20661080" 0.0731165312118063 0.0498394738321794 0.819339046474712 0.842441643830442 0.680987914988423 0.860217442522838
"cg16193207" 0.113828895435564 0.0857583588217438 0.841459580047574 0.850274475215136 0.807054365389614 0.837780621166267
"cg06110802" 0.228243024138798 0.143144617879895 0.863060723287577 0.888654064011586 0.861501665898153 0.881193450825579
"cg11210357" 0.104011344148061 0.0813431917281927 0.853676681326885 0.8403292918991 0.756094973599119 0.860592288644629
"cg18650518" 0.0864302323020989 0.075024085738635 0.881370121811528 0.871165317942714 0.642465644874949 0.901152702631167
"cg02598071" 0.406790450787869 0.173135060339603 0.845290649940488 0.875109666693973 0.848582673051108 0.85930285617014
"cg25235205" 0.464224246548277 0.154713547889884 0.824541214955858 0.836532197089711 0.77328582572674 0.834661002931114
"cg26033526" 0.202952892074789 0.0657197197039978 0.834639422442374 0.766811463052996 0.625999052427264 0.878590473549772
"cg07781401" 0.179888319341431 0.153202899400499 0.880149979822624 0.892913021120269 0.873978735222949 0.900714287320303
"cg04347414" 0.117053277482271 0.117407379445708 0.83274749903719 0.850239302992993 0.840542960895322 0.893863577861904
"cg04394724" 0.746326891257191 0.203313191417559 0.87841760401431 0.869048899956536 0.570631800054732 0.883687168673956
"cg24150662" 0.141993743039374 0.12100520981179 0.910010505428724 0.905334617153718 0.680559998511181 0.926858682783529
"cg21407196" 0.136251858582048 0.101251663488053 0.839356470711078 0.860195723260881 0.778562018393155 0.827006690633536
"cg07235774" 0.399684701746665 0.174542450832937 0.853121187192154 0.877207282040455 0.799218024110516 0.845227337077195
"cg26720010" 0.130635656577221 0.111787830197133 0.849810897669571 0.870391526309093 0.784748294270238 0.840103329425716
"cg01949403" 0.819391395510949 0.264994279035401 0.843852992922982 0.853522776805098 0.835442190757729 0.845362687752569
"cg07728874" 0.0997059131554926 0.0821695700800756 0.833833166375854 0.848843010302307 0.701579516230936 0.845539077293399
"cg10111816" 0.0881453481466231 0.0914290620529424 0.82372912372377 0.831489984907437 0.808690263409234 0.816396341506173
"cg04403423" 0.161757774588454 0.0800557732567104 0.825424538485514 0.7798269171432 0.700126951020177 0.844357240513202
"cg24402372" 0.138016401156765 0.0980285951928035 0.826889244819549 0.83999052639591 0.740495000406025 0.850405462740053
"cg20156237" 0.544290234854115 0.252144121648616 0.891154160811327 0.903273048317794 0.897787246888994 0.901710810885064
"cg18149207" 0.488411909143477 0.189915316778321 0.85835884527109 0.877679420859843 0.751849929767804 0.851255579917378
"cg04180114" 0.0992322811119051 0.101272599517211 0.814311423222319 0.806833160544473 0.820908705906862 0.853904174706322
"cg10977115" 0.316656297067983 0.0906264830697539 0.87751790287284 0.898627713730991 0.374459509638436 0.886987446145306
"cg03318654" 0.68200318743952 0.126592664438021 0.689717075365651 0.705380561061505 0.69089674241669 0.702232032406106
"cg26921093" 0.154293637789729 0.125488582207681 0.870626104171505 0.88446896488826 0.717415812810922 0.887069880526234
"cg07133930" 0.578315878982545 0.720171211648801 0.0607142225793006 0.215457148750242 0.457976611654228 0.0561433938564244
"cg19148201" 0.737329647593644 0.785348797685224 0.190754004121639 0.385397843687828 0.24300680546895 0.154707680092458
"cg26023748" 0.561677120810253 0.649291724061945 0.056175787947596 0.0576787523967279 0.291446565339829 0.0577495728044574
"cg23018755" 0.649581825101239 0.747879013155239 0.185924571079526 0.225638161488441 0.291478193379754 0.169108889467875
"cg17779658" 0.505791083111819 0.717984535833869 0.16172268731937 0.0652402133781194 0.443864547914265 0.19205244834761
"cg12426092" 0.630046812300375 0.694910584313815 0.115238935776065 0.148441827882833 0.247649743747791 0.105276197910593
"cg11230435" 0.520809739370117 0.627599992612698 0.0832065699854373 0.212639337361786 0.0456739091070117 0.0572938675248582
"cg24484138" 0.609837806858176 0.717363715712395 0.0800609180526154 0.174313428224439 0.4128987499698 0.0639696907646858
"cg12617080" 0.762062823978594 0.799375867139281 0.112988066559389 0.278177011251921 0.424859354590643 0.140160678719432
"cg15381475" 0.549093002120287 0.629566474171058 0.0313194859533065 0.0366345245775727 0.247243665064997 0.0246227972230184
"cg18976418" 0.359104006081237 0.587881390281266 0.0618923346423617 0.0870609129424594 0.1255395856884 0.0509691542891298
"cg05111779" 0.701298498298186 0.761010319295532 0.0791898218215725 0.403185184600792 0.258416175768783 0.0623824209738698
"cg22566906" 0.550837725765528 0.605029325459514 0.060145153496169 0.0514911889996061 0.0506502595138594 0.0463764687847309
"cg19440734" 0.380747158230391 0.585986219912416 0.0607812864461112 0.0563497990064962 0.112189229240175 0.0508148575241227
"cg15929395" 0.724569656890806 0.799767759967361 0.107154694309071 0.257068684772144 0.48894629618181 0.0971861028160213
"cg21593001" 0.708036971644635 0.730285767494604 0.106716607256498 0.235196851240184 0.204331495505789 0.0790639274104852
"cg22948808" 0.573464329663531 0.809029484996946 0.112501341518124 0.257411762973741 0.514609339133578 0.246416615381958
"cg25784219" 0.622564456788313 0.664818671172358 0.055645852629358 0.167825397369312 0.113603464303579 0.0439084100398144
"cg12183501" 0.7270664206446 0.757198002562264 0.0976117820571123 0.305406014306861 0.229974682541243 0.0888957730248821
"cg08243626" 0.642324538082515 0.772072214971558 0.0606429160640357 0.225795586863133 0.483733854679605 0.0524132220708821
"cg13615963" 0.531268002558876 0.628268352219418 0.0497042151579995 0.0720509934473623 0.0780051274294888 0.0494274578967242
"cg26681770" 0.584151940842455 0.637393269430852 0.0587906917771419 0.0484282714793221 0.0725386934795212 0.054081416114914
"cg12118504" 0.554113970607624 0.713101120168279 0.0710542865374752 0.0743992597194317 0.403106041531595 0.0659601787907081
"cg07799277" 0.639421395545512 0.763836425228688 0.0850620079037667 0.124184558211477 0.474960938435353 0.0750163377534787
"cg21340621" 0.58728066247203 0.750542862750533 0.0726906835757255 0.244115672073831 0.33793516174237 0.0899210792309816
"cg00159523" 0.763057051254624 0.829248573825661 0.150063212776273 0.16274364293684 0.486502232252832 0.149556364242949
"cg01233897" 0.70519200677687 0.724016524362655 0.0788383181882322 0.0566699951430925 0.258809674800351 0.0746162511808804
"cg16207263" 0.560849907935328 0.656794898061819 0.0683185345156722 0.0732057786263021 0.08530764272871 0.0556147354453387
"cg09914404" 0.654828209795111 0.734176891143769 0.103211603618833 0.242625540197755 0.127624713084618 0.0749515742826723
"cg09349128" 0.547142332050877 0.704326138983489 0.0771199836950653 0.105375651795086 0.136083392246751 0.185695929798179
"cg01372366" 0.725424291404364 0.768901430803252 0.0625120835493825 0.132406356714463 0.352562223465995 0.0524392556325398
"cg01543184" 0.78953939161348 0.833726275720273 0.111005716855097 0.25476832232814 0.313268957641922 0.111408387915622
"cg24902461" 0.674582885925212 0.79579949699191 0.0890283641124206 0.0895020616035445 0.450864948475502 0.0687719710627816
"cg25711558" 0.645819756319303 0.719031195716987 0.0474784751736259 0.0480071502583681 0.193371708509758 0.0397210657965976
"cg20545410" 0.777537800204721 0.834724802924521 0.0894367549417916 0.0642573552342137 0.284874766072711 0.310723368709111
"cg23582982" 0.831417337106501 0.864298453627687 0.110751406128883 0.269674566505399 0.360762198549495 0.0767015372752361
"cg16563370" 0.691499547058643 0.764504265739179 0.111519158183611 0.137991515159976 0.102798292909399 0.0770756933005158
"cg25025181" 0.756984091230589 0.804412678672872 0.0549176310353748 0.196710681818467 0.225620525163615 0.0515147640684319
"cg17329534" 0.115207990511151 0.800737429125931 0.0758141725916215 0.653151495299613 0.359473906326697 0.067037290458265
"cg16097858" 0.772703312948625 0.78823862406809 0.0751680947552553 0.0717192003796247 0.200576371852217 0.0739394182567225
"cg13468685" 0.80851870882787 0.829507293639553 0.0727312084494147 0.317157458184529 0.110383047341352 0.0678570056639177
"cg22193912" 0.670694028569574 0.764310027081678 0.0425335718700998 0.105655792578483 0.152840705892882 0.0342928381689641
"cg26872907" 0.905154864949044 0.928757753774184 0.0652984362248728 0.91793339417449 0.899713524680317 0.895195419567535
"cg23244761" 0.944342649114156 0.96514366651673 0.108941139127917 0.954918880662935 0.943472349403261 0.946351453551451
"cg20559385" 0.863486465091603 0.885086485680606 0.0691227255592009 0.859529970211387 0.866488577476855 0.80748386683392
"cg10480329" 0.895437159732261 0.915074494403583 0.115930448718261 0.901988741847853 0.903209312934344 0.842604717263533
"cg18066690" 0.894839729665435 0.90963820940705 0.133344036343813 0.893551349303894 0.896745937850856 0.881176198383579
"cg03339817" 0.960190977562544 0.967154492123505 0.199751858691155 0.934531665978796 0.946318628033737 0.941762235367137
"cg12655112" 0.919410723074075 0.944554322516341 0.1216681255001 0.869024755110566 0.923993500805433 0.701809377248017
"cg20610950" 0.89828594829485 0.903417929329264 0.0974606194206879 0.90452781851125 0.894029310963261 0.622083569068986
"cg12422199" 0.861136783969008 0.867415458854072 0.0866722766153749 0.78412992051579 0.788950978930487 0.843428085978588
"cg23146741" 0.838828143484572 0.856250728291357 0.08160424375911 0.818395340617049 0.82765652774127 0.7560768501199
"cg10278149" 0.875961388415426 0.895363839136247 0.0962359325374222 0.836088760041277 0.870387359851438 0.69209312447318
"cg01476222" 0.879917907170462 0.885083876244937 0.117506946256904 0.831376256555192 0.8431660671189 0.833396615867645
"cg24954967" 0.881461318137185 0.894559293596198 0.0808289025545644 0.728557607007325 0.835273636876567 0.742509715190493
"cg18990407" 0.916976396521516 0.941727430330829 0.152596456649167 0.924272541582826 0.905659145589689 0.748514390856963
"cg08908131" 0.850013479463723 0.85822530038721 0.0961960656210938 0.83049195305582 0.810449528782096 0.788904578685785
"cg24788483" 0.844545166882523 0.931626505752245 0.152815073639225 0.867463755798229 0.907132747487003 0.843139461723928
"cg11597902" 0.921975505027281 0.956080617590724 0.070288184403855 0.923637444915053 0.881600855195313 0.291524801584125
"cg05923857" 0.769958028452252 0.890953257218468 0.109866972306588 0.846648343535005 0.873127977411737 0.791156522719349
"cg16636767" 0.865405610415737 0.871190772966285 0.140580785510836 0.852498872634799 0.869346502465672 0.852362780774911
"cg10499974" 0.885885388933501 0.911887487517499 0.0774797610219249 0.858879342949321 0.869293050389803 0.46653933440591
"cg19835973" 0.88110640704399 0.897160753809149 0.172055724766017 0.916215258775315 0.868470204349029 0.884349718873048
"cg02244028" 0.878182731799146 0.882008804769596 0.144314071889731 0.879154639503314 0.8668789350239 0.799194084109368
"cg22675702" 0.83336667672136 0.849580262742551 0.11894681169947 0.840974622057459 0.832053753897381 0.8091424182619
"cg00101629" 0.880147066577391 0.900816315956903 0.147873550012877 0.875087219837021 0.874436776845909 0.777522782145272
"cg09220326" 0.879252239972251 0.891238938512328 0.107467907931966 0.875687782486805 0.867542768360327 0.589439246173257
"cg26326621" 0.877470677459692 0.912528438331223 0.161290267063792 0.899277678758063 0.852310089202213 0.829672457216711
"cg04478930" 0.906116729259865 0.916545238687141 0.159946977172028 0.908670882445396 0.887015628789285 0.742947395502149
"cg04468741" 0.811467615734603 0.862400721686497 0.124090345880897 0.867415332528266 0.855527184743862 0.781003570553597
"cg23391288" 0.906673698615315 0.917299080890532 0.19212305110975 0.898666295236069 0.898956428235004 0.892322522818832
"cg14109551" 0.872720002923048 0.885026639499585 0.13736692306758 0.88504836716621 0.869526290395954 0.723373345294898
"cg18770149" 0.861346537591492 0.879757728788471 0.147916753089798 0.873042446159354 0.839374694991712 0.825709589062241
"cg00288598" 0.855911201791386 0.940940191706743 0.16630983493016 0.936454260589883 0.921626478284349 0.715403167102449
"cg07002540" 0.825734708325687 0.87912176024247 0.112478689230138 0.877887496268238 0.80358921094423 0.702962096360412
"cg09322573" 0.86553707103032 0.878320451943318 0.118160579658266 0.842488227654342 0.858640208219345 0.669314696596851
"cg22259797" 0.827231462974143 0.891321072849703 0.102642457248682 0.90780774452874 0.895621950471507 0.503732790672666
"cg16736889" 0.828437495215647 0.841480726622177 0.120144174542453 0.760963232197838 0.833308986816943 0.848808761311756
"cg27366072" 0.878213739926832 0.886908040730948 0.129105060869645 0.83630747243284 0.854494011149986 0.698025871692479
"cg26690127" 0.814408079267045 0.877382706115465 0.111179676359721 0.781824743696482 0.879749072217772 0.708002861116126
"cg07846061" 0.837622528047017 0.854853279168215 0.0912330070515829 0.839943334659221 0.79929171453376 0.624189789705452
"cg02780988" 0.829767183377566 0.849692814246729 0.12468324840951 0.824727735644794 0.794643083186098 0.818471202810929
"cg10558233" 0.797747164997372 0.825500700183566 0.116756229466225 0.833279949480749 0.829064978422845 0.776953562020884
"cg16429499" 0.856387145135475 0.88085036732233 0.0951708404987542 0.535561738066811 0.841702326747026 0.835637585918882
"cg24365417" 0.832545721954661 0.8543993864969 0.119340535059197 0.842463917251469 0.786422822052554 0.752948667428652
"cg10624395" 0.889298534805166 0.908297914800228 0.199046381536354 0.895370215419007 0.884515580452937 0.888274908215895
"cg09354692" 0.864133637492061 0.887607642247659 0.0891273253302434 0.822432120742375 0.814137366974239 0.526711463471024
"cg12192282" 0.873827528069731 0.882066864287751 0.171779373805012 0.855445098977954 0.883834524944186 0.819919040530636
"cg18835472" 0.817414463931196 0.859216256989 0.109034401312822 0.818267243436592 0.826163770589058 0.67992654052841
"cg05669832" 0.823566093582349 0.897146703534639 0.147451600032765 0.761196918174179 0.875278025608856 0.832266477970406
"cg10649130" 0.855978353117196 0.857319836868501 0.125065856045065 0.813581256763219 0.857930595253851 0.689115618497242
"cg23791626" 0.873382957055416 0.890640475667427 0.141040423719174 0.750834708411057 0.835017261653573 0.80100773303762
"cg15791438" 0.0667683494455342 0.05826692508669 0.338578448764656 0.123647558636202 0.0763490256828073 0.228200676651855
"cg22451412" 0.0543628465921891 0.0525575523513884 0.342830607033037 0.0575848210573384 0.0930596021230147 0.299443433815037
"cg19159011" 0.0668703175017206 0.0561306013240188 0.405222134693494 0.147707405571693 0.189846172801558 0.342668864193154
"cg06395232" 0.087616592127906 0.0748760998676136 0.408292316369494 0.180591650265264 0.17091290345246 0.278829174366453
"cg00782811" 0.105872469529771 0.0944193698052069 0.41821374001287 0.276362418593163 0.0906106560374044 0.273551388339067
"cg13112407" 0.0540402813474296 0.0397230067777024 0.372002002698688 0.175650572428059 0.0525753159678273 0.276672186784118
"cg04453471" 0.359087955015484 0.375662134003964 0.557478222362324 0.281136874698238 0.111857845746018 0.384751245908675
"cg01905489" 0.157115953334794 0.0998396829927835 0.443861767604259 0.133329261370787 0.338848455518219 0.21342072276936
"cg24243879" 0.0866896522349491 0.196896578509141 0.387806068411628 0.0875165486573988 0.081181557033134 0.189930936197841
"cg23053742" 0.119513426531653 0.107220971033291 0.395783506975837 0.166188746607362 0.102175683115275 0.161664854031676
