"GR" "CD4" "CD8" "B" "MO" "NK"
"cg04759756" 0.906681397268494 0.389689640105294 0.172959991325387 0.907071479376381 0.909865424744173 0.587021487605392
"cg09088496" 0.89519293979522 0.140976356682001 0.0949961576675076 0.889435996166824 0.886275220111214 0.309135081139391
"cg26234900" 0.905365779601285 0.238841243210429 0.082652934924605 0.70516238002638 0.896795827725772 0.414427842477618
"cg16374333" 0.881675075341564 0.111320977404575 0.0829067971761015 0.893307275702985 0.87600004065329 0.216068055505454
"cg14001486" 0.884004566423865 0.10861724928389 0.087726611046989 0.881976055313816 0.888607413668912 0.27219825320861
"cg12433559" 0.823111597344495 0.272331783154018 0.0777796009385279 0.80637980911233 0.827798534959901 0.249234935753195
"cg09234252" 0.915748774945572 0.170946372518737 0.125169507832062 0.91145824544007 0.905054075403728 0.321635734187668
"cg15880738" 0.869395627730979 0.0725057163741165 0.0781735328272987 0.869758446615252 0.871073073466543 0.5851294159811
"cg08691577" 0.895189308913216 0.765448902393318 0.192828568306796 0.632958376787092 0.894207835414593 0.23140758527093
"cg14287022" 0.855755156273815 0.235528355491849 0.103339413684044 0.860760592589669 0.85822320899386 0.275586543206913
"cg05799811" 0.82188604499596 0.0288481294236256 0.0277538907227871 0.811770587505246 0.843215244427154 0.141326955142142
"cg18522931" 0.0691370740792415 0.69351960983862 0.798288171222416 0.0820884810678924 0.0886074839899527 0.674822062909149
"cg22900266" 0.166474048135099 0.88964531273377 0.914323545998406 0.22352810770602 0.116496788601135 0.804206906551797
"cg01088404" 0.0695759981691831 0.537946739927952 0.798402885298071 0.221782320349404 0.087911442258574 0.706020738313702
"cg03677056" 0.131153979261458 0.885593103562141 0.918042880994925 0.245248775247848 0.141961322432916 0.81394515626567
