"CD4" "NK" "MO" "CD8" "GR" "B"
"cg05074138" 0.1447200303391 0.854166833525251 0.846956919231876 0.381583015419298 0.847994755439959 0.860090781417283
"cg04180114" 0.0914484081814537 0.849185650875066 0.837587200676587 0.134359075015103 0.863640343737221 0.840386062420901
"cg04340595" 0.0807185716396887 0.600833882637699 0.899378860742576 0.120122531008863 0.918284385037323 0.940757726687099
"cg01040649" 0.13948884325499 0.848191258681099 0.872158093893273 0.309025279093772 0.861837869172514 0.86981825075912
"cg10111816" 0.0744344517904069 0.813562903190926 0.833028916598829 0.107103646391821 0.813506557109754 0.872982884236665
"cg09016797" 0.193540859465641 0.884545341529686 0.85941458099919 0.524525242057159 0.863413730538297 0.893488291499863
"cg17991206" 0.0929526115749781 0.769922472975288 0.846193229658172 0.250038248649836 0.839585855432263 0.811508785486545
"cg02387618" 0.112956181904378 0.79623450912134 0.886814023519084 0.122805500303785 0.903852827560239 0.909826074780965
"cg08639389" 0.112455119776575 0.813806664660996 0.879162568016407 0.183549447396856 0.881175241187742 0.851950158224948
"cg18650518" 0.0751061638973431 0.674221792983358 0.879892945985135 0.100710476635687 0.8832025223954 0.889417610159429
"cg00034336" 0.645200396391031 0.0398681902416635 0.0649307370106232 0.65741121448969 0.0550206783597125 0.0597385781845084
"cg09763644" 0.650212842696065 0.148527773021246 0.0858661647585035 0.468859413329767 0.119378842920225 0.0743365566849431
"cg02386311" 0.786960817918037 0.577579317897305 0.104787913755588 0.701386627589169 0.124459687497987 0.0613845522978766
"cg08129092" 0.732525373962799 0.057892739745246 0.070679999249472 0.628563298248643 0.0406130584772716 0.534000379455779
"cg09989037" 0.828585621077281 0.524849023538757 0.0812833748335016 0.829149216909252 0.235349788564457 0.092017503411406
"cg21337881" 0.76429696731027 0.398101684775096 0.0814744283364051 0.656075745868552 0.219187810710249 0.0863251078025059
"cg24904788" 0.619797488982558 0.0573107845492101 0.0767441724898919 0.450729066841848 0.0703903279636986 0.0724027159425091
"cg23570245" 0.707451322631172 0.183949323318251 0.0947391335626014 0.722622202094031 0.0721135186802063 0.0828567927361169
"cg08284263" 0.646116524293103 0.125496067869363 0.0738635826301629 0.488901280533828 0.0748599348042279 0.0912164694138646
"cg27073066" 0.781799887346105 0.121390518006846 0.0985414957206089 0.772064807174372 0.130748381692582 0.420982862074935
"cg19369955" 0.733781655283192 0.261815839269024 0.0877258701500657 0.731127236685214 0.0846720906659969 0.112080077369551
"cg01231183" 0.779226867553133 0.391655607920357 0.142839951005149 0.739707887514249 0.132906398308779 0.0915564612262226
"cg14774440" 0.883415825786037 0.534019441212144 0.215976639041863 0.87291776972524 0.134572793581134 0.261768969880522
"cg27485845" 0.846169968277514 0.120965516217661 0.142632896465476 0.697840489911881 0.524306775215752 0.352140430630038
"cg21360910" 0.733550102333404 0.204571346935084 0.17117713503203 0.627221400087214 0.167964201396995 0.0923238091035931
"cg06650256" 0.900680104659064 0.373718708394821 0.107690103734649 0.887634693081387 0.118965713092723 0.626868321652066
"cg01543184" 0.784673888845249 0.263718149643234 0.0940485705846647 0.838573773265731 0.0827768592547695 0.23603080893849
"cg20281375" 0.757415695171589 0.350911032281756 0.0838486748247468 0.751928398965159 0.0681612779439368 0.104614614396359
"cg16261114" 0.823223295743719 0.502022244208017 0.095093906978936 0.811624640764671 0.0767013667399115 0.201622066877882
"cg06760238" 0.784322929208322 0.0838830824115846 0.0826402376691024 0.731604688894142 0.0824755632132633 0.53466973327129
"cg22018086" 0.77532121390592 0.318849875130919 0.161681040217897 0.642925350655775 0.0870253571835813 0.222182519021102
"cg27097542" 0.812993157489622 0.365597886806064 0.0917262131647269 0.821221035258721 0.0682823563494711 0.274271423645457
"cg27058988" 0.655816569499741 0.207734289623128 0.042025259472941 0.504609039170186 0.0361586317992212 0.0322720061856783
"cg26402417" 0.814553947195746 0.53545899455171 0.0758885046816397 0.820965197083289 0.0870559153755604 0.0868270351874078
"cg05228359" 0.733523728154357 0.322785971081366 0.0502910795712036 0.719489204760434 0.0443535931737377 0.0428502488909818
"cg16602097" 0.777636572346358 0.415311832811371 0.0793347484562183 0.741012340832161 0.0886949181516709 0.0724579339073383
"cg16922167" 0.784718743191553 0.235875458079399 0.114837322922513 0.726451791289699 0.100669384697962 0.258702074873064
"cg09169413" 0.802794583946641 0.381854826736175 0.0764193908345874 0.819995919844291 0.159628789728588 0.0671909401902254
"cg07837085" 0.806050692510671 0.122198058727246 0.0828413582580135 0.733308553194625 0.0669679565331571 0.535064545463653
"cg25031824" 0.804944040471887 0.427749896323859 0.0953345379006718 0.790219628726265 0.0805267746513492 0.0709085156778265
"cg16097858" 0.766769415758181 0.206765029080665 0.108365506449162 0.757297590672665 0.10574621246027 0.0974701600392873
"cg26501007" 0.82871909620768 0.12943112670089 0.125894014269918 0.794584697657165 0.400665387715802 0.120637517419856
"cg23582982" 0.843873650271775 0.3514242803423 0.115323645395262 0.831393319075358 0.0772051216732959 0.274935965643821
"cg21593001" 0.728918902693069 0.106830713069504 0.0712325932131243 0.706444081535648 0.0571596030587861 0.124371159458543
"cg06837308" 0.835359390180153 0.0875503339143423 0.217912669281218 0.806353338861729 0.183309364167275 0.269912598004987
"cg07598385" 0.718209460967275 0.0477494673789742 0.0875213223436237 0.592241985971387 0.0640572157150074 0.171830731096657
"cg09885622" 0.847824923517813 0.115856373348272 0.125329862927442 0.819953239814605 0.259482688436542 0.282310224295926
"cg25978218" 0.784397708624253 0.0623072862263548 0.0806533701981914 0.794616586392333 0.0649994360797241 0.237206759076866
"cg20455854" 0.74879079855968 0.0619721671978388 0.112852317724871 0.658463135574457 0.0805019403880331 0.131728824922516
"cg02380585" 0.719116654378672 0.0408357746256378 0.043075557917842 0.724387871927156 0.0376879085860989 0.0324015968721921
"cg19628988" 0.775870907364478 0.0652419239445517 0.0621393994940305 0.69007637244149 0.078087855268835 0.27957428391386
"cg26923863" 0.849591544465879 0.0879610617350396 0.0715188940902528 0.725806627621422 0.0558528803034992 0.621519360552162
"cg27027151" 0.742311573314214 0.129505375316488 0.169405739338202 0.452258709828039 0.173504616835246 0.0570606421617994
"cg13468685" 0.819185211687334 0.102668863840606 0.0702941176127928 0.823704169160369 0.0628597870516201 0.299522521451972
"cg09037630" 0.761738984467555 0.0659817025078196 0.075791460971304 0.758985039971745 0.0866955634729005 0.0607812640706434
"cg11787160" 0.875792979663975 0.261235316278493 0.168344073079901 0.852145329176257 0.148923699829696 0.15732839109208
"cg13448978" 0.835761746281353 0.236645620213504 0.0861707519690199 0.785151784078123 0.0700698787782661 0.192376749291326
"cg07785552" 0.768571584887168 0.115132886616109 0.0886160838129919 0.649569470097496 0.0740616864129025 0.065664726729025
"cg25729350" 0.768015722765259 0.124906288878045 0.0621915281370307 0.66837412752412 0.0577656499619817 0.0529238205872235
"cg04742550" 0.819611768469769 0.0370732387085125 0.0506754023901576 0.452083345446872 0.0452749686529077 0.618394697576302
"cg12811871" 0.947812705948458 0.145532735649425 0.96022661928308 0.888916285240172 0.963794842503263 0.885962072045353
"cg27582527" 0.839831250264197 0.0551713644088447 0.840933777383546 0.795379122531259 0.842977940326262 0.853462886157531
"cg11335172" 0.914191007108672 0.139409988388708 0.914907031362683 0.88432312383019 0.894728474741076 0.920444392174192
"cg00805874" 0.91393414303411 0.146304516630571 0.934929805822068 0.80089047696799 0.944426194683425 0.955588597094453
"cg07307830" 0.866535529306833 0.095916773304555 0.868555796220107 0.796243200119624 0.873078942151675 0.883888635629193
"cg06202778" 0.881427947366066 0.0985509699427016 0.821918426343059 0.843536535236914 0.858020257181971 0.893603578226092
"cg15757195" 0.865175117194797 0.10688561495467 0.869470481941123 0.845014838528135 0.87230806257395 0.884149049875306
"cg03538296" 0.8550293496001 0.085909997421866 0.865154350238039 0.764927680971139 0.870136533868873 0.874986322048497
"cg22749642" 0.910909438689849 0.150806431299249 0.909837106894737 0.884066826669748 0.905210636560428 0.929575096307554
"cg21634628" 0.802517603659894 0.0855281097013459 0.877164532799686 0.804222268527951 0.881521005875548 0.83790794301423
"cg27274718" 0.872774658850101 0.113306687299589 0.864183736808455 0.840301571014832 0.872585335813683 0.884909642572923
"cg02384859" 0.883809534207629 0.131084724594162 0.895714251450071 0.848745573636237 0.891812754326352 0.894636682490772
"cg20657709" 0.875452824592238 0.120393572779569 0.880018942408157 0.854700397281138 0.871257102250104 0.875577202873238
"cg00719568" 0.859919754245652 0.0969263250237426 0.848190375485033 0.826882721237499 0.85717816119049 0.820486053588586
"cg06040872" 0.887784440649191 0.130184004299757 0.878784647578614 0.853660937214646 0.864747190517233 0.895982186513178
"cg25383568" 0.915995658199098 0.168163546151273 0.920559028269873 0.87701482195149 0.92059109873508 0.925319172119472
"cg11978441" 0.792146574454373 0.0795061386854305 0.850537431860784 0.720718872792388 0.860988764249015 0.873089177783149
"cg13995453" 0.856663647334895 0.106394655173626 0.861047526026395 0.779284175765256 0.855733505835214 0.874929115897124
"cg26012482" 0.782555439770474 0.0813733649481911 0.841490185492185 0.762901327798049 0.842152674531008 0.870986840780586
"cg11650164" 0.882800814047518 0.13310056894336 0.869872115063725 0.843094231188197 0.864984440708661 0.891206090771849
"cg04784635" 0.822894880459593 0.120352632719936 0.879299012086132 0.804011521445942 0.87134945040199 0.897876820097559
"cg06022561" 0.856564491832567 0.117366546218007 0.85709810563939 0.839222345372476 0.817997378723794 0.887949864110553
"cg05593759" 0.856978378572213 0.126914492327338 0.867462521002343 0.817681128322411 0.871158811478646 0.876699784783232
"cg18352710" 0.867329113989687 0.130269295328426 0.863945706674589 0.822732264479613 0.869938804607552 0.880305413125036
"cg20987610" 0.886229072274615 0.133472962498453 0.783297744494176 0.871024488255614 0.885665923034567 0.892471403636856
"cg21474838" 0.872107478765179 0.147070376022232 0.877823362840961 0.851428012424893 0.887244261833545 0.895610561033656
"cg14301562" 0.864161993602257 0.123416996923431 0.866483832561795 0.832635587896577 0.81666393937274 0.884056406047539
"cg27309871" 0.879712337333879 0.145333057244135 0.885832551526868 0.844350712770226 0.875446558318469 0.886319272657617
"cg26227465" 0.836156011006907 0.100703711973767 0.846236132960428 0.748136718713752 0.852110603981683 0.866632883425798
"cg01940139" 0.871192859254999 0.145181833153983 0.89166204094596 0.84283361482831 0.871659903051293 0.887628483549888
"cg00829063" 0.8306858509892 0.136232295701001 0.879408981630154 0.829699797863848 0.884963586639377 0.893638287877084
"cg13617280" 0.941387395559667 0.209719241920067 0.94204396718082 0.927066274735044 0.918839393310266 0.954588341768646
"cg18310515" 0.866171985202938 0.140351693208949 0.871713429885772 0.835765699373419 0.87991951496124 0.875624540010008
"cg24578857" 0.902584224346283 0.185560466723856 0.936813937905823 0.843461409571865 0.934038755170889 0.935747491061237
"cg21828319" 0.869815283772783 0.135927728023032 0.873902126308948 0.848663310591979 0.885303174969723 0.821383302557593
"cg18672716" 0.871327418248605 0.128956455660519 0.852652838940901 0.821026418437597 0.842289772491014 0.881639157386357
"cg26275360" 0.862747748456902 0.131747716274025 0.852336575307585 0.830294092209302 0.863374693816799 0.864632867499585
"cg05875239" 0.862039912297226 0.144377645619228 0.876454756541505 0.84183040599994 0.876593731799994 0.87346228855026
"cg01806427" 0.847274002192682 0.0864572461128409 0.672918379017696 0.81098582037546 0.821602433760279 0.890958116352185
"cg22488278" 0.879689021709358 0.153683094430016 0.886889133300215 0.847210711849629 0.887139907519127 0.872163231047685
"cg26242064" 0.854275242483052 0.13974639094419 0.878381593300111 0.821936675104788 0.864402380083804 0.88277053186228
"cg24408769" 0.906723099967045 0.136488841910937 0.776888324381887 0.865602690468643 0.805824652675559 0.932435321942561
"cg24032269" 0.861633799216978 0.129578318452432 0.873941104319966 0.766763948247453 0.861570540502443 0.885711935420154
"cg05656688" 0.868590785694267 0.140187400817999 0.905833184901457 0.7480853133437 0.862709351427348 0.916816727528504
"cg10796068" 0.864371191868444 0.136084944525616 0.859125125053222 0.824316049064873 0.85394716957299 0.874966838474297
"cg02150910" 0.856667534823351 0.125223690114353 0.853440940012834 0.816212640966766 0.834285019604989 0.858829422293949
"cg06588802" 0.827099134227019 0.123554989934595 0.8517037628143 0.796207038599384 0.866657077157183 0.868547871044312
"cg13613174" 0.879567838864451 0.142099860305563 0.868771415013746 0.847457056958595 0.806800130990678 0.899383029882132
"cg06815003" 0.876065538598062 0.155485963531864 0.882098270304527 0.87021119975843 0.882621004201711 0.850731686857948
"cg14058851" 0.874584309269809 0.149832914616398 0.852534075483667 0.849124396509618 0.86396014824583 0.894525595705099
"cg19736900" 0.436353528837673 0.740088787717277 0.114693823619389 0.54244682432828 0.108272134617806 0.101471241356556
"cg03780927" 0.206258547183612 0.681547382003512 0.160297832788074 0.169751130799943 0.172511238535006 0.308092699764851
"cg10491452" 0.153514718130244 0.599272832864947 0.061954238991785 0.246592450888665 0.0628479855693147 0.0626624213613067
"cg10879992" 0.125400232097144 0.617338316983607 0.0921259671705205 0.140949012812065 0.222482794497108 0.0908513104528458
"cg25719851" 0.183952712866859 0.766773630805461 0.305628904956739 0.369449488542083 0.182873830860093 0.385928735385937
"cg05608790" 0.267762485300063 0.737941730787858 0.130660530776031 0.539289458766585 0.229016969065584 0.0960724726261941
"cg01447281" 0.0736012954169222 0.571113695862502 0.0729336475982326 0.114365388675584 0.0772415754177925 0.100417227645245
"cg06101180" 0.349669296713045 0.691988173591787 0.136160998204484 0.282506522248641 0.126461626399177 0.140476915407119
"cg15694422" 0.558870983300473 0.756046434431663 0.118585440043228 0.270857568610883 0.122964036848182 0.288143241629781
"cg00902153" 0.160673621281489 0.744624290309899 0.0690890858079071 0.154622012262163 0.084319033869232 0.874169361123131
"cg00629585" 0.140021493582264 0.604886427096986 0.0919274799571429 0.161786143194904 0.0968624551464983 0.104215396137626
"cg27437304" 0.153134705459127 0.711065758027683 0.13228102247665 0.289177264063606 0.357902424819502 0.191321740592333
"cg15702277" 0.248629830488025 0.833798397924764 0.101104711402195 0.642623845485195 0.0595393147675418 0.708573665030032
"cg27122888" 0.0798922377235443 0.579527178484674 0.0720284119732316 0.133449142578933 0.0716059869245835 0.0855065621062213
"cg03339537" 0.438251196532818 0.705066184931659 0.098078166371139 0.317591200773914 0.104024399340722 0.103310793966549
"cg25045219" 0.105959147872102 0.791941939160389 0.131389814000387 0.627755688090579 0.17131107529169 0.478698188378571
"cg07675477" 0.2639835640132 0.719378248816326 0.170849296440883 0.34783910357942 0.168420158526417 0.180383373721922
"cg17801864" 0.228832887925178 0.66166944143707 0.085046876188394 0.339604879864327 0.0841546187451178 0.0973439352639281
"cg09958402" 0.348699097081547 0.705383803520411 0.059582198168538 0.499390245250282 0.0718543556217411 0.0565227195161633
"cg25887844" 0.219688841325614 0.746579394563087 0.178337334940594 0.277149385172582 0.110398788840111 0.477548376388293
"cg11481582" 0.377693115130392 0.69475742673851 0.0523321840467888 0.445874637120417 0.0559306019027286 0.0386343788526108
"cg26348226" 0.256965561745138 0.677969581099737 0.0595411573398866 0.423035375077909 0.082216522936761 0.048087626955128
"cg17087974" 0.440637799105887 0.761567072224822 0.0813431579368881 0.617771544245664 0.0742623148034562 0.0688575753581569
"cg04887172" 0.353412891895321 0.714151582244786 0.0945037867294861 0.401407898696617 0.0911728266261364 0.0965484234169952
"cg11948905" 0.392434026558768 0.756749484833976 0.0672231063798474 0.476587735301665 0.0474121975965525 0.265241087990173
"cg15356966" 0.228172050127481 0.626662377969254 0.0551913270993761 0.158521598409453 0.0605284616770913 0.0687781115291734
"cg02417427" 0.304113562299731 0.798495663779271 0.498836699670785 0.259682773421512 0.274149312592736 0.0654276950640919
"cg00084338" 0.118785885741237 0.718298394183046 0.156863314030931 0.415320220879453 0.139300359497202 0.170585167678175
"cg09747445" 0.183438667299962 0.813957204584798 0.486902043518882 0.132214459211294 0.510157845050708 0.151940844743349
"cg22897715" 0.219969794446699 0.6432195803771 0.0431491899124548 0.229806090937868 0.0397549743890555 0.0687022647623719
"cg22589728" 0.169440033658941 0.692065409433059 0.158942053745431 0.177541858586907 0.19032502296593 0.115995097586488
"cg09101151" 0.220330105214157 0.71538418521799 0.149381915152989 0.278087689803798 0.153779386912658 0.0867721571845676
"cg26971042" 0.0531317833861069 0.608679739388864 0.0962119363899671 0.0561573399032972 0.109670091688688 0.0380182883080382
"cg14649507" 0.52807412545012 0.821928619825695 0.11384969111516 0.510345406629602 0.153296322376805 0.0953411380018259
"cg25817701" 0.259385283478329 0.878741307131769 0.493634226368523 0.21500969590372 0.605465233056327 0.0464882007276917
"cg13404688" 0.341204693532254 0.81575011904513 0.098110190455812 0.55846526720163 0.130543849310017 0.138904855847189
"cg12273325" 0.0978810056897495 0.665177450788817 0.0555648464515565 0.178234344179296 0.126487480460105 0.0608681196633457
"cg09001226" 0.184229271886674 0.680938631517717 0.0614532445712115 0.158635187647937 0.0628813212822943 0.123394707230408
"cg11173131" 0.239566525757771 0.713936860755732 0.0522105402388413 0.347617948091633 0.0477024684954098 0.0549569608954351
"cg21638533" 0.213797060716484 0.863328880268031 0.0797254909550949 0.289217978686457 0.0682858906209889 0.877055097436378
"cg21232161" 0.274837711185222 0.775838458341965 0.215368372142546 0.352077144148824 0.0885697128179918 0.0929705808252997
"cg27218978" 0.346136655051868 0.838303784622964 0.247509385889822 0.46484287034896 0.0979996556552008 0.145336096370873
"cg03837680" 0.130568638874985 0.683507165323057 0.0498836435615158 0.199366643693088 0.04242077916532 0.0585744536099109
"cg22442430" 0.123236533238241 0.749228683596242 0.139877163384608 0.141233838849743 0.302582280635212 0.0941816944260016
"cg18881723" 0.0592449452755894 0.683317193045093 0.0634761690297221 0.166609031438778 0.0840872587294714 0.0532795519515274
"cg04179740" 0.0688594973156889 0.689941986045575 0.0655272179958736 0.0775036906634655 0.0696724893238642 0.171325640045497
"cg11358405" 0.215332226525433 0.757392142148528 0.0498587160551711 0.319889145697362 0.0457277037669344 0.0473047101318105
"cg07381806" 0.143143432330844 0.793025907501022 0.12211107676624 0.179999341438204 0.301423161847878 0.0949930461085158
"cg06117093" 0.191390558043684 0.816123408697751 0.0827550281453429 0.373699687747797 0.0889814663063436 0.187060670137178
"cg17766305" 0.0900367993492053 0.826994528861784 0.0522077959619861 0.200353444821323 0.0831314970891224 0.0488779643050504
"cg26872907" 0.935394254691986 0.928146212833533 0.0899757056661704 0.929292434068572 0.914581766032584 0.917334146007493
"cg23244761" 0.958102448633788 0.957136423164366 0.151550385148142 0.960553159802246 0.954393950900562 0.952084338056555
"cg10480329" 0.900185956272875 0.897553464473385 0.114315186377722 0.906474961374535 0.835121947075997 0.896183781792564
"cg12655112" 0.937096200378617 0.935608381207346 0.132073598383106 0.945152648767105 0.77157286295769 0.889240618992159
"cg20559385" 0.856908254332818 0.855332973966794 0.0950778065911654 0.8576744894816 0.804674955091731 0.861825176098196
"cg16429499" 0.903583925401959 0.877929497862064 0.0833659230872385 0.9066174998724 0.878743789130987 0.56655366148685
"cg08908131" 0.865189086118673 0.833454170489717 0.101428604827396 0.864825860362316 0.819546180915264 0.852683189203577
"cg01476222" 0.893067057217962 0.851546037981768 0.12339276597554 0.895486428270445 0.847868509757895 0.845713619142707
"cg11597902" 0.952688779144597 0.93761592497032 0.0932626150627667 0.953512200715201 0.376840460158238 0.943578046614319
"cg20610950" 0.89979085168409 0.891446881228496 0.101788387872166 0.893487697209857 0.617302907428865 0.890520556867034
"cg24954967" 0.879684877625237 0.849596119007756 0.0881834867424728 0.876312721355075 0.735559179434454 0.752228828466536
"cg23146741" 0.855163158449264 0.841244775250477 0.103101290572239 0.841796239246403 0.749603529754789 0.845315381977636
"cg16636767" 0.877286700693431 0.873436231894808 0.144376700095664 0.87225411217036 0.840338344443164 0.873083738699008
"cg02244028" 0.870815244209749 0.867751594882715 0.133094535423937 0.871025717411631 0.796371731973339 0.874660151264115
"cg05923857" 0.848102586533121 0.919589238742566 0.161087767918723 0.905383155271719 0.839060292460805 0.895853832054162
"cg14109551" 0.883781724288685 0.881098377787547 0.137995409153495 0.886132747242491 0.730828650672246 0.890187863111566
"cg09322573" 0.864156097662825 0.834955220082512 0.103147021188656 0.867849729726215 0.670657258414868 0.850397055914307
"cg10499974" 0.892742471379231 0.885465756066582 0.0863229740373187 0.897739938342772 0.465754376843823 0.864184878897244
"cg23791626" 0.88637024193561 0.848901436604603 0.131392353260772 0.886106630165575 0.796859948680422 0.780783166286763
"cg10278149" 0.8558202414158 0.855229686262711 0.107536009777734 0.866290773981547 0.688020723023444 0.804003796831615
"cg24365417" 0.844663274351126 0.798525083833144 0.116207482393897 0.851932303386657 0.769834616148519 0.850450579045385
"cg10624395" 0.90110483443087 0.892187704505915 0.191177223635119 0.896791733695112 0.892895554691959 0.902373865916116
"cg18835472" 0.846758686188701 0.846595039958486 0.104497300089171 0.854170357981754 0.675566123940838 0.829620547274726
"cg27366072" 0.879122208770514 0.865103041978266 0.131870037392213 0.872448263483363 0.727056242801986 0.836506464257948
"cg18770149" 0.873052197977413 0.852058455619146 0.155846138942283 0.872066695648777 0.832530909757531 0.87067789625628
"cg18990407" 0.916366942016174 0.91040281467322 0.188929976726937 0.91400198538296 0.816258142996352 0.903788229514849
"cg24037651" 0.828773027435724 0.800745733834446 0.121752942465863 0.84005310197986 0.82477979917556 0.827213302583825
"cg02780988" 0.838524690690391 0.817139034011974 0.129104414827259 0.834280746553596 0.817263487461258 0.837423338165843
"cg22675702" 0.832562412619235 0.828287145664935 0.125234808426441 0.832273967265159 0.797391696436207 0.834498180104483
"cg09220326" 0.885215087667752 0.870818423311147 0.127584574607183 0.877657957581553 0.629299509752344 0.875457325738358
"cg24788483" 0.882894228069769 0.936339034255735 0.206934999485756 0.932149242382173 0.882044655270499 0.896499189391633
"cg18066690" 0.893755144604757 0.89104121949707 0.188262317175995 0.886823491071467 0.87718000835473 0.886779040112898
"cg08442088" 0.840635836030265 0.817796982690212 0.0935120849880596 0.765115993008917 0.693854808138537 0.839938992471389
"cg26538782" 0.84450682584792 0.845396699928926 0.139559904602358 0.835003090325018 0.807931711354709 0.848879048426545
"cg04468741" 0.823612320656366 0.860172922616226 0.142287319243998 0.855193362952983 0.785733527861005 0.864348195748484
"cg07002540" 0.836599107431216 0.809221812446727 0.122831158840737 0.862853019904551 0.703300512254113 0.872343914786406
"cg26690127" 0.844086857238888 0.886785231365462 0.128945204840505 0.884015031380851 0.700168126119277 0.78139035989907
"cg19835973" 0.908607263960327 0.9025426911216 0.216485153043525 0.911751499056257 0.892748385526675 0.916765090337419
"cg12422199" 0.82219393063054 0.767542191900512 0.102633810065481 0.808845609993078 0.811836851971825 0.742890426794993
"cg00101629" 0.87595814200732 0.876138948435164 0.169373044602994 0.877546889111378 0.783722121840985 0.873505166985707
"cg23512231" 0.879443743094008 0.874348543066527 0.128695491678426 0.883703150020044 0.563659402331848 0.87895319284719
"cg00091349" 0.880396872880909 0.863159489987753 0.0890265935287935 0.883485764239303 0.39502245785518 0.86082846804206
"cg17883068" 0.834396688948226 0.842199026451394 0.109474110525388 0.839367274551599 0.741919250690916 0.713390238777947
"cg12555086" 0.86078020631785 0.792854048660214 0.102246255729428 0.870808356797965 0.622156610940799 0.785249920973345
"cg04121771" 0.879979693605505 0.860721644111004 0.114213933520935 0.880682332870185 0.49225605635466 0.877349292151872
