"NE" "EO" "BA" "MO" "EM_CT" "CM_CT" "E_CT" "N_CT" "EM_HT" "CM_HT" "E_HT" "N_HT" "B" "DC" "NK"
"cg14612966" 0.874305992840456 -0.172612131068972 0.857044332321799 0.83578970554673 0.870237620423539 0.793576633686687 0.877094566471224 0.844864846412363 0.788223020659233 0.978341888165038 0.68840649998169 0.87550688232906 0.861336354671199 0.85769889616485 0.872395965489513
"cg12077754" 0.850535929737181 -0.528973294570933 0.680402083778646 0.833531839612557 0.721514391407217 0.625781679631433 0.872018487436887 1.09388054544301 0.703587246190273 0.982929843131373 0.887763844128542 0.902399039015719 0.90214624749026 1.01491721162952 0.870751681801082
"cg10644885" 0.831723159148386 -0.33364682263595 1.0687792560395 0.865056661348203 0.76678096519978 1.03588503992033 0.900161616641402 0.859683538628592 0.717158161249433 0.925680743802689 0.771044939435556 0.853999053764967 0.830820512757898 0.812278665971727 0.882706994430566
"cg18650626" 0.966267292739954 -0.621113499982645 1.15910470766018 0.940615052022405 1.02298481039856 0.244975758053363 1.02964842965594 1.1810547426326 0.992824825811528 1.0186636799794 1.15546990419892 0.924377217650623 1.06449192786399 1.45137625554492 0.973477577912164
"cg08077807" 0.898638316520291 0.0877089325357076 1.02685089013496 0.844777442526069 0.911671408625414 1.00223005067728 0.887209431980884 0.845087415427222 0.81083075304104 0.90816622737566 0.819606116873517 0.900474885433129 0.871017546612365 0.992746627559862 0.830777955338903
"cg07908654" 0.820439082324264 -0.234254872977274 0.740553546159559 0.813325568896112 0.804860484028073 0.953091896236823 0.862791684469025 0.904783179570472 0.806963196964902 0.91371790006628 0.813748948755712 0.852233527414325 0.890301340211987 1.05310355030939 0.856366469562899
"cg14769121" 0.865938435889522 -0.0882291982009399 0.98426911517655 0.806404757714147 0.810949201308659 1.07319086331952 0.967397527659379 0.904851213625839 0.818908626133002 0.940375360746219 0.921563937896591 0.879180574093901 0.893222495253805 1.01795705274159 0.76851739240132
"cg01614759" 0.833340227492786 -0.183950783010707 0.880472395454417 0.829364371195962 1.06974907055828 0.868076487132459 0.911359867669826 0.774852436125875 0.77528677075861 0.898661623901132 0.815736653880031 0.888846605919148 0.871572493078924 0.896182807886562 0.919427439929664
"cg19434937" 0.789499500746692 -0.302863270902074 0.773075679831878 0.610921063563519 0.785773371030139 0.753758436145766 0.719981044706586 0.758673328401682 0.567322820074813 0.819263462606089 0.576992370647519 0.825410979792156 0.763068368735397 0.792672162455278 0.799886112083134
"cg02124524" 0.974505522366944 0.300511980487196 0.940346759386596 0.928322635893994 0.962944492655132 1.19940797392235 0.962147162010591 0.98718418843607 0.973608224873918 1.00345195408828 0.94244082500961 0.97200612281752 0.973818185343106 0.923046482332464 0.96137235053448
"cg20885063" 0.840011325630132 -0.0862276138649944 1.01294332242306 0.827829751483558 0.91847886881689 0.875223527114308 0.849713832802597 0.934181487541497 0.895669132253749 0.91716009506909 0.917479672800208 0.899797188165116 0.868031468785755 1.11244438720012 0.940261411393911
"cg00414077" 0.79646193820526 -0.353605599678494 0.631658601992285 0.803927540718049 0.732800649133107 0.611972794792027 0.742945719891196 0.92569226683812 0.661888506904426 0.851317670034922 0.735388456172203 0.747109964407916 0.677275217262733 0.682723620722567 0.678557289375306
"cg02803925" 0.919773464005494 -0.185612262188374 1.19503679822417 0.990908466055123 0.977623511541526 1.03804134498402 1.0150055849233 0.955630321298712 0.917440260811986 0.991420069558042 1.10006492374964 0.978806117613054 1.01292366981997 0.890644577250638 0.995847162561712
"cg14084609" 0.888274909231407 -0.114026275751234 1.09934935961243 0.860114413861248 0.821100919535104 0.763292801397463 0.89360405104586 0.902255286260689 0.736250063649123 0.988373271583374 0.791296729841351 0.878235836364107 0.819532992566776 1.02526434566066 0.90108698131787
"cg18550847" 0.805898534337473 -0.463320603257122 1.02772435139209 0.818979589746378 0.84094030487781 1.05559512182135 0.838832421181478 0.82362852667141 0.575338267613708 0.953241988002717 0.784176193359532 0.82457202495473 0.76063991606436 0.938542822427354 0.878406659074806
"cg13054523" 0.934672448686339 -0.143687719873397 1.10587620807154 0.942238886755614 0.884029630666807 1.00720621349645 0.9159373148785 1.09566051959018 0.949893065124177 1.00737303649299 0.840112661432081 0.989508927678288 0.968393098987971 1.02121422991391 0.927463548631549
"cg15700636" 0.808263452933633 -0.165981968041402 0.954314795215507 0.800032902817866 0.628774980465634 0.813074002585439 0.709717840712526 0.86068571457517 0.609217398003172 0.89623719751706 0.68718119983468 0.797872106832391 0.789936409996959 0.934383532384305 0.801519486751254
"cg24836822" 0.955936529046916 -0.337703414890644 1.31075724263215 0.977500512146752 0.897181345812631 1.12111220217339 0.994739538088992 1.16873935858505 0.93985752232904 1.01577166632671 1.00491004234501 0.958275528499302 0.859689274780257 1.00222328257502 0.970500905950835
"cg10142874" 0.89675854911386 -0.126437408306167 0.932557667910662 0.912514113562924 1.00399547517022 1.14105968444881 0.930427504304339 0.90255743088415 0.95594918138083 0.95571970459908 0.916628161820145 0.973629584706355 0.978095354894936 0.839857511490107 0.897743948482884
"cg10159529" 0.823477302180234 -0.149299627557149 0.78962871458441 0.791189581120316 0.747417225260096 0.469183346294999 0.535994608247084 0.925185152246123 0.686839327245954 0.841024986450012 0.182742619851259 0.809238219937805 0.756664423581536 0.999592040979276 0.77206524840268
"cg16597993" 0.859331212357979 -0.00660854381826781 1.02463854395721 0.82532647074518 0.951315532145826 0.893530851557869 0.905173881315979 0.754922850641503 0.749871811781216 0.935118649062911 0.832254479345062 0.9027256932982 0.833639584128867 1.03336526855674 0.847318153577897
"cg01000631" 0.788123302098786 -0.526605339870242 0.990096450272548 0.756164538134393 0.765610412167088 0.825270045405815 0.730181331444752 0.785996333319636 0.622534797152719 0.810834706958375 0.674064255126828 0.779601945236393 0.777119588742148 0.828820423324794 0.772754713971957
"cg20263733" 0.90323511658112 0.024490268335674 0.866685388678078 0.871853354356747 1.01544484992487 0.860419133184873 0.896720101266321 0.87956180243649 0.85923709322019 0.928487832727193 0.918742950900069 0.900540349747071 0.863832702990959 1.1324296676048 0.884450141852426
"cg25854298" 0.893776054070821 -0.0484581951106694 0.744775314083669 0.840448421041562 0.904001424933007 0.698735439930293 0.892787373280901 0.9240908756184 0.917382610364252 0.916506791339678 0.680593114949186 0.89472169213246 0.874556773832518 1.11499776672777 0.848079789036074
"cg12213680" 0.921686540240019 -0.131697151863017 0.721030465129977 0.843734597185318 0.960559527288568 1.03739706964539 0.977191419768487 0.794862006368557 0.826999141263756 0.96448636346547 0.716272363651712 0.885255754852096 0.801790082687929 0.730517460478726 0.913189546884696
"cg06528816" 0.789190328708396 -0.191048538560267 0.969078926830896 0.822484676872884 0.963592924057306 0.784136940601607 0.813524593055916 0.857571121433935 0.80758411493278 0.893406124371241 0.861570559093246 0.859491680397976 0.777272206345032 1.09288872001023 0.881204747400364
"cg18666454" 0.854943044128742 -0.277148002178407 1.05723546533922 0.807828603454687 0.703477865131136 0.52808164855944 0.664579808980369 1.02742025993291 0.566396516832416 0.928655880124721 0.584000549657525 0.864667706711985 0.608396963239552 1.03742920906648 0.808083106747903
"cg13645296" 0.795603298761791 -0.378664728923837 0.970872782667138 0.869935950012972 0.700953710859435 1.01761276287356 0.824839772466423 0.876370452879055 0.579819604874082 0.948666027069984 0.851951176377618 0.795494460983183 0.810157857174851 0.657543470746704 0.808755175406231
"cg03329755" 0.954452049153553 -0.169285087173911 0.999027310408979 0.947538306913388 0.742556750184217 1.17306642189137 1.01207315105772 0.823974421852047 0.902486904423379 1.04484760693351 0.86691272163813 0.967216030567754 1.00581074568707 0.878993233599247 0.956664208432817
"cg00381391" 0.855697022286598 -0.074805680120527 0.838323341393945 0.839735732864611 0.87184035495491 0.822843755540585 0.924083168859556 0.888167796634977 0.822972821535102 0.902642107815481 0.970872577781114 0.89974255996606 0.853526830752162 0.968373533908707 0.831656698349259
"cg14613878" 0.751664441056846 -0.298624663088076 0.933818163280172 0.679489984484339 0.63067316501979 0.710969960870256 0.674676566896672 0.849572258758137 0.440016902012791 0.858956683859921 0.460532923692941 0.803777173515797 0.653525917843673 0.849999967961632 0.715777537462817
"cg20315954" 0.856891953137184 -0.0190274061148537 1.16193677313834 0.864134548322411 0.834037778364787 0.867941461982982 0.840032003919742 0.887074477882096 0.805054874701546 0.955649353395207 0.799411209818999 0.852519012553134 0.85144585021572 0.919504038713693 0.848227365370194
"cg17971251" 0.845923733053528 -0.109778487373174 0.741714603690031 0.820056907147586 0.755699696612285 0.581932019800059 0.701134469121358 0.928601951171561 0.643518491487039 0.868852048692554 0.595674070186704 0.875314286777903 0.767273413969556 1.05159960967888 0.654837847770447
"cg06315149" 0.810321356832643 -0.201499413334094 1.18384882753011 0.804807131165316 0.786246428904541 1.16896009728322 0.883254832394929 0.74875614956719 0.531808922686549 0.930162174038273 0.868253696263396 0.832892368253763 0.780410344037295 1.00658210933917 0.807091542414551
"cg12227660" 0.790183429717874 -0.461244474984997 0.71063002913024 0.845625687371866 0.657607924897664 0.812188845268458 0.98241283595029 1.20891822690947 0.910155476029961 1.04947988840599 1.16647640353601 0.926585523355105 0.986637807750788 1.09680769561338 0.954976624647439
"cg14973204" 0.82275839087104 0.679327480780839 -0.14725104532714 0.762668510284661 0.632355079710447 0.560998881542215 0.858725623499759 0.880369597751609 0.687340132754514 0.900422927782046 0.86314970760669 0.784837588211583 0.749321589498217 0.905560773262045 0.791506124927806
"cg23092820" 0.477027473358505 0.672767293989746 1.20408776740581 0.588761090925598 0.562079868888591 0.547540371554392 0.37998527966256 0.901547613809413 0.684050065445397 0.716976636064295 0.262319154741857 0.785469494523974 0.780311932311828 0.468605427615338 0.668052515096835
"cg16432441" 0.626667508616681 0.55691185666785 1.31726549580172 0.650359886642713 0.773901528226508 0.74540784258612 0.754598132834626 1.03850367202134 0.80681974894354 0.841371661155742 0.853262657993021 0.839589176368791 0.8327619636084 0.869863843078776 0.871765124939367
"cg08537847" 0.359013306360267 0.685740249227183 1.21758771043452 0.606826561145604 0.951468910489099 1.29731252337435 0.894969429795967 0.598554245664881 0.879748295273679 0.742085293882248 0.992811515761434 0.859579595752745 0.974736833299917 0.738289263022212 0.94235962129111
"cg03600318" 0.226039484022156 0.193150753121464 1.16241401733324 0.489411495408405 0.626245856329564 0.414609742039365 0.548136868582431 1.0694767353821 0.588220608749005 0.756936403350886 0.758164757316008 0.750461397491354 0.916155525225654 0.65064212017665 0.746275504172484
"cg14382215" 0.720367518885991 0.819490671885254 1.33671001155794 0.857600918953665 0.845361871382462 0.995778119819491 0.77358367731158 0.66855158176964 0.717716220647731 0.767416461373664 0.63650292293683 0.905647226631603 0.857115648295773 0.919010581767324 0.823800670661154
"cg23223330" 0.293291692210792 0.247268055638698 1.02203539896137 0.420970746283828 0.866659113770826 0.903555621268717 0.809736370743877 0.673798470868871 0.894384477065443 0.675013967715894 1.04057519196083 0.774522714124879 0.943010327924372 0.640242924883066 0.853087759115774
"cg00408773" 0.716523157058035 0.784202942877324 1.24790352012152 0.718307257552003 0.699012177216088 0.615984043573461 0.502796964000514 0.876107798397321 0.721901015687833 0.732945183899882 0.364671268743348 0.834777652157268 0.800898687061065 0.959948275254607 0.703837564474745
"cg20354859" 0.647632903608958 0.525273903469194 1.27488174417959 0.672671242686869 0.611574405362012 0.688608814331288 0.541682365298136 0.814683126868616 0.498249206230896 0.732304102500004 0.645705752844587 0.723973507934572 0.754717393979836 0.913729279997294 0.715406838652332
"cg10768932" 0.0593705983380727 0.0923817051179737 0.620527534877947 0.474809096898207 -0.0216685221705966 0.0876144467523201 0.0408637989560064 -0.0417581169707208 0.00782205980015041 0.070841025924196 0.108073533970732 0.00820548135522294 0.127527381487691 -0.150461816361076 0.0415128118148651
"cg24621042" 0.337795445688024 0.692912080316375 1.01296695084087 0.532507495067205 0.405892902602013 -0.0336455566210375 0.158226257398822 0.934921888089035 0.424532908937861 0.498616845332986 0.247108930337241 0.698207430728174 0.49977361195062 0.65295979846652 0.557186122955537
"cg05613718" 0.0280050739163328 -0.0190255197058541 1.11732551700262 0.959479769644098 0.508293549086696 0.0835650160996887 0.152717935179256 0.370783993496166 0.496454856417429 0.550771283498207 0.60423437169044 0.476739424507352 1.1812933959017 0.283713140354742 0.0903886098236459
"cg03513388" 0.408448618325939 0.490588121834053 1.0294973700461 0.44475772835471 0.298205303355365 -0.0163432518189299 0.0865624389891367 0.761114705668887 0.445776576318138 0.415250635870852 0.171235001410172 0.67414663832297 0.51643534712922 0.234620890073149 0.428963216601342
"cg05136956" 0.79472434088338 0.829455502995665 1.35231275655743 0.790990385238881 0.569950734882175 0.811192237818162 0.356437094574381 0.697694780590473 0.66399417778475 0.740326180965648 0.241814176634099 0.837239254340714 0.677091672224318 0.970608222236731 0.665924189078298
"cg09854615" 0.412336707289284 0.573624204370652 1.62101059766237 0.457633788409395 0.988363864522649 0.505998934797384 0.955908754453542 1.30550724555241 0.809388841629308 0.930990245990893 1.22189626062279 0.859150049733792 1.00242670833292 0.818426713160099 0.95020208004002
"cg20854286" 0.846747035054815 0.833491701572058 1.27655908860601 0.848862087325539 0.716902298317249 0.976794598683236 0.747212656886237 0.803120587831317 0.738334881376281 0.913932960829756 0.628316711664929 0.875063733072689 0.808971100583056 1.12897361214298 0.613947658923261
"cg10160630" 0.512659369982559 0.6745041108593 1.20005502056767 0.719922061713472 0.79577375953404 1.03483086784448 0.665542384007325 0.761827913807291 0.824172485454976 0.742526177757457 1.01705497343682 0.79681147598029 0.792679131749148 0.739565750950379 0.778186494370678
"cg00509007" 0.571279749431547 0.697575929996946 1.30266420001185 0.63344437539617 0.936381797359148 0.808344887661006 0.856175703320542 0.711255572832942 0.768951490751562 0.796525280399791 0.81581547200523 0.816670976757255 0.828947466099368 0.766815071552485 0.898097114627506
"cg24549289" 0.417904049305652 0.657860172048936 1.34273782402229 0.70201672102956 0.6548477671608 0.585215010354837 0.506652714176328 0.830450250622606 0.700674103934946 0.717431745778322 0.5566083404899 0.83717945627583 0.90762717576427 1.02514137704246 0.807446055713273
"cg04944536" 0.687839525018387 0.735974769900644 1.59594726778541 0.765450152446222 0.743032180337501 1.08979096130184 0.690869842132845 0.955080100399478 0.88369172424129 0.833858734511958 0.839356348030822 0.836497116923781 1.02120208399899 0.619558008623666 0.909103147368576
"cg25445707" 0.443054256712796 0.743251409860624 1.09999062457359 0.456879378654451 0.616134318969057 0.934415823262547 0.614473384229133 0.715825209050147 0.755371533183822 0.675418488981628 0.553564380621585 0.754169476644146 0.758935356986755 0.605569893591018 0.701378272308135
"cg18124517" 0.50574849903922 0.584257776714193 1.13727763199493 0.545939724593605 0.418815130617204 0.782158198679712 0.601097831684241 0.963396515041686 0.415923385188377 0.639039519964149 0.4952268787485 0.771905003881662 0.743081995626392 0.724817939358661 0.695102578980007
"cg11654011" 0.214735566047484 0.214048013107423 1.19529521908915 0.593600749546821 0.275855750560611 0.297100017369067 0.0658360955204356 0.810752931920349 0.463473396618242 0.477556894426612 0.11027952733619 0.714589361252452 0.496316451246196 0.465449520091423 0.514784631976766
"cg15321908" 0.463808676074817 0.615822172482086 1.23756779887949 0.552016740730305 0.380135926487314 -0.0434049802296689 0.316691664578498 1.04196051033371 0.519473714297819 0.711235355805302 0.343055534689281 0.740539915147577 0.630953379511797 1.00123964016479 0.61957810912998
"cg26464446" 0.429748242460751 0.490511326490889 1.02226278521285 0.573502904900642 0.548446050939484 0.476779277417004 0.431713657713994 0.842982032847016 0.611028482151506 0.578954373769413 0.432834168051067 0.750412456494812 0.664539446966522 0.752850639065988 0.637434045137319
"cg09418321" 0.152729831778519 0.226957455715331 1.02003552622158 0.813821374869566 0.612020306593789 0.212230118677047 0.244544929148233 1.06081466882133 0.644471873888523 0.575273196548421 0.424991779601242 0.799073101458494 0.892283511703158 0.651992379818039 0.636384073978483
"cg14507658" 0.843397086478616 0.809561065003564 1.31511260734004 0.841573626006447 0.755721668022157 0.786283076361911 0.859505319284128 0.701911073063359 0.741267036271614 0.796180272119312 0.657481512994878 0.855976776962084 0.588786384729155 1.08801727779555 0.843788517298905
"cg04399899" 0.0957279944230617 0.566349741587834 1.22043550425238 0.597150076732003 0.802731700827838 -0.323483271859544 0.258404665110938 1.01803554329944 0.813979574224136 0.71653088424476 0.360362747148557 0.951466880997347 1.07824805494668 0.328992836983992 0.565077827608568
"cg25526519" 0.768830334347338 0.66416671527379 1.39225326453299 0.92242290231262 0.837087978448971 0.294963455398775 0.531422212869836 0.778839984441464 0.194018910452938 0.504975929810088 -0.0201553429499052 0.937396867826581 0.546985892733523 1.00566322947819 0.784285783180396
"cg22941668" 0.219878480812085 0.73545111736666 1.17011895056597 0.605750608768726 0.87976105785342 1.08200561479273 0.799911693694356 0.490384784575121 0.732995151004069 0.692490991946423 0.962523790570706 0.760644778995057 0.897191099310572 0.50860325554672 0.840302002184231
"cg17480221" 0.79373721221362 0.748658514864074 1.28741358006603 0.828296552437629 0.79133380680525 0.96133810169636 0.802246045720336 0.879363498331932 0.778030864761161 0.881209406169164 0.830101268641326 0.836131338668125 0.795291570967712 0.885202395019771 0.877261491168226
"cg01304499" 0.746214237448266 0.753701424055585 1.39063592498441 0.773779607856525 0.353750563316319 0.883360382464614 0.360180005751494 0.683205104655199 0.521583175263202 0.690728801885787 0.327628368484414 0.802159662441295 0.658256471604179 0.841383867976187 0.588500150895753
"cg07244716" 0.79061245772447 0.870819576326494 1.23801909992982 0.758553113420232 0.630388226907417 0.602562671857241 0.466639327703478 0.727040178982185 0.551524391026255 0.779699922098789 0.39286173694061 0.781232543063109 0.713382292201524 0.895709209659695 0.702447253154515
"cg13565300" 0.774531195914095 0.822712208253927 1.30740161413725 0.783513059590831 0.450770064962217 0.54259942215498 0.213272193003928 0.787603278672364 0.406227608420145 0.867838127542551 -0.0425296520538391 0.785042311749267 0.633772071026375 1.07337377222987 0.562725804388693
"cg22082462" 0.205284050811572 0.414544675695776 1.70145565046155 0.934728197292698 0.202798822930129 -0.69415550770044 -0.0693454964664843 1.45986294668067 0.294170918432079 0.499728317383997 0.172056312254902 0.766746404312184 0.965496317802943 0.2469866443655 0.560930235926307
"cg16342777" 0.549924748738795 0.673457686623387 1.21283197339605 0.65830357637169 0.231193615296495 0.728607951685204 0.247766777350067 0.696621357155687 0.374154430275154 0.661063231870873 0.238925589720267 0.642550584714846 0.58728275592311 0.627989192019894 0.45994263694604
"cg25234117" 0.143497191739647 0.25392051659239 0.860567914705544 0.38975325801363 0.718385979533035 0.377565170060571 0.339452025975733 0.796395458259695 0.751338106095882 0.485768353279726 0.313958205982394 0.821697134997274 0.782566201039447 0.456239507149783 0.600561252330795
"cg00608540" 0.445712486895721 0.561959493543004 1.29948183145173 0.567197014809245 0.534590725060707 0.444760223125779 0.658817946428254 1.31969048129145 0.553315115115008 0.859207079548709 0.980398439194128 0.638493325830276 0.949035784299716 0.765446361552703 0.747985291752114
"cg25270367" 0.87085623410069 0.81285645371021 1.27078150067074 0.879319616852611 0.720338604232947 0.842322898643791 0.801502345742585 0.967992047758556 0.820651829210075 0.86000510160161 0.910679904745068 0.870460067705133 0.929916085539371 0.735479231031549 0.853961411852416
"cg14714629" 0.135103246646191 0.213376364349047 1.10712489668345 0.604054502154942 0.406431940208279 0.601642792563152 0.0314327988563829 0.881360758506659 0.682871286724168 0.766475830260713 0.183402469809939 0.948259865298412 0.864542364305961 0.545339370820904 0.579506032737385
"cg19644949" 0.867009994136496 0.885689401193102 1.28746507991093 0.894241301076575 0.601827635758074 0.97403617042385 0.697582499285714 0.893678813272567 0.683614224291872 0.8308852247916 0.692877384268948 0.884074447486423 0.7467587568835 0.789410825388395 0.801214598054863
"cg18403970" 0.762204193192088 0.779113271738336 1.28137612398475 0.766162289206882 0.633300210125418 0.563527820803041 0.430807376081976 0.793066797492301 0.616778160553357 0.631116231680339 0.242570104359822 0.77205076834299 0.639482912416038 0.754167365907327 0.59966251632167
"cg23483081" 0.73909617777369 0.895449508735407 1.41851503396944 0.811689804107377 0.810595378193971 0.926710740948917 0.722885877773296 0.737644555886472 0.721543805920859 0.863731715209961 0.945359304676118 0.855529977829658 0.854202777818397 0.81197285275153 0.85094340365115
"cg14170787" 0.488331801932936 0.589340407746061 1.44615874194782 0.575934616291335 0.613428667400171 1.18004257994527 0.851390782007766 0.847338481469987 0.824806184943093 0.774475389054063 1.0455514149491 0.836576041262994 0.876289428562167 0.859437685624055 0.729591331064177
"cg05990793" 0.924367201083624 0.951691838270012 1.32918012267397 0.950834141402073 0.826878119830914 1.02068772472373 0.846075494531504 0.88958517371847 0.842864150374721 0.968191317299648 0.980149914304125 0.916902839082396 0.937776313482173 0.843133643686661 0.893492162296848
"cg25117091" 0.772326015096089 0.796618434376718 1.38469629508198 0.706233476990414 0.843294750694883 0.845117832678287 0.760448798094118 0.943140167801935 0.827981363173693 0.81075328109328 0.587717572935836 0.905774902798535 0.841634652740705 0.890143466302609 0.896938699234537
"cg08160246" 0.756884841191755 0.757075594756697 1.36716935169282 0.760413091819618 0.506510891465982 0.391785491012035 0.416487494919168 0.898841210235878 0.427347315055209 0.729949730955135 0.0956901535368218 0.743935898639951 0.303855227197012 0.960510453390432 0.641552462059414
"cg16884847" 0.774533471947067 0.729641925080066 1.39996630298993 0.843140862724094 0.417707640738418 0.768397201526924 0.459930041578024 1.10262676075699 0.854130690672881 0.7808686347797 0.328767413448616 0.90293231621529 0.850720100904344 1.00054961995294 0.744775182468301
"cg23172853" 0.282844297798482 0.565890950118398 1.33913722001963 0.455138826677083 0.604952254218153 0.522704901621673 0.359963014908218 1.12114807367731 0.643506556380369 0.771394427827549 0.448817404503502 0.873680790017618 0.961589712292428 0.678901082048881 0.640006677299021
"cg18941322" 0.536121884557442 0.155907438225971 1.57457435627809 0.591344996041993 0.495458886829073 0.839195759781936 0.863845148040294 0.667465414188361 1.00854410699262 0.749313833478244 0.654083962217068 0.582754126454015 0.489777779843505 0.815567111305064 0.896364115350827
"cg23244761" 0.95220935564121 0.992149777712134 0.685197320982105 -0.111952124911836 1.0231548841892 0.795467566551669 1.00785985192753 1.0308251358833 0.946768347901269 0.960248837967145 1.0752419526156 1.01829507950289 0.970650114933731 1.04245479561898 1.01469336710969
"cg26872907" 0.887037597727707 1.00481380230386 0.16639018944351 -0.647200138655794 0.896135734824297 1.28244845599823 0.961506073782643 0.90672824181086 0.982750721068719 0.861429058531743 0.932273753180355 0.979527742342661 0.976197285990689 0.638562992826399 1.03232827349682
"cg24788483" 0.882167059507594 0.939370281793996 0.960621528565927 -0.15709069788966 0.894470084240745 1.08175760940434 0.961154552349273 0.928101895932616 0.878815453891133 0.954700600836127 1.06004234397577 0.887970131151932 1.02547665617358 0.484770601538965 1.01038514275828
"cg03339817" 0.972470991373939 1.00681707232483 0.784647504021668 0.276861034694387 0.74708697059869 1.11559693937215 0.963842431660073 0.909143208011033 0.81082574174626 0.938061976786341 0.827517164783571 0.981549176100891 0.844869822255346 0.815071534029776 0.984805508153032
"cg10732094" 0.757014357204702 0.81553578809727 0.791038777066024 0.0250325139824216 0.814338736714806 0.9320226379614 0.843761354547214 0.80587927628312 0.800684414066178 0.80005608789748 0.881451570604356 0.887841848637538 0.764913411060265 0.803253275968162 0.914747315738248
"cg04468741" 0.822120428194339 0.512979749832836 0.837309609990719 0.135884244226163 0.867407787435571 0.982294253434221 0.851836837926905 0.917055219868433 0.806127720096341 0.858042088323875 0.911023789830863 0.87193261338662 0.794897329585595 0.81347040879558 0.890123075076384
"cg25033076" 0.861739665599244 0.843491537632159 0.703797677478224 0.0255978383989774 0.576656789160038 1.1617381247343 0.903166708498844 0.742452624534035 0.694275544043747 0.744637289254293 0.755428013232696 0.870665033122801 0.454312141407261 0.750533495459985 0.858599035553631
